,Municipio,CodIbge,Estado,Ano,Notificações de 1o Sintoma
613,Castanheiras,110090,RO,2008,5.0
614,Cerejeiras,110005,RO,2008,174.0
615,Chupinguaia,110092,RO,2008,22.0
616,Colorado do Oeste,110006,RO,2008,32.0
617,Corumbiara,110007,RO,2008,3.0
618,Costa Marques,110008,RO,2008,11.0
619,Cujubim,0,RO,2008,
620,Espigão D'Oeste,110009,RO,2008,205.0
621,Governador Jorge Teixeira,110100,RO,2008,8.0
622,Guajará-Mirim,110010,RO,2008,869.0
623,Itapuã do Oeste,110110,RO,2008,3.0
624,Jaru,110011,RO,2008,62.0
625,Ji-Paraná,110012,RO,2008,274.0
626,Machadinho D'Oeste,110013,RO,2008,177.0
627,Ministro Andreazza,110120,RO,2008,26.0
628,Mirante da Serra,0,RO,2008,
629,Monte Negro,0,RO,2008,
630,Município ignorado - RO,0,RO,2008,
631,Nova Brasilândia D'Oeste,110014,RO,2008,30.0
632,Nova Mamoré,110033,RO,2008,25.0
633,Nova União,0,RO,2008,
634,Novo Horizonte do Oeste,0,RO,2008,
635,Ouro Preto do Oeste,110015,RO,2008,70.0
636,Parecis,110145,RO,2008,16.0
637,Pimenta Bueno,110018,RO,2008,124.0
638,Pimenteiras do Oeste,110146,RO,2008,2.0
639,Porto Velho,110020,RO,2008,1093.0
640,Presidente Médici,110025,RO,2008,191.0
641,Primavera de Rondônia,110147,RO,2008,38.0
642,Rio Crespo,110026,RO,2008,2.0
643,Rolim de Moura,110028,RO,2008,119.0
644,Santa Luzia D'Oeste,110029,RO,2008,15.0
645,Seringueiras,110150,RO,2008,55.0
646,São Felipe D'Oeste,110148,RO,2008,45.0
647,São Francisco do Guaporé,110149,RO,2008,67.0
648,São Miguel do Guaporé,110032,RO,2008,22.0
649,Teixeirópolis,110155,RO,2008,14.0
650,Theobroma,110160,RO,2008,7.0
651,Urupá,110170,RO,2008,70.0
652,Vale do Anari,110175,RO,2008,14.0
653,Vale do Paraíso,110180,RO,2008,33.0
654,Vilhena,110030,RO,2008,570.0
655,Alto Alegre,140005,RR,2008,98.0
656,Amajari,140002,RR,2008,23.0
657,Boa Vista,140010,RR,2008,3991.0
658,Bonfim,140015,RR,2008,63.0
659,Cantá,140017,RR,2008,114.0
660,Caracaraí,140020,RR,2008,20.0
661,Caroebe,140023,RR,2008,22.0
662,Iracema,140028,RR,2008,212.0
663,Mucajaí,140030,RR,2008,63.0
664,Normandia,140040,RR,2008,7.0
665,Pacaraima,140045,RR,2008,75.0
666,Rorainópolis,140047,RR,2008,204.0
667,São João da Baliza,140050,RR,2008,32.0
668,São Luiz,140060,RR,2008,3.0
669,Uiramutã,0,RR,2008,
670,Abreulândia,170025,TO,2008,162.0
671,Aguiarnópolis,170030,TO,2008,50.0
672,Aliança do Tocantins,170035,TO,2008,6.0
673,Almas,170040,TO,2008,28.0
674,Alvorada,170070,TO,2008,2.0
675,Ananás,170100,TO,2008,276.0
676,Angico,170105,TO,2008,20.0
677,Aparecida do Rio Negro,170110,TO,2008,46.0
678,Aragominas,170130,TO,2008,27.0
679,Araguacema,170190,TO,2008,20.0
680,Araguanã,170215,TO,2008,68.0
681,Araguatins,170220,TO,2008,60.0
682,Araguaçu,170200,TO,2008,43.0
683,Araguaína,170210,TO,2008,1763.0
684,Arapoema,170230,TO,2008,12.0
685,Arraias,170240,TO,2008,8.0
686,Augustinópolis,170255,TO,2008,168.0
687,Aurora do Tocantins,170270,TO,2008,1.0
688,Axixá do Tocantins,170290,TO,2008,44.0
689,Babaçulândia,170300,TO,2008,22.0
690,Bandeirantes do Tocantins,170305,TO,2008,5.0
691,Barra do Ouro,170307,TO,2008,75.0
692,Barrolândia,170310,TO,2008,28.0
693,Bernardo Sayão,170320,TO,2008,7.0
694,Bom Jesus do Tocantins,170330,TO,2008,7.0
695,Brasilândia do Tocantins,170360,TO,2008,3.0
696,Brejinho de Nazaré,170370,TO,2008,4.0
697,Buriti do Tocantins,170380,TO,2008,14.0
698,Cachoeirinha,170382,TO,2008,60.0
699,Campos Lindos,170384,TO,2008,62.0
700,Cariri do Tocantins,170386,TO,2008,1.0
701,Carmolândia,170388,TO,2008,5.0
702,Carrasco Bonito,170389,TO,2008,38.0
703,Caseara,170390,TO,2008,9.0
704,Centenário,170410,TO,2008,23.0
705,Chapada da Natividade,170510,TO,2008,10.0
706,Chapada de Areia,170460,TO,2008,1.0
707,Colinas do Tocantins,170550,TO,2008,92.0
708,Colméia,171670,TO,2008,54.0
709,Combinado,170555,TO,2008,16.0
710,Conceição do Tocantins,170560,TO,2008,3.0
711,Couto Magalhães,170600,TO,2008,47.0
712,Cristalândia,170610,TO,2008,19.0
713,Crixás do Tocantins,170625,TO,2008,18.0
714,Darcinópolis,170650,TO,2008,9.0
715,Dianópolis,170700,TO,2008,19.0
716,Divinópolis do Tocantins,170710,TO,2008,28.0
717,Dois Irmãos do Tocantins,170720,TO,2008,30.0
718,Dueré,170730,TO,2008,50.0
719,Esperantina,170740,TO,2008,29.0
720,Figueirópolis,170765,TO,2008,45.0
721,Filadélfia,170770,TO,2008,13.0
722,Formoso do Araguaia,170820,TO,2008,26.0
723,Fortaleza do Tabocão,170825,TO,2008,6.0
724,Fátima,170755,TO,2008,39.0
725,Goianorte,170830,TO,2008,11.0
726,Goiatins,170900,TO,2008,122.0
727,Guaraí,170930,TO,2008,92.0
728,Gurupi,170950,TO,2008,193.0
729,Ipueiras,170980,TO,2008,2.0
730,Itacajá,171050,TO,2008,4.0
731,Itaguatins,171070,TO,2008,22.0
732,Itapiratins,171090,TO,2008,38.0
733,Itaporã do Tocantins,171110,TO,2008,8.0
734,Jaú do Tocantins,0,TO,2008,
735,Juarina,171180,TO,2008,2.0
736,Lagoa da Confusão,171190,TO,2008,6.0
737,Lagoa do Tocantins,0,TO,2008,
738,Lajeado,171200,TO,2008,51.0
739,Lavandeira,0,TO,2008,
740,Lizarda,171240,TO,2008,4.0
741,Luzinópolis,171245,TO,2008,25.0
742,Marianópolis do Tocantins,171250,TO,2008,79.0
743,Mateiros,171270,TO,2008,5.0
744,Maurilândia do Tocantins,171280,TO,2008,19.0
745,Miracema do Tocantins,171320,TO,2008,198.0
746,Miranorte,171330,TO,2008,62.0
747,Monte Santo do Tocantins,171370,TO,2008,16.0
748,Monte do Carmo,171360,TO,2008,40.0
749,Município ignorado - TO,0,TO,2008,
750,Muricilândia,171395,TO,2008,5.0
751,Natividade,171420,TO,2008,100.0
752,Nazaré,171430,TO,2008,12.0
753,Nova Olinda,171488,TO,2008,73.0
754,Nova Rosalândia,171500,TO,2008,27.0
755,Novo Acordo,171510,TO,2008,5.0
756,Novo Alegre,0,TO,2008,
757,Novo Jardim,171525,TO,2008,3.0
758,Oliveira de Fátima,171550,TO,2008,3.0
759,Palmas,172100,TO,2008,2599.0
760,Palmeirante,171570,TO,2008,2.0
761,Palmeiras do Tocantins,0,TO,2008,
762,Palmeirópolis,171575,TO,2008,234.0
763,Paranã,171620,TO,2008,9.0
764,Paraíso do Tocantins,171610,TO,2008,630.0
765,Pau D'Arco,171630,TO,2008,1.0
766,Pedro Afonso,171650,TO,2008,35.0
767,Peixe,171660,TO,2008,11.0
768,Pequizeiro,171665,TO,2008,37.0
769,Pindorama do Tocantins,171700,TO,2008,69.0
770,Piraquê,171720,TO,2008,5.0
771,Pium,171750,TO,2008,89.0
772,Ponte Alta do Bom Jesus,171780,TO,2008,9.0
773,Ponte Alta do Tocantins,171790,TO,2008,11.0
774,Porto Alegre do Tocantins,171800,TO,2008,4.0
775,Porto Nacional,171820,TO,2008,177.0
776,Praia Norte,171830,TO,2008,31.0
777,Presidente Kennedy,171840,TO,2008,19.0
778,Pugmil,171845,TO,2008,22.0
779,Recursolândia,171850,TO,2008,2.0
780,Riachinho,171855,TO,2008,80.0
781,Rio Sono,171875,TO,2008,8.0
782,Rio da Conceição,171865,TO,2008,2.0
783,Rio dos Bois,171870,TO,2008,15.0
784,Sampaio,171880,TO,2008,45.0
785,Sandolândia,171884,TO,2008,14.0
786,Santa Fé do Araguaia,171886,TO,2008,8.0
787,Santa Maria do Tocantins,171888,TO,2008,7.0
788,Santa Rita do Tocantins,171889,TO,2008,19.0
789,Santa Rosa do Tocantins,171890,TO,2008,233.0
790,Santa Tereza do Tocantins,171900,TO,2008,4.0
791,Santa Terezinha do Tocantins,172000,TO,2008,24.0
792,Silvanópolis,172065,TO,2008,7.0
793,Sucupira,172085,TO,2008,20.0
794,São Bento do Tocantins,172010,TO,2008,42.0
795,São Félix do Tocantins,172015,TO,2008,1.0
796,São Miguel do Tocantins,172020,TO,2008,66.0
797,São Salvador do Tocantins,172025,TO,2008,130.0
798,São Sebastião do Tocantins,172030,TO,2008,18.0
799,São Valério,0,TO,2008,
800,Sítio Novo do Tocantins,172080,TO,2008,54.0
801,Taguatinga,0,TO,2008,
802,Taipas do Tocantins,172093,TO,2008,4.0
803,Talismã,172097,TO,2008,1.0
804,Tocantinópolis,172120,TO,2008,208.0
805,Tocantínia,172110,TO,2008,120.0
806,Tupirama,172125,TO,2008,1.0
807,Tupiratins,172130,TO,2008,3.0
808,Wanderlândia,172208,TO,2008,90.0
809,Xambioá,172210,TO,2008,94.0
810,Acrelândia,120001,AC,2009,23.0
811,Assis Brasil,0,AC,2009,42.0
812,Brasiléia,120010,AC,2009,603.0
813,Bujari,120013,AC,2009,76.0
814,Capixaba,120017,AC,2009,113.0
815,Cruzeiro do Sul,120020,AC,2009,20.0
816,Epitaciolândia,120025,AC,2009,659.0
817,Feijó,0,AC,2009,4.0
818,Jordão,0,AC,2009,3.0
819,Manoel Urbano,0,AC,2009,7.0
820,Marechal Thaumaturgo,0,AC,2009,
821,Mâncio Lima,120033,AC,2009,3.0
822,Plácido de Castro,120038,AC,2009,40.0
823,Porto Acre,120080,AC,2009,259.0
824,Porto Walter,0,AC,2009,1.0
825,Rio Branco,120040,AC,2009,17269.0
826,Rodrigues Alves,0,AC,2009,1.0
827,Santa Rosa do Purus,0,AC,2009,7.0
828,Sena Madureira,120050,AC,2009,91.0
829,Senador Guiomard,120045,AC,2009,94.0
830,Tarauacá,120060,AC,2009,9.0
831,Xapuri,120070,AC,2009,49.0
832,Amapá,0,AP,2009,
833,Calçoene,160020,AP,2009,
834,Cutias,0,AP,2009,
835,Ferreira Gomes,160023,AP,2009,
836,Itaubal,160025,AP,2009,
837,Laranjal do Jari,0,AP,2009,1.0
838,Macapá,160030,AP,2009,1045.0
839,Mazagão,160040,AP,2009,2.0
840,Município ignorado - AP,0,AP,2009,
841,Oiapoque,160050,AP,2009,488.0
842,Pedra Branca do Amapari,0,AP,2009,1.0
843,Porto Grande,160053,AP,2009,20.0
844,Pracuúba,0,AP,2009,1.0
845,Santana,160060,AP,2009,115.0
846,Serra do Navio,160005,AP,2009,43.0
847,Tartarugalzinho,0,AP,2009,1.0
848,Vitória do Jari,0,AP,2009,
849,Alvarães,130002,AM,2009,
850,Amaturá,0,AM,2009,
851,Anamã,130008,AM,2009,
852,Anori,130010,AM,2009,
853,Apuí,130014,AM,2009,4.0
854,Atalaia do Norte,130020,AM,2009,
855,Autazes,130030,AM,2009,1.0
856,Barcelos,130040,AM,2009,78.0
857,Barreirinha,130050,AM,2009,
858,Benjamin Constant,130060,AM,2009,
859,Beruri,0,AM,2009,
860,Boa Vista do Ramos,0,AM,2009,
861,Boca do Acre,130070,AM,2009,50.0
862,Borba,130080,AM,2009,1.0
863,Caapiranga,130083,AM,2009,
864,Canutama,0,AM,2009,
865,Carauari,0,AM,2009,
866,Careiro,130110,AM,2009,4.0
867,Careiro da Várzea,130115,AM,2009,4.0
868,Coari,130120,AM,2009,241.0
869,Codajás,130130,AM,2009,29.0
870,Eirunepé,130140,AM,2009,
871,Envira,0,AM,2009,
872,Fonte Boa,130160,AM,2009,
873,Guajará,0,AM,2009,
874,Humaitá,130170,AM,2009,391.0
875,Ipixuna,0,AM,2009,
876,Iranduba,130185,AM,2009,1.0
877,Itacoatiara,130190,AM,2009,
878,Itamarati,0,AM,2009,
879,Itapiranga,0,AM,2009,
880,Japurá,0,AM,2009,2.0
881,Juruá,130220,AM,2009,
882,Jutaí,0,AM,2009,
883,Lábrea,130240,AM,2009,42.0
884,Manacapuru,130250,AM,2009,1.0
885,Manaquiri,130255,AM,2009,
886,Manaus,130260,AM,2009,628.0
887,Manicoré,0,AM,2009,69.0
888,Maraã,0,AM,2009,
889,Maués,130290,AM,2009,
890,Município ignorado - AM,0,AM,2009,
891,Nhamundá,130300,AM,2009,
892,Nova Olinda do Norte,0,AM,2009,
893,Novo Airão,130320,AM,2009,
894,Novo Aripuanã,130330,AM,2009,
895,Parintins,130340,AM,2009,156.0
896,Pauini,0,AM,2009,1.0
897,Presidente Figueiredo,130353,AM,2009,1.0
898,Rio Preto da Eva,130356,AM,2009,2.0
899,Santa Isabel do Rio Negro,0,AM,2009,
900,Santo Antônio do Içá,0,AM,2009,
901,Silves,0,AM,2009,
902,São Gabriel da Cachoeira,130380,AM,2009,
903,São Paulo de Olivença,0,AM,2009,
904,São Sebastião do Uatumã,0,AM,2009,
905,Tabatinga,130406,AM,2009,
906,Tapauá,0,AM,2009,
907,Tefé,130420,AM,2009,
908,Uarini,130426,AM,2009,
909,Urucará,0,AM,2009,
910,Urucurituba,130440,AM,2009,
911,Afonso Cunha,210010,MA,2009,36.0
912,Alcântara,0,MA,2009,
913,Aldeias Altas,210030,MA,2009,26.0
914,Altamira do Maranhão,210040,MA,2009,1.0
915,Alto Alegre do Maranhão,0,MA,2009,3.0
916,Alto Alegre do Pindaré,210047,MA,2009,12.0
917,Alto Parnaíba,210050,MA,2009,2.0
918,Amapá do Maranhão,210055,MA,2009,1.0
919,Amarante do Maranhão,210060,MA,2009,2.0
920,Anajatuba,210070,MA,2009,2.0
921,Anapurus,0,MA,2009,1.0
922,Apicum-Açu,210083,MA,2009,2.0
923,Araguanã,0,MA,2009,1.0
924,Araioses,210090,MA,2009,
925,Arame,210095,MA,2009,4.0
926,Arari,210100,MA,2009,
927,Axixá,210110,MA,2009,1.0
928,Açailândia,210005,MA,2009,34.0
929,Bacabal,210120,MA,2009,5.0
930,Bacabeira,210125,MA,2009,
931,Bacuri,210130,MA,2009,
932,Bacurituba,0,MA,2009,
933,Balsas,210140,MA,2009,41.0
934,Barra do Corda,210160,MA,2009,63.0
935,Barreirinhas,210170,MA,2009,4.0
936,Barão de Grajaú,210150,MA,2009,34.0
937,Bela Vista do Maranhão,0,MA,2009,1.0
938,Belágua,210173,MA,2009,
939,Benedito Leite,0,MA,2009,
940,Bequimão,210190,MA,2009,1.0
941,Bernardo do Mearim,210193,MA,2009,3.0
942,Boa Vista do Gurupi,210197,MA,2009,12.0
943,Bom Jardim,210200,MA,2009,6.0
944,Bom Jesus das Selvas,210203,MA,2009,9.0
945,Bom Lugar,0,MA,2009,
946,Brejo,210210,MA,2009,3.0
947,Brejo de Areia,0,MA,2009,2.0
948,Buriti,210220,MA,2009,4.0
949,Buriti Bravo,210230,MA,2009,96.0
950,Buriticupu,210232,MA,2009,6.0
951,Buritirana,210235,MA,2009,1.0
952,Cachoeira Grande,210237,MA,2009,5.0
953,Cajapió,210240,MA,2009,
954,Cajari,210250,MA,2009,1.0
955,Campestre do Maranhão,210255,MA,2009,4.0
956,Cantanhede,210270,MA,2009,
957,Capinzal do Norte,210275,MA,2009,15.0
958,Carolina,210280,MA,2009,20.0
959,Carutapera,0,MA,2009,10.0
960,Caxias,210300,MA,2009,91.0
961,Cedral,210310,MA,2009,
962,Central do Maranhão,210312,MA,2009,
963,Centro Novo do Maranhão,0,MA,2009,
964,Centro do Guilherme,210315,MA,2009,
965,Chapadinha,210320,MA,2009,15.0
966,Cidelândia,210325,MA,2009,8.0
967,Codó,210330,MA,2009,7.0
968,Coelho Neto,210340,MA,2009,1.0
969,Colinas,210350,MA,2009,17.0
970,Conceição do Lago-Açu,0,MA,2009,1.0
971,Coroatá,210360,MA,2009,25.0
972,Cururupu,210370,MA,2009,
973,Cândido Mendes,210260,MA,2009,
974,Davinópolis,210375,MA,2009,3.0
975,Dom Pedro,210380,MA,2009,
976,Duque Bacelar,210390,MA,2009,9.0
977,Esperantinópolis,210400,MA,2009,24.0
978,Estreito,210405,MA,2009,8.0
979,Feira Nova do Maranhão,210407,MA,2009,
980,Fernando Falcão,210408,MA,2009,
981,Formosa da Serra Negra,210409,MA,2009,6.0
982,Fortaleza dos Nogueiras,210410,MA,2009,3.0
983,Fortuna,0,MA,2009,2.0
984,Godofredo Viana,0,MA,2009,
985,Gonçalves Dias,210440,MA,2009,20.0
986,Governador Archer,210450,MA,2009,3.0
987,Governador Edison Lobão,210455,MA,2009,7.0
988,Governador Eugênio Barros,210460,MA,2009,13.0
989,Governador Luiz Rocha,210462,MA,2009,14.0
990,Governador Newton Bello,210465,MA,2009,
991,Governador Nunes Freire,210467,MA,2009,1.0
992,Grajaú,210480,MA,2009,5.0
993,Graça Aranha,210470,MA,2009,
994,Guimarães,210490,MA,2009,1.0
995,Humberto de Campos,210500,MA,2009,17.0
996,Icatu,0,MA,2009,2.0
997,Igarapé Grande,210520,MA,2009,1.0
998,Igarapé do Meio,0,MA,2009,3.0
999,Imperatriz,210530,MA,2009,262.0
1000,Itaipava do Grajaú,210535,MA,2009,1.0
1001,Itapecuru Mirim,210540,MA,2009,1.0
1002,Itinga do Maranhão,210542,MA,2009,36.0
1003,Jatobá,210545,MA,2009,
1004,Jenipapo dos Vieiras,210547,MA,2009,2.0
1005,Joselândia,210560,MA,2009,32.0
1006,João Lisboa,210550,MA,2009,4.0
1007,Junco do Maranhão,210565,MA,2009,3.0
1008,Lago Verde,210590,MA,2009,1.0
1009,Lago da Pedra,210570,MA,2009,138.0
1010,Lago do Junco,210580,MA,2009,30.0
1011,Lago dos Rodrigues,0,MA,2009,
1012,Lagoa Grande do Maranhão,210596,MA,2009,14.0
1013,Lagoa do Mato,0,MA,2009,
1014,Lajeado Novo,210598,MA,2009,13.0
1015,Lima Campos,210600,MA,2009,3.0
1016,Loreto,0,MA,2009,10.0
1017,Luís Domingues,210620,MA,2009,
1018,Magalhães de Almeida,210630,MA,2009,4.0
1019,Maracaçumé,210632,MA,2009,
1020,Marajá do Sena,210635,MA,2009,
1021,Maranhãozinho,210637,MA,2009,
1022,Mata Roma,0,MA,2009,
1023,Matinha,0,MA,2009,
1024,Matões,210660,MA,2009,10.0
1025,Matões do Norte,210663,MA,2009,
1026,Milagres do Maranhão,210667,MA,2009,2.0
1027,Mirador,210670,MA,2009,12.0
1028,Miranda do Norte,210675,MA,2009,13.0
1029,Mirinzal,0,MA,2009,
1030,Montes Altos,210700,MA,2009,5.0
1031,Monção,210690,MA,2009,2.0
1032,Morros,210710,MA,2009,35.0
1033,Nina Rodrigues,210720,MA,2009,1.0
1034,Nova Colinas,210725,MA,2009,3.0
1035,Nova Iorque,210730,MA,2009,
1036,Nova Olinda do Maranhão,210735,MA,2009,
1037,Olho d'Água das Cunhãs,210740,MA,2009,1.0
1038,Olinda Nova do Maranhão,0,MA,2009,
1039,Palmeirândia,0,MA,2009,
1040,Paraibano,210770,MA,2009,52.0
1041,Parnarama,210780,MA,2009,14.0
1042,Passagem Franca,0,MA,2009,
1043,Pastos Bons,210800,MA,2009,3.0
1044,Paulino Neves,210805,MA,2009,
1045,Paulo Ramos,0,MA,2009,1.0
1046,Paço do Lumiar,210750,MA,2009,14.0
1047,Pedreiras,210820,MA,2009,115.0
1048,Pedro do Rosário,0,MA,2009,
1049,Penalva,210830,MA,2009,
1050,Peri Mirim,210840,MA,2009,
1051,Peritoró,210845,MA,2009,5.0
1052,Pindaré-Mirim,210850,MA,2009,9.0
1053,Pinheiro,210860,MA,2009,
1054,Pio XII,210870,MA,2009,20.0
1055,Pirapemas,210880,MA,2009,7.0
1056,Porto Franco,210900,MA,2009,14.0
1057,Porto Rico do Maranhão,210905,MA,2009,
1058,Poção de Pedras,210890,MA,2009,8.0
1059,Presidente Dutra,210910,MA,2009,17.0
1060,Presidente Juscelino,210920,MA,2009,1.0
1061,Presidente Médici,210923,MA,2009,
1062,Presidente Sarney,0,MA,2009,2.0
1063,Presidente Vargas,210930,MA,2009,2.0
1064,Primeira Cruz,210940,MA,2009,2.0
1065,Raposa,210945,MA,2009,3.0
1066,Riachão,210950,MA,2009,4.0
1067,Ribamar Fiquene,210955,MA,2009,
1068,Rosário,210960,MA,2009,1.0
1069,Sambaíba,210970,MA,2009,3.0
1070,Santa Filomena do Maranhão,210975,MA,2009,35.0
1071,Santa Helena,210980,MA,2009,1.0
1072,Santa Inês,210990,MA,2009,23.0
1073,Santa Luzia,211000,MA,2009,27.0
1074,Santa Luzia do Paruá,211003,MA,2009,8.0
1075,Santa Quitéria do Maranhão,211010,MA,2009,19.0
1076,Santa Rita,211020,MA,2009,2.0
1077,Santana do Maranhão,0,MA,2009,
1078,Santo Amaro do Maranhão,211027,MA,2009,
1079,Santo Antônio dos Lopes,211030,MA,2009,20.0
1080,Satubinha,0,MA,2009,
1081,Senador Alexandre Costa,211174,MA,2009,2.0
1082,Senador La Rocque,211176,MA,2009,5.0
1083,Serrano do Maranhão,0,MA,2009,
1084,Sucupira do Norte,211190,MA,2009,
1085,Sucupira do Riachão,211195,MA,2009,3.0
1086,São Benedito do Rio Preto,211040,MA,2009,
1087,São Bento,211050,MA,2009,
1088,São Bernardo,211060,MA,2009,9.0
1089,São Domingos do Azeitão,211065,MA,2009,
1090,São Domingos do Maranhão,211070,MA,2009,7.0
1091,São Francisco do Brejão,211085,MA,2009,8.0
1092,São Francisco do Maranhão,211090,MA,2009,31.0
1093,São Félix de Balsas,211080,MA,2009,
1094,São José de Ribamar,211120,MA,2009,6.0
1095,São José dos Basílios,211125,MA,2009,7.0
1096,São João Batista,211100,MA,2009,
1097,São João do Carú,211102,MA,2009,
1098,São João do Paraíso,211105,MA,2009,2.0
1099,São João do Soter,211107,MA,2009,
1100,São João dos Patos,211110,MA,2009,45.0
1101,São Luís,211130,MA,2009,66.0
1102,São Luís Gonzaga do Maranhão,211140,MA,2009,
1103,São Mateus do Maranhão,211150,MA,2009,1.0
1104,São Pedro da Água Branca,211153,MA,2009,8.0
1105,São Pedro dos Crentes,0,MA,2009,
1106,São Raimundo das Mangabeiras,0,MA,2009,
1107,São Raimundo do Doca Bezerra,0,MA,2009,4.0
1108,São Roberto,211167,MA,2009,6.0
1109,São Vicente Ferrer,0,MA,2009,
1110,Sítio Novo,211180,MA,2009,1.0
1111,Tasso Fragoso,211200,MA,2009,8.0
1112,Timbiras,211210,MA,2009,5.0
1113,Timon,211220,MA,2009,85.0
1114,Trizidela do Vale,211223,MA,2009,32.0
1115,Tufilândia,211227,MA,2009,
1116,Tuntum,211230,MA,2009,35.0
1117,Turiaçu,211240,MA,2009,
1118,Turilândia,211245,MA,2009,
1119,Tutóia,211250,MA,2009,3.0
1120,Urbano Santos,211260,MA,2009,1.0
1121,Vargem Grande,211270,MA,2009,6.0
1122,Viana,211280,MA,2009,
1123,Vila Nova dos Martírios,211285,MA,2009,
1124,Vitorino Freire,211300,MA,2009,5.0
1125,Vitória do Mearim,211290,MA,2009,
1126,Zé Doca,211400,MA,2009,38.0
1127,Água Doce do Maranhão,210015,MA,2009,1.0
1128,Acorizal,510010,MT,2009,40.0
1129,Alta Floresta,510025,MT,2009,252.0
1130,Alto Araguaia,510030,MT,2009,35.0
1131,Alto Boa Vista,510035,MT,2009,41.0
1132,Alto Garças,510040,MT,2009,96.0
1133,Alto Paraguai,510050,MT,2009,39.0
1134,Alto Taquari,0,MT,2009,
1135,Apiacás,510080,MT,2009,
1136,Araguaiana,510100,MT,2009,20.0
1137,Araguainha,0,MT,2009,
1138,Araputanga,510125,MT,2009,405.0
1139,Arenápolis,510130,MT,2009,170.0
1140,Aripuanã,510140,MT,2009,1496.0
1141,Barra do Bugres,510170,MT,2009,275.0
1142,Barra do Garças,510180,MT,2009,2613.0
1143,Barão de Melgaço,510160,MT,2009,22.0
1144,Bom Jesus do Araguaia,510185,MT,2009,1.0
1145,Brasnorte,510190,MT,2009,35.0
1146,Campinápolis,510260,MT,2009,31.0
1147,Campo Novo do Parecis,510263,MT,2009,580.0
1148,Campo Verde,510267,MT,2009,176.0
1149,Campos de Júlio,510268,MT,2009,26.0
1150,Canabrava do Norte,0,MT,2009,
1151,Canarana,510270,MT,2009,326.0
1152,Carlinda,510279,MT,2009,15.0
1153,Castanheira,510285,MT,2009,39.0
1154,Chapada dos Guimarães,510300,MT,2009,93.0
1155,Cláudia,510305,MT,2009,83.0
1156,Cocalinho,0,MT,2009,1.0
1157,Colniza,510325,MT,2009,237.0
1158,Colíder,510320,MT,2009,2262.0
1159,Comodoro,510330,MT,2009,136.0
1160,Confresa,510335,MT,2009,171.0
1161,Conquista D'Oeste,510336,MT,2009,120.0
1162,Cotriguaçu,510337,MT,2009,4.0
1163,Cuiabá,510340,MT,2009,11979.0
1164,Curvelândia,510343,MT,2009,48.0
1165,Cáceres,510250,MT,2009,2881.0
1166,Denise,510345,MT,2009,101.0
1167,Diamantino,510350,MT,2009,623.0
1168,Dom Aquino,510360,MT,2009,6.0
1169,Feliz Natal,510370,MT,2009,40.0
1170,Figueirópolis D'Oeste,510380,MT,2009,128.0
1171,Gaúcha do Norte,510385,MT,2009,88.0
1172,General Carneiro,510390,MT,2009,50.0
1173,Glória D'Oeste,0,MT,2009,24.0
1174,Guarantã do Norte,510410,MT,2009,150.0
1175,Guiratinga,510420,MT,2009,33.0
1176,Indiavaí,510450,MT,2009,194.0
1177,Ipiranga do Norte,510452,MT,2009,22.0
1178,Itanhangá,510454,MT,2009,248.0
1179,Itaúba,510455,MT,2009,204.0
1180,Itiquira,0,MT,2009,6.0
1181,Jaciara,510480,MT,2009,408.0
1182,Jangada,510490,MT,2009,64.0
1183,Jauru,510500,MT,2009,228.0
1184,Juara,510510,MT,2009,39.0
1185,Juruena,510517,MT,2009,238.0
1186,Juscimeira,510520,MT,2009,166.0
1187,Juína,510515,MT,2009,500.0
1188,Lambari D'Oeste,0,MT,2009,47.0
1189,Lucas do Rio Verde,510525,MT,2009,521.0
1190,Luciara,510530,MT,2009,2.0
1191,Marcelândia,510558,MT,2009,40.0
1192,Matupá,510560,MT,2009,196.0
1193,Mirassol d'Oeste,510562,MT,2009,181.0
1194,Município ignorado - MT,0,MT,2009,2.0
1195,Nobres,510590,MT,2009,249.0
1196,Nortelândia,510600,MT,2009,255.0
1197,Nossa Senhora do Livramento,510610,MT,2009,268.0
1198,Nova Bandeirantes,510615,MT,2009,16.0
1199,Nova Brasilândia,510620,MT,2009,234.0
1200,Nova Canaã do Norte,510621,MT,2009,87.0
1201,Nova Guarita,0,MT,2009,9.0
1202,Nova Lacerda,510618,MT,2009,36.0
1203,Nova Marilândia,510885,MT,2009,28.0
1204,Nova Maringá,510890,MT,2009,43.0
1205,Nova Monte Verde,510895,MT,2009,4.0
1206,Nova Mutum,510622,MT,2009,773.0
1207,Nova Nazaré,0,MT,2009,4.0
1208,Nova Olímpia,510623,MT,2009,390.0
1209,Nova Santa Helena,510619,MT,2009,22.0
1210,Nova Ubiratã,510624,MT,2009,424.0
1211,Nova Xavantina,510625,MT,2009,208.0
1212,Novo Horizonte do Norte,0,MT,2009,103.0
1213,Novo Mundo,510626,MT,2009,8.0
1214,Novo Santo Antônio,0,MT,2009,2.0
1215,Novo São Joaquim,510628,MT,2009,278.0
1216,Paranatinga,510630,MT,2009,885.0
1217,Paranaíta,510629,MT,2009,16.0
1218,Pedra Preta,510637,MT,2009,158.0
1219,Peixoto de Azevedo,510642,MT,2009,47.0
1220,Planalto da Serra,510645,MT,2009,36.0
1221,Poconé,510650,MT,2009,227.0
1222,Pontal do Araguaia,510665,MT,2009,211.0
