,Lat,Long,Municipio,Estado,AreaKm2,Ano,Desmatado,Incremento,Floresta,Nuvem,NaoObservado,NaoFloresta,Hidrografia,PercDesmatado
1371,-6.1772,-47.239329999999995,Campestre do Maranhão,MA,618,2009,407.9,0.7,46.1,0.0,0.0,154.3,9.7,0.6600323624595469
1372,-2.2808200000000003,-49.51546,Cametá,PA,3090,2009,1098.9,6.7,864.3,20.0,0.6,657.9,448.3,0.35563106796116506
1373,2.62983,-51.23225,Calçoene,AP,14283,2009,168.9,8.0,9207.3,2777.4,6.5,1950.7,172.2,0.01182524679689141
1374,-3.40294,-45.00291,Cajari,MA,551,2009,58.5,0.3,27.7,0.0,0.1,352.2,112.5,0.10617059891107078
1375,-2.86835,-44.61461,Cajapió,MA,918,2009,84.9,0.0,331.4,0.0,0.0,116.1,385.6,0.09248366013071896
1376,-11.30292,-61.25045,Cacoal,RO,3821,2009,2489.1,3.1,1270.6,29.3,0.0,26.2,5.8,0.6514263281863386
1377,-6.096769999999999,-47.85022,Cachoeirinha,TO,354,2009,108.7,0.2,38.0,0.0,0.0,207.3,0.0,0.3070621468926554
1378,-2.0107,-46.41077,Cachoeira do Piriá,PA,2465,2009,1334.5,79.2,906.8,195.8,19.5,0.0,8.4,0.5413793103448276
1379,-0.81338,-48.95588,Cachoeira do Arari,PA,3115,2009,72.2,0.3,277.9,31.4,0.1,2267.7,465.7,0.02317817014446228
1380,-16.539920000000002,-57.79439,Cáceres,MT,24399,2009,1938.8,2.5,1553.4,0.0,34.4,19780.8,1091.6,0.07946227304397721
1381,-10.32935,-62.96801,Cacaulândia,RO,1985,2009,1455.5,2.8,488.4,0.0,0.0,41.1,0.0,0.733249370277078
1382,-13.50574,-60.67742,Cabixi,RO,1322,2009,970.2,0.9,269.1,66.7,1.0,11.3,3.7,0.7338880484114978
1383,-3.0546,-61.93934,Caapiranga,AM,9550,2009,234.5,2.2,8449.2,255.4,1.4,181.9,427.6,0.02455497382198953
1384,-10.087010000000001,-63.91064,Buritis,RO,3315,2009,2172.0,16.8,1138.1,0.0,0.0,4.8,0.1,0.6552036199095023
1385,-5.5122,-47.09218,Buritirana,MA,824,2009,673.6,9.8,136.5,0.0,0.0,13.9,0.0,0.8174757281553399
1386,-4.421069999999999,-46.360459999999996,Buriticupu,MA,2568,2009,1912.9,24.6,601.9,51.5,0.7,0.0,1.0,0.744898753894081
1387,-5.34998,-48.15082,Buriti do Tocantins,TO,250,2009,214.0,0.0,1.2,0.0,0.0,29.0,5.8,0.856
1388,-1.65367,-48.05474,Bujaru,PA,1010,2009,651.0,0.6,171.7,114.5,1.7,11.8,59.3,0.6445544554455446
1389,-9.60105,-68.22547,Bujari,AC,3104,2009,1166.8,7.8,1936.5,0.0,0.5,0.0,0.2,0.3759020618556701
1390,-1.15638,-50.43788,Breves,PA,9572,2009,535.8,1.0,4114.6,3807.7,4.8,86.2,1022.9,0.055975762641036354
1391,-3.7568599999999996,-49.46757,Breu Branco,PA,3953,2009,2682.6,18.2,869.1,134.8,2.7,0.9,262.9,0.6786238300025297
1392,-5.763730000000001,-48.49835,Brejo Grande do Araguaia,PA,1292,2009,1053.3,3.3,182.2,0.0,0.0,29.8,26.7,0.8152476780185758
1393,-4.39135,-45.56852,Brejo de Areia,MA,365,2009,365.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0002739726027399
1394,-11.06608,-48.690690000000004,Brejinho de Nazaré,TO,1731,2009,0.0,0.0,0.0,0.0,0.0,1729.1,1.9,0.0
1395,-12.10929,-58.17906,Brasnorte,MT,15999,2009,4283.1,15.9,7919.2,0.0,0.0,3762.9,33.8,0.2677104819051191
1396,-10.70365,-69.18608,Brasiléia,AC,4062,2009,1255.8,8.4,2656.6,137.1,12.1,0.0,0.4,0.30915805022156573
1397,-8.27327,-48.46058,Brasilândia do Tocantins,TO,643,2009,218.9,0.0,4.8,0.0,0.2,419.1,0.0,0.34043545878693626
1398,-3.3035900000000002,-52.609609999999996,Brasil Novo,PA,6368,2009,2486.1,58.3,2897.6,977.3,2.0,0.1,4.9,0.3904051507537688
1399,-0.9552799999999999,-46.65764,Bragança,PA,2107,2009,1719.4,6.1,231.0,61.0,1.8,37.6,56.2,0.8160417655434267
1400,-5.33176,-59.23777,Borba,AM,44452,2009,515.0,2.7,41358.7,140.1,13.0,586.5,1838.7,0.01158553045982183
1401,-1.39347,-47.31005,Bonito,PA,590,2009,537.9,0.6,32.2,18.5,1.4,0.0,0.0,0.9116949152542373
1402,2.7932900000000003,-60.1737,Bonfim,RR,8141,2009,366.6,2.5,1372.3,215.5,9.2,6134.1,43.3,0.04503132293330058
1403,-4.2986699999999995,-45.09405,Bom Lugar,MA,451,2009,451.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0017738359201773
1404,-5.02798,-48.77112,Bom Jesus do Tocantins,PA,2827,2009,1732.3,5.7,984.5,0.2,0.8,70.0,39.2,0.6127697205518217
1405,-9.00182,-47.86311,Bom Jesus do Tocantins,TO,1338,2009,6.3,0.0,8.1,0.0,0.0,1314.6,9.0,0.0047085201793721975
1406,-12.20214,-51.77758,Bom Jesus do Araguaia,MT,4282,2009,2702.2,10.8,1202.9,0.0,0.0,375.3,1.6,0.6310602522185894
1407,-4.52261,-46.70062,Bom Jesus das Selvas,MA,2700,2009,2145.6,21.0,472.2,82.2,0.0,0.0,0.0,0.7946666666666666
1408,-3.96461,-46.50727,Bom Jardim,MA,6648,2009,3511.3,25.3,2068.9,1002.3,2.1,55.9,7.5,0.5281738868832732
1409,-8.81858,-68.00168000000001,Boca do Acre,AM,22595,2009,2003.2,24.6,19841.7,565.8,1.9,58.4,124.0,0.08865678247399868
1410,-3.15669,-57.90464,Boa Vista do Ramos,AM,2588,2009,200.8,0.1,539.4,587.8,1.5,852.8,405.7,0.07758887171561052
1411,-1.7692900000000003,-46.20581,Boa Vista do Gurupi,MA,407,2009,320.4,5.3,60.2,19.2,1.7,0.0,5.5,0.7872235872235872
1412,3.01737,-60.743840000000006,Boa Vista,RR,5726,2009,20.3,0.1,211.5,18.0,0.3,5381.9,94.0,0.0035452322738386307
1413,-4.54242,-61.73805,Beruri,AM,17411,2009,205.6,2.2,12831.0,2912.4,3.1,886.1,572.8,0.011808626730228016
1414,-7.98945,-48.98928,Bernardo Sayão,TO,930,2009,894.8,0.3,21.1,0.0,0.0,0.0,14.1,0.9621505376344085
1415,-4.66641,-44.682759999999995,Bernardo do Mearim,MA,264,2009,193.0,2.7,70.8,0.2,0.0,0.0,0.0,0.7310606060606061
1416,-2.44278,-44.81342,Bequimão,MA,779,2009,468.6,0.2,51.8,22.3,0.1,195.8,40.4,0.6015404364569962
1417,-5.497669999999999,-70.32124,Benjamin Constant,AM,9146,2009,186.8,0.8,8236.7,500.5,17.2,0.0,204.8,0.020424229171222393
1418,-1.36009,-48.261340000000004,Benevides,PA,189,2009,124.5,0.0,26.0,29.8,0.4,0.0,8.3,0.6587301587301587
1419,-7.159489999999999,-44.58334,Benedito Leite,MA,1804,2009,0.0,0.0,122.3,0.0,0.0,1681.7,0.0,0.0
1420,-3.24702,-54.936859999999996,Belterra,PA,4399,2009,802.0,6.6,2817.1,170.4,4.0,0.0,605.5,0.18231416230961583
1421,-1.27265,-48.500240000000005,Belém,PA,1070,2009,247.5,0.1,174.0,59.5,0.6,7.1,581.3,0.23130841121495327
1422,-3.7705300000000004,-45.253170000000004,Bela Vista do Maranhão,MA,147,2009,127.0,0.0,0.0,0.0,0.0,20.8,0.0,0.8639455782312925
1423,-9.90013,-48.78047,Barrolândia,TO,715,2009,0.0,0.0,0.0,0.0,0.3,714.9,0.0,0.0
1424,-3.13292,-57.23915,Barreirinha,AM,5760,2009,764.7,2.7,2608.0,1019.2,3.4,408.6,956.1,0.1327604166666667
1425,-7.71197,-47.63915,Barra do Ouro,TO,1112,2009,0.0,0.0,0.0,0.0,0.0,1093.1,19.7,0.0
1426,-15.356079999999999,-52.65919,Barra do Garças,MT,9146,2009,1273.9,0.0,228.4,0.0,5.1,7626.4,12.2,0.1392849333041767
1427,-5.68391,-45.23172,Barra do Corda,MA,7962,2009,2997.8,56.7,2458.7,0.0,1.0,2499.9,4.6,0.3765134388344637
1428,-14.988579999999999,-57.97035,Barra do Bugres,MT,6066,2009,3321.5,11.7,1925.4,0.0,0.0,815.7,3.4,0.5475601714474118
1429,-0.14071,-63.185719999999996,Barcelos,AM,124163,2009,197.5,0.5,95068.6,7258.5,78.4,17060.1,4499.9,0.001590650999089906
1430,-1.44539,-48.637029999999996,Barcarena,PA,1316,2009,322.3,2.7,430.5,32.9,0.7,1.9,527.7,0.24490881458966565
1431,-16.75732,-56.01455,Barão de Melgaço,MT,11187,2009,362.0,1.8,2211.8,0.0,10.5,8493.6,109.1,0.0323589881112005
1432,-7.47905,-50.67811,Bannach,PA,2964,2009,2128.4,15.6,773.1,0.0,0.0,62.5,0.0,0.7180836707152497
1433,-7.99015,-48.71085,Bandeirantes do Tocantins,TO,1548,2009,1499.9,0.0,47.9,0.0,0.0,0.2,0.0,0.9689276485788114
1434,-8.28674,-46.26008,Balsas,MA,13259,2009,0.0,0.0,0.0,0.0,0.0,13259.1,0.0,0.0
1435,-3.16791,-49.75057,Baião,PA,3768,2009,1549.3,13.4,1473.9,30.3,3.2,475.4,235.9,0.41117303609341826
1436,-2.48368,-50.18049,Bagre,PA,4403,2009,183.7,1.8,3536.7,363.0,1.3,61.5,256.8,0.04172155348625937
1437,-2.69129,-44.65781,Bacurituba,MA,684,2009,16.2,0.0,25.1,7.3,0.0,358.2,277.2,0.023684210526315787
1438,-1.68907,-45.22394,Bacuri,MA,795,2009,502.4,0.3,155.9,41.9,0.3,5.5,89.0,0.6319496855345912
1439,-2.93046,-44.365590000000005,Bacabeira,MA,625,2009,85.1,0.0,137.3,79.5,0.5,226.1,96.5,0.13616
1440,-4.11944,-44.73579,Bacabal,MA,1705,2009,1202.5,4.4,138.8,0.4,0.0,360.8,2.5,0.7052785923753666
1441,-7.16202,-47.91015,Babaçulândia,TO,1796,2009,3.5,0.0,0.0,0.0,0.0,1779.2,13.5,0.0019487750556792874
1442,-5.68039,-47.7632,Axixá do Tocantins,TO,150,2009,139.5,0.1,10.5,0.0,0.0,0.0,0.0,0.93
1443,-2.8175,-44.088190000000004,Axixá,MA,205,2009,28.8,0.0,28.1,90.3,0.6,0.0,57.2,0.1404878048780488
1444,-3.7627800000000002,-56.01333,Aveiro,PA,17089,2009,1123.9,30.0,14534.2,687.5,6.0,18.4,719.0,0.06576745274738136
1445,-3.83163,-59.45109,Autazes,AM,7636,2009,1213.5,9.9,4799.9,139.2,3.2,464.3,1015.9,0.15891828182294396
1446,-12.62674,-46.48403,Aurora do Tocantins,TO,756,2009,0.0,0.0,0.0,0.0,1.8,754.5,0.0,0.0
1447,-2.26004,-47.7069,Aurora do Pará,PA,1824,2009,1526.8,10.8,272.6,4.8,2.5,0.0,17.3,0.8370614035087719
1448,-0.9960899999999999,-46.42827,Augusto Corrêa,PA,1100,2009,728.4,0.4,207.4,83.0,0.2,4.7,76.3,0.6621818181818182
1449,-5.52161,-47.92406,Augustinópolis,TO,397,2009,381.2,0.0,15.2,0.0,0.1,0.5,0.0,0.9602015113350125
1450,-5.67098,-71.72825,Atalaia do Norte,AM,80005,2009,234.8,1.5,70706.4,8318.1,333.3,16.5,395.9,0.0029348165739641273
1451,-10.71979,-70.01543000000001,Assis Brasil,AC,5180,2009,249.3,1.7,4893.6,0.4,36.2,0.5,0.0,0.04812741312741313
1452,-12.819980000000001,-46.91441,Arraias,TO,5827,2009,0.0,0.0,0.0,0.0,13.7,5814.1,0.0,0.0
1453,-9.978660000000001,-63.05645,Ariquemes,RO,4481,2009,3170.6,8.8,1220.6,0.0,0.0,89.6,0.2,0.7075652756081232
1454,-10.10335,-59.718340000000005,Aripuanã,MT,25182,2009,3809.9,42.3,21025.0,5.0,5.1,283.2,53.8,0.15129457549042968
1455,-14.5036,-56.87307,Arenápolis,MT,414,2009,367.7,0.2,46.3,0.0,0.0,0.0,0.0,0.8881642512077295
1456,-3.5501400000000003,-44.72648,Arari,MA,1115,2009,405.9,0.8,44.7,0.0,0.4,585.3,78.7,0.36403587443946184
1457,-15.264829999999998,-58.407830000000004,Araputanga,MT,1608,2009,1223.2,0.3,348.9,0.0,0.7,35.2,0.0,0.7606965174129353
1458,-7.729360000000001,-49.0087,Arapoema,TO,1558,2009,1463.7,0.1,70.3,0.0,0.0,0.0,24.0,0.9394736842105263
1459,-5.03734,-45.894529999999996,Arame,MA,3075,2009,1770.0,27.9,966.8,0.0,1.6,336.5,0.1,0.5756097560975609
1460,-5.641780000000001,-48.00928,Araguatins,TO,2642,2009,1807.5,5.4,228.1,0.0,0.7,539.0,66.7,0.6841408024224073
1461,-6.73568,-48.5563,Araguanã,TO,838,2009,742.6,0.3,67.6,0.0,0.0,12.5,15.3,0.8861575178997614
1462,-3.06101,-45.77225,Araguanã,MA,811,2009,757.5,0.7,53.4,0.0,0.1,0.0,0.0,0.9340320591861899
1463,-16.70281,-53.140519999999995,Araguainha,MT,688,2009,0.0,0.0,0.0,0.0,1.6,687.3,0.0,0.0
1464,-7.25203,-48.282,Araguaína,TO,4019,2009,2677.2,2.0,419.5,0.0,0.8,897.6,23.9,0.6661358546902214
1465,-15.074639999999999,-51.79283,Araguaiana,MT,6422,2009,830.2,0.3,526.5,0.0,16.8,5034.8,13.7,0.12927436935534103
1466,-12.83987,-49.7752,Araguaçu,TO,5183,2009,0.0,0.0,0.0,0.0,82.5,5099.8,2.7,0.0
1467,-8.909410000000001,-49.57375,Araguacema,TO,2786,2009,50.0,1.9,419.9,0.0,0.0,2232.0,84.1,0.017946877243359655
1468,-6.98883,-48.52513,Aragominas,TO,1180,2009,1000.8,3.3,150.5,0.0,0.0,18.0,10.7,0.8481355932203389
1469,-7.59202,-59.44152,Apuí,AM,54490,2009,1685.1,64.2,51960.5,0.0,15.2,625.0,204.2,0.030924940356028628
1470,-1.43741,-45.09702,Apicum-Açu,MA,349,2009,167.0,0.0,59.4,60.2,0.2,3.0,59.2,0.4785100286532951
1471,-8.5825,-58.01843,Apiacás,MT,20401,2009,2048.3,13.9,16431.8,601.0,3.8,1052.9,263.2,0.10040194108131956
1472,-9.97682,-48.0215,Aparecida do Rio Negro,TO,1166,2009,0.0,0.0,0.0,0.0,0.0,1166.8,0.0,0.0
1473,-4.15477,-62.08065,Anori,AM,5852,2009,79.2,0.6,4215.0,481.8,0.7,640.6,434.7,0.013533834586466165
1474,-6.42281,-47.897009999999995,Angico,TO,453,2009,199.3,0.1,30.4,0.0,0.7,222.6,0.0,0.4399558498896248
1475,-3.94708,-51.35268,Anapu,PA,11910,2009,1942.9,26.8,6164.8,3606.4,15.6,6.8,173.5,0.16313182199832074
1476,-1.34293,-48.39038,Ananindeua,PA,185,2009,87.1,0.0,50.5,28.8,0.2,0.0,18.4,0.4708108108108108
1477,-6.19412,-48.20527,Ananás,TO,1587,2009,1155.9,1.1,193.1,0.0,1.8,192.8,43.4,0.7283553875236295
1478,-3.4733199999999997,-61.6709,Anamã,AM,2473,2009,194.1,1.2,1980.2,44.6,0.5,34.6,219.0,0.07848766680145572
1479,-3.25025,-44.59701,Anajatuba,MA,1024,2009,312.0,0.1,45.2,0.9,0.2,552.8,112.9,0.3046875
1480,-0.79152,-49.997859999999996,Anajás,PA,6940,2009,164.2,1.0,5027.6,1400.6,1.7,209.1,136.8,0.02365994236311239
1481,-3.42104,-68.34925,Amaturá,AM,4903,2009,111.6,0.9,4339.6,15.4,0.3,222.5,213.6,0.022761574546196206
1482,-5.380730000000001,-46.60406,Amarante do Maranhão,MA,7733,2009,2251.8,60.0,3707.0,89.5,6.2,1678.5,0.0,0.29119358593042804
1483,-1.6564900000000002,-45.937490000000004,Amapá do Maranhão,MA,507,2009,373.9,1.8,73.9,58.7,0.5,0.0,0.0,0.7374753451676528
1484,1.6833900000000002,-50.24716,Amapá,AP,9186,2009,106.2,1.9,2007.5,1183.3,2.6,4911.1,975.3,0.011561071195297193
1485,3.72519,-61.80976,Amajari,RR,28786,2009,298.6,3.1,18102.2,4524.7,484.6,5292.0,83.9,0.010373098033766416
1486,-11.333960000000001,-62.46869,Alvorada D'Oeste,RO,3060,2009,1369.4,1.5,870.6,0.3,0.0,819.7,0.0,0.4475163398692811
1487,-12.408439999999999,-49.11486,Alvorada,TO,1216,2009,0.0,0.0,0.0,0.0,0.0,1216.1,0.0,0.0
1488,-3.67425,-65.34586,Alvarães,AM,6027,2009,312.9,2.0,5467.5,79.5,1.5,38.0,127.6,0.05191637630662021
1489,-17.77315,-53.34775,Alto Taquari,MT,1391,2009,0.0,0.0,0.0,0.0,8.9,1383.4,0.0,0.0
1490,-9.50943,-46.19474,Alto Parnaíba,MA,11229,2009,0.0,0.0,156.3,0.0,0.0,11072.7,0.0,0.0
1491,-9.69738,-63.3777,Alto Paraíso,RO,2683,2009,1663.6,11.2,1000.9,0.0,0.1,0.8,17.6,0.6200521803950801
1492,-14.76893,-56.62505,Alto Paraguai,MT,2055,2009,423.5,0.3,123.5,0.0,0.0,1508.0,0.0,0.20608272506082725
1493,-16.85399,-53.66434,Alto Garças,MT,3658,2009,0.0,0.0,0.0,0.0,0.0,3658.0,0.0,0.0
1494,-11.78783,-51.69334,Alto Boa Vista,MT,2241,2009,1142.7,13.7,524.5,0.0,0.0,573.8,0.0,0.5099062918340027
1495,-17.42312,-53.4565,Alto Araguaia,MT,5541,2009,0.0,0.0,0.0,0.0,214.0,5339.3,0.0,0.0
1496,-12.573360000000001,-61.76339,Alto Alegre dos Parecis,RO,3994,2009,1284.8,3.7,1759.2,12.7,5.9,917.6,13.8,0.3216825237856785
1497,-3.96927,-46.1101,Alto Alegre do Pindaré,MA,1951,2009,1862.7,1.7,23.7,10.5,0.6,53.5,0.0,0.9547411583803178
1498,-4.21028,-44.38837,Alto Alegre do Maranhão,MA,388,2009,188.2,9.1,196.8,3.0,0.0,0.0,0.0,0.4850515463917526
1499,3.10387,-62.61311,Alto Alegre,RR,25869,2009,736.3,4.5,14741.2,7562.4,125.0,2610.3,93.8,0.02846263867950056
1500,-4.14425,-45.4663,Altamira do Maranhão,MA,542,2009,542.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0009225092250922
1501,-6.3166400000000005,-54.2628,Altamira,PA,159540,2009,6529.9,391.2,138843.4,8709.7,28.1,3760.6,1668.3,0.04092954744891563
1502,-12.47301,-62.13723,Alta Floresta D'Oeste,RO,7137,2009,2242.7,5.1,3155.3,0.0,8.8,1708.0,22.2,0.3142356732520667
1503,-10.04165,-56.40435,Alta Floresta,MT,8986,2009,4910.6,7.2,3778.9,0.0,1.7,258.7,36.1,0.5464722902292455
1504,0.40528000000000003,-54.006569999999996,Almeirim,PA,72964,2009,1702.5,23.5,64541.0,2912.4,62.0,2715.5,1030.6,0.02333342470259306
1505,-11.473239999999999,-47.30304,Almas,TO,4041,2009,0.0,0.0,0.0,0.0,0.0,4041.0,0.0,0.0
1506,-11.35975,-48.940979999999996,Aliança do Tocantins,TO,1585,2009,0.0,0.0,0.0,0.0,0.0,1585.9,0.0,0.0
1507,-0.30798000000000003,-55.15106,Alenquer,PA,22286,2009,1331.3,15.7,17673.8,207.8,7.1,2476.4,589.6,0.05973705465314547
1508,-2.20396,-44.47826,Alcântara,MA,1506,2009,904.9,0.1,108.7,70.2,0.2,72.0,350.0,0.6008632138114209
1509,-6.5014,-47.50278,Aguiarnópolis,TO,236,2009,107.3,0.3,22.2,0.0,0.1,102.1,4.3,0.4546610169491525
1510,-14.087710000000001,-52.43685,Água Boa,MT,7486,2009,37.2,0.0,122.4,0.0,4.0,7322.4,0.0,0.004969275981832755
1511,-6.7617,-50.328,Água Azul do Norte,PA,7125,2009,4592.7,11.0,2404.0,0.0,0.4,127.9,0.0,0.6445894736842105
1512,-0.2385,-50.740829999999995,Afuá,PA,8382,2009,26.9,0.0,2997.4,2329.0,1.4,286.7,2740.6,0.003209257933667382
1513,-9.954239999999999,-66.87906,Acrelândia,AC,1880,2009,1074.9,13.7,802.5,0.0,2.6,0.0,0.0,0.5717553191489362
1514,-15.194220000000001,-56.31716,Acorizal,MT,841,2009,0.0,0.0,0.0,0.0,0.9,840.8,0.0,0.0
1515,-2.03379,-48.31904,Acará,PA,4361,2009,2276.0,12.3,1873.3,91.7,6.2,43.3,70.5,0.5218986470992891
1516,-4.7020800000000005,-47.22036,Açailândia,MA,5846,2009,5265.6,24.7,547.4,31.8,1.2,0.0,0.0,0.9007184399589464
1517,-9.46606,-49.339009999999995,Abreulândia,TO,1900,2009,7.4,0.0,47.9,0.0,0.4,1844.3,0.0,0.0038947368421052633
1518,-4.96265,-48.394059999999996,Abel Figueiredo,PA,616,2009,562.6,1.1,53.1,0.1,0.2,0.0,0.0,0.9133116883116883
1519,-1.7386599999999999,-48.85524,Abaetetuba,PA,1617,2009,686.4,3.1,491.6,11.5,0.3,13.6,413.6,0.42448979591836733
1520,-3.25303,-45.97435,Zé Doca,MA,2438,2010,1991.9,5.8,380.3,64.8,1.0,0.0,0.0,0.8170221493027072
1521,-6.84864,-49.25551,Xinguara,PA,3793,2010,3371.3,3.7,401.1,2.8,0.2,0.0,17.6,0.8888215133139995
1522,-10.61178,-68.46285,Xapuri,AC,5511,2010,1270.5,5.8,4239.7,0.0,0.8,0.0,0.0,0.23053892215568864
1523,-6.598660000000001,-48.48198,Xambioá,TO,1191,2010,987.3,6.5,162.3,0.0,0.3,11.0,30.1,0.8289672544080604
1524,-6.88444,-47.99094,Wanderlândia,TO,1382,2010,315.1,0.4,146.0,0.0,0.1,920.8,0.0,0.2280028943560058
1525,-4.1550199999999995,-45.29588,Vitorino Freire,MA,1209,2010,1166.3,0.0,0.0,0.0,0.0,43.3,0.0,0.9646815550041357
1526,-3.19117,-51.871140000000004,Vitória do Xingu,PA,3136,2010,1843.0,9.8,484.5,657.8,1.2,0.1,149.4,0.5876913265306123
1527,-3.54938,-44.93269,Vitória do Mearim,MA,736,2010,239.2,0.9,17.8,3.9,0.3,464.9,9.9,0.325
1528,-1.0161200000000001,-52.05024,Vitória do Jari,AP,2481,2010,202.2,6.1,1449.6,319.7,0.1,379.8,129.6,0.0814993954050786
1529,-1.09331,-46.26696,Viseu,PA,4971,2010,3455.2,18.1,1218.5,164.4,0.2,45.4,87.3,0.6950714142023737
1530,-12.123510000000001,-60.112109999999994,Vilhena,RO,11584,2010,1730.2,8.8,8162.7,0.0,3.8,1685.8,1.5,0.14936118784530386
1531,-10.01731,-51.43727,Vila Rica,MT,7443,2010,4595.7,6.5,2635.1,15.5,0.0,186.8,9.9,0.6174526400644901
1532,-5.03923,-48.09734,Vila Nova dos Martírios,MA,1196,2010,965.6,1.0,88.1,0.0,1.3,131.8,9.2,0.8073578595317726
1533,-15.13556,-60.01729,Vila Bela da Santíssima Trindade,MT,13521,2010,4567.0,26.2,2262.3,0.0,28.3,6590.5,72.9,0.33777087493528585
1534,-0.9177700000000001,-48.118109999999994,Vigia,PA,536,2010,216.3,0.3,112.7,29.2,0.0,16.4,161.4,0.403544776119403
1535,-3.1301200000000002,-45.18793,Viana,MA,1176,2010,503.2,0.3,80.5,14.8,0.1,382.3,195.1,0.427891156462585
1536,-12.48409,-55.323840000000004,Vera,MT,2952,2010,1925.7,1.1,1007.0,0.0,1.4,17.8,0.1,0.6523373983739837
1537,-15.55785,-56.34461999999999,Várzea Grande,MT,939,2010,0.0,0.0,0.0,0.0,1.4,937.7,0.0,0.0
1538,-10.36243,-62.072269999999996,Vale do Paraíso,RO,974,2010,868.2,0.1,101.6,0.0,0.0,3.5,0.7,0.8913757700205339
1539,-9.69033,-61.7712,Vale do Anari,RO,3166,2010,1195.3,3.7,1940.4,0.0,0.0,11.3,19.0,0.3775426405559065
1540,-15.02325,-58.956559999999996,Vale de São Domingos,MT,1913,2010,603.0,0.8,498.7,0.0,0.2,811.1,0.0,0.31521170935703086
1541,-11.11448,-62.45596,Urupá,RO,841,2010,687.6,0.2,55.7,0.0,0.0,97.7,0.0,0.8175980975029726
1542,-2.8349,-57.83095,Urucurituba,AM,2915,2010,94.6,1.0,129.9,0.4,0.1,1689.6,1000.4,0.03245283018867924
1543,-1.24938,-58.78714,Urucará,AM,28012,2010,338.1,4.3,23045.3,3558.1,1.1,423.0,646.4,0.012069827216907041
1544,-3.5763300000000005,-53.741009999999996,Uruará,PA,10794,2010,3045.5,69.5,7606.5,135.8,6.0,0.0,0.2,0.2821474893459329
1545,-11.535960000000001,-54.3507,União do Sul,MT,4583,2010,1028.7,8.9,3529.5,0.0,2.1,22.7,0.0,0.22445996072441632
1546,-3.8018699999999996,-47.54701,Ulianópolis,PA,5122,2010,3415.0,19.3,1689.3,16.3,1.4,0.0,0.0,0.6667317454119485
1547,4.71636,-60.34048000000001,Uiramutã,RR,8117,2010,45.5,11.7,1420.0,705.9,53.4,5884.1,8.1,0.00560551928052236
1548,-3.20648,-65.43058,Uarini,AM,10448,2010,243.2,3.7,9640.4,31.6,0.6,100.4,431.8,0.02327718223583461
1549,-2.11952,-45.43842,Turilândia,MA,1529,2010,1185.8,7.3,128.0,19.0,0.1,135.6,60.5,0.7755395683453237
1550,-1.4712399999999999,-45.40039,Turiaçu,MA,2603,2010,1931.2,4.8,368.5,188.4,0.2,48.0,66.7,0.7419131771033424
1551,-8.355269999999999,-48.19828,Tupiratins,TO,900,2010,2.2,0.0,6.8,0.0,0.0,883.1,7.9,0.002444444444444445
1552,-8.940539999999999,-48.28255,Tupirama,TO,715,2010,0.0,0.0,0.0,0.0,0.0,709.8,5.7,0.0
1553,-5.60091,-44.826879999999996,Tuntum,MA,3619,2010,1195.2,7.9,412.4,33.0,0.9,1933.7,43.8,0.33025697706548773
1554,-3.7701300000000004,-45.57549,Tufilândia,MA,274,2010,249.0,0.0,0.0,0.0,0.0,25.0,0.0,0.9087591240875912
1555,-3.79728,-49.8067,Tucuruí,PA,2095,2010,753.9,37.4,857.7,0.0,0.6,4.7,478.1,0.35985680190930786
1556,-6.813339999999999,-51.41284,Tucumã,PA,2513,2010,2275.6,2.5,228.8,0.0,1.0,0.0,7.6,0.9055312375646637
1557,-4.53616,-44.669990000000006,Trizidela do Vale,MA,225,2010,153.7,0.0,0.0,72.3,0.0,0.0,0.0,0.6831111111111111
1558,-5.1062,-55.93385,Trairão,PA,11997,2010,1081.5,26.7,10217.6,594.0,0.8,1.1,102.0,0.09014753688422106
1559,-0.92904,-46.93052,Tracuateua,PA,858,2010,467.7,0.1,160.0,20.7,0.0,188.8,20.8,0.5451048951048951
1560,-16.29768,-52.9183,Torixoréu,MT,2397,2010,0.0,0.0,0.0,0.0,2.1,2394.2,1.1,0.0
1561,-2.57583,-67.47268000000001,Tonantins,AM,6619,2010,82.3,0.9,6150.1,1.6,1.9,67.4,315.7,0.012433902402175555
1562,-2.6602799999999998,-48.258179999999996,Tomé-Açu,PA,5169,2010,2938.8,36.8,2161.5,67.7,0.5,0.1,0.4,0.5685432385374347
1563,-6.23192,-47.554190000000006,Tocantinópolis,TO,1085,2010,301.2,0.2,134.8,0.0,0.1,624.0,24.9,0.2776036866359447
1564,-9.61778,-48.15994,Tocantínia,TO,2619,2010,0.0,0.0,0.0,0.0,0.3,2600.5,18.8,0.0
1565,-10.0886,-62.27984,Theobroma,RO,2217,2010,1742.8,2.0,473.8,0.0,0.0,0.0,0.4,0.7861073522778529
1566,-15.906270000000001,-53.44494,Tesouro,MT,3944,2010,0.0,0.0,0.0,0.0,5.1,3938.9,1.1,0.0
1567,-1.90481,-56.474180000000004,Terra Santa,PA,1900,2010,340.9,4.2,772.2,9.1,0.3,388.1,389.4,0.17942105263157893
