Municipio,Estado,Ano,População total que mora em domicílios sem acesso ao serviço de coleta de esgoto (pessoas) (SNIS),Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto (% da população) (SNIS),"Extensão da rede de distribuição de esgoto, em km (km) (SNIS)",Densidade demográfica (pessoas por km²) (Pessoas por km²) (IBGE),Lat,Long,AreaKm2,Desmatado,Incremento,Floresta,NaoFloresta,Hidrografia,PercDesmatado,Internações - Dengue,Internações Ano Seguinte - Dengue
Várzea Grande,MT,2015,195270.0,72.7,136.5,256.24,-15.55785,-56.34461999999999,939,0.0,0.0,1.3,937.7,0.0,0.0,39.0,16.0
Ji-Paraná,RO,2016,131560.0,100.0,0.0,19.08,-10.44844,-61.69061,6955,2611.6,3.1,4241.8,66.3,35.3,0.3754996405463695,306.0,57.0
Porto Velho,RO,2016,493903.0,96.6,70.17,15.0,-8.98448,-63.99115,34631,9456.7,309.3,23978.1,431.9,751.1,0.273070370477318,55.0,19.0
Vilhena,RO,2016,93745.0,100.0,0.0,8.01,-12.123510000000001,-60.112109999999994,11584,1791.9,13.8,8104.8,1685.8,1.5,0.1546875,26.0,10.0
Cruzeiro do Sul,AC,2016,82075.0,100.0,0.0,9.35,-7.955589999999999,-72.73617,9202,1034.3,9.3,8118.1,20.7,0.0,0.11239947837426646,16.0,12.0
Rio Branco,AC,2016,294091.0,78.0,533.47,42.68,-9.99527,-68.15925,9113,2735.1,53.7,6377.8,0.0,0.1,0.3001316800175573,13.0,10.0
Careiro da Várzea,AM,2016,28592.0,100.0,0.0,10.88,-3.3047699999999995,-59.555969999999995,2641,555.8,8.3,469.2,707.8,628.0,0.21045058689890192,0.0,0.0
Coari,AM,2016,,,,1.45,-4.03545,-63.534659999999995,58828,783.4,3.3,50046.6,823.1,2761.8,0.013316787924117768,5.0,4.0
Humaitá,AM,2016,,,,1.58,-7.510839999999999,-62.5992,33428,745.2,17.6,28782.3,3116.3,784.2,0.02229268876391049,0.0,0.0
Iranduba,AM,2016,,,,21.07,-3.0859099999999997,-60.66479,2229,493.1,1.6,1261.3,132.9,303.8,0.2212202781516376,2.0,1.0
Itacoatiara,AM,2016,,,,11.08,-3.13511,-58.81276,8927,1769.7,8.0,4267.9,829.3,1665.6,0.19824129046712224,0.0,0.0
Manacapuru,AM,2016,95330.0,100.0,0.0,12.99,-3.27671,-60.71178000000001,7381,810.0,4.2,4289.5,805.6,1423.0,0.10974122747595176,3.0,5.0
Manaus,AM,2016,1881143.0,89.8,524.41,183.7,-2.5729,-60.37242,11473,1259.6,1.2,7129.6,3.0,1547.8,0.1097881983788024,88.0,41.0
Manicoré,AM,2016,53890.0,100.0,0.0,1.12,-6.787089999999999,-61.110009999999996,48689,1911.1,86.2,41804.6,4146.5,826.8,0.03925116556100968,0.0,0.0
Maués,AM,2016,61110.0,100.0,0.0,1.53,-5.24148,-58.19461999999999,40090,1405.2,38.6,36260.3,872.3,1294.9,0.03505113494637067,117.0,15.0
Novo Airão,AM,2016,18133.0,100.0,0.0,0.48,-1.5162799999999999,-61.51599,38114,121.9,0.9,19671.8,211.9,1358.7,0.003198299837330115,0.0,0.0
Parintins,AM,2016,112716.0,100.0,0.0,18.92,-2.78735,-56.68566,5958,981.7,1.1,1428.3,1133.2,2281.2,0.16477005706612954,0.0,1.0
Presidente Figueiredo,AM,2016,,,,1.33,-0.65847,-60.17004,25568,759.3,6.4,13041.6,1.1,3421.8,0.02969727784730913,4.0,0.0
Rio Preto da Eva,AM,2016,,,,5.38,-2.50853,-59.60122,5838,580.9,4.0,5137.5,0.0,10.3,0.09950325453922576,0.0,0.0
Tabatinga,AM,2016,62346.0,100.0,0.0,19.09,-4.02878,-69.69785999999999,3343,164.6,1.9,2865.0,1.3,52.0,0.04923721208495363,1.0,1.0
Tefé,AM,2016,,,,2.63,-4.41301,-65.57764,24186,669.1,8.3,21855.0,168.9,724.7,0.0276647647399322,6.0,8.0
Abaetetuba,PA,2016,151934.0,100.0,0.0,94.35,-1.7386599999999999,-48.85524,1617,694.8,0.4,342.5,13.6,413.6,0.4296846011131725,94.0,36.0
Acará,PA,2016,,,,12.45,-2.03379,-48.31904,4361,2365.0,7.2,1513.5,43.3,70.5,0.5423068103645953,1.0,3.0
Alenquer,PA,2016,54960.0,100.0,0.0,2.32,-0.30798000000000003,-55.15106,22286,1444.1,14.5,14339.1,2476.4,589.6,0.06479852822399712,1.0,0.0
Altamira,PA,2016,72830.0,66.2,195.92,0.69,-6.3166400000000005,-54.2628,159540,8502.1,409.5,143007.0,3760.6,1668.3,0.05329133759558732,91.0,47.0
Ananindeua,PA,2016,507006.0,99.3,12.22,2682.23,-1.34293,-48.39038,185,87.3,0.0,75.0,0.0,18.4,0.4718918918918919,25.0,4.0
Barcarena,PA,2016,106537.0,89.9,40.0,90.45,-1.44539,-48.637029999999996,1316,330.3,0.7,432.6,1.9,527.7,0.2509878419452888,19.0,4.0
Belém,PA,2016,1263580.0,87.4,328.0,1364.89,-1.27265,-48.50024000000001,1070,249.5,0.3,210.1,7.1,581.3,0.23317757009345794,14.0,7.0
Breves,PA,2016,99080.0,100.0,0.0,10.36,-1.15638,-50.43788,9572,543.2,1.9,4689.6,86.2,1022.9,0.056748850814876725,35.0,0.0
Cametá,PA,2016,132515.0,100.0,0.0,43.01,-2.2808200000000003,-49.51546,3090,1116.2,0.4,742.9,657.9,448.3,0.3612297734627832,17.0,3.0
Igarapé-Miri,PA,2016,60675.0,100.0,0.0,30.39,-2.07583,-49.087540000000004,2004,480.5,0.1,511.7,203.3,321.8,0.2397704590818364,7.0,2.0
Ipixuna do Pará,PA,2016,,,,11.59,-2.93713,-47.96702,5245,2764.9,11.2,1364.0,6.7,25.9,0.5271496663489037,4.0,2.0
Itaituba,PA,2016,98485.0,100.0,0.0,1.59,-6.03172,-55.968959999999996,62095,5486.3,129.4,54880.9,460.8,810.3,0.08835332957565023,8.0,5.0
Itupiranga,PA,2016,51806.0,100.0,0.0,6.57,-5.07669,-49.89878,7901,4850.9,87.6,2930.0,5.6,111.9,0.6139602581951651,35.0,19.0
Juruti,PA,2016,,,,6.64,-2.64774,-56.236909999999995,8308,1188.1,4.0,3866.7,633.3,1109.0,0.1430067404910929,3.0,0.0
Marabá,PA,2016,54146.0,20.3,519.79,17.64,-5.52503,-49.944179999999996,15161,8633.2,99.7,6404.9,36.2,86.0,0.5694347338566058,12.0,6.0
Moju,PA,2016,78629.0,100.0,0.0,8.65,-2.53518,-49.05922,9129,4350.2,30.6,4262.3,190.4,55.6,0.4765253587468507,1.0,3.0
Monte Alegre,PA,2016,56391.0,100.0,0.0,3.11,-1.02109,-54.286809999999996,19516,4278.6,24.8,3947.7,1799.4,1139.7,0.21923549907767986,47.0,2.0
Monte Alegre,PA,2016,21033.0,94.3,3.06,105.78,-1.02109,-54.286809999999996,19516,4278.6,24.8,3947.7,1799.4,1139.7,0.21923549907767986,47.0,2.0
Novo Repartimento,PA,2016,71587.0,98.9,7.8,4.7,-4.52485,-50.19409,15432,7831.9,224.4,6251.9,1.0,1168.1,0.5075103680663556,10.0,24.0
Óbidos,PA,2016,50596.0,100.0,0.0,1.81,0.07317,-55.75937,28031,1901.7,10.1,9042.1,4595.5,1351.5,0.06784274553173272,18.0,5.0
Oriximiná,PA,2016,70071.0,100.0,0.0,0.65,0.26778,-57.52249000000001,107782,1539.5,11.5,82746.2,3636.6,1768.6,0.01428346106028836,89.0,18.0
Paragominas,PA,2016,96707.0,89.1,16.9,5.61,-3.12356,-47.40354,19465,8753.5,19.8,9640.6,7.1,36.0,0.4497045979964038,6.0,6.0
Parauapebas,PA,2016,170508.0,86.9,42.0,28.5,-6.19825,-50.4301,6968,1322.8,6.1,5557.8,85.6,1.8,0.18983926521239952,11.0,23.0
Portel,PA,2016,59322.0,100.0,0.0,2.34,-2.62095,-50.99664,25425,1908.4,178.1,14828.3,385.9,845.9,0.07505998033431661,10.0,2.0
Santa Bárbara do Pará,PA,2016,19957.0,99.4,0.5,72.18,-1.19187,-48.2373,279,159.8,0.1,78.9,0.0,19.6,0.5727598566308244,0.0,0.0
Santarém,PA,2016,281812.0,95.7,31.0,16.45,-2.81346,-55.58935,22890,4725.1,16.9,8081.0,663.5,3887.8,0.20642638706858893,11.0,3.0
São Félix do Xingu,PA,2016,120580.0,100.0,0.0,1.43,-7.4611399999999986,-52.46225,84253,18200.4,314.9,61325.4,3788.0,939.0,0.2160207945117681,47.0,19.0
Tailândia,PA,2016,100300.0,100.0,0.0,22.64,-2.9033599999999997,-48.78385,4451,2257.4,13.8,1925.0,0.0,0.0,0.5071669287800494,3.0,2.0
Tomé-Açu,PA,2016,61095.0,100.0,0.0,11.87,-2.6602799999999998,-48.258179999999996,5169,2979.4,7.2,1948.6,0.1,0.4,0.5763977558521958,36.0,2.0
Tucuruí,PA,2016,108885.0,100.0,0.0,52.19,-3.79728,-49.8067,2095,808.3,9.2,600.4,4.7,478.1,0.3858233890214797,1.0,0.0
Vigia,PA,2016,51705.0,100.0,0.0,95.91,-0.9177700000000001,-48.118109999999994,536,219.1,0.2,120.9,16.4,161.4,0.4087686567164179,6.0,7.0
Gurupi,TO,2016,64253.0,75.9,136.07,46.09,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,1.0,1.0
Paraíso do Tocantins,TO,2016,39226.0,78.9,58.65,39.22,-10.21749,-48.865159999999996,1274,0.0,0.0,0.2,1273.8,0.0,0.0,4.0,5.0
Porto Nacional,TO,2016,14649.0,27.9,276.0,11.8,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,5.0,4.0
Palmas,TO,2016,86004.0,30.7,1120.24,126.12,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,19.0,18.0
Palmas,TO,2016,16497.0,34.1,139.47,31.03,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,19.0,18.0
Balsas,MA,2016,93511.0,100.0,0.0,7.12,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,16.0,14.0
Barra do Corda,MA,2016,86662.0,100.0,0.0,16.7,-5.68391,-45.23172,7962,3226.4,19.5,2124.4,2499.9,4.6,0.4052248178849535,27.0,2.0
Coroatá,MA,2016,64123.0,100.0,0.0,28.33,-4.16542,-44.14074,2298,1055.7,2.6,1008.3,0.0,0.0,0.4593994778067885,3.0,0.0
Grajaú,MA,2016,68458.0,100.0,0.0,7.72,-5.82835,-46.0307,7625,1490.7,8.8,1176.0,4762.1,0.0,0.1955016393442623,175.0,8.0
Itapecuru Mirim,MA,2016,67104.0,100.0,0.0,45.6,-3.36235,-44.27902,1494,589.9,1.6,562.0,308.4,3.3,0.3948460508701472,101.0,59.0
Paço do Lumiar,MA,2016,85140.0,71.0,121.51,957.34,-2.50434,-44.119479999999996,134,78.5,0.2,17.8,0.0,8.6,0.5858208955223879,5.0,0.0
Pinheiro,MA,2016,81924.0,100.0,0.0,54.15,-2.49468,-45.14562,1482,876.9,0.1,0.0,414.3,105.9,0.5917004048582996,14.0,17.0
Raposa,MA,2016,,,,456.39,-2.41702,-44.04998,64,14.8,0.0,36.7,0.7,7.7,0.23125,1.0,0.0
São José de Ribamar,MA,2016,120354.0,68.4,83.31,456.24,-2.5952,-44.09279,390,101.2,0.0,37.2,0.0,172.2,0.2594871794871795,9.0,6.0
São Luís,MA,2016,565864.0,52.3,875.0,1297.2,-2.62711,-44.30617,839,375.1,0.6,99.2,0.0,291.1,0.4470798569725865,70.0,14.0
Viana,MA,2016,,,,44.08,-3.1301200000000002,-45.18793,1176,506.1,0.1,80.9,382.3,195.1,0.4303571428571429,1.0,0.0
Viana,MA,2016,50563.0,66.8,96.82,242.26,-3.1301200000000002,-45.18793,1176,506.1,0.1,80.9,382.3,195.1,0.4303571428571429,1.0,0.0
Santa Rita,MA,2016,130708.0,96.2,21.83,186.13,-3.15407,-44.33057,718,256.5,2.1,262.3,168.6,21.8,0.3572423398328691,2.0,0.0
São João Batista,MA,2016,33897.0,100.0,0.0,168.99,-3.01337,-44.77539,700,148.6,0.0,55.3,358.8,135.2,0.21228571428571427,2.0,0.0
Alvorada,TO,2016,159998.0,77.1,89.58,2908.28,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,5.0,3.0
Cachoeirinha,TO,2016,54174.0,42.8,176.33,2877.6,-6.096769999999999,-47.85022,354,110.9,0.3,35.8,207.3,0.0,0.3132768361581921,1.0,0.0
Lajeado,TO,2016,78324.0,98.9,0.73,873.76,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,2.0,1.0
Alta Floresta,MT,2016,27106.0,54.1,107.55,5.59,-10.04165,-56.40435,8986,4954.8,8.8,3736.4,258.7,36.1,0.5513910527487202,11.0,17.0
Barão de Melgaço,MT,2016,,,,0.71,-16.75732,-56.01455,11187,375.6,1.7,2193.9,8493.6,109.1,0.03357468490211853,0.0,0.0
Barra do Garças,MT,2016,19819.0,33.8,177.85,6.46,-15.356079999999999,-52.65919,9146,1273.9,0.0,230.4,7626.4,12.2,0.1392849333041767,1.0,1.0
Cáceres,MT,2016,90881.0,100.0,0.0,3.7,-16.539920000000002,-57.79439,24399,1965.1,6.5,1542.2,19780.8,1091.6,0.08054018607319972,2.0,3.0
Chapada dos Guimarães,MT,2016,18906.0,100.0,0.0,2.86,-15.100060000000001,-55.49593,6250,391.9,0.1,142.4,5516.4,199.3,0.062704,1.0,0.0
Cuiabá,MT,2016,284549.0,48.6,905.0,177.73,-15.41888,-56.00402,3496,170.5,0.0,166.4,3159.1,0.0,0.0487700228832952,10.0,10.0
Jangada,MT,2016,7961.0,100.0,0.0,7.84,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,0.0,0.0
Lucas do Rio Verde,MT,2016,36036.0,60.6,80.0,16.17,-13.047419999999999,-56.1822,3662,543.6,0.6,623.6,2494.8,0.0,0.14844347351174222,9.0,1.0
Nossa Senhora do Livramento,MT,2016,12518.0,100.0,0.0,2.54,-15.933029999999999,-56.3487,5200,110.2,0.0,82.4,5005.1,2.3,0.02119230769230769,0.0,0.0
Nova Brasilândia,MT,2016,3931.0,100.0,0.0,1.2,-14.743070000000001,-55.22435,3268,1167.1,0.1,191.3,1881.9,27.7,0.3571297429620563,0.0,0.0
Planalto da Serra,MT,2016,,,,1.07,-14.54069,-54.66186999999999,2452,552.2,0.0,44.0,1855.8,0.0,0.2252039151712888,0.0,0.0
Poconé,MT,2016,32205.0,100.0,0.0,1.88,-16.79972,-56.96679,17283,80.2,0.0,918.9,15557.9,697.0,0.004640398079037204,4.0,2.0
Primavera do Leste,MT,2016,13700.0,23.5,202.19,10.65,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,11.0,0.0
Rondonópolis,MT,2016,59705.0,27.3,567.84,46.71,-16.570970000000006,-54.71462,4168,829.6,1.4,267.1,3065.7,5.6,0.19904030710172746,9.0,11.0
Rosário Oeste,MT,2016,17016.0,100.0,0.0,2.29,-14.8618,-56.251580000000004,7493,65.9,0.0,23.1,7395.0,9.0,0.008794875216869079,11.0,33.0
Santo Antônio do Leverger,MT,2016,,,,1.55,-16.48613,-55.26485,12262,1045.2,1.1,1095.6,10099.5,21.7,0.08523894960039145,1.0,0.0
Sorriso,MT,2016,67494.0,81.5,199.67,8.86,-12.69331,-55.777409999999996,9349,3975.9,0.9,1254.0,4119.1,0.0,0.4252754305273291,9.0,1.0
Tangará da Serra,MT,2016,71663.0,73.9,95.82,8.36,-14.4327,-58.38021,11333,2179.2,0.8,640.1,8512.8,0.9,0.19228800847083727,2.0,2.0
Várzea Grande,MT,2016,191919.0,70.7,136.5,258.86,-15.55785,-56.34461999999999,939,0.0,0.0,1.3,937.7,0.0,0.0,16.0,18.0
Ji-Paraná,RO,2017,132667.0,100.0,0.0,19.24,-10.44844,-61.69061,6955,2612.9,1.3,4240.5,66.3,35.3,0.37568655643422,57.0,51.0
Porto Velho,RO,2017,495665.0,95.4,70.17,15.24,-8.98448,-63.99115,34631,9810.1,353.4,23637.9,431.9,751.1,0.2832751003436228,19.0,18.0
Vilhena,RO,2017,95630.0,100.0,0.0,8.17,-12.123510000000001,-60.112109999999994,11584,1807.0,15.1,8089.7,1685.8,1.5,0.1559910220994475,10.0,7.0
Cruzeiro do Sul,AC,2017,82622.0,100.0,0.0,9.41,-7.955589999999999,-72.73617,9202,1044.1,9.8,7949.4,20.7,0.0,0.11346446424690285,12.0,13.0
Rio Branco,AC,2017,300433.0,78.4,534.32,43.4,-9.99527,-68.15925,9113,2762.3,27.2,6268.8,0.0,0.1,0.3031164270821903,10.0,16.0
Careiro da Várzea,AM,2017,29190.0,100.0,0.0,11.11,-3.3047699999999995,-59.555969999999995,2641,562.8,7.0,715.6,707.8,628.0,0.21310109806891328,0.0,1.0
Coari,AM,2017,,,,1.46,-4.03545,-63.534659999999995,58828,785.5,2.1,54432.4,823.1,2761.8,0.013352485211123954,4.0,1.0
Humaitá,AM,2017,,,,1.61,-7.510839999999999,-62.5992,33428,780.4,35.1,25922.9,3116.3,784.2,0.023345698217063542,0.0,0.0
Iranduba,AM,2017,,,,21.39,-3.0859099999999997,-60.66479,2229,495.1,2.0,1290.0,132.9,303.8,0.2221175414984298,1.0,1.0
Itacoatiara,AM,2017,,,,11.23,-3.13511,-58.81276,8927,1785.0,15.4,4322.8,829.3,1665.6,0.19995519211381196,0.0,1.0
Manacapuru,AM,2017,96460.0,100.0,0.0,13.15,-3.27671,-60.71178000000001,7381,812.5,2.5,4316.4,805.6,1423.0,0.1100799349681615,5.0,0.0
Manaus,AM,2017,1869202.0,87.7,529.2,186.85,-2.5729,-60.37242,11473,1261.6,2.1,8519.6,3.0,1547.8,0.10996252070077572,41.0,30.0
Manicoré,AM,2017,54708.0,100.0,0.0,1.13,-6.787089999999999,-61.110009999999996,48689,2011.0,100.0,41672.1,4146.5,826.8,0.04130296370843517,0.0,0.0
Maués,AM,2017,,,,1.56,-5.24148,-58.19461999999999,40090,1426.0,20.8,36163.3,872.3,1294.9,0.03556996757296084,15.0,5.0
Novo Airão,AM,2017,18586.0,100.0,0.0,0.49,-1.5162799999999999,-61.51599,38114,123.4,1.6,35964.9,211.9,1358.7,0.003237655454688566,0.0,0.0
Parintins,AM,2017,113832.0,100.0,0.0,19.11,-2.78735,-56.68566,5958,983.7,2.1,1244.4,1133.2,2281.2,0.1651057401812689,1.0,0.0
Presidente Figueiredo,AM,2017,18450.0,53.4,50.0,1.36,-0.65847,-60.17004,25568,771.3,12.0,15234.4,1.1,3421.8,0.030166614518147682,0.0,0.0
Rio Preto da Eva,AM,2017,,,,5.5,-2.50853,-59.60122,5838,583.5,2.7,4554.5,0.0,10.3,0.0999486125385406,0.0,0.0
Tabatinga,AM,2017,63635.0,100.0,0.0,19.48,-4.02878,-69.69785999999999,3343,165.2,0.6,2618.5,1.3,52.0,0.049416691594376304,1.0,0.0
Tefé,AM,2017,62021.0,100.0,0.0,2.62,-4.41301,-65.57764,24186,675.1,6.0,22390.8,168.9,724.7,0.02791284214008104,8.0,5.0
Abaetetuba,PA,2017,153380.0,100.0,0.0,95.24,-1.7386599999999999,-48.85524,1617,696.2,1.4,453.3,13.6,413.6,0.43055040197897343,36.0,9.0
Acará,PA,2017,,,,12.45,-2.03379,-48.31904,4361,2385.1,20.1,1684.0,43.3,70.5,0.5469158449896813,3.0,2.0
Alenquer,PA,2017,55246.0,100.0,0.0,2.34,-0.30798000000000003,-55.15106,22286,1468.3,24.2,14470.9,2476.4,589.6,0.06588441173831104,0.0,6.0
Altamira,PA,2017,74327.0,66.7,192.92,0.7,-6.3166400000000005,-54.2628,159540,8726.9,224.8,145384.2,3760.6,1668.3,0.054700388617274665,47.0,11.0
Ananindeua,PA,2017,510990.0,99.0,32.0,2709.66,-1.34293,-48.39038,185,87.3,0.0,79.3,0.0,18.4,0.4718918918918919,4.0,14.0
Barcarena,PA,2017,109190.0,90.1,50.43,92.47,-1.44539,-48.637029999999996,1316,333.2,2.9,450.9,1.9,527.7,0.2531914893617021,4.0,5.0
Belém,PA,2017,1263558.0,87.0,294.0,1370.77,-1.27265,-48.50024000000001,1070,249.8,0.3,231.8,7.1,581.3,0.2334579439252337,7.0,15.0
Breves,PA,2017,99896.0,100.0,0.0,10.45,-1.15638,-50.43788,9572,544.3,1.0,7249.1,86.2,1022.9,0.056863769327204335,0.0,3.0
Cametá,PA,2017,134100.0,100.0,0.0,43.52,-2.2808200000000003,-49.51546,3090,1117.4,1.3,701.4,657.9,448.3,0.3616181229773463,3.0,0.0
Igarapé-Miri,PA,2017,60994.0,100.0,0.0,30.55,-2.07583,-49.087540000000004,2004,481.0,0.6,961.4,203.3,321.8,0.2400199600798404,2.0,2.0
Ipixuna do Pará,PA,2017,,,,11.93,-2.93713,-47.96702,5245,2773.4,8.5,2429.2,6.7,25.9,0.5287702573879886,2.0,0.0
Itaituba,PA,2017,98523.0,100.0,0.0,1.59,-6.03172,-55.968959999999996,62095,5566.3,80.1,54253.9,460.8,810.3,0.08964167807391901,5.0,2.0
Itupiranga,PA,2017,50703.0,97.8,12.0,6.58,-5.07669,-49.89878,7901,4880.5,29.5,2808.9,5.6,111.9,0.6177066194152638,19.0,8.0
Juruti,PA,2017,,,,6.78,-2.64774,-56.236909999999995,8308,1199.6,11.6,5260.1,633.3,1109.0,0.1443909484833895,0.0,0.0
Marabá,PA,2017,270225.0,99.5,35.85,17.95,-5.52503,-49.944179999999996,15161,8675.3,42.1,6354.9,36.2,86.0,0.5722115955411912,6.0,0.0
Moju,PA,2017,79825.0,100.0,0.0,8.78,-2.53518,-49.05922,9129,4395.6,45.5,4145.0,190.4,55.6,0.481498521196188,3.0,7.0
Monte Alegre,PA,2017,56466.0,100.0,0.0,3.11,-1.02109,-54.286809999999996,19516,4313.4,34.8,8291.4,1799.4,1139.7,0.2210186513629842,2.0,1.0
Monte Alegre,PA,2017,21242.0,94.6,3.06,106.5,-1.02109,-54.286809999999996,19516,4313.4,34.8,8291.4,1799.4,1139.7,0.2210186513629842,2.0,1.0
Novo Repartimento,PA,2017,,,,4.79,-4.52485,-50.19409,15432,7954.2,122.3,6287.1,1.0,1168.1,0.5154354587869362,24.0,19.0
Óbidos,PA,2017,50727.0,100.0,0.0,1.81,0.07317,-55.75937,28031,1920.2,18.4,15591.2,4595.5,1351.5,0.06850272912132996,5.0,1.0
Oriximiná,PA,2017,71078.0,100.0,0.0,0.66,0.26778,-57.52249000000001,107782,1551.3,11.9,76484.2,3636.6,1768.6,0.014392941307453937,18.0,5.0
Paragominas,PA,2017,97283.0,88.4,21.45,5.69,-3.12356,-47.40354,19465,8773.3,19.8,10612.6,7.1,36.0,0.4507218083740046,6.0,3.0
Parauapebas,PA,2017,171455.0,84.7,49.0,29.39,-6.19825,-50.4301,6968,1324.3,1.5,5556.3,85.6,1.8,0.1900545350172216,23.0,10.0
Portel,PA,2017,60322.0,100.0,0.0,2.38,-2.62095,-50.99664,25425,2076.1,167.7,20172.1,385.9,845.9,0.08165585054080629,2.0,0.0
Santa Bárbara do Pará,PA,2017,20372.0,99.4,0.5,73.67,-1.19187,-48.2373,279,160.0,0.2,99.4,0.0,19.6,0.5734767025089605,0.0,0.0
Santarém,PA,2017,283659.0,95.7,60.94,16.55,-2.81346,-55.58935,22890,4765.7,40.5,9354.0,663.5,3887.8,0.2082000873743993,3.0,1.0
São Félix do Xingu,PA,2017,124806.0,100.0,0.0,1.48,-7.4611399999999986,-52.46225,84253,18440.2,239.9,61085.8,3788.0,939.0,0.21886698396496268,19.0,8.0
Tailândia,PA,2017,103321.0,100.0,0.0,23.32,-2.9033599999999997,-48.78385,4451,2271.4,14.0,2126.9,0.0,0.0,0.5103122893731746,2.0,4.0
Tomé-Açu,PA,2017,61709.0,100.0,0.0,11.99,-2.6602799999999998,-48.258179999999996,5169,2990.8,11.4,2177.4,0.1,0.4,0.5786032114528923,2.0,3.0
Tucuruí,PA,2017,110516.0,100.0,0.0,52.98,-3.79728,-49.8067,2095,815.8,7.5,796.4,4.7,478.1,0.3894033412887828,0.0,0.0
Vigia,PA,2017,52216.0,100.0,0.0,96.86,-0.9177700000000001,-48.118109999999994,536,219.2,0.2,139.0,16.4,161.4,0.4089552238805971,7.0,3.0
Gurupi,TO,2017,60437.0,70.7,131.24,46.58,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,1.0,0.0
Paraíso do Tocantins,TO,2017,39787.0,79.0,58.65,39.71,-10.21749,-48.865159999999996,1274,0.0,0.0,0.2,1273.8,0.0,0.0,5.0,4.0
Porto Nacional,TO,2017,17192.0,32.5,301.52,11.87,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,4.0,35.0
Palmas,TO,2017,47171.0,16.4,1156.16,129.24,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,18.0,12.0
Palmas,TO,2017,12820.0,26.2,146.0,31.45,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,18.0,12.0
Balsas,MA,2017,94779.0,100.0,0.0,7.21,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,14.0,3.0
Barra do Corda,MA,2017,87135.0,100.0,0.0,16.79,-5.68391,-45.23172,7962,3249.7,23.3,2207.8,2499.9,4.6,0.40815121828686257,2.0,2.0
Coroatá,MA,2017,64403.0,100.0,0.0,28.45,-4.16542,-44.14074,2298,1057.2,1.5,1240.8,0.0,0.0,0.4600522193211489,0.0,1.0
Grajaú,MA,2017,,,,7.81,-5.82835,-46.0307,7625,1499.8,9.1,1361.6,4762.1,0.0,0.1966950819672131,8.0,3.0
Itapecuru Mirim,MA,2017,67726.0,100.0,0.0,46.03,-3.36235,-44.27902,1494,592.7,2.8,576.1,308.4,3.3,0.3967202141900937,59.0,0.0
Paço do Lumiar,MA,2017,122420.0,100.0,0.0,977.33,-2.50434,-44.119479999999996,134,78.7,0.2,35.0,0.0,8.6,0.5873134328358209,0.0,0.0
Pinheiro,MA,2017,82374.0,100.0,0.0,54.45,-2.49468,-45.14562,1482,878.8,1.8,66.8,414.3,105.9,0.5929824561403508,17.0,7.0
Raposa,MA,2017,,,,464.8,-2.41702,-44.04998,64,14.8,0.0,21.1,0.7,7.7,0.23125,0.0,0.0
São José de Ribamar,MA,2017,,,,457.31,-2.5952,-44.09279,390,101.4,0.2,111.6,0.0,172.2,0.26,6.0,1.0
São Luís,MA,2017,559762.0,51.3,788.76,1307.9,-2.62711,-44.30617,839,375.4,0.4,119.9,0.0,291.1,0.4474374255065554,14.0,5.0
Viana,MA,2017,,,,44.28,-3.1301200000000002,-45.18793,1176,506.4,0.3,92.2,382.3,195.1,0.4306122448979592,0.0,0.0
Viana,MA,2017,51270.0,66.8,88.37,245.86,-3.1301200000000002,-45.18793,1176,506.4,0.3,92.2,382.3,195.1,0.4306122448979592,0.0,0.0
Santa Rita,MA,2017,131495.0,96.1,21.83,187.41,-3.15407,-44.33057,718,258.7,2.2,245.7,168.6,21.8,0.3603064066852368,0.0,0.0
São João Batista,MA,2017,35065.0,100.0,0.0,174.82,-3.01337,-44.77539,700,148.6,0.0,57.4,358.8,135.2,0.21228571428571427,0.0,0.0
Alvorada,TO,2017,159963.0,76.8,89.58,2919.28,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,3.0,8.0
Cachoeirinha,TO,2017,49797.0,39.1,176.33,2892.41,-6.096769999999999,-47.85022,354,110.9,0.0,35.8,207.3,0.0,0.3132768361581921,0.0,0.0
