Municipio,Estado,Ano,População total que mora em domicílios sem acesso ao serviço de coleta de esgoto (pessoas) (SNIS),Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto (% da população) (SNIS),"Extensão da rede de distribuição de esgoto, em km (km) (SNIS)",Densidade demográfica (pessoas por km²) (Pessoas por km²) (IBGE),Lat,Long,AreaKm2,Desmatado,Incremento,Floresta,NaoFloresta,Hidrografia,PercDesmatado,Internações - Dengue,Internações Ano Seguinte - Dengue
Tabatinga,AM,2014,59684.0,100.0,0.0,18.27,-4.02878,-69.69785999999999,3343,162.4,3.8,2930.6,1.3,52.0,0.04857912055040383,9.0,7.0
Tefé,AM,2014,,,,2.64,-4.41301,-65.57764,24186,658.6,15.7,21823.2,168.9,724.7,0.02723062928967172,20.0,21.0
Abaetetuba,PA,2014,148873.0,100.0,0.0,92.44,-1.7386599999999999,-48.85524,1617,693.8,0.3,367.4,13.6,413.6,0.4290661719233148,30.0,55.0
Acará,PA,2014,,,,12.44,-2.03379,-48.31904,4361,2350.8,6.0,1233.7,43.3,70.5,0.5390506764503554,6.0,4.0
Alenquer,PA,2014,54353.0,100.0,0.0,2.3,-0.30798000000000003,-55.15106,22286,1416.2,14.3,16988.1,2476.4,589.6,0.06354662119716414,0.0,27.0
Altamira,PA,2014,86768.0,81.3,200.0,0.67,-6.3166400000000005,-54.2628,159540,7784.1,293.9,142469.8,3760.6,1668.3,0.04879089883414818,254.0,215.0
Ananindeua,PA,2014,499776.0,100.0,0.0,2624.17,-1.34293,-48.39038,185,87.3,0.0,38.2,0.0,18.4,0.4718918918918919,47.0,39.0
Barcarena,PA,2014,100921.0,89.4,40.0,86.16,-1.44539,-48.637029999999996,1316,329.3,1.0,302.5,1.9,527.7,0.2502279635258359,12.0,21.0
Belém,PA,2014,1250872.0,87.3,381.0,1352.43,-1.27265,-48.50024000000001,1070,249.0,0.0,124.8,7.1,581.3,0.23271028037383176,43.0,47.0
Breves,PA,2014,97351.0,100.0,0.0,10.18,-1.15638,-50.43788,9572,540.5,0.5,5837.5,86.2,1022.9,0.05646677810279984,6.0,35.0
Cametá,PA,2014,129161.0,100.0,0.0,41.92,-2.2808200000000003,-49.51546,3090,1115.5,0.3,774.0,657.9,448.3,0.3610032362459547,7.0,11.0
Igarapé-Miri,PA,2014,59998.0,100.0,0.0,30.05,-2.07583,-49.087540000000004,2004,479.7,0.2,783.9,203.3,321.8,0.23937125748502994,0.0,1.0
Ipixuna do Pará,PA,2014,,,,10.85,-2.93713,-47.96702,5245,2739.5,6.3,1634.1,6.7,25.9,0.5223069590085796,12.0,9.0
Itaituba,PA,2014,98405.0,100.0,0.0,1.59,-6.03172,-55.968959999999996,62095,5266.6,99.7,55533.2,460.8,810.3,0.08481520251227957,46.0,24.0
Itupiranga,PA,2014,51743.0,100.0,0.0,6.57,-5.07669,-49.89878,7901,4735.2,48.3,3026.0,5.6,111.9,0.5993165422098469,16.0,10.0
Juruti,PA,2014,32755.0,62.1,0.1,6.35,-2.64774,-56.236909999999995,8308,1175.7,12.9,5214.1,633.3,1109.0,0.1415142031776601,0.0,0.0
Marabá,PA,2014,257062.0,100.0,0.0,16.99,-5.52503,-49.944179999999996,15161,8487.4,38.5,6101.2,36.2,86.0,0.5598179539608205,7.0,19.0
Moju,PA,2014,76096.0,100.0,0.0,8.37,-2.53518,-49.05922,9129,4293.9,24.8,3720.5,190.4,55.6,0.47035819914558,1.0,11.0
Monte Alegre,PA,2014,56231.0,100.0,0.0,3.1,-1.02109,-54.286809999999996,19516,4240.9,41.8,8849.9,1799.4,1139.7,0.21730375076860006,8.0,40.0
Monte Alegre,PA,2014,20764.0,94.4,3.06,104.29,-1.02109,-54.286809999999996,19516,4240.9,41.8,8849.9,1799.4,1139.7,0.21730375076860006,8.0,40.0
Novo Repartimento,PA,2014,69267.0,100.0,0.0,4.5,-4.52485,-50.19409,15432,7533.7,77.9,5007.7,1.0,1168.1,0.4881868843960601,7.0,7.0
Óbidos,PA,2014,50317.0,100.0,0.0,1.8,0.07317,-55.75937,28031,1878.5,22.9,19903.1,4595.5,1351.5,0.06701509043558918,0.0,1.0
Oriximiná,PA,2014,67939.0,100.0,0.0,0.63,0.26778,-57.52249000000001,107782,1514.8,8.6,74629.3,3636.6,1768.6,0.014054294780204486,59.0,16.0
Paragominas,PA,2014,94642.0,89.8,16.9,5.45,-3.12356,-47.40354,19465,8709.5,20.0,7531.4,7.1,36.0,0.4474441304906242,1.0,4.0
Parauapebas,PA,2014,160952.0,87.8,52.0,26.63,-6.19825,-50.4301,6968,1314.9,1.5,5459.4,85.6,1.8,0.18870551090700347,7.0,15.0
Portel,PA,2014,57205.0,100.0,0.0,2.25,-2.62095,-50.99664,25425,1621.0,60.2,13873.8,385.9,845.9,0.06375614552605703,12.0,13.0
Santa Bárbara do Pará,PA,2014,,,,69.02,-1.19187,-48.2373,279,159.7,0.0,37.4,0.0,19.6,0.5724014336917562,0.0,0.0
Santarém,PA,2014,290521.0,100.0,0.0,16.23,-2.81346,-55.58935,22890,4654.0,17.2,10060.6,663.5,3887.8,0.20332022717343812,9.0,13.0
São Félix do Xingu,PA,2014,111633.0,100.0,0.0,1.33,-7.4611399999999986,-52.46225,84253,17686.2,151.9,61703.7,3788.0,939.0,0.20991774773598568,78.0,34.0
Tailândia,PA,2014,93906.0,100.0,0.0,21.2,-2.9033599999999997,-48.78385,4451,2236.9,9.7,1998.6,0.0,0.0,0.5025612221972591,8.0,3.0
Tomé-Açu,PA,2014,59795.0,100.0,0.0,11.62,-2.6602799999999998,-48.258179999999996,5169,2967.2,7.6,1627.1,0.1,0.4,0.5740375314374153,33.0,19.0
Tucuruí,PA,2014,105431.0,100.0,0.0,50.54,-3.79728,-49.8067,2095,775.9,3.6,388.2,4.7,478.1,0.3703579952267303,2.0,1.0
Vigia,PA,2014,50622.0,100.0,0.0,93.9,-0.9177700000000001,-48.118109999999994,536,217.5,0.0,46.5,16.4,161.4,0.4057835820895522,6.0,7.0
Gurupi,TO,2014,71766.0,86.7,136.26,45.08,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,2.0,3.0
Paraíso do Tocantins,TO,2014,42858.0,88.5,19.79,38.18,-10.21749,-48.865159999999996,1274,0.0,0.0,0.0,1273.8,0.0,0.0,23.0,5.0
Porto Nacional,TO,2014,19567.0,37.7,35.45,11.65,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,13.0,10.0
Palmas,TO,2014,111292.0,41.9,692.93,119.61,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,18.0,25.0
Palmas,TO,2014,19768.0,42.1,132.48,30.17,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,18.0,25.0
Balsas,MA,2014,90679.0,100.0,0.0,6.9,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,12.0,21.0
Barra do Corda,MA,2014,85603.0,100.0,0.0,16.49,-5.68391,-45.23172,7962,3196.0,26.2,2260.4,2499.9,4.6,0.4014066817382567,3.0,29.0
Coroatá,MA,2014,63497.0,100.0,0.0,28.05,-4.16542,-44.14074,2298,1052.3,1.0,0.0,0.0,0.0,0.4579199303742385,0.0,1.0
Grajaú,MA,2014,66013.0,100.0,0.0,7.53,-5.82835,-46.0307,7625,1470.8,22.3,1391.8,4762.1,0.0,0.19289180327868846,14.0,48.0
Itapecuru Mirim,MA,2014,65713.0,100.0,0.0,44.66,-3.36235,-44.27902,1494,587.2,3.0,588.1,308.4,3.3,0.39303882195448464,29.0,92.0
Paço do Lumiar,MA,2014,115693.0,100.0,0.0,923.63,-2.50434,-44.119479999999996,134,77.3,1.4,48.1,0.0,8.6,0.576865671641791,3.0,2.0
Pinheiro,MA,2014,80917.0,100.0,0.0,53.48,-2.49468,-45.14562,1482,876.5,0.7,84.4,414.3,105.9,0.5914304993252362,21.0,42.0
Raposa,MA,2014,,,,439.26,-2.41702,-44.04998,64,14.8,0.1,40.8,0.7,7.7,0.23125,1.0,1.0
São José de Ribamar,MA,2014,,,,446.9,-2.5952,-44.09279,390,101.0,0.3,81.4,0.0,172.2,0.2589743589743589,9.0,11.0
São Luís,MA,2014,579462.0,54.5,875.0,1274.75,-2.62711,-44.30617,839,373.3,2.1,173.3,0.0,291.1,0.4449344457687723,95.0,81.0
Viana,MA,2014,50976.0,100.0,0.0,43.63,-3.1301200000000002,-45.18793,1176,506.0,0.3,92.3,382.3,195.1,0.4302721088435374,0.0,0.0
Viana,MA,2014,48879.0,66.7,80.54,234.78,-3.1301200000000002,-45.18793,1176,506.0,0.3,92.3,382.3,195.1,0.4302721088435374,0.0,0.0
Santa Rita,MA,2014,128900.0,96.2,21.83,183.41,-3.15407,-44.33057,718,252.1,2.1,275.5,168.6,21.8,0.3511142061281337,2.0,5.0
São João Batista,MA,2014,31534.0,100.0,0.0,157.21,-3.01337,-44.77539,700,148.6,0.0,57.4,358.8,135.2,0.21228571428571427,0.0,2.0
Alvorada,TO,2014,167186.0,81.3,160.0,2884.31,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,4.0,8.0
Cachoeirinha,TO,2014,64191.0,51.3,176.0,2845.34,-6.096769999999999,-47.85022,354,110.1,0.4,36.6,207.3,0.0,0.31101694915254235,0.0,0.0
Lajeado,TO,2014,76998.0,99.0,3.0,858.18,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,0.0,3.0
Alta Floresta,MT,2014,31318.0,62.8,99.05,5.57,-10.04165,-56.40435,8986,4937.2,9.6,3752.3,258.7,36.1,0.5494324504785221,13.0,22.0
Barão de Melgaço,MT,2014,,,,0.68,-16.75732,-56.01455,11187,372.6,1.3,2197.4,8493.6,109.1,0.033306516492357205,0.0,0.0
Barra do Garças,MT,2014,23885.0,41.1,142.92,6.4,-15.356079999999999,-52.65919,9146,1273.9,0.0,227.7,7626.4,12.2,0.1392849333041767,0.0,2.0
Cáceres,MT,2014,85450.0,94.8,13.0,3.66,-16.539920000000002,-57.79439,24399,1950.5,2.6,1547.3,19780.8,1091.6,0.07994180089347924,5.0,4.0
Chapada dos Guimarães,MT,2014,,,,2.81,-15.100060000000001,-55.49593,6250,391.4,0.8,141.2,5516.4,199.3,0.062624,4.0,0.0
Cuiabá,MT,2014,312991.0,54.4,740.94,174.73,-15.41888,-56.00402,3496,170.5,0.2,166.0,3159.1,0.0,0.0487700228832952,49.0,60.0
Jangada,MT,2014,7889.0,100.0,0.0,7.77,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,0.0,0.0
Lucas do Rio Verde,MT,2014,40579.0,73.7,78.0,14.99,-13.047419999999999,-56.1822,3662,536.0,1.4,631.2,2494.8,0.0,0.14636810486073185,2.0,20.0
Nossa Senhora do Livramento,MT,2014,11444.0,100.0,0.0,2.32,-15.933029999999999,-56.3487,5200,109.8,0.1,79.0,5005.1,2.3,0.021115384615384616,4.0,2.0
Nova Brasilândia,MT,2014,4139.0,100.0,0.0,1.26,-14.743070000000001,-55.22435,3268,1166.8,0.4,191.6,1881.9,27.7,0.3570379436964504,0.0,0.0
Planalto da Serra,MT,2014,,,,1.09,-14.54069,-54.66186999999999,2452,551.8,0.1,44.2,1855.8,0.0,0.22504078303425773,0.0,0.0
Poconé,MT,2014,32092.0,100.0,0.0,1.87,-16.79972,-56.96679,17283,80.2,0.7,900.8,15557.9,697.0,0.004640398079037204,11.0,29.0
Primavera do Leste,MT,2014,31033.0,55.0,137.52,10.3,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,5.0,29.0
Rondonópolis,MT,2014,95159.0,44.9,443.67,45.17,-16.570970000000006,-54.71462,4168,827.2,0.1,269.4,3065.7,5.6,0.19846449136276392,1.0,15.0
Rosário Oeste,MT,2014,,,,2.33,-14.8618,-56.251580000000004,7493,65.7,0.2,23.3,7395.0,9.0,0.008768183638062192,8.0,1.0
Santo Antônio do Leverger,MT,2014,,,,1.62,-16.48613,-55.26485,12262,1041.2,1.5,1086.6,10099.5,21.7,0.08491273854183658,0.0,0.0
Sorriso,MT,2014,66293.0,85.3,119.98,8.32,-12.69331,-55.777409999999996,9349,3974.3,0.2,1252.0,4119.1,0.0,0.42510428922879456,5.0,10.0
Tangará da Serra,MT,2014,70133.0,76.0,90.9,7.96,-14.4327,-58.38021,11333,2177.9,1.4,641.4,8512.8,0.9,0.1921732992146828,6.0,16.0
Várzea Grande,MT,2014,192451.0,72.4,133.29,253.55,-15.55785,-56.34461999999999,939,0.0,0.0,0.0,937.7,0.0,0.0,19.0,39.0
Ji-Paraná,RO,2015,130419.0,100.0,0.0,18.91,-10.44844,-61.69061,6955,2608.5,1.3,4244.9,66.3,35.3,0.3750539180445723,248.0,306.0
Porto Velho,RO,2015,484076.0,96.3,70.17,14.75,-8.98448,-63.99115,34631,9147.4,289.2,23631.8,431.9,751.1,0.26413906615460137,50.0,55.0
Vilhena,RO,2015,91801.0,100.0,0.0,7.85,-12.123510000000001,-60.112109999999994,11584,1778.2,15.8,8118.5,1685.8,1.5,0.15350483425414366,54.0,26.0
Cruzeiro do Sul,AC,2015,81519.0,100.0,0.0,9.29,-7.955589999999999,-72.73617,9202,1025.0,3.4,7877.0,20.7,0.0,0.1113888285155401,249.0,16.0
Rio Branco,AC,2015,287002.0,77.5,533.47,41.94,-9.99527,-68.15925,9113,2681.5,31.3,6431.0,0.0,0.1,0.294249972566663,19.0,13.0
Careiro da Várzea,AM,2015,27981.0,100.0,0.0,10.65,-3.3047699999999995,-59.555969999999995,2641,547.5,9.5,691.4,707.8,628.0,0.20730783794017416,0.0,0.0
Coari,AM,2015,,,,1.43,-4.03545,-63.534659999999995,58828,780.1,0.7,54119.8,823.1,2761.8,0.013260692187393758,0.0,5.0
Humaitá,AM,2015,,,,1.55,-7.510839999999999,-62.5992,33428,727.7,9.1,28798.5,3116.3,784.2,0.02176917554146225,1.0,0.0
Iranduba,AM,2015,,,,20.74,-3.0859099999999997,-60.66479,2229,491.5,3.7,1300.8,132.9,303.8,0.22050246747420368,2.0,2.0
Itacoatiara,AM,2015,,,,10.92,-3.13511,-58.81276,8927,1761.6,6.0,4554.5,829.3,1665.6,0.19733393077181585,16.0,0.0
Manacapuru,AM,2015,94175.0,100.0,0.0,12.84,-3.27671,-60.71178000000001,7381,805.8,7.9,4345.9,805.6,1423.0,0.10917219888903942,4.0,3.0
Manaus,AM,2015,1843776.0,89.6,480.07,180.48,-2.5729,-60.37242,11473,1258.4,1.8,8619.2,3.0,1547.8,0.1096836049856184,109.0,88.0
Manicoré,AM,2015,53053.0,100.0,0.0,1.1,-6.787089999999999,-61.110009999999996,48689,1824.9,73.4,41824.6,4146.5,826.8,0.03748074513750538,1.0,0.0
Maués,AM,2015,,,,1.5,-5.24148,-58.19461999999999,40090,1366.7,9.8,35540.8,872.3,1294.9,0.03409079570965328,60.0,117.0
Novo Airão,AM,2015,17671.0,100.0,0.0,0.47,-1.5162799999999999,-61.51599,38114,120.9,0.6,35983.1,211.9,1358.7,0.0031720627590911482,0.0,0.0
Parintins,AM,2015,111575.0,100.0,0.0,18.73,-2.78735,-56.68566,5958,980.6,3.2,1542.6,1133.2,2281.2,0.16458543135280296,5.0,0.0
Presidente Figueiredo,AM,2015,27812.0,84.8,19.57,1.29,-0.65847,-60.17004,25568,752.9,7.3,21162.0,1.1,3421.8,0.029446964956195244,3.0,4.0
Rio Preto da Eva,AM,2015,,,,5.25,-2.50853,-59.60122,5838,576.9,1.6,5227.6,0.0,10.3,0.0988180883864337,0.0,0.0
Tabatinga,AM,2015,61028.0,100.0,0.0,18.69,-4.02878,-69.69785999999999,3343,162.6,0.2,3031.1,1.3,52.0,0.04863894705354472,7.0,1.0
Tefé,AM,2015,,,,2.64,-4.41301,-65.57764,24186,660.8,2.2,22576.5,168.9,724.7,0.02732159100305961,21.0,6.0
Abaetetuba,PA,2015,150431.0,100.0,0.0,93.41,-1.7386599999999999,-48.85524,1617,694.4,0.6,451.2,13.6,413.6,0.4294372294372295,55.0,94.0
Acará,PA,2015,54064.0,100.0,0.0,12.45,-2.03379,-48.31904,4361,2357.8,7.0,1606.4,43.3,70.5,0.5406558128869525,4.0,1.0
Alenquer,PA,2015,54662.0,100.0,0.0,2.31,-0.30798000000000003,-55.15106,22286,1429.6,13.3,15555.4,2476.4,589.6,0.06414789553980077,27.0,1.0
Altamira,PA,2015,108382.0,100.0,0.0,0.68,-6.3166400000000005,-54.2628,159540,8092.6,308.6,142658.4,3760.6,1668.3,0.050724583176632816,215.0,91.0
Ananindeua,PA,2015,494828.0,97.9,21.2,2653.72,-1.34293,-48.39038,185,87.3,0.0,74.2,0.0,18.4,0.4718918918918919,39.0,25.0
Barcarena,PA,2015,103779.0,89.6,40.0,88.34,-1.44539,-48.637029999999996,1316,329.6,0.3,419.7,1.9,527.7,0.2504559270516717,21.0,19.0
Belém,PA,2015,1255302.0,87.2,381.0,1358.77,-1.27265,-48.50024000000001,1070,249.3,0.3,217.2,7.1,581.3,0.2329906542056075,47.0,14.0
Breves,PA,2015,98231.0,100.0,0.0,10.27,-1.15638,-50.43788,9572,541.4,0.9,6675.6,86.2,1022.9,0.0565608023401588,35.0,35.0
Cametá,PA,2015,130868.0,100.0,0.0,42.47,-2.2808200000000003,-49.51546,3090,1115.7,0.3,742.5,657.9,448.3,0.3610679611650486,11.0,17.0
Igarapé-Miri,PA,2015,60343.0,100.0,0.0,30.22,-2.07583,-49.087540000000004,2004,480.3,0.6,940.6,203.3,321.8,0.2396706586826348,1.0,7.0
Ipixuna do Pará,PA,2015,,,,11.23,-2.93713,-47.96702,5245,2753.7,14.1,2126.7,6.7,25.9,0.5250142993326977,9.0,4.0
Itaituba,PA,2015,98446.0,100.0,0.0,1.59,-6.03172,-55.968959999999996,62095,5356.9,90.3,53466.3,460.8,810.3,0.08626942587970045,24.0,8.0
Itupiranga,PA,2015,51775.0,100.0,0.0,6.57,-5.07669,-49.89878,7901,4763.3,28.1,1745.7,5.6,111.9,0.602873054043792,10.0,35.0
Juruti,PA,2015,,,,6.5,-2.64774,-56.236909999999995,8308,1184.1,8.4,5100.3,633.3,1109.0,0.14252527684159844,0.0,3.0
Marabá,PA,2015,262085.0,100.0,0.0,17.32,-5.52503,-49.944179999999996,15161,8533.5,46.0,5913.0,36.2,86.0,0.5628586504847966,19.0,12.0
Moju,PA,2015,77385.0,100.0,0.0,8.51,-2.53518,-49.05922,9129,4319.6,25.7,4386.8,190.4,55.6,0.4731734034395882,11.0,1.0
Monte Alegre,PA,2015,56312.0,100.0,0.0,3.1,-1.02109,-54.286809999999996,19516,4253.8,12.9,8902.1,1799.4,1139.7,0.21796474687435952,40.0,47.0
Monte Alegre,PA,2015,20920.0,94.4,3.06,105.04,-1.02109,-54.286809999999996,19516,4253.8,12.9,8902.1,1799.4,1139.7,0.21796474687435952,40.0,47.0
Novo Repartimento,PA,2015,70835.0,100.0,0.0,4.6,-4.52485,-50.19409,15432,7607.4,73.8,4684.9,1.0,1168.1,0.4929626749611197,7.0,10.0
Óbidos,PA,2015,50459.0,100.0,0.0,1.8,0.07317,-55.75937,28031,1891.6,13.1,19465.1,4595.5,1351.5,0.06748243016660126,1.0,18.0
Oriximiná,PA,2015,69024.0,100.0,0.0,0.64,0.26778,-57.52249000000001,107782,1528.0,13.2,99553.0,3636.6,1768.6,0.014176764209237162,16.0,89.0
Paragominas,PA,2015,95340.0,89.1,16.9,5.53,-3.12356,-47.40354,19465,8733.7,24.2,9587.8,7.1,36.0,0.448687387618803,4.0,6.0
Parauapebas,PA,2015,,,,27.58,-6.19825,-50.4301,6968,1316.7,1.9,4322.9,85.6,1.8,0.1889638346727899,15.0,11.0
Portel,PA,2015,58282.0,100.0,0.0,2.3,-2.62095,-50.99664,25425,1730.2,109.2,17364.8,385.9,845.9,0.06805113077679449,13.0,10.0
Santa Bárbara do Pará,PA,2015,19525.0,99.4,0.5,70.63,-1.19187,-48.2373,279,159.8,0.1,78.2,0.0,19.6,0.5727598566308244,0.0,0.0
Santarém,PA,2015,292520.0,100.0,0.0,16.34,-2.81346,-55.58935,22890,4708.3,54.3,12749.7,663.5,3887.8,0.20569244211446047,13.0,11.0
São Félix do Xingu,PA,2015,116186.0,100.0,0.0,1.38,-7.4611399999999986,-52.46225,84253,17885.4,199.2,61429.4,3788.0,939.0,0.2122820552383892,34.0,47.0
Tailândia,PA,2015,97161.0,100.0,0.0,21.93,-2.9033599999999997,-48.78385,4451,2243.6,6.7,1998.3,0.0,0.0,0.5040665019096832,3.0,3.0
Tomé-Açu,PA,2015,60456.0,100.0,0.0,11.75,-2.6602799999999998,-48.258179999999996,5169,2972.2,5.0,2037.4,0.1,0.4,0.5750048365254401,19.0,36.0
Tucuruí,PA,2015,107189.0,100.0,0.0,51.38,-3.79728,-49.8067,2095,799.1,23.2,775.6,4.7,478.1,0.3814319809069213,1.0,1.0
Vigia,PA,2015,51173.0,100.0,0.0,94.93,-0.9177700000000001,-48.118109999999994,536,218.8,1.4,107.4,16.4,161.4,0.4082089552238806,7.0,6.0
Gurupi,TO,2015,63332.0,75.7,136.07,45.59,-11.65795,-48.9217,1843,0.0,0.0,0.0,1843.3,0.0,0.0,3.0,1.0
Paraíso do Tocantins,TO,2015,43614.0,88.9,28.34,38.7,-10.21749,-48.865159999999996,1274,0.0,0.0,0.2,1273.8,0.0,0.0,5.0,4.0
Porto Nacional,TO,2015,16084.0,30.8,249.92,11.73,-10.54819,-48.54647,4472,0.0,0.0,0.0,4441.5,31.6,0.0,10.0,5.0
Palmas,TO,2015,78874.0,28.9,936.0,122.91,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,25.0,19.0
Palmas,TO,2015,16404.0,34.4,134.71,30.6,-10.18871,-48.11134000000001,2227,0.0,0.0,0.0,2205.0,22.6,0.0,25.0,19.0
Balsas,MA,2015,92144.0,100.0,0.0,7.01,-8.28674,-46.26008,13259,0.0,0.0,0.0,13259.1,0.0,0.0,21.0,16.0
Barra do Corda,MA,2015,86151.0,100.0,0.0,16.6,-5.68391,-45.23172,7962,3206.8,10.8,2250.7,2499.9,4.6,0.4027631248430043,29.0,27.0
Coroatá,MA,2015,63821.0,100.0,0.0,28.19,-4.16542,-44.14074,2298,1053.1,0.8,1244.9,0.0,0.0,0.4582680591818973,1.0,3.0
Grajaú,MA,2015,67626.0,100.0,0.0,7.63,-5.82835,-46.0307,7625,1481.9,11.2,1381.0,4762.1,0.0,0.19434754098360651,48.0,175.0
Itapecuru Mirim,MA,2015,66433.0,100.0,0.0,45.15,-3.36235,-44.27902,1494,588.3,1.1,573.9,308.4,3.3,0.3937751004016064,92.0,101.0
Paço do Lumiar,MA,2015,88622.0,75.2,74.0,941.07,-2.50434,-44.119479999999996,134,78.3,1.0,46.0,0.0,8.6,0.5843283582089552,2.0,5.0
Pinheiro,MA,2015,81438.0,100.0,0.0,53.83,-2.49468,-45.14562,1482,876.8,0.4,34.5,414.3,105.9,0.5916329284750337,42.0,14.0
Raposa,MA,2015,,,,448.12,-2.41702,-44.04998,64,14.8,0.0,40.8,0.7,7.7,0.23125,1.0,1.0
São José de Ribamar,MA,2015,142141.0,81.6,55.0,451.73,-2.5952,-44.09279,390,101.2,0.2,116.1,0.0,172.2,0.2594871794871795,11.0,9.0
São Luís,MA,2015,554718.0,51.7,875.0,1286.37,-2.62711,-44.30617,839,374.4,1.1,149.6,0.0,291.1,0.4462455303933254,81.0,70.0
Viana,MA,2015,,,,43.86,-3.1301200000000002,-45.18793,1176,506.0,0.0,71.3,382.3,195.1,0.4302721088435374,0.0,1.0
Viana,MA,2015,48943.0,65.7,82.41,238.57,-3.1301200000000002,-45.18793,1176,506.0,0.0,71.3,382.3,195.1,0.4302721088435374,0.0,1.0
Santa Rita,MA,2015,129839.0,96.2,21.83,184.8,-3.15407,-44.33057,718,254.3,2.2,271.8,168.6,21.8,0.3541782729805014,5.0,2.0
São João Batista,MA,2015,32720.0,100.0,0.0,163.13,-3.01337,-44.77539,700,148.6,0.0,39.8,358.8,135.2,0.21228571428571427,2.0,2.0
Alvorada,TO,2015,166893.0,80.8,89.58,2896.62,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,8.0,5.0
Cachoeirinha,TO,2015,60749.0,48.2,176.33,2861.9,-6.096769999999999,-47.85022,354,110.6,0.5,36.1,207.3,0.0,0.31242937853107344,0.0,1.0
Lajeado,TO,2015,77661.0,98.9,0.71,866.19,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,3.0,2.0
Alta Floresta,MT,2015,29416.0,58.8,101.61,5.58,-10.04165,-56.40435,8986,4946.1,8.8,3745.1,258.7,36.1,0.5504228800356109,22.0,11.0
Barão de Melgaço,MT,2015,,,,0.67,-16.75732,-56.01455,11187,374.0,1.4,2210.3,8493.6,109.1,0.03343166175024582,0.0,0.0
Barra do Garças,MT,2015,26907.0,46.1,166.9,6.43,-15.356079999999999,-52.65919,9146,1273.9,0.0,233.5,7626.4,12.2,0.1392849333041767,2.0,1.0
Cáceres,MT,2015,85862.0,94.9,13.0,3.68,-16.539920000000002,-57.79439,24399,1958.6,8.1,1568.0,19780.8,1091.6,0.08027378171236525,4.0,2.0
Chapada dos Guimarães,MT,2015,,,,2.83,-15.100060000000001,-55.49593,6250,391.8,0.4,142.5,5516.4,199.3,0.06268800000000001,0.0,1.0
Cuiabá,MT,2015,297052.0,51.2,792.57,176.25,-15.41888,-56.00402,3496,170.5,0.0,166.4,3159.1,0.0,0.0487700228832952,60.0,10.0
Jangada,MT,2015,7925.0,100.0,0.0,7.81,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,0.0,0.0
Lucas do Rio Verde,MT,2015,39102.0,68.3,78.0,15.59,-13.047419999999999,-56.1822,3662,543.0,7.0,624.2,2494.8,0.0,0.1482796286182414,20.0,9.0
Nossa Senhora do Livramento,MT,2015,11393.0,100.0,0.0,2.31,-15.933029999999999,-56.3487,5200,110.2,0.5,82.4,5005.1,2.3,0.02119230769230769,2.0,0.0
Nova Brasilândia,MT,2015,4029.0,100.0,0.0,1.23,-14.743070000000001,-55.22435,3268,1167.0,0.2,191.4,1881.9,27.7,0.3570991432068543,0.0,0.0
Planalto da Serra,MT,2015,,,,1.08,-14.54069,-54.66186999999999,2452,552.2,0.3,44.0,1855.8,0.0,0.2252039151712888,0.0,0.0
Poconé,MT,2015,32131.0,100.0,0.0,1.87,-16.79972,-56.96679,17283,80.2,0.0,947.9,15557.9,697.0,0.004640398079037204,29.0,4.0
Primavera do Leste,MT,2015,18850.0,32.8,194.75,10.47,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,29.0,11.0
Rondonópolis,MT,2015,70553.0,32.8,462.57,45.94,-16.570970000000006,-54.71462,4168,828.2,0.9,268.5,3065.7,5.6,0.19870441458733207,15.0,9.0
Rosário Oeste,MT,2015,,,,2.31,-14.8618,-56.251580000000004,7493,65.9,0.2,23.1,7395.0,9.0,0.008794875216869079,1.0,11.0
Santo Antônio do Leverger,MT,2015,,,,1.64,-16.48613,-55.26485,12262,1044.1,2.9,1096.7,10099.5,21.7,0.08514924155928885,0.0,1.0
Sorriso,MT,2015,66788.0,83.2,133.94,8.59,-12.69331,-55.777409999999996,9349,3975.0,0.7,1254.9,4119.1,0.0,0.4251791635469033,10.0,9.0
Tangará da Serra,MT,2015,70609.0,74.9,90.9,8.13,-14.4327,-58.38021,11333,2178.4,0.5,640.9,8512.8,0.9,0.19221741815935764,16.0,2.0
