Estado,AreaKm2,Desmatado2008,Incremento20072008,Floresta2008,NaoFloresta2008,Hidrografia2008,Desmatado2009,Incremento20082009,Floresta2009,NaoFloresta2009,Hidrografia2009,Desmatado2010,Incremento20092010,Floresta2010,NaoFloresta2010,Hidrografia2010,Desmatado2011,Incremento20102011,Floresta2011,NaoFloresta2011,Hidrografia2011,Desmatado2012,Incremento20112012,Floresta2012,NaoFloresta2012,Hidrografia2012,Desmatado2013,Incremento20122013,Floresta2013,NaoFloresta2013,Hidrografia2013,Desmatado2014,Incremento20132014,Floresta2014,NaoFloresta2014,Hidrografia2014,Desmatado2015,Incremento20142015,Floresta2015,NaoFloresta2015,Hidrografia2015,Desmatado2016,Incremento20152016,Floresta2016,NaoFloresta2016,Hidrografia2016,Desmatado2017,Incremento20162017,Floresta2017,NaoFloresta2017,Hidrografia2017,Desmatado2018,Incremento20172018,Floresta2018,NaoFloresta2018,Hidrografia2018,Desmatado2019,Incremento20182019,Floresta2019,NaoFloresta2019,Hidrografia2019,PercDesmatado2008,PercDesmatado2009,PercDesmatado2010,PercDesmatado2011,PercDesmatado2012,PercDesmatado2013,PercDesmatado2014,PercDesmatado2015,PercDesmatado2016,PercDesmatado2017,PercDesmatado2018,PercDesmatado2019
AC,170884,20340.399999999998,299.2,146878.29999999996,74.4,117.6,20508.5,168.3,132696.80000000002,74.4,117.6,20784.400000000005,276.2,147864.5,74.4,117.6,21093.0,308.69999999999993,146757.80000000002,74.4,117.6,21374.000000000004,280.9,148047.09999999998,74.4,117.6,21582.000000000004,208.2,142143.8,74.4,117.6,21938.999999999993,357.30000000000007,146756.9,74.4,117.6,22169.2,230.2,145548.2,74.4,117.6,22548.700000000004,379.5000000000001,144377.49999999997,74.4,117.6,22812.100000000002,263.8,146435.2,74.4,117.6,23294.7,482.6,113395.5,74.4,117.6,24033.099999999995,737.9,146563.90000000002,74.4,117.6,0.11903045340698952,0.12001416165351934,0.12162870719318371,0.12343461061304745,0.1250790009597154,0.12629620093162616,0.1283853374218768,0.1297324500830973,0.1319532548395403,0.13349465134243113,0.1363187893541818,0.140639849254465
AM,1589661,33502.7,622.6,1355457.6999999993,48867.599999999984,51582.6,33851.799999999996,349.29999999999995,1382499.1,48867.599999999984,51582.6,34404.1,552.4999999999999,1249534.1999999997,48867.599999999984,51582.6,34920.899999999994,516.7999999999998,1332006.4000000004,48867.599999999984,51582.6,35399.2,478.99999999999994,1325062.9,48867.599999999984,51582.6,35893.49999999999,494.59999999999997,1129104.5999999999,48867.599999999984,51582.6,36455.49999999999,562.7,1255550.7999999996,48867.599999999984,51582.6,37153.2,697.5000000000003,1361365.9999999995,48867.599999999984,51582.6,38170.69999999999,1017.9000000000001,1200537.9,48867.599999999984,51582.6,39215.99999999999,1045.1000000000001,1334842.1,48867.599999999984,51582.6,40304.600000000006,1088.7000000000003,1242887.5999999999,48867.599999999984,51582.6,41895.6,1591.1000000000001,1375593.9,48867.599999999984,51582.6,0.021075373931926364,0.021294980502132212,0.021642413067943417,0.021967513828420018,0.02226839558874502,0.02257934238809406,0.02293287688381359,0.023371775491755786,0.02401184906719105,0.02466941064793059,0.02535421074052896,0.026355053058482278
AP,142918,2792.3,99.00000000000001,77038.20000000001,25611.699999999997,3546.999999999999,2839.5,46.9,86716.40000000001,25611.699999999997,3546.999999999999,2910.1999999999994,70.89999999999999,70369.7,25611.699999999997,3546.999999999999,2926.5,16.299999999999997,64692.80000000001,25611.699999999997,3546.999999999999,2945.3,18.900000000000002,72662.40000000001,25611.699999999997,3546.999999999999,2969.1000000000004,23.799999999999997,52083.299999999996,25611.699999999997,3546.999999999999,2997.5999999999995,28.8,70968.90000000001,25611.699999999997,3546.999999999999,3016.7,19.3,65056.299999999996,25611.699999999997,3546.999999999999,3029.0999999999995,12.600000000000001,43046.49999999999,25611.699999999997,3546.999999999999,3048.2,18.9,51723.9,25611.699999999997,3546.999999999999,3073.6000000000004,25.400000000000002,65400.29999999999,25611.699999999997,3546.999999999999,3112.7000000000003,39.5,94949.79999999999,25611.699999999997,3546.999999999999,0.019537776907037605,0.019868036216571742,0.020362725478945964,0.020476776893043565,0.020608320855315637,0.020774849913936664,0.020974264963125704,0.021107908031178717,0.021194671070124124,0.021328314138177134,0.021506038427629832,0.021779621881078664
MA,264626,102550.10000000008,1258.2000000000003,27876.70000000001,112916.80000000003,4356.099999999999,103511.7,962.4,37377.500000000015,112916.80000000003,4356.099999999999,104088.8,577.9000000000001,31718.200000000008,112916.80000000003,4356.099999999999,104424.60000000003,336.5,34341.4,112916.80000000003,4356.099999999999,104732.50000000001,309.0,29764.9,112916.80000000003,4356.099999999999,105014.69999999997,283.4,24499.599999999995,112916.80000000003,4356.099999999999,105293.30000000002,278.6,29424.600000000002,112916.80000000003,4356.099999999999,105506.2,213.39999999999992,37137.60000000002,112916.80000000003,4356.099999999999,105751.30000000002,244.80000000000004,33871.2,112916.80000000003,4356.099999999999,106035.69999999992,284.29999999999995,37495.1,112916.80000000003,4356.099999999999,106226.59999999999,191.09999999999997,21267.399999999998,112916.80000000003,4356.099999999999,106510.20000000003,283.8,39391.999999999985,112916.80000000003,4356.099999999999,0.3875284363592394,0.39116224407276684,0.3933430577494275,0.39461201847135213,0.39577554737629717,0.3968419580842395,0.39789476468676555,0.3986992963654365,0.39962550920922363,0.4007002335371427,0.4014216290160453,0.40249333020942774
MT,904794,205177.30000000002,3449.5,314653.89999999985,377536.99999999994,4315.599999999999,206006.2000000001,829.2000000000002,313560.1000000001,377536.99999999994,4315.599999999999,206785.1,780.2000000000002,310569.8999999999,377536.99999999994,4315.599999999999,207853.00000000006,1067.7999999999997,313986.29999999993,377536.99999999994,4315.599999999999,208647.29999999996,794.8000000000001,313337.4000000001,377536.99999999994,4315.599999999999,209752.00000000006,1106.3000000000004,311873.30000000005,377536.99999999994,4315.599999999999,210856.10000000006,1104.1999999999996,310600.4,377536.99999999994,4315.599999999999,212348.59999999992,1492.0000000000002,310576.3,377536.99999999994,4315.599999999999,213732.00000000006,1383.8,308773.1000000001,377536.99999999994,4315.599999999999,215346.2999999999,1614.1999999999998,307195.2,377536.99999999994,4315.599999999999,216836.79999999996,1491.2000000000005,299078.8999999999,377536.99999999994,4315.599999999999,218741.4000000001,1905.0999999999997,304189.0,377536.99999999994,4315.599999999999,0.22676686627011233,0.22768298640353507,0.22854384533938113,0.22972411399721931,0.23060199338191895,0.23182293428117345,0.23304321204605696,0.2346927587937143,0.23622172560826007,0.23800588863321365,0.23965322493296812,0.241758234471051
PA,1249644,242094.09999999998,5686.899999999999,826172.2000000002,73469.09999999999,43927.9,245684.3,3591.5000000000005,810711.8,73469.09999999999,43927.9,249028.70000000004,3344.2999999999984,770663.1000000001,73469.09999999999,43927.9,251447.59999999983,2419.5,792188.4999999999,73469.09999999999,43927.9,253161.10000000003,1714.3999999999996,783641.1000000004,73469.09999999999,43927.9,255250.8,2090.7000000000003,687908.0999999996,73469.09999999999,43927.9,257034.90000000002,1786.8999999999999,750884.5000000002,73469.09999999999,43927.9,259343.69999999995,2308.4,794381.5999999999,73469.09999999999,43927.9,262087.8000000001,2744.2999999999997,715652.3,73469.09999999999,43927.9,264691.39999999997,2603.4999999999995,762213.6000000002,73469.09999999999,43927.9,267393.0,2701.7000000000007,684266.3,73469.09999999999,43927.9,271863.29999999993,4469.699999999998,838599.8999999996,73469.09999999999,43927.9,0.19373045443342263,0.19660343265762087,0.19927971486279294,0.2012153861419731,0.20258657665703195,0.20425881290991674,0.2056864995150619,0.20753406570191188,0.20972997109576816,0.21181344446898473,0.21397534017688238,0.2175525989801895
RO,240374,84497.00000000001,1109.2000000000003,127675.40000000004,24632.300000000003,1816.6,84930.20000000001,433.29999999999995,126675.60000000002,24632.300000000003,1816.6,85371.29999999997,441.1,127443.49999999999,24632.300000000003,1816.6,86150.89999999998,779.7999999999997,127368.6,24632.300000000003,1816.6,86855.4,704.8000000000002,126812.29999999999,24632.300000000003,1816.6,87835.30000000002,979.9999999999999,125332.80000000002,24632.300000000003,1816.6,88606.6,771.4999999999999,124151.5,24632.300000000003,1816.6,89577.90000000001,971.4999999999998,122742.60000000005,24632.300000000003,1816.6,90778.40000000002,1200.3000000000002,123003.29999999999,24632.300000000003,1816.6,92085.79999999997,1308.0000000000002,121839.29999999997,24632.300000000003,1816.6,93336.19999999998,1249.9999999999998,120195.10000000002,24632.300000000003,1816.6,94767.2,1430.9000000000003,119157.90000000002,24632.300000000003,1816.6,0.3515230432575903,0.35332523484237066,0.35516029187848924,0.3584035711016998,0.3613344205280105,0.3654109845490778,0.3686197342474644,0.3726605206885936,0.3776548212369059,0.3830938454242138,0.38829573913984033,0.39424896203416343
RR,226216,9181.399999999998,674.3000000000001,128697.5,61222.0,1723.2,9294.099999999999,112.59999999999998,123315.0,61222.0,1723.2,9533.4,239.29999999999995,90103.40000000001,61222.0,1723.2,9663.900000000001,130.5,121690.50000000001,61222.0,1723.2,9772.200000000003,108.3,115920.00000000001,61222.0,1723.2,9921.300000000001,149.1,96082.0,61222.0,1723.2,10111.999999999998,190.9,113286.59999999999,61222.0,1723.2,10267.6,155.60000000000002,123072.59999999999,61222.0,1723.2,10497.700000000003,230.20000000000002,109435.99999999999,61222.0,1723.2,10624.7,126.99999999999997,78893.4,61222.0,1723.2,10756.300000000001,131.79999999999998,41480.5,61222.0,1723.2,11311.099999999999,554.8000000000001,143764.0,61222.0,1723.2,0.04058687272341478,0.04108506913746154,0.042142907663472076,0.0427197899352831,0.04319853591257914,0.04385764048519999,0.04470064009619124,0.045388478268557485,0.04640564769954381,0.04696705803303038,0.047548802914029076,0.050001326166142085
TO,278931,30147.200000000008,105.39999999999998,9403.999999999996,236725.60000000006,1541.4000000000008,30206.5,59.79999999999999,9745.800000000001,236725.60000000006,1541.4000000000008,30261.399999999998,55.099999999999994,9919.299999999996,236725.60000000006,1541.4000000000008,30296.300000000003,35.2,9881.700000000003,236725.60000000006,1541.4000000000008,30344.099999999995,48.1,9737.3,236725.60000000006,1541.4000000000008,30421.0,77.3,9668.900000000001,236725.60000000006,1541.4000000000008,30466.7,45.9,9719.9,236725.60000000006,1541.4000000000008,30522.300000000003,55.80000000000001,10089.300000000003,236725.60000000006,1541.4000000000008,30575.400000000005,53.400000000000006,9645.2,236725.60000000006,1541.4000000000008,30609.4,34.40000000000001,10075.8,236725.60000000006,1541.4000000000008,30632.699999999997,23.499999999999996,10006.8,236725.60000000006,1541.4000000000008,30663.699999999997,31.100000000000016,10021.500000000002,236725.60000000006,1541.4000000000008,0.10808121004836324,0.10829380742907745,0.10849063029924963,0.10861575084877623,0.1087871193951192,0.10906281481800159,0.1092266546206768,0.1094259870720716,0.1096163567333857,0.10973825067848321,0.10982178388203533,0.10993292247903602
