Lat,Long,Municipio,Estado,AreaKm2,Desmatado2008,Incremento20072008,Floresta2008,NaoFloresta2008,Hidrografia2008,Desmatado2009,Incremento20082009,Floresta2009,NaoFloresta2009,Hidrografia2009,Desmatado2010,Incremento20092010,Floresta2010,NaoFloresta2010,Hidrografia2010,Desmatado2011,Incremento20102011,Floresta2011,NaoFloresta2011,Hidrografia2011,Desmatado2012,Incremento20112012,Floresta2012,NaoFloresta2012,Hidrografia2012,Desmatado2013,Incremento20122013,Floresta2013,NaoFloresta2013,Hidrografia2013,Desmatado2014,Incremento20132014,Floresta2014,NaoFloresta2014,Hidrografia2014,Desmatado2015,Incremento20142015,Floresta2015,NaoFloresta2015,Hidrografia2015,Desmatado2016,Incremento20152016,Floresta2016,NaoFloresta2016,Hidrografia2016,Desmatado2017,Incremento20162017,Floresta2017,NaoFloresta2017,Hidrografia2017,Desmatado2018,Incremento20172018,Floresta2018,NaoFloresta2018,Hidrografia2018,Desmatado2019,Incremento20182019,Floresta2019,NaoFloresta2019,Hidrografia2019,PercDesmatado2008,PercDesmatado2009,PercDesmatado2010,PercDesmatado2011,PercDesmatado2012,PercDesmatado2013,PercDesmatado2014,PercDesmatado2015,PercDesmatado2016,PercDesmatado2017,PercDesmatado2018,PercDesmatado2019,CodIbge,Internacoes2008,Internacoes2009,Internacoes2010,Internacoes2011,Internacoes2012,Internacoes2013,Internacoes2014,Internacoes2015,Internacoes2016,Internacoes2017,Internacoes2018,Internacoes2019
-8.206719999999999,-49.54786,Conceição do Araguaia,PA,5847,3029.2,47.7,825.7,1874.8,117.1,3036.5,7.4,818.4,1874.8,117.1,3054.5,17.9,800.2,1874.8,117.1,3059.8,5.4,794.9,1874.8,117.1,3067.3,7.5,787.2,1874.8,117.1,3073.1,5.8,781.6,1874.8,117.1,3077.5,4.4,777.3,1874.8,117.1,3079.2,1.7,775.9,1874.8,117.1,3086.0,6.8,769.1,1874.8,117.1,3089.1,3.1,766.0,1874.8,117.1,3092.3,3.2,669.6,1874.8,117.1,3101.2,8.9,753.9,1874.8,117.1,0.518077646656405,0.5193261501624765,0.5224046519582692,0.5233110997092526,0.524593808790833,0.5255857704805883,0.5263382931417822,0.5266290405336069,0.5277920301009065,0.528322216521293,0.5288695057294339,0.5303916538395759,150270,246.0,100.0,68.0,125.0,97.0,84.0,26.0,30.0,44.0,43.0,30.0,63.0
-3.79264,-44.82907,Conceição do Lago-Açu,MA,742,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,531.0,0.0,0.0,98.7,113.0,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,0.715633423180593,210355,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
-12.14589,-47.28829,Conceição do Tocantins,TO,2519,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,2519.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170560,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.87841,-47.97492,Concórdia do Pará,PA,695,605.8,2.5,88.3,0.0,0.3,606.7,0.9,67.4,0.0,0.3,607.0,0.3,33.1,0.0,0.3,607.5,0.5,70.6,0.0,0.3,608.1,0.6,42.7,0.0,0.3,608.6,0.6,64.8,0.0,0.3,608.9,0.3,50.4,0.0,0.3,609.4,0.5,74.0,0.0,0.3,609.7,0.3,55.3,0.0,0.3,612.9,3.2,81.8,0.0,0.3,613.4,0.5,79.4,0.0,0.3,613.7,0.3,81.0,0.0,0.3,0.8716546762589927,0.8729496402877699,0.8733812949640288,0.8741007194244604,0.8749640287769784,0.8756834532374101,0.8761151079136691,0.8768345323741007,0.8772661870503597,0.8818705035971223,0.8825899280575539,0.8830215827338129,150275,1.0,2.0,3.0,4.0,8.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0
-10.40724,-51.73743,Confresa,MT,5801,3686.0,65.2,1595.2,320.3,2.1,3693.6,7.6,1785.0,320.3,2.1,3706.7,13.1,1763.9,320.3,2.1,3731.7,25.0,1746.9,320.3,2.1,3781.5,49.8,1697.1,320.3,2.1,3801.4,19.9,1677.2,320.3,2.1,3825.2,23.8,1653.4,320.3,2.1,3845.9,20.7,1632.7,320.3,2.1,3864.5,18.6,1614.1,320.3,2.1,3891.3,26.8,1587.3,320.3,2.1,3906.8,15.5,1571.8,320.3,2.1,3916.4,9.6,1562.2,320.3,2.1,0.6354076883295984,0.6367178072746078,0.6389760386140321,0.6432856404068263,0.6518703671780728,0.6553008102051371,0.6594035511118772,0.662971901396311,0.66617824513015,0.6707981382520255,0.6734700913635581,0.6751249784519909,510335,1.0,38.0,1.0,3.0,1.0,3.0,0.0,4.0,2.0,1.0,13.0,39.0
-14.61969,-59.31316,Conquista D'Oeste,MT,2707,580.5,1.7,808.0,1316.3,0.0,581.3,0.8,807.2,1316.3,0.0,582.5,1.2,806.2,1316.3,0.0,585.3,2.8,803.4,1316.3,0.0,585.5,0.2,803.0,1316.3,0.0,585.6,0.1,803.1,1316.3,0.0,586.1,0.5,802.5,1316.3,0.0,586.6,0.5,804.1,1316.3,0.0,586.6,0.0,804.1,1316.3,0.0,586.8,0.2,802.2,1316.3,0.0,586.9,0.1,803.8,1316.3,0.0,587.9,1.0,802.8,1316.3,0.0,0.21444403398596232,0.214739564093092,0.21518285925378647,0.21621721462874027,0.21629109715552272,0.21632803841891396,0.21651274473587,0.216697451052826,0.216697451052826,0.2167713335796084,0.2168082748429996,0.2171776874769117,510336,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.16542,-44.14074,Coroatá,MA,2298,963.9,0.0,2.2,0.0,0.0,1051.3,87.4,1001.6,0.0,0.0,1051.3,0.0,1.3,0.0,0.0,1051.3,0.0,0.5,0.0,0.0,1051.3,0.0,0.0,0.0,0.0,1051.3,0.0,0.0,0.0,0.0,1052.3,1.0,0.0,0.0,0.0,1053.1,0.8,1244.9,0.0,0.0,1055.7,2.6,1008.3,0.0,0.0,1057.2,1.5,1240.8,0.0,0.0,1057.9,0.7,1240.1,0.0,0.0,1058.8,0.9,1236.3,0.0,0.0,0.4194516971279373,0.4574847693646649,0.4574847693646649,0.4574847693646649,0.4574847693646649,0.4574847693646649,0.4579199303742385,0.4582680591818973,0.4593994778067885,0.4600522193211489,0.4603568320278503,0.4607484769364665,210360,8.0,6.0,6.0,24.0,17.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0
-12.88061,-61.22315,Corumbiara,RO,3081,2142.9,4.5,838.7,99.4,0.0,2143.8,0.9,835.4,99.4,0.0,2145.2,1.4,836.4,99.4,0.0,2148.5,3.3,833.1,99.4,0.0,2150.9,2.4,830.7,99.4,0.0,2151.6,0.7,830.0,99.4,0.0,2153.3,1.7,828.3,99.4,0.0,2156.6,3.3,825.0,99.4,0.0,2158.4,1.7,823.2,99.4,0.0,2161.2,2.9,820.4,99.4,0.0,2168.1,6.9,813.5,99.4,0.0,2172.0,3.9,809.6,99.4,0.0,0.6955209347614412,0.695813047711782,0.6962674456345341,0.6973385264524505,0.698117494320026,0.6983446932814021,0.6988964621876015,0.6999675430055177,0.7005517689061993,0.7014605647517039,0.7037000973709834,0.7049659201557936,110007,3.0,6.0,34.0,11.0,10.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0
-12.08558,-64.18555,Costa Marques,RO,5058,1605.4,103.7,2430.4,558.9,20.8,1624.0,18.5,2709.1,558.9,20.8,1645.7,21.7,2758.2,558.9,20.8,1663.5,17.8,2740.3,558.9,20.8,1681.0,17.6,2745.9,558.9,20.8,1711.9,30.9,2744.6,558.9,20.8,1726.7,14.9,2700.9,558.9,20.8,1751.2,24.4,2727.1,558.9,20.8,1776.2,25.0,2688.0,558.9,20.8,1802.6,26.4,2675.7,558.9,20.8,1833.8,31.1,2644.5,558.9,20.8,1881.3,47.6,2597.0,558.9,20.8,0.3173981810992487,0.321075523922499,0.325365757216291,0.3288849347568209,0.33234480031633057,0.3384539343614077,0.34137999209173586,0.3462238038750494,0.3511664689600633,0.3563859232898379,0.3625543693159352,0.3719454329774615,110008,0.0,1.0,0.0,1.0,0.0,17.0,8.0,15.0,5.0,2.0,2.0,2.0
-9.46189,-58.63441,Cotriguaçu,MT,9527,1841.6,77.6,7436.2,116.0,133.1,1877.8,36.2,7400.0,116.0,133.1,1905.2,27.4,7371.8,116.0,133.1,1927.2,21.9,7350.7,116.0,133.1,1971.7,44.5,7306.2,116.0,133.1,2014.3,42.6,7263.6,116.0,133.1,2059.3,45.0,7218.5,116.0,133.1,2117.7,58.3,7160.2,116.0,133.1,2168.7,51.0,7109.2,116.0,133.1,2213.7,45.0,7064.2,116.0,133.1,2236.6,22.9,7041.3,116.0,133.1,2269.5,32.9,7008.4,116.0,133.1,0.19330324341345648,0.19710297050488085,0.19997900703264407,0.202288233441797,0.2069591686784927,0.21143067072530705,0.2161540883803926,0.2222840348483258,0.2276372415240894,0.2323606591791749,0.2347643539414296,0.23821769707148105,510337,0.0,1.0,9.0,0.0,0.0,6.0,4.0,33.0,78.0,0.0,2.0,14.0
-8.43754,-49.16992,Couto Magalhães,TO,1591,230.5,3.3,90.9,1230.2,39.4,230.9,0.3,90.5,1230.2,39.4,232.2,1.3,89.2,1230.2,39.4,232.3,0.2,89.1,1230.2,39.4,232.9,0.6,88.5,1230.2,39.4,233.1,0.2,88.3,1230.2,39.4,233.4,0.2,88.0,1230.2,39.4,233.6,0.2,87.8,1230.2,39.4,234.0,0.4,87.4,1230.2,39.4,234.1,0.1,87.3,1230.2,39.4,235.1,1.0,83.7,1230.2,39.4,235.3,0.1,86.1,1230.2,39.4,0.14487743557511,0.1451288497800126,0.14594594594594593,0.1460087994971716,0.14638592080452545,0.14651162790697675,0.14670018856065367,0.14682589566310494,0.14707730986800754,0.1471401634192332,0.14776869893148964,0.1478944060339409,170600,5.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0
-10.63885,-49.31202,Cristalândia,TO,1854,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,0.0,1852.9,0.0,0.0,0.0,1.1,1852.9,0.0,0.0,0.0,1.1,1852.9,0.0,0.0,0.0,1.1,1852.9,0.0,0.0,0.0,1.1,1852.9,0.0,0.0,0.0,1.1,1852.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170610,10.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
-11.15672,-49.06416,Crixás do Tocantins,TO,990,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-7.955589999999999,-72.73617,Cruzeiro do Sul,AC,9202,955.4,10.8,6962.1,20.7,0.0,959.2,3.9,7243.8,20.7,0.0,982.2,23.0,7973.3,20.7,0.0,995.0,12.8,7829.8,20.7,0.0,1005.1,10.1,8142.3,20.7,0.0,1010.5,5.4,7610.0,20.7,0.0,1021.7,11.2,7894.2,20.7,0.0,1025.0,3.4,7877.0,20.7,0.0,1034.3,9.3,8118.1,20.7,0.0,1044.1,9.8,7949.4,20.7,0.0,1062.3,18.2,8119.0,20.7,0.0,1088.5,26.2,8064.2,20.7,0.0,0.10382525537926536,0.10423820908498152,0.10673766572484243,0.10812866768093893,0.10922625516192133,0.10981308411214953,0.11103021082373396,0.1113888285155401,0.11239947837426646,0.11346446424690285,0.11544229515322756,0.1182895022821126,120020,3.0,4.0,10.0,13.0,1.0,2.0,539.0,249.0,16.0,12.0,13.0,99.0
-15.41888,-56.00402,Cuiabá,MT,3496,169.5,0.0,166.9,3159.1,0.0,170.0,0.6,166.4,3159.1,0.0,170.0,0.0,166.5,3159.1,0.0,170.2,0.2,166.2,3159.1,0.0,170.2,0.0,166.3,3159.1,0.0,170.3,0.1,166.2,3159.1,0.0,170.5,0.2,166.0,3159.1,0.0,170.5,0.0,166.4,3159.1,0.0,170.5,0.0,166.4,3159.1,0.0,170.5,0.0,166.4,3159.1,0.0,170.5,0.0,166.4,3159.1,0.0,170.5,0.0,166.4,3159.1,0.0,0.04848398169336384,0.048627002288329516,0.048627002288329516,0.04868421052631579,0.04868421052631579,0.048712814645308924,0.0487700228832952,0.0487700228832952,0.0487700228832952,0.0487700228832952,0.0487700228832952,0.0487700228832952,510340,23.0,470.0,497.0,84.0,419.0,88.0,49.0,60.0,10.0,10.0,9.0,5.0
-9.12763,-62.53091,Cujubim,RO,3904,1365.8,49.4,2535.7,0.0,2.2,1396.4,30.6,2505.2,0.0,2.2,1431.0,34.7,2470.6,0.0,2.2,1479.3,48.3,2417.1,0.0,2.2,1536.2,56.9,2364.5,0.0,2.2,1591.5,55.3,2310.1,0.0,2.2,1632.2,40.6,2267.9,0.0,2.2,1697.9,65.8,2203.9,0.0,2.2,1783.8,85.9,2118.0,0.0,2.2,1870.9,87.1,2030.9,0.0,2.2,1944.2,73.2,1957.6,0.0,2.2,2059.7,115.5,1842.1,0.0,2.2,0.34984631147540984,0.35768442622950825,0.366547131147541,0.3789190573770492,0.3934938524590164,0.4076588114754098,0.4180840163934426,0.4349129098360656,0.4569159836065574,0.4792264344262295,0.4980020491803279,0.5275870901639343,110094,0.0,1.0,27.0,63.0,15.0,3.0,1.0,1.0,6.0,23.0,3.0,0.0
-8.50875,-51.37212,Cumaru do Norte,PA,17105,6960.8,186.2,8698.0,1436.0,0.0,6998.1,37.4,8670.5,1436.0,0.0,7041.7,43.6,8485.3,1436.0,0.0,7100.6,58.9,8493.2,1436.0,0.0,7159.6,58.9,8508.8,1436.0,0.0,7197.3,37.7,8471.0,1436.0,0.0,7222.5,25.2,8410.4,1436.0,0.0,7263.1,40.5,8405.9,1436.0,0.0,7295.7,32.7,8373.3,1436.0,0.0,7337.7,41.9,8331.3,1436.0,0.0,7367.8,30.1,8301.2,1436.0,0.0,7411.4,43.7,8257.6,1436.0,0.0,0.4069453376205788,0.4091259865536393,0.4116749488453668,0.4151183864367145,0.4185676702718504,0.4207717041800643,0.4222449576147325,0.4246185325928091,0.4265244080678165,0.4289798304589301,0.4307395498392283,0.4332885121309558,150276,5.0,2.0,0.0,5.0,4.0,9.0,20.0,15.0,16.0,6.0,0.0,1.0
-6.25014,-49.69278,Curionópolis,PA,2375,2052.9,4.8,315.9,4.6,0.0,2053.8,0.9,308.4,4.6,0.0,2057.5,3.7,310.0,4.6,0.0,2057.7,0.2,299.5,4.6,0.0,2058.2,0.5,300.5,4.6,0.0,2058.2,0.0,310.4,4.6,0.0,2058.2,0.0,274.1,4.6,0.0,2058.7,0.5,310.7,4.6,0.0,2059.1,0.5,310.2,4.6,0.0,2060.8,1.7,309.6,4.6,0.0,2061.7,0.9,242.9,4.6,0.0,2064.5,2.7,305.9,4.6,0.0,0.8643789473684211,0.8647578947368422,0.8663157894736843,0.8664,0.8666105263157894,0.8666105263157894,0.8666105263157894,0.8668210526315788,0.8669894736842105,0.8677052631578949,0.8680842105263157,0.8692631578947368,150277,37.0,69.0,16.0,30.0,4.0,3.0,6.0,1.0,0.0,14.0,17.0,77.0
-1.56776,-50.04488,Curralinho,PA,3626,187.0,0.7,2411.5,241.5,370.6,190.2,3.2,2602.8,241.5,370.6,198.9,8.6,2635.4,241.5,370.6,200.1,1.2,1671.6,241.5,370.6,200.5,0.4,2070.5,241.5,370.6,202.0,1.6,2631.5,241.5,370.6,202.2,0.2,1952.6,241.5,370.6,202.3,0.1,1112.9,241.5,370.6,203.3,1.0,2521.9,241.5,370.6,203.4,0.2,2080.7,241.5,370.6,203.5,0.1,0.0,241.5,370.6,205.3,1.7,2808.6,241.5,370.6,0.05157198014340871,0.052454495311638163,0.054853833425262004,0.05518477661334804,0.055295091009376726,0.05570876999448428,0.05576392719249862,0.0557915057915058,0.0560672917815775,0.05609487038058466,0.05612244897959184,0.056618863761720914,150280,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.51676,-44.84338,Cururupu,MA,1235,610.8,0.0,274.4,12.6,168.5,610.8,0.0,330.7,12.6,168.5,610.8,0.0,256.5,12.6,168.5,610.8,0.0,424.0,12.6,168.5,610.8,0.0,374.8,12.6,168.5,610.8,0.0,314.3,12.6,168.5,610.8,0.0,433.0,12.6,168.5,610.8,0.0,258.9,12.6,168.5,610.8,0.0,255.2,12.6,168.5,610.8,0.0,110.8,12.6,168.5,610.8,0.0,175.6,12.6,168.5,610.8,0.0,266.6,12.6,168.5,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,0.494574898785425,210370,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.7829700000000002,-55.10334,Curuá,PA,1430,311.5,4.0,377.9,272.6,467.1,315.9,4.3,371.5,272.6,467.1,323.6,7.7,366.0,272.6,467.1,327.0,3.4,362.9,272.6,467.1,329.1,2.2,309.8,272.6,467.1,330.6,1.5,177.6,272.6,467.1,336.6,5.9,353.1,272.6,467.1,340.3,3.8,288.3,272.6,467.1,346.0,5.6,343.9,272.6,467.1,352.0,6.1,334.1,272.6,467.1,357.5,5.5,271.7,272.6,467.1,368.6,11.1,321.7,272.6,467.1,0.21783216783216786,0.2209090909090909,0.2262937062937063,0.2286713286713287,0.2301398601398601,0.2311888111888112,0.2353846153846154,0.23797202797202804,0.241958041958042,0.24615384615384614,0.25,0.2577622377622378,0,,,,,,,,,,,,
-0.70617,-47.85268,Curuçá,PA,675,266.1,2.2,251.6,0.9,69.0,267.5,1.5,176.6,0.9,69.0,269.1,1.6,259.2,0.9,69.0,269.5,0.4,158.9,0.9,69.0,269.6,0.1,141.8,0.9,69.0,271.9,2.3,278.8,0.9,69.0,271.9,0.0,157.3,0.9,69.0,272.1,0.3,252.4,0.9,69.0,273.1,1.0,304.4,0.9,69.0,273.5,0.4,331.6,0.9,69.0,274.6,1.1,330.4,0.9,69.0,275.3,0.7,322.0,0.9,69.0,0.3942222222222223,0.3962962962962963,0.3986666666666667,0.3992592592592593,0.3994074074074074,0.4028148148148148,0.4028148148148148,0.4031111111111112,0.4045925925925926,0.4051851851851852,0.4068148148148149,0.4078518518518519,150290,3.0,0.0,61.0,8.0,3.0,7.0,3.0,5.0,7.0,1.0,0.0,2.0
-15.62296,-57.87488000000001,Curvelândia,MT,362,295.4,0.9,28.8,37.1,0.0,295.4,0.0,29.3,37.1,0.0,295.4,0.0,29.3,37.1,0.0,295.4,0.0,29.3,37.1,0.0,295.4,0.0,29.3,37.1,0.0,295.5,0.1,29.2,37.1,0.0,295.5,0.0,29.2,37.1,0.0,295.5,0.0,29.4,37.1,0.0,295.5,0.0,29.4,37.1,0.0,295.5,0.0,29.4,37.1,0.0,295.5,0.0,29.4,37.1,0.0,295.6,0.1,29.3,37.1,0.0,0.8160220994475138,0.8160220994475138,0.8160220994475138,0.8160220994475138,0.8160220994475138,0.8162983425414365,0.8162983425414365,0.8162983425414365,0.8162983425414365,0.8162983425414365,0.8162983425414365,0.8165745856353592,510343,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-16.539920000000002,-57.79439,Cáceres,MT,24399,1936.3,14.4,223.8,19780.8,1091.6,1938.8,2.5,1553.4,19780.8,1091.6,1939.9,1.1,1547.9,19780.8,1091.6,1941.2,1.3,1544.9,19780.8,1091.6,1942.6,1.5,1552.3,19780.8,1091.6,1947.9,5.2,1542.0,19780.8,1091.6,1950.5,2.6,1547.3,19780.8,1091.6,1958.6,8.1,1568.0,19780.8,1091.6,1965.1,6.5,1542.2,19780.8,1091.6,1973.4,8.3,1553.2,19780.8,1091.6,1975.8,2.3,1550.8,19780.8,1091.6,1977.9,2.1,1548.7,19780.8,1091.6,0.07935980982827165,0.07946227304397721,0.07950735685888766,0.07956063773105455,0.07961801713184967,0.07983523914914546,0.07994180089347924,0.08027378171236525,0.08054018607319972,0.08088036394934217,0.08097872863641953,0.0810647977376122,510250,4.0,162.0,54.0,3.0,24.0,19.0,5.0,4.0,2.0,3.0,4.0,1.0
-1.36295,-45.55652,Cândido Mendes,MA,1635,913.7,3.7,219.7,79.8,79.6,918.9,5.2,214.6,79.8,79.6,929.4,10.5,326.0,79.8,79.6,930.3,0.9,460.8,79.8,79.6,930.6,0.4,281.3,79.8,79.6,931.2,0.5,215.1,79.8,79.6,933.2,2.0,399.0,79.8,79.6,936.0,2.8,391.7,79.8,79.6,936.3,0.3,329.8,79.8,79.6,940.1,3.8,254.7,79.8,79.6,941.1,1.0,196.4,79.8,79.6,942.8,1.7,446.3,79.8,79.6,0.5588379204892967,0.5620183486238532,0.568440366972477,0.5689908256880734,0.5691743119266055,0.5695412844036698,0.5707645259938838,0.5724770642201835,0.5726605504587156,0.5749847094801224,0.5755963302752294,0.5766360856269113,210260,2.0,0.0,4.0,12.0,21.0,0.0,21.0,1.0,1.0,5.0,2.0,3.0
-6.77305,-47.71044000000001,Darcinópolis,TO,1649,108.0,0.6,26.5,1509.6,4.9,108.3,0.3,26.2,1509.6,4.9,108.3,0.0,26.2,1509.6,4.9,108.3,0.1,26.2,1509.6,4.9,108.3,0.0,26.2,1509.6,4.9,108.4,0.1,26.1,1509.6,4.9,108.4,0.0,26.1,1509.6,4.9,108.4,0.0,26.1,1509.6,4.9,108.4,0.0,26.1,1509.6,4.9,108.4,0.0,26.1,1509.6,4.9,108.4,0.0,26.1,1509.6,4.9,108.5,0.1,26.0,1509.6,4.9,0.06549423893268648,0.06567616737416616,0.06567616737416616,0.06567616737416616,0.06567616737416616,0.06573681018799273,0.06573681018799273,0.06573681018799273,0.06573681018799273,0.06573681018799273,0.06573681018799273,0.06579745300181929,170650,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-5.58337,-47.31469,Davinópolis,MA,339,284.5,2.1,54.5,0.0,0.0,286.0,1.5,53.0,0.0,0.0,286.6,0.6,52.4,0.0,0.0,287.9,1.3,51.1,0.0,0.0,288.3,0.4,50.7,0.0,0.0,288.3,0.0,50.3,0.0,0.0,289.3,1.0,49.7,0.0,0.0,289.9,0.6,49.1,0.0,0.0,290.8,0.9,48.2,0.0,0.0,291.3,0.5,47.7,0.0,0.0,292.2,0.9,46.6,0.0,0.0,292.4,0.1,46.6,0.0,0.0,0.8392330383480826,0.8436578171091446,0.8454277286135694,0.8492625368731562,0.8504424778761063,0.8504424778761063,0.8533923303834808,0.8551622418879056,0.8578171091445428,0.8592920353982301,0.8619469026548672,0.8625368731563421,210375,1.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-14.72046,-56.95246,Denise,MT,1303,1140.6,0.9,157.0,5.4,0.0,1141.0,0.4,156.6,5.4,0.0,1141.2,0.2,156.4,5.4,0.0,1141.2,0.0,156.4,5.4,0.0,1141.2,0.0,156.4,5.4,0.0,1141.2,0.0,156.4,5.4,0.0,1141.2,0.0,156.4,5.4,0.0,1141.2,0.0,156.4,5.4,0.0,1141.3,0.1,156.3,5.4,0.0,1141.9,0.6,155.7,5.4,0.0,1141.9,0.0,155.7,5.4,0.0,1142.0,0.1,155.6,5.4,0.0,0.8753645433614734,0.8756715272448197,0.8758250191864927,0.8758250191864927,0.8758250191864927,0.8758250191864927,0.8758250191864927,0.8758250191864927,0.8759017651573292,0.8763622409823485,0.8763622409823485,0.876438986953185,510345,0.0,13.0,4.0,1.0,3.0,2.0,1.0,16.0,2.0,0.0,0.0,0.0
-14.142000000000001,-57.21209,Diamantino,MT,8135,606.7,5.1,1809.8,5717.4,0.0,607.5,0.9,1808.0,5717.4,0.0,608.3,0.8,1808.3,5717.4,0.0,609.4,1.2,1800.1,5717.4,0.0,610.8,1.4,1805.7,5717.4,0.0,612.7,1.9,1768.7,5717.4,0.0,615.2,2.5,1798.9,5717.4,0.0,620.8,5.6,1796.8,5717.4,0.0,624.2,3.4,1793.4,5717.4,0.0,631.2,7.0,1744.3,5717.4,0.0,635.4,4.1,1773.6,5717.4,0.0,635.9,0.6,1781.7,5717.4,0.0,0.07457897971727105,0.07467732022126614,0.0747756607252612,0.07491087891825446,0.07508297480024585,0.07531653349723418,0.07562384757221881,0.07631223110018437,0.0767301782421635,0.07759065765212048,0.07810694529809464,0.07816840811309157,510350,2.0,37.0,25.0,3.0,24.0,12.0,1.0,2.0,2.0,2.0,1.0,1.0
-11.79703,-46.97684,Dianópolis,TO,3240,0.0,0.0,0.0,3235.3,0.0,0.0,0.0,1.0,3235.3,0.0,0.0,0.0,0.0,3235.3,0.0,0.0,0.0,1.9,3235.3,0.0,0.0,0.0,0.5,3235.3,0.0,0.0,0.0,0.0,3235.3,0.0,0.0,0.0,0.7,3235.3,0.0,0.0,0.0,4.7,3235.3,0.0,0.0,0.0,0.0,3235.3,0.0,0.0,0.0,4.7,3235.3,0.0,0.0,0.0,4.7,3235.3,0.0,0.0,0.0,4.7,3235.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170700,23.0,11.0,38.0,35.0,11.0,13.0,11.0,10.0,11.0,5.0,0.0,0.0
