Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Sete Lagoas (Município) (316720)	65	1	16	0	0	0	3,75	82
Taquaraçu de Minas (Município) (316830)	0	0	0	0	0	0	0,00	0
Teófilo Otoni (Município) (316860)	16	0	6	0	0	0	1,62	22
Timóteo (Município) (316870)	22	0	28	1	2	0	6,41	53
Três Corações (Município) (316930)	64	0	6	0	0	0	9,47	70
Três Pontas (Município) (316940)	33	0	0	0	0	0	6,08	33
Ubá (Município) (316990)	560	0	49	0	0	0	58,56	609
Uberaba (Município) (317010)	115	0	51	0	0	0	5,49	166
Uberlândia (Município) (317020)	225	0	21	2	1	0	4,02	249
Unaí (Município) (317040)	7	0	1	0	0	0	1,02	8
Varginha (Município) (317070)	9	0	2	0	0	1	0,96	12
Vespasiano (Município) (317120)	44	0	4	1	0	0	4,50	49
Viçosa (Município) (317130)	59	0	0	0	0	0	8,05	59
Aracruz (Município) (320060)	73	0	21	1	0	0	11,25	95
Cachoeiro de Itapemirim (Município) (320120)	247	0	33	5	0	0	14,83	285
Cariacica (Município) (320130)	122	0	71	2	0	0	5,53	195
Colatina (Município) (320150)	250	0	12	0	1	0	23,26	263
Fundão (Município) (320220)	4	0	1	0	0	0	2,84	5
Guarapari (Município) (320240)	661	0	188	0	0	0	78,73	849
Linhares (Município) (320320)	122	0	16	0	0	0	9,48	138
São Mateus (Município) (320490)	136	0	18	0	0	0	13,77	154
Serra (Município) (320500)	117	1	57	1	0	0	4,17	176
Viana (Município) (320510)	12	0	27	1	0	0	5,99	40
Vila Velha (Município) (320520)	160	0	67	1	0	0	5,37	228
Vitória (Município) (320530)	79	0	32	1	0	0	3,36	112
Angra dos Reis (Município) (330010)	20	0	4	2	1	0	1,52	27
Araruama (Município) (330020)	7	0	5	1	0	0	1,12	13
Barra do Piraí (Município) (330030)	598	0	96	0	0	0	72,50	694
Barra Mansa (Município) (330040)	27	0	12	1	0	0	2,24	40
Belford Roxo (Município) (330045)	1.223	0	169	2	0	1	29,39	1.395
Cabo Frio (Município) (330070)	7	0	20	0	0	0	1,38	27
Cachoeiras de Macacu (Município) (330080)	32	0	14	0	0	0	8,34	46
Campos dos Goytacazes (Município) (330100)	304	0	218	4	0	0	11,14	526
Duque de Caxias (Município) (330170)	230	0	84	5	1	2	3,71	322
Guapimirim (Município) (330185)	6	0	3	0	0	0	1,68	9
Itaboraí (Município) (330190)	50	0	54	0	0	0	4,67	104
Itaguaí (Município) (330200)	9	0	5	0	0	0	1,24	14
Itaperuna (Município) (330220)	253	0	21	0	0	0	28,18	274
Japeri (Município) (330227)	62	0	10	0	0	0	7,40	72
Macaé (Município) (330240)	19	0	16	1	0	0	1,65	36
Magé (Município) (330250)	53	0	21	2	0	0	3,30	76
Maricá (Município) (330270)	18	0	15	0	0	0	2,44	33
Mesquita (Município) (330285)	81	0	20	0	0	0	5,96	101
Nilópolis (Município) (330320)	24	0	12	1	0	0	2,34	37
Niterói (Município) (330330)	88	0	63	8	0	0	3,23	159
Nova Friburgo (Município) (330340)	30	0	1	0	0	0	1,69	31
Nova Iguaçu (Município) (330350)	558	0	95	3	0	0	8,18	656
Paracambi (Município) (330360)	83	0	20	0	2	0	21,82	105
Petrópolis (Município) (330390)	83	0	8	12	0	0	3,47	103
Queimados (Município) (330414)	264	0	62	0	0	0	23,22	326
Resende (Município) (330420)	27	0	31	1	1	0	4,92	60
Rio Bonito (Município) (330430)	77	0	33	0	0	0	19,49	110
Rio das Ostras (Município) (330452)	11	0	9	1	0	0	1,81	21
Rio de Janeiro (Município) (330455)	732	0	1.652	25	4	1	3,78	2.414
São Gonçalo (Município) (330490)	683	0	331	11	0	0	10,09	1.025
São João de Meriti (Município) (330510)	271	0	49	0	0	1	6,98	321
São Pedro da Aldeia (Município) (330520)	3	0	3	0	0	0	0,66	6
Saquarema (Município) (330550)	14	0	1	0	0	0	1,93	15
Seropédica (Município) (330555)	14	0	1	1	0	0	2,00	16
Tanguá (Município) (330575)	18	0	2	0	0	0	6,36	20
Teresópolis (Município) (330580)	40	0	1	5	0	0	2,74	46
Três Rios (Município) (330600)	262	0	2	1	0	0	33,86	265
Valença (Município) (330610)	165	0	95	1	0	0	35,91	261
Volta Redonda (Município) (330630)	36	0	7	3	0	0	1,77	46
Americana (Município) (350160)	40	0	11	0	0	0	2,37	51
Amparo (Município) (350190)	35	0	0	0	0	0	5,25	35
Andradina (Município) (350210)	123	0	4	0	0	0	22,94	127
Araçatuba (Município) (350280)	96	0	12	0	0	0	5,89	108
Araraquara (Município) (350320)	32	0	2	0	0	0	1,60	34
Araras (Município) (350330)	33	0	1	0	0	0	2,81	34
Artur Nogueira (Município) (350380)	3	0	0	0	0	0	0,65	3
Arujá (Município) (350390)	7	0	0	0	0	0	0,91	7
Assis (Município) (350400)	130	0	2	0	2	0	13,91	134
Atibaia (Município) (350410)	9	0	0	1	3	0	1,01	13
Avaré (Município) (350450)	161	0	0	0	0	0	19,19	161
Barretos (Município) (350550)	39	0	30	0	0	0	6,09	69
Barueri (Município) (350570)	234	0	10	10	0	1	10,38	255
Batatais (Município) (350590)	140	0	0	0	2	0	24,79	142
Bauru (Município) (350600)	51	0	3	0	2	0	1,61	56
Bebedouro (Município) (350610)	14	0	1	0	0	0	2,00	15
Bertioga (Município) (350635)	26	0	1	1	1	0	5,76	29
Birigui (Município) (350650)	46	0	4	0	0	0	4,51	50
Biritiba-Mirim (Município) (350660)	8	0	2	1	0	0	3,77	11
Boituva (Município) (350700)	30	0	1	0	0	0	6,15	31
Botucatu (Município) (350750)	13	0	3	0	0	0	1,23	16
Bragança Paulista (Município) (350760)	5	0	0	3	0	0	0,53	8
Caçapava (Município) (350850)	19	0	1	0	0	0	2,32	20
Caieiras (Município) (350900)	1	0	0	0	0	0	0,11	1
Cajamar (Município) (350920)	5	0	0	0	0	0	0,76	5
Campinas (Município) (350950)	156	0	42	20	3	0	2,01	221
Campo Limpo Paulista (Município) (350960)	19	0	0	0	1	0	2,64	20
Campos do Jordão (Município) (350970)	19	0	0	0	0	0	3,93	19
Capivari (Município) (351040)	24	0	2	0	0	0	5,24	26
Caraguatatuba (Município) (351050)	69	0	10	0	0	0	7,59	79
Carapicuíba (Município) (351060)	191	0	2	8	0	3	5,46	204
Catanduva (Município) (351110)	28	0	1	1	0	0	2,63	30
Cosmópolis (Município) (351280)	35	0	1	0	0	0	5,90	36
Cotia (Município) (351300)	57	0	7	2	0	0	3,16	66
Cruzeiro (Município) (351340)	40	0	30	0	0	0	9,02	70
Cubatão (Município) (351350)	36	0	14	6	0	0	4,66	56
Diadema (Município) (351380)	229	0	11	7	1	0	6,34	248
Embu das Artes (Município) (351500)	84	0	8	3	0	0	3,88	95
Embu-Guaçu (Município) (351510)	12	0	2	0	0	0	2,20	14
Fernandópolis (Município) (351550)	80	0	5	0	0	0	13,05	85
Ferraz de Vasconcelos (Município) (351570)	78	0	3	1	0	0	4,76	82
Franca (Município) (351620)	48	0	1	0	0	0	1,52	49
Francisco Morato (Município) (351630)	61	0	19	1	0	0	5,14	81
Franco da Rocha (Município) (351640)	19	0	5	0	0	0	1,78	24
Guararema (Município) (351830)	14	0	1	0	0	0	5,67	15
Guaratinguetá (Município) (351840)	81	0	45	0	0	0	11,13	126
Guarujá (Município) (351870)	27	0	19	6	0	0	1,76	52
Guarulhos (Município) (351880)	235	0	15	17	3	0	2,17	270
Hortolândia (Município) (351907)	32	0	6	2	0	1	2,06	41
Ibitinga (Município) (351960)	28	0	7	0	0	0	6,46	35
Ibiúna (Município) (351970)	11	0	0	0	0	0	1,52	11
Indaiatuba (Município) (352050)	43	0	1	0	0	0	2,10	44
Itanhaém (Município) (352210)	13	0	3	0	0	0	1,79	16
Itapecerica da Serra (Município) (352220)	56	0	2	1	2	0	3,91	61
Itapetininga (Município) (352230)	13	0	0	0	0	0	0,88	13
Itapeva (Município) (352240)	169	0	1	1	0	0	19,32	171
Itapevi (Município) (352250)	84	0	0	7	0	0	4,41	91
Itapira (Município) (352260)	67	0	2	0	0	0	9,95	69
Itaquaquecetuba (Município) (352310)	52	0	2	0	0	1	1,67	55
Itararé (Município) (352320)	186	0	0	0	0	0	38,63	186
Itatiba (Município) (352340)	9	0	2	0	0	0	1,05	11
Itu (Município) (352390)	26	0	0	2	0	0	1,78	28
Itupeva (Município) (352400)	3	0	0	0	0	0	0,63	3
Jaboticabal (Município) (352430)	37	0	2	0	0	0	5,39	39
Jacareí (Município) (352440)	46	0	1	1	1	0	2,29	49
Jaguariúna (Município) (352470)	19	0	1	0	1	0	4,51	21
Jandira (Município) (352500)	70	0	3	4	0	0	6,95	77
Jaú (Município) (352530)	165	0	6	0	0	0	12,77	171
Jundiaí (Município) (352590)	100	0	5	2	1	0	2,86	108
Juquitiba (Município) (352620)	4	0	1	0	0	0	1,72	5
Leme (Município) (352670)	102	0	4	0	0	0	11,35	106
Lençóis Paulista (Município) (352680)	57	0	0	0	0	0	9,14	57
Limeira (Município) (352690)	120	0	0	1	0	0	4,32	121
Lins (Município) (352710)	23	0	0	0	0	0	3,18	23
Lorena (Município) (352720)	83	0	8	2	0	0	11,17	93
Mairiporã (Município) (352850)	2	0	0	0	0	0	0,24	2
Marília (Município) (352900)	43	0	9	2	0	0	2,46	54
Matão (Município) (352930)	91	0	24	0	0	0	14,83	115
Mauá (Município) (352940)	91	0	1	2	0	0	2,21	94
Mirassol (Município) (353030)	95	0	4	0	0	0	18,13	99
Mococa (Município) (353050)	79	0	0	0	0	0	11,90	79
Mogi das Cruzes (Município) (353060)	155	0	3	8	1	0	4,21	167
Mogi Guaçu (Município) (353070)	89	0	2	0	0	0	6,54	91
Mogi Mirim (Município) (353080)	35	0	2	1	0	0	4,35	38
Mongaguá (Município) (353110)	8	0	2	0	0	0	2,08	10
Monte Alto (Município) (353130)	50	0	1	0	0	0	10,83	51
Monte Mor (Município) (353180)	4	0	0	0	0	0	0,79	4
Nova Odessa (Município) (353340)	3	0	3	0	0	0	1,14	6
Olímpia (Município) (353390)	59	0	4	0	0	0	12,44	63
Osasco (Município) (353440)	182	0	3	9	0	2	2,93	196
Ourinhos (Município) (353470)	33	0	0	0	0	0	3,16	33
Paulínia (Município) (353650)	24	0	5	2	0	0	3,57	31
Penápolis (Município) (353730)	72	0	0	0	0	0	12,18	72
Peruíbe (Município) (353760)	5	0	7	0	0	0	1,97	12
Piedade (Município) (353780)	36	0	0	0	0	0	6,86	36
Pindamonhangaba (Município) (353800)	43	0	3	0	0	0	3,06	46
Piracicaba (Município) (353870)	149	0	45	2	0	0	5,30	196
Pirapora do Bom Jesus (Município) (353910)	4	0	1	1	0	0	3,70	6
Pirassununga (Município) (353930)	21	0	1	0	0	0	3,10	22
Poá (Município) (353980)	16	0	0	0	0	0	1,49	16
Porto Feliz (Município) (354060)	48	0	0	0	0	0	9,72	48
Porto Ferreira (Município) (354070)	28	0	2	0	0	0	5,77	30
Praia Grande (Município) (354100)	21	0	1	2	0	0	0,88	24
Presidente Prudente (Município) (354140)	131	0	19	1	0	0	7,18	151
Registro (Município) (354260)	14	0	2	2	0	0	3,31	18
Ribeirão Pires (Município) (354330)	11	0	0	0	0	0	0,96	11
Ribeirão Preto (Município) (354340)	154	0	16	1	0	0	2,76	171
Rio Claro (Município) (354390)	27	0	0	1	0	0	1,48	28
Rio Grande da Serra (Município) (354410)	4	0	0	1	0	0	1,11	5
Salesópolis (Município) (354500)	1	0	0	0	0	0	0,63	1
Salto (Município) (354520)	14	0	5	1	0	0	1,86	20
Santa Bárbara d'Oeste (Município) (354580)	18	0	2	0	0	0	1,10	20
Santa Isabel (Município) (354680)	25	0	0	1	0	0	5,05	26
Santana de Parnaíba (Município) (354730)	29	0	1	4	0	0	2,98	34
Santo André (Município) (354780)	184	0	5	9	4	0	2,97	202
Santos (Município) (354850)	49	0	34	9	0	0	2,19	92
São Bernardo do Campo (Município) (354870)	72	1	1	11	0	0	1,10	85
São Caetano do Sul (Município) (354880)	67	0	0	0	0	0	4,45	67
São Carlos (Município) (354890)	40	0	2	0	1	0	1,90	43
São João da Boa Vista (Município) (354910)	31	0	1	0	0	0	3,78	32
São Joaquim da Barra (Município) (354940)	45	0	0	0	0	0	9,52	45
São José do Rio Pardo (Município) (354970)	38	0	1	0	0	0	7,47	39
São José do Rio Preto (Município) (354980)	168	0	49	0	2	1	5,29	220
São José dos Campos (Município) (354990)	169	0	9	3	0	0	2,81	181
São Lourenço da Serra (Município) (354995)	2	0	0	0	0	0	1,40	2
São Paulo (Município) (355030)	3.342	0	131	138	19	21	3,21	3.651
São Roque (Município) (355060)	8	0	0	0	0	0	0,99	8
São Sebastião (Município) (355070)	28	0	2	0	0	0	3,93	30
São Vicente (Município) (355100)	79	0	13	3	0	0	2,82	95
Sertãozinho (Município) (355170)	71	0	2	0	0	1	6,58	74
Sorocaba (Município) (355220)	197	0	1	2	0	0	3,33	200
Sumaré (Município) (355240)	41	0	0	0	0	1	1,71	42
Suzano (Município) (355250)	37	0	1	2	1	0	1,53	41
Taboão da Serra (Município) (355280)	63	0	5	2	0	0	2,78	70
Taquaritinga (Município) (355370)	170	0	1	0	0	0	31,50	171
Tatuí (Município) (355400)	94	0	1	0	0	0	8,68	95
Taubaté (Município) (355410)	5	0	1	0	0	1	0,25	7
Tupã (Município) (355500)	91	0	1	0	0	0	14,49	92
Ubatuba (Município) (355540)	16	0	2	0	0	0	2,23	18
Valinhos (Município) (355620)	22	0	1	2	0	1	2,36	26
Vargem Grande Paulista (Município) (355645)	6	0	0	2	0	0	1,80	8
Várzea Paulista (Município) (355650)	22	0	2	0	0	0	2,20	24
Vinhedo (Município) (355670)	22	0	0	0	0	0	3,33	22
Votorantim (Município) (355700)	6	0	1	0	0	0	0,63	7
Votuporanga (Município) (355710)	44	0	3	0	0	0	5,46	47
Adrianópolis (Município) (410020)	0	0	0	0	0	0	0,00	0
Agudos do Sul (Município) (410030)	0	0	0	0	0	0	0,00	0
Almirante Tamandaré (Município) (410040)	76	0	0	1	0	0	7,30	77
Apucarana (Município) (410140)	126	0	0	4	0	0	10,58	130
Arapongas (Município) (410150)	100	0	0	0	0	0	9,35	100
Araucária (Município) (410180)	53	0	2	13	2	0	5,70	70
Balsa Nova (Município) (410230)	11	0	0	0	0	0	9,53	11
Bocaiúva do Sul (Município) (410310)	2	0	0	0	0	0	1,77	2
Cambé (Município) (410370)	99	0	4	1	0	0	10,61	104
Campina Grande do Sul (Município) (410400)	22	0	0	0	0	0	5,58	22
Campo Largo (Município) (410420)	236	0	0	0	0	0	20,46	236
Campo Magro (Município) (410425)	13	0	0	1	0	0	5,49	14
Campo Mourão (Município) (410430)	71	0	5	0	0	0	8,62	76
Cascavel (Município) (410480)	211	0	4	1	0	0	7,39	216
Castro (Município) (410490)	53	0	0	1	0	0	7,99	54
Cerro Azul (Município) (410520)	71	0	0	1	0	0	42,29	72
Cianorte (Município) (410550)	68	0	5	0	0	0	10,16	73
Colombo (Município) (410580)	183	0	0	7	0	0	8,74	190
Contenda (Município) (410620)	10	0	0	0	0	0	6,14	10
Curitiba (Município) (410690)	638	0	3	31	0	0	3,78	672
Fazenda Rio Grande (Município) (410765)	45	0	0	2	0	0	5,56	47
Foz do Iguaçu (Município) (410830)	87	0	17	0	1	0	4,11	105
Francisco Beltrão (Município) (410840)	89	0	13	2	0	0	12,88	104
Guarapuava (Município) (410940)	247	0	0	1	0	0	14,65	248
Ibiporã (Município) (410980)	254	0	10	0	0	0	53,76	264
Irati (Município) (411070)	65	0	3	0	0	0	11,97	68
Itaperuçu (Município) (411125)	28	0	0	1	0	0	11,80	29
Lapa (Município) (411320)	27	0	0	0	0	0	5,96	27
Londrina (Município) (411370)	160	0	24	1	1	0	3,61	186
Mandirituba (Município) (411430)	59	0	0	0	0	0	25,73	59
Marechal Cândido Rondon (Município) (411460)	4	0	0	0	0	0	0,84	4
Maringá (Município) (411520)	190	0	23	1	1	0	5,85	215
Palmas (Município) (411760)	116	0	0	0	0	0	26,30	116
Paranaguá (Município) (411820)	82	0	1	5	0	0	6,18	88
Paranavaí (Município) (411840)	33	0	3	0	0	0	4,37	36
Pato Branco (Município) (411850)	165	0	2	0	0	0	22,60	167
Pinhais (Município) (411915)	273	0	0	3	0	0	23,12	276
Piraquara (Município) (411950)	772	0	0	1	1	0	80,61	774
Ponta Grossa (Município) (411990)	300	0	3	4	1	0	9,71	308
Prudentópolis (Município) (412060)	118	0	0	0	4	0	24,82	122
Quatro Barras (Município) (412080)	10	0	0	0	0	0	4,90	10
Quitandinha (Município) (412120)	125	0	0	1	0	0	72,56	126
Rio Branco do Sul (Município) (412220)	30	0	0	0	0	0	9,73	30
Rolândia (Município) (412240)	27	0	3	0	0	0	5,07	30
São José dos Pinhais (Município) (412550)	140	0	0	7	0	0	5,38	147
Sarandi (Município) (412625)	254	0	4	1	0	0	30,62	259
Telêmaco Borba (Município) (412710)	420	0	0	0	0	0	59,01	420
Tijucas do Sul (Município) (412760)	19	0	0	0	0	0	12,77	19
Toledo (Município) (412770)	223	0	8	0	0	0	18,86	231
Tunas do Paraná (Município) (412788)	1	0	0	0	0	0	1,50	1
Umuarama (Município) (412810)	187	0	9	0	0	0	19,18	196
União da Vitória (Município) (412820)	92	0	0	0	0	0	17,24	92
Doutor Ulysses (Município) (412863)	9	0	0	0	0	0	15,83	9
Águas Mornas (Município) (420060)	7	0	0	1	0	0	14,07	8
Alfredo Wagner (Município) (420070)	7	0	0	2	0	0	9,48	9
Angelina (Município) (420090)	3	0	0	2	0	0	9,67	5
Anitápolis (Município) (420110)	27	0	0	0	0	0	84,09	27
Antônio Carlos (Município) (420120)	1	0	1	2	0	0	5,25	4
Araranguá (Município) (420140)	73	0	0	0	0	0	11,72	73
Balneário Camboriú (Município) (420200)	33	0	0	1	0	0	3,00	34
Biguaçu (Município) (420230)	21	0	0	7	0	0	4,69	28
Blumenau (Município) (420240)	189	0	0	14	1	0	6,45	204
Brusque (Município) (420290)	130	0	0	1	0	0	11,91	131
Caçador (Município) (420300)	189	0	1	0	1	0	26,57	191
Camboriú (Município) (420320)	33	0	2	0	0	0	5,34	35
Canelinha (Município) (420370)	20	0	0	0	0	0	18,44	20
Canoinhas (Município) (420380)	48	0	0	0	0	0	9,07	48
Chapecó (Município) (420420)	88	0	0	1	1	0	4,76	90
Concórdia (Município) (420430)	105	0	1	0	0	0	15,26	106
Criciúma (Município) (420460)	83	0	0	1	0	0	4,29	84
Florianópolis (Município) (420540)	84	0	1	5	2	0	2,12	92
Garopaba (Município) (420570)	3	0	0	0	0	0	1,59	3
Gaspar (Município) (420590)	40	0	1	0	1	0	7,03	42
Governador Celso Ramos (Município) (420600)	2	0	0	1	0	0	2,27	3
Içara (Município) (420700)	27	0	1	1	0	0	5,89	29
Indaial (Município) (420750)	179	0	0	1	0	0	31,54	180
Itajaí (Município) (420820)	142	0	0	0	0	0	7,52	142
Itapema (Município) (420830)	34	0	0	0	0	0	6,97	34
Jaraguá do Sul (Município) (420890)	42	0	0	24	0	0	4,45	66
Joinville (Município) (420910)	140	0	1	10	2	0	2,91	153
Lages (Município) (420930)	167	0	2	0	1	0	10,86	170
Leoberto Leal (Município) (420980)	1	0	0	1	0	0	6,04	2
Mafra (Município) (421010)	30	0	0	2	1	0	6,18	33
Major Gercino (Município) (421020)	2	0	0	0	0	0	6,06	2
Navegantes (Município) (421130)	95	0	0	1	1	0	15,21	97
Nova Trento (Município) (421150)	38	0	0	0	0	0	30,29	38
Palhoça (Município) (421190)	22	0	0	17	0	0	2,74	39
Paulo Lopes (Município) (421230)	3	0	0	0	0	0	4,41	3
Rancho Queimado (Município) (421430)	3	0	0	0	0	0	10,85	3
Rio do Sul (Município) (421480)	11	0	0	1	0	0	1,92	12
Santo Amaro da Imperatriz (Município) (421570)	8	0	0	4	0	0	5,90	12
São Bento do Sul (Município) (421580)	59	0	0	0	0	0	7,74	59
São Bonifácio (Município) (421590)	4	0	0	0	0	0	13,44	4
São Francisco do Sul (Município) (421620)	15	0	0	0	0	0	3,40	15
São João Batista (Município) (421630)	45	0	0	0	0	0	16,08	45
São José (Município) (421660)	40	0	0	16	0	0	2,60	56
São Pedro de Alcântara (Município) (421725)	2	0	0	1	0	0	6,16	3
Tijucas (Município) (421800)	28	0	0	2	0	0	9,35	30
Tubarão (Município) (421870)	76	0	0	6	0	0	8,33	82
Videira (Município) (421930)	138	0	0	0	0	0	28,71	138
Xanxerê (Município) (421950)	26	0	0	5	0	0	6,87	31
Alegrete (Município) (430040)	312	0	0	1	0	0	40,84	313
Alvorada (Município) (430060)	131	0	1	6	0	0	6,99	138
Araricá (Município) (430087)	2	0	0	0	0	0	4,01	2
Arroio dos Ratos (Município) (430110)	8	0	0	0	0	0	5,86	8
Bagé (Município) (430160)	198	1	0	0	0	0	17,00	199
Bento Gonçalves (Município) (430210)	51	0	0	0	0	0	4,76	51
Cachoeira do Sul (Município) (430300)	35	0	0	1	0	0	4,33	36
Cachoeirinha (Município) (430310)	83	0	0	1	0	0	7,01	84
Camaquã (Município) (430350)	63	0	0	2	0	0	10,30	65
Campo Bom (Município) (430390)	57	0	0	0	0	0	9,35	57
Canguçu (Município) (430450)	220	0	0	1	0	0	41,28	221
Canoas (Município) (430460)	121	0	0	6	0	0	3,89	127
Capão da Canoa (Município) (430463)	11	0	0	0	0	0	2,51	11
Capela de Santana (Município) (430468)	3	0	0	0	0	0	2,53	3
Carazinho (Município) (430470)	53	0	0	0	0	0	8,90	53
Caxias do Sul (Município) (430510)	81	0	1	4	0	0	1,92	86
Charqueadas (Município) (430535)	20	0	0	3	0	0	6,37	23
Cruz Alta (Município) (430610)	159	0	1	1	0	0	25,91	161
Dois Irmãos (Município) (430640)	45	0	0	13	1	0	20,81	59
Eldorado do Sul (Município) (430676)	21	0	0	0	0	0	5,93	21
Erechim (Município) (430700)	163	0	0	1	0	0	16,84	164
Estância Velha (Município) (430760)	44	0	0	3	0	0	10,76	47
Esteio (Município) (430770)	86	0	0	3	0	0	11,01	89
Farroupilha (Município) (430790)	78	0	0	0	0	0	12,02	78
Glorinha (Município) (430905)	0	0	0	0	0	0	0,00	0
Gravataí (Município) (430920)	84	0	0	9	0	0	3,59	93
Guaíba (Município) (430930)	41	0	0	0	0	0	4,30	41
Ijuí (Município) (431020)	59	0	1	1	0	0	7,68	61
Ivoti (Município) (431080)	16	0	0	1	0	0	8,27	17
Lajeado (Município) (431140)	42	0	0	3	0	0	6,15	45
Montenegro (Município) (431240)	7	0	0	0	0	0	1,16	7
Nova Hartz (Município) (431306)	7	0	0	1	0	0	4,25	8
Nova Santa Rita (Município) (431337)	2	0	0	0	0	0	0,84	2
Novo Hamburgo (Município) (431340)	107	0	0	7	0	0	4,76	114
Parobé (Município) (431405)	97	0	0	1	0	0	18,66	98
Passo Fundo (Município) (431410)	87	0	0	1	1	0	4,75	89
Pelotas (Município) (431440)	19	0	1	4	0	0	0,73	24
Portão (Município) (431480)	41	0	0	1	0	0	13,18	42
Porto Alegre (Município) (431490)	1.128	0	1	20	3	0	8,13	1.152
Rio Grande (Município) (431560)	97	0	2	5	0	0	5,23	104
Santa Cruz do Sul (Município) (431680)	168	0	0	19	0	0	15,58	187
Santa Maria (Município) (431690)	71	0	0	0	0	0	2,69	71
Sant'Ana do Livramento (Município) (431710)	123	0	0	0	0	0	15,15	123
Santa Rosa (Município) (431720)	161	0	1	1	0	0	23,58	163
Santo Ângelo (Município) (431750)	172	0	0	0	0	0	22,57	172
Santo Antônio da Patrulha (Município) (431760)	31	1	0	0	0	0	7,98	32
São Borja (Município) (431800)	281	0	0	0	0	0	45,92	281
São Gabriel (Município) (431830)	23	0	0	0	0	0	3,80	23
São Jerônimo (Município) (431840)	28	0	0	0	0	0	12,49	28
São Leopoldo (Município) (431870)	85	0	0	0	0	0	3,91	85
Sapiranga (Município) (431990)	31	0	1	1	0	0	4,35	33
Sapucaia do Sul (Município) (432000)	38	0	0	0	0	0	2,87	38
Taquara (Município) (432120)	52	0	1	4	0	0	10,38	57
Tramandaí (Município) (432160)	35	0	0	0	0	0	8,11	35
Triunfo (Município) (432200)	71	0	0	3	0	0	28,09	74
Uruguaiana (Município) (432240)	144	0	0	0	0	0	11,50	144
Vacaria (Município) (432250)	162	0	0	0	0	0	26,15	162
Venâncio Aires (Município) (432260)	157	0	0	20	0	0	26,55	177
Viamão (Município) (432300)	118	0	0	7	0	0	5,18	125
Campo Grande (Município) (500270)	207	0	147	0	4	0	4,45	358
Corumbá (Município) (500320)	376	0	94	0	0	0	44,80	470
Dourados (Município) (500370)	327	0	5	2	0	1	16,69	335
Naviraí (Município) (500570)	56	0	2	0	1	0	12,32	59
Nova Andradina (Município) (500620)	69	0	2	0	0	0	15,07	71
Ponta Porã (Município) (500660)	168	0	23	0	0	0	23,75	191
Sidrolândia (Município) (500790)	47	0	18	0	0	0	14,46	65
Três Lagoas (Município) (500830)	99	0	37	0	0	0	12,92	136
Alta Floresta (Município) (510025)	19	0	6	0	1	0	5,25	26
Barão de Melgaço (Município) (510160)	0	0	1	0	0	0	1,32	1
Barra do Garças (Município) (510180)	25	0	4	0	0	0	5,07	29
Cáceres (Município) (510250)	79	0	32	0	0	0	12,49	111
Chapada dos Guimarães (Município) (510300)	11	0	8	0	1	0	11,03	20
Cuiabá (Município) (510340)	362	0	448	0	8	0	14,57	818
Jangada (Município) (510490)	4	0	1	0	0	0	6,43	5
Lucas do Rio Verde (Município) (510525)	31	0	17	0	4	0	10,50	52
Nossa Senhora do Livramento (Município) (510610)	20	0	26	0	0	0	39,83	46
Nova Brasilândia (Município) (510620)	1	0	1	0	0	0	4,54	2
Planalto da Serra (Município) (510645)	0	0	1	0	0	0	3,70	1
Poconé (Município) (510650)	243	0	160	0	1	0	126,52	404
Primavera do Leste (Município) (510704)	39	0	14	0	0	0	9,83	53
Rondonópolis (Município) (510760)	76	0	32	0	0	0	5,34	108
Rosário Oeste (Município) (510770)	149	0	10	0	0	0	90,72	159
Santo Antônio do Leverger (Município) (510780)	11	0	5	0	0	0	8,46	16
Sinop (Município) (510790)	25	0	52	0	12	0	7,49	89
Sorriso (Município) (510792)	75	0	39	0	3	0	16,43	117
Tangará da Serra (Município) (510795)	260	0	53	0	2	0	36,15	315
Várzea Grande (Município) (510840)	757	0	337	0	8	0	42,68	1.102
Abadia de Goiás (Município) (520005)	6	0	0	0	0	0	8,38	6
Águas Lindas de Goiás (Município) (520025)	132	0	35	0	0	0	9,97	167
Anápolis (Município) (520110)	808	0	46	1	3	0	25,06	858
Aparecida de Goiânia (Município) (520140)	453	0	155	0	2	0	12,86	610
Aragoiânia (Município) (520180)	45	0	20	0	0	0	75,07	65
Bela Vista de Goiás (Município) (520330)	64	0	5	0	0	0	27,21	69
Bonfinópolis (Município) (520355)	32	0	1	0	0	0	41,95	33
Brazabrantes (Município) (520360)	3	0	0	0	0	0	9,09	3
Caldas Novas (Município) (520450)	40	0	11	0	0	0	6,93	51
Caldazinha (Município) (520455)	6	0	1	0	0	0	20,61	7
Catalão (Município) (520510)	59	0	4	0	0	0	7,00	63
Caturaí (Município) (520520)	17	0	2	0	0	0	40,08	19
Cidade Ocidental (Município) (520549)	25	0	3	0	0	0	4,81	28
Cristalina (Município) (520620)	17	0	0	0	0	0	3,51	17
Formosa (Município) (520800)	50	0	3	0	0	0	5,13	53
