Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Taquaraçu de Minas (Município) (316830)	0	0	0	0	0	0	0,00	0
Teófilo Otoni (Município) (316860)	5	0	6	0	0	0	0,78	11
Timóteo (Município) (316870)	30	0	12	1	0	0	4,87	43
Três Corações (Município) (316930)	19	0	34	0	0	0	6,75	53
Três Pontas (Município) (316940)	41	0	7	0	0	0	8,44	48
Ubá (Município) (316990)	359	0	140	0	0	1	44,57	500
Uberaba (Município) (317010)	92	1	139	1	0	0	7,16	233
Uberlândia (Município) (317020)	247	0	219	3	0	0	7,00	469
Unaí (Município) (317040)	15	0	3	0	0	0	2,16	18
Varginha (Município) (317070)	19	0	18	0	0	0	2,77	37
Vespasiano (Município) (317120)	22	0	63	0	0	1	7,14	86
Viçosa (Município) (317130)	79	0	81	0	0	0	20,55	160
Aracruz (Município) (320060)	23	0	31	0	0	0	5,58	54
Cachoeiro de Itapemirim (Município) (320120)	265	0	177	4	0	0	21,21	446
Cariacica (Município) (320130)	118	0	65	3	0	0	4,84	186
Colatina (Município) (320150)	166	0	30	1	0	0	15,94	197
Fundão (Município) (320220)	5	0	1	0	0	0	2,94	6
Guarapari (Município) (320240)	48	0	29	2	0	0	6,50	79
Linhares (Município) (320320)	77	0	26	0	0	0	6,19	103
São Mateus (Município) (320490)	123	0	51	0	0	0	13,76	174
Serra (Município) (320500)	113	0	92	1	0	0	4,17	206
Viana (Município) (320510)	21	0	18	0	0	0	5,16	39
Vila Velha (Município) (320520)	164	0	55	2	0	1	4,63	222
Vitória (Município) (320530)	105	0	22	3	0	1	3,64	131
Angra dos Reis (Município) (330010)	29	0	11	2	1	0	2,25	43
Araruama (Município) (330020)	2	0	3	1	0	0	0,48	6
Barra do Piraí (Município) (330030)	179	0	44	0	0	0	22,95	223
Barra Mansa (Município) (330040)	18	0	24	0	0	1	2,39	43
Belford Roxo (Município) (330045)	302	0	63	4	0	0	7,47	369
Cabo Frio (Município) (330070)	17	0	8	0	0	0	1,18	25
Cachoeiras de Macacu (Município) (330080)	37	0	7	3	0	0	8,30	47
Campos dos Goytacazes (Município) (330100)	199	0	311	3	0	0	10,53	513
Duque de Caxias (Município) (330170)	219	0	60	5	1	2	3,24	287
Guapimirim (Município) (330185)	10	0	7	1	0	0	3,15	18
Itaboraí (Município) (330190)	43	0	24	5	0	0	3,12	72
Itaguaí (Município) (330200)	4	0	4	1	0	0	0,74	9
Itaperuna (Município) (330220)	38	0	16	1	0	0	5,53	55
Japeri (Município) (330227)	18	0	19	0	0	1	3,78	38
Macaé (Município) (330240)	48	0	11	2	0	0	2,55	61
Magé (Município) (330250)	20	0	8	3	0	0	1,31	31
Maricá (Município) (330270)	23	0	22	1	0	0	3,07	46
Mesquita (Município) (330285)	19	0	3	0	0	0	1,29	22
Nilópolis (Município) (330320)	9	0	6	0	0	0	0,95	15
Niterói (Município) (330330)	69	0	25	5	0	0	1,99	99
Nova Friburgo (Município) (330340)	49	0	165	1	0	0	11,62	215
Nova Iguaçu (Município) (330350)	151	0	43	4	1	2	2,52	201
Paracambi (Município) (330360)	46	0	63	0	0	0	21,77	109
Petrópolis (Município) (330390)	12	0	34	9	0	0	1,84	55
Queimados (Município) (330414)	48	0	10	0	0	0	4,01	58
Resende (Município) (330420)	42	0	25	1	0	0	5,39	68
Rio Bonito (Município) (330430)	48	0	16	1	0	0	11,21	65
Rio das Ostras (Município) (330452)	5	0	20	4	0	0	2,12	29
Rio de Janeiro (Município) (330455)	416	0	143	25	2	4	0,91	590
São Gonçalo (Município) (330490)	345	0	64	13	0	0	4,04	422
São João de Meriti (Município) (330510)	122	0	12	3	0	0	2,97	137
São Pedro da Aldeia (Município) (330520)	6	0	0	0	0	0	0,61	6
Saquarema (Município) (330550)	5	0	2	0	0	0	0,84	7
Seropédica (Município) (330555)	5	0	8	0	0	0	1,55	13
Tanguá (Município) (330575)	8	0	2	0	0	0	3,06	10
Teresópolis (Município) (330580)	43	0	29	2	0	0	4,24	74
Três Rios (Município) (330600)	86	0	51	2	0	0	17,54	139
Valença (Município) (330610)	82	0	16	2	0	0	13,51	100
Volta Redonda (Município) (330630)	32	0	42	8	0	0	3,11	82
Americana (Município) (350160)	13	0	6	1	0	0	0,86	20
Amparo (Município) (350190)	27	0	4	2	0	0	4,66	33
Andradina (Município) (350210)	131	0	6	0	0	0	23,91	137
Araçatuba (Município) (350280)	39	0	5	0	0	0	2,27	44
Araraquara (Município) (350320)	22	0	7	0	0	0	1,27	29
Araras (Município) (350330)	42	0	3	0	0	0	3,46	45
Artur Nogueira (Município) (350380)	2	0	0	0	0	0	0,39	2
Arujá (Município) (350390)	10	0	3	1	0	0	1,64	14
Assis (Município) (350400)	62	0	0	0	0	0	6,06	62
Atibaia (Município) (350410)	10	0	5	0	0	0	1,08	15
Avaré (Município) (350450)	93	0	0	0	0	0	10,46	93
Barretos (Município) (350550)	33	0	40	0	0	0	6,09	73
Barueri (Município) (350570)	229	0	24	4	0	1	9,74	258
Batatais (Município) (350590)	102	0	57	0	0	0	26,05	159
Bauru (Município) (350600)	78	0	12	0	0	0	2,44	90
Bebedouro (Município) (350610)	8	0	3	0	0	0	1,42	11
Bertioga (Município) (350635)	21	0	9	7	0	0	6,39	37
Birigui (Município) (350650)	33	0	48	0	0	0	6,78	81
Biritiba-Mirim (Município) (350660)	3	0	0	0	0	0	0,95	3
Boituva (Município) (350700)	17	0	0	0	0	0	2,99	17
Botucatu (Município) (350750)	35	0	7	1	0	0	3,05	43
Bragança Paulista (Município) (350760)	11	0	10	0	0	0	1,29	21
Caçapava (Município) (350850)	13	0	4	0	0	0	1,85	17
Caieiras (Município) (350900)	8	0	0	0	0	0	0,82	8
Cajamar (Município) (350920)	5	0	0	0	0	0	0,69	5
Campinas (Município) (350950)	323	0	20	19	3	0	3,11	365
Campo Limpo Paulista (Município) (350960)	6	0	4	2	0	0	1,47	12
Campos do Jordão (Município) (350970)	3	0	4	0	0	0	1,37	7
Capivari (Município) (351040)	7	0	4	0	0	0	2,05	11
Caraguatatuba (Município) (351050)	34	0	0	0	0	0	2,95	34
Carapicuíba (Município) (351060)	247	0	19	5	1	2	6,95	274
Catanduva (Município) (351110)	21	0	0	0	0	0	1,75	21
Cosmópolis (Município) (351280)	26	0	13	0	0	0	5,74	39
Cotia (Município) (351300)	37	0	16	5	0	0	2,48	58
Cruzeiro (Município) (351340)	8	0	3	0	1	0	1,47	12
Cubatão (Município) (351350)	9	0	9	0	0	0	1,41	18
Diadema (Município) (351380)	265	0	41	5	0	0	7,49	311
Embu das Artes (Município) (351500)	93	0	16	15	0	0	4,69	124
Embu-Guaçu (Município) (351510)	14	0	3	0	0	0	2,51	17
Fernandópolis (Município) (351550)	38	0	25	0	0	0	9,21	63
Ferraz de Vasconcelos (Município) (351570)	38	0	21	0	0	0	3,16	59
Franca (Município) (351620)	54	0	18	0	0	0	2,09	72
Francisco Morato (Município) (351630)	119	0	20	3	0	0	8,36	142
Franco da Rocha (Município) (351640)	16	0	5	2	0	0	1,56	23
Guararema (Município) (351830)	16	0	0	2	0	0	6,28	18
Guaratinguetá (Município) (351840)	42	0	3	4	0	0	4,09	49
Guarujá (Município) (351870)	43	0	36	6	0	0	2,71	85
Guarulhos (Município) (351880)	249	0	16	17	0	0	2,11	282
Hortolândia (Município) (351907)	27	0	2	5	0	0	1,55	34
Ibitinga (Município) (351960)	13	0	32	0	0	0	7,73	45
Ibiúna (Município) (351970)	9	0	3	0	0	0	1,56	12
Indaiatuba (Município) (352050)	29	0	18	0	0	0	2,00	47
Itanhaém (Município) (352210)	5	0	6	4	0	0	1,54	15
Itapecerica da Serra (Município) (352220)	78	0	5	1	0	1	5,03	85
Itapetininga (Município) (352230)	17	0	5	0	0	0	1,39	22
Itapeva (Município) (352240)	180	0	2	2	0	0	19,75	184
Itapevi (Município) (352250)	97	0	4	7	0	0	4,77	108
Itapira (Município) (352260)	51	0	3	1	0	0	7,49	55
Itaquaquecetuba (Município) (352310)	56	0	4	9	0	0	1,93	69
Itararé (Município) (352320)	76	0	6	0	0	0	16,32	82
Itatiba (Município) (352340)	10	0	6	1	0	0	1,48	17
Itu (Município) (352390)	9	0	6	0	0	1	0,95	16
Itupeva (Município) (352400)	11	0	1	1	0	0	2,34	13
Jaboticabal (Município) (352430)	20	0	7	0	0	0	3,54	27
Jacareí (Município) (352440)	42	0	4	1	0	0	2,06	47
Jaguariúna (Município) (352470)	17	0	2	1	0	0	3,77	20
Jandira (Município) (352500)	36	0	5	1	0	0	3,49	42
Jaú (Município) (352530)	110	0	15	0	0	0	8,63	125
Jundiaí (Município) (352590)	78	0	16	5	1	1	2,49	101
Juquitiba (Município) (352620)	5	0	0	0	0	0	1,62	5
Leme (Município) (352670)	40	0	1	0	0	0	4,09	41
Lençóis Paulista (Município) (352680)	28	0	2	0	0	0	4,50	30
Limeira (Município) (352690)	69	0	9	0	0	0	2,61	78
Lins (Município) (352710)	24	0	0	0	0	0	3,13	24
Lorena (Município) (352720)	56	0	6	1	0	0	7,19	63
Mairiporã (Município) (352850)	31	0	2	0	0	0	3,51	33
Marília (Município) (352900)	39	0	8	0	1	0	2,05	48
Matão (Município) (352930)	71	0	19	0	0	0	10,99	90
Mauá (Município) (352940)	87	0	27	7	1	0	2,67	122
Mirassol (Município) (353030)	88	0	11	0	0	0	16,98	99
Mococa (Município) (353050)	67	0	15	1	0	0	12,05	83
Mogi das Cruzes (Município) (353060)	126	0	29	9	0	0	3,82	164
Mogi Guaçu (Município) (353070)	79	0	2	0	0	0	5,46	81
Mogi Mirim (Município) (353080)	46	0	18	2	0	0	7,18	66
Mongaguá (Município) (353110)	5	0	1	1	0	0	1,31	7
Monte Alto (Município) (353130)	66	0	7	0	0	0	14,68	73
Monte Mor (Município) (353180)	13	0	1	0	0	0	2,49	14
Nova Odessa (Município) (353340)	7	0	4	0	0	0	1,91	11
Olímpia (Município) (353390)	60	0	18	0	0	0	14,52	78
Osasco (Município) (353440)	197	0	36	2	0	0	3,37	235
Ourinhos (Município) (353470)	6	0	7	0	0	0	1,17	13
Paulínia (Município) (353650)	31	0	2	2	0	0	3,50	35
Penápolis (Município) (353730)	39	0	7	0	0	0	7,37	46
Peruíbe (Município) (353760)	1	0	3	0	0	0	0,61	4
Piedade (Município) (353780)	15	0	2	0	0	0	3,10	17
Pindamonhangaba (Município) (353800)	37	0	8	2	0	0	2,90	47
Piracicaba (Município) (353870)	134	0	54	2	1	0	4,84	191
Pirapora do Bom Jesus (Município) (353910)	3	0	0	0	0	0	1,67	3
Pirassununga (Município) (353930)	36	0	1	1	1	0	5,20	39
Poá (Município) (353980)	18	0	11	1	0	0	2,62	30
Porto Feliz (Município) (354060)	14	0	0	2	0	0	3,06	16
Porto Ferreira (Município) (354070)	30	0	7	0	1	0	6,90	38
Praia Grande (Município) (354100)	7	0	8	0	0	0	0,49	15
Presidente Prudente (Município) (354140)	104	0	270	0	0	0	16,72	374
Registro (Município) (354260)	5	0	3	0	0	0	1,42	8
Ribeirão Pires (Município) (354330)	9	0	1	0	0	0	0,83	10
Ribeirão Preto (Município) (354340)	188	0	310	1	1	0	7,41	500
Rio Claro (Município) (354390)	12	0	1	2	0	0	0,74	15
Rio Grande da Serra (Município) (354410)	8	0	2	2	0	0	2,46	12
Salesópolis (Município) (354500)	1	0	0	0	0	0	0,60	1
Salto (Município) (354520)	4	0	9	0	0	0	1,13	13
Santa Bárbara d'Oeste (Município) (354580)	13	0	0	0	0	0	0,68	13
Santa Isabel (Município) (354680)	37	0	7	1	0	0	8,11	45
Santana de Parnaíba (Município) (354730)	17	0	12	0	0	0	2,24	29
Santo André (Município) (354780)	169	0	24	10	3	0	2,89	206
Santos (Município) (354850)	59	0	51	3	0	0	2,60	113
São Bernardo do Campo (Município) (354870)	64	0	6	3	0	2	0,91	75
São Caetano do Sul (Município) (354880)	39	0	9	1	0	0	3,09	49
São Carlos (Município) (354890)	39	0	7	1	0	0	1,93	47
São João da Boa Vista (Município) (354910)	22	0	1	0	0	0	2,57	23
São Joaquim da Barra (Município) (354940)	18	0	1	0	0	0	3,76	19
São José do Rio Pardo (Município) (354970)	20	0	2	0	0	0	4,03	22
São José do Rio Preto (Município) (354980)	176	0	173	2	2	0	7,90	353
São José dos Campos (Município) (354990)	168	0	33	4	0	0	2,95	205
São Lourenço da Serra (Município) (354995)	2	0	0	1	0	0	1,96	3
São Paulo (Município) (355030)	3.642	0	582	145	34	14	3,67	4.417
São Roque (Município) (355060)	12	0	3	0	0	0	1,71	15
São Sebastião (Município) (355070)	31	0	8	0	1	3	5,10	43
São Vicente (Município) (355100)	71	0	31	7	0	1	3,07	110
Sertãozinho (Município) (355170)	38	0	16	0	1	0	4,53	55
Sorocaba (Município) (355220)	53	0	3	1	0	0	0,87	57
Sumaré (Município) (355240)	49	0	5	5	0	0	2,19	59
Suzano (Município) (355250)	30	0	3	3	1	0	1,28	37
Taboão da Serra (Município) (355280)	76	0	22	3	0	1	3,70	102
Taquaritinga (Município) (355370)	106	0	25	0	0	0	23,08	131
Tatuí (Município) (355400)	52	0	2	1	1	0	4,75	56
Taubaté (Município) (355410)	12	0	30	0	0	0	1,38	42
Tupã (Município) (355500)	70	0	6	0	0	0	11,57	76
Ubatuba (Município) (355540)	0	0	1	0	1	0	0,23	2
Valinhos (Município) (355620)	11	0	2	2	0	0	1,23	15
Vargem Grande Paulista (Município) (355645)	5	0	0	1	0	0	1,21	6
Várzea Paulista (Município) (355650)	5	0	3	0	0	0	0,68	8
Vinhedo (Município) (355670)	14	0	0	0	0	0	1,90	14
Votorantim (Município) (355700)	7	0	3	3	0	0	1,09	13
Votuporanga (Município) (355710)	37	0	6	1	0	0	4,78	44
Adrianópolis (Município) (410020)	1	0	0	0	0	0	1,59	1
Agudos do Sul (Município) (410030)	6	0	0	0	0	0	6,61	6
Almirante Tamandaré (Município) (410040)	42	0	0	3	0	0	3,94	45
Apucarana (Município) (410140)	112	0	6	3	0	0	9,20	121
Arapongas (Município) (410150)	59	0	9	0	0	0	5,81	68
Araucária (Município) (410180)	27	0	3	8	0	0	2,81	38
Balsa Nova (Município) (410230)	5	0	0	0	0	0	4,01	5
Bocaiúva do Sul (Município) (410310)	4	0	0	0	0	0	3,25	4
Cambé (Município) (410370)	57	0	17	1	0	0	7,17	75
Campina Grande do Sul (Município) (410400)	5	0	2	1	0	0	1,90	8
Campo Largo (Município) (410420)	104	0	1	1	0	0	8,43	106
Campo Magro (Município) (410425)	11	0	0	0	0	0	3,94	11
Campo Mourão (Município) (410430)	30	0	9	0	0	0	4,17	39
Cascavel (Município) (410480)	52	0	15	0	1	0	2,15	68
Castro (Município) (410490)	21	0	0	1	0	0	3,09	22
Cerro Azul (Município) (410520)	33	0	0	0	0	0	18,52	33
Cianorte (Município) (410550)	87	0	14	0	0	0	12,86	101
Colombo (Município) (410580)	98	0	4	3	0	0	4,47	105
Contenda (Município) (410620)	4	0	0	1	0	0	2,82	5
Curitiba (Município) (410690)	409	0	27	39	1	0	2,51	476
Fazenda Rio Grande (Município) (410765)	14	0	0	0	0	0	1,49	14
Foz do Iguaçu (Município) (410830)	24	0	271	0	0	0	11,18	295
Francisco Beltrão (Município) (410840)	45	0	5	3	0	0	6,06	53
Guarapuava (Município) (410940)	171	0	3	2	0	0	9,82	176
Ibiporã (Município) (410980)	92	0	92	1	0	0	35,01	185
Irati (Município) (411070)	36	0	0	0	0	0	5,99	36
Itaperuçu (Município) (411125)	5	0	1	0	0	0	2,21	6
Lapa (Município) (411320)	10	0	0	0	0	0	2,09	10
Londrina (Município) (411370)	354	1	162	6	1	0	9,47	524
Mandirituba (Município) (411430)	41	0	2	3	0	0	18,19	46
Marechal Cândido Rondon (Município) (411460)	34	0	18	0	0	0	10,14	52
Maringá (Município) (411520)	108	0	125	1	0	0	5,81	234
Palmas (Município) (411760)	78	0	1	0	0	0	16,34	79
Paranaguá (Município) (411820)	98	0	268	12	0	0	24,90	378
Paranavaí (Município) (411840)	18	0	0	1	0	0	2,18	19
Pato Branco (Município) (411850)	93	0	12	0	0	0	13,15	105
Pinhais (Município) (411915)	101	0	1	3	0	0	8,19	105
Piraquara (Município) (411950)	94	0	3	1	0	0	9,23	98
Ponta Grossa (Município) (411990)	162	0	3	5	0	0	4,98	170
Prudentópolis (Município) (412060)	99	0	4	0	0	0	19,87	103
Quatro Barras (Município) (412080)	4	0	2	0	0	0	2,68	6
Quitandinha (Município) (412120)	84	0	0	0	0	0	45,21	84
Rio Branco do Sul (Município) (412220)	33	0	1	4	0	0	11,74	38
Rolândia (Município) (412240)	31	0	13	1	0	0	7,03	45
São José dos Pinhais (Município) (412550)	61	0	3	11	0	0	2,48	75
Sarandi (Município) (412625)	49	0	38	0	0	0	9,52	87
Telêmaco Borba (Município) (412710)	193	0	0	0	0	0	25,21	193
Tijucas do Sul (Município) (412760)	5	0	0	0	0	0	3,09	5
Toledo (Município) (412770)	74	0	2	0	0	0	5,68	76
Tunas do Paraná (Município) (412788)	0	0	0	0	0	0	0,00	0
Umuarama (Município) (412810)	142	0	9	0	0	0	13,84	151
União da Vitória (Município) (412820)	50	0	0	0	0	0	8,83	50
Doutor Ulysses (Município) (412863)	1	0	0	0	0	0	1,73	1
Águas Mornas (Município) (420060)	4	0	0	2	0	0	9,67	6
Alfredo Wagner (Município) (420070)	21	0	0	1	0	0	22,21	22
Angelina (Município) (420090)	16	0	0	2	0	0	36,01	18
Anitápolis (Município) (420110)	31	0	0	2	0	0	101,51	33
Antônio Carlos (Município) (420120)	0	0	0	1	0	0	1,22	1
Araranguá (Município) (420140)	45	0	1	1	0	0	7,07	47
Balneário Camboriú (Município) (420200)	16	0	3	4	0	0	1,75	23
Biguaçu (Município) (420230)	10	0	0	3	0	0	1,98	13
Blumenau (Município) (420240)	160	0	5	11	0	0	5,12	176
Brusque (Município) (420290)	107	0	3	1	0	0	8,82	111
Caçador (Município) (420300)	45	0	0	0	0	0	5,88	45
Camboriú (Município) (420320)	14	0	2	2	0	0	2,35	18
Canelinha (Município) (420370)	4	0	0	1	0	0	4,24	5
Canoinhas (Município) (420380)	49	0	0	1	0	0	9,21	50
Chapecó (Município) (420420)	45	0	29	0	0	0	3,53	74
Concórdia (Município) (420430)	65	0	3	3	0	0	9,70	71
Criciúma (Município) (420460)	118	0	0	1	0	0	5,69	119
Florianópolis (Município) (420540)	65	0	13	29	0	0	2,24	107
Garopaba (Município) (420570)	1	0	0	1	0	0	0,93	2
Gaspar (Município) (420590)	34	0	0	5	0	0	5,89	39
Governador Celso Ramos (Município) (420600)	3	0	1	0	0	0	2,84	4
Içara (Município) (420700)	25	0	1	0	0	0	4,81	26
Indaial (Município) (420750)	83	0	2	2	0	0	13,38	87
Itajaí (Município) (420820)	60	0	11	3	0	0	3,54	74
Itapema (Município) (420830)	15	0	1	1	0	0	2,87	17
Jaraguá do Sul (Município) (420890)	48	0	1	17	0	0	3,95	66
Joinville (Município) (420910)	101	0	7	32	0	0	2,46	140
Lages (Município) (420930)	97	0	1	1	0	0	6,24	99
Leoberto Leal (Município) (420980)	2	0	0	2	0	0	12,58	4
Mafra (Município) (421010)	15	0	0	0	0	0	2,70	15
Major Gercino (Município) (421020)	2	0	0	2	0	0	11,71	4
Navegantes (Município) (421130)	12	0	0	1	0	0	1,73	13
Nova Trento (Município) (421150)	26	0	1	2	0	0	20,92	29
Palhoça (Município) (421190)	19	0	5	11	0	0	2,17	35
Paulo Lopes (Município) (421230)	0	0	0	1	0	0	1,37	1
Rancho Queimado (Município) (421430)	4	0	0	1	0	0	17,48	5
Rio do Sul (Município) (421480)	5	0	0	2	0	0	1,03	7
Santo Amaro da Imperatriz (Município) (421570)	2	0	1	5	0	0	3,59	8
São Bento do Sul (Município) (421580)	24	0	0	1	0	0	3,05	25
São Bonifácio (Município) (421590)	96	0	0	0	0	0	328,54	96
São Francisco do Sul (Município) (421620)	5	0	0	0	0	0	1,01	5
São João Batista (Município) (421630)	11	0	0	4	0	0	4,43	15
São José (Município) (421660)	43	0	4	19	0	0	2,80	66
São Pedro de Alcântara (Município) (421725)	0	0	0	0	0	0	0,00	0
Tijucas (Município) (421800)	15	0	3	2	0	0	5,53	20
Tubarão (Município) (421870)	71	0	1	4	0	0	7,33	76
Videira (Município) (421930)	111	0	1	0	0	0	21,75	112
Xanxerê (Município) (421950)	26	0	2	0	0	0	5,71	28
Alegrete (Município) (430040)	103	0	0	0	0	0	13,16	103
Alvorada (Município) (430060)	137	0	0	10	0	0	7,09	147
Araricá (Município) (430087)	3	0	0	0	0	0	5,61	3
Arroio dos Ratos (Município) (430110)	8	0	0	0	0	0	5,62	8
Bagé (Município) (430160)	107	0	0	0	0	0	8,77	107
Bento Gonçalves (Município) (430210)	26	0	0	0	0	0	2,28	26
Cachoeira do Sul (Município) (430300)	83	0	0	1	0	0	9,81	84
Cachoeirinha (Município) (430310)	55	0	4	2	0	0	4,82	61
Camaquã (Município) (430350)	39	0	0	0	0	0	5,91	39
Campo Bom (Município) (430390)	13	0	0	2	0	0	2,32	15
Canguçu (Município) (430450)	58	0	0	6	0	0	11,44	64
Canoas (Município) (430460)	185	0	6	4	0	0	5,69	195
Capão da Canoa (Município) (430463)	13	0	1	1	1	0	3,35	16
Capela de Santana (Município) (430468)	2	0	0	0	0	0	1,76	2
Carazinho (Município) (430470)	29	0	1	0	0	0	4,82	30
Caxias do Sul (Município) (430510)	85	0	2	4	0	0	1,90	91
Charqueadas (Município) (430535)	35	0	0	2	0	0	9,59	37
Cruz Alta (Município) (430610)	72	0	4	1	0	0	12,10	77
Dois Irmãos (Município) (430640)	9	0	0	0	0	0	2,95	9
Eldorado do Sul (Município) (430676)	10	0	0	1	0	0	2,88	11
Erechim (Município) (430700)	110	0	0	2	0	0	10,88	112
Estância Velha (Município) (430760)	9	0	0	3	0	0	2,56	12
Esteio (Município) (430770)	66	0	2	2	0	0	8,32	70
Farroupilha (Município) (430790)	29	0	0	0	0	0	4,20	29
Glorinha (Município) (430905)	3	0	0	1	0	0	5,27	4
Gravataí (Município) (430920)	53	0	4	8	0	0	2,37	65
Guaíba (Município) (430930)	25	0	0	1	0	0	2,62	26
Ijuí (Município) (431020)	34	0	4	0	0	0	4,57	38
Ivoti (Município) (431080)	5	0	1	3	0	0	4,04	9
Lajeado (Município) (431140)	22	0	0	2	0	0	3,03	24
Montenegro (Município) (431240)	31	0	1	3	0	0	5,51	35
Nova Hartz (Município) (431306)	7	0	0	0	0	0	3,46	7
Nova Santa Rita (Município) (431337)	4	0	1	0	0	0	1,92	5
Novo Hamburgo (Município) (431340)	35	0	2	3	0	0	1,61	40
Parobé (Município) (431405)	30	0	1	1	0	0	5,73	32
Passo Fundo (Município) (431410)	80	0	0	7	0	0	4,40	87
Pelotas (Município) (431440)	21	0	1	16	0	0	1,11	38
Portão (Município) (431480)	4	0	0	0	0	0	1,16	4
Porto Alegre (Município) (431490)	1.095	0	18	34	0	0	7,74	1.147
Rio Grande (Município) (431560)	46	0	0	1	0	0	2,25	47
Santa Cruz do Sul (Município) (431680)	89	0	0	11	0	0	7,89	100
Santa Maria (Município) (431690)	25	0	1	1	0	0	0,97	27
Sant'Ana do Livramento (Município) (431710)	51	0	1	1	0	0	6,41	53
Santa Rosa (Município) (431720)	169	0	11	6	0	0	25,65	186
Santo Ângelo (Município) (431750)	76	0	9	0	0	0	10,75	85
Santo Antônio da Patrulha (Município) (431760)	7	0	0	0	0	0	1,66	7
São Borja (Município) (431800)	84	0	0	0	0	0	13,36	84
São Gabriel (Município) (431830)	55	0	0	0	0	0	8,75	55
São Jerônimo (Município) (431840)	15	0	0	0	0	0	6,34	15
São Leopoldo (Município) (431870)	60	0	1	0	0	0	2,66	61
Sapiranga (Município) (431990)	18	0	0	2	0	0	2,50	20
Sapucaia do Sul (Município) (432000)	28	0	2	5	1	0	2,59	36
Taquara (Município) (432120)	28	0	0	1	0	0	5,05	29
Tramandaí (Município) (432160)	7	0	1	1	0	0	1,92	9
Triunfo (Município) (432200)	48	0	1	2	0	0	18,16	51
Uruguaiana (Município) (432240)	2	0	1	0	0	0	0,23	3
Vacaria (Município) (432250)	99	0	1	2	0	0	15,66	102
Venâncio Aires (Município) (432260)	65	0	0	31	0	0	13,68	96
Viamão (Município) (432300)	83	0	18	18	0	0	4,71	119
Campo Grande (Município) (500270)	109	0	223	2	0	0	3,87	334
Corumbá (Município) (500320)	160	0	10	0	0	0	15,55	170
Dourados (Município) (500370)	214	0	161	1	0	0	17,45	376
Naviraí (Município) (500570)	46	0	33	0	2	0	15,47	81
Nova Andradina (Município) (500620)	171	0	57	0	0	0	44,05	228
Ponta Porã (Município) (500660)	114	0	155	0	0	0	30,51	269
Sidrolândia (Município) (500790)	59	0	25	0	0	0	15,86	84
Três Lagoas (Município) (500830)	80	0	26	1	0	0	9,26	107
Alta Floresta (Município) (510025)	85	0	11	0	0	0	19,17	96
Barão de Melgaço (Município) (510160)	1	0	0	0	0	0	1,27	1
Barra do Garças (Município) (510180)	12	0	1	0	0	0	2,22	13
Cáceres (Município) (510250)	55	0	2	0	0	0	6,27	57
Chapada dos Guimarães (Município) (510300)	1	0	1	0	0	0	1,06	2
Cuiabá (Município) (510340)	164	0	10	0	1	0	2,99	175
Jangada (Município) (510490)	2	0	0	0	0	0	2,51	2
Lucas do Rio Verde (Município) (510525)	82	0	9	0	1	0	15,48	92
Nossa Senhora do Livramento (Município) (510610)	13	0	0	0	0	0	10,39	13
Nova Brasilândia (Município) (510620)	1	0	0	0	0	0	2,54	1
Planalto da Serra (Município) (510645)	5	0	0	0	0	0	19,08	5
Poconé (Município) (510650)	109	0	4	0	0	0	35,09	113
Primavera do Leste (Município) (510704)	18	0	13	1	1	0	5,65	33
Rondonópolis (Município) (510760)	84	0	9	1	1	0	4,34	95
Rosário Oeste (Município) (510770)	81	0	11	0	0	0	54,07	92
Santo Antônio do Leverger (Município) (510780)	9	0	1	0	0	0	5,50	10
Sinop (Município) (510790)	28	0	8	0	1	0	2,78	37
Sorriso (Município) (510792)	119	0	9	0	0	0	15,46	128
Tangará da Serra (Município) (510795)	83	0	2	0	0	0	8,77	85
Várzea Grande (Município) (510840)	113	0	16	0	0	0	4,75	129
Abadia de Goiás (Município) (520005)	3	0	3	0	0	0	7,45	6
Águas Lindas de Goiás (Município) (520025)	69	0	69	1	0	1	7,31	140
Anápolis (Município) (520110)	138	0	142	2	1	0	7,63	283
Aparecida de Goiânia (Município) (520140)	125	0	421	2	5	0	10,39	553
Aragoiânia (Município) (520180)	13	0	7	0	0	0	20,82	20
Bela Vista de Goiás (Município) (520330)	36	0	33	0	0	0	24,58	69
Bonfinópolis (Município) (520355)	2	0	0	0	0	0	2,25	2
Brazabrantes (Município) (520360)	2	0	0	0	0	0	5,61	2
Caldas Novas (Município) (520450)	17	0	8	1	0	0	3,12	26
Caldazinha (Município) (520455)	3	0	3	0	0	0	16,38	6
Catalão (Município) (520510)	77	0	66	0	0	0	14,22	143
Caturaí (Município) (520520)	0	0	2	0	0	0	3,99	2
Cidade Ocidental (Município) (520549)	25	0	18	0	0	0	6,56	43
Cristalina (Município) (520620)	13	0	14	0	0	0	4,97	27
Formosa (Município) (520800)	91	0	43	1	0	0	11,84	135
Goianápolis (Município) (520840)	59	0	8	0	0	0	58,46	67
