Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Taquaraçu de Minas (Município) (316830)	1	0	2	0	0	0	7,44	3
Teófilo Otoni (Município) (316860)	9	0	2	0	0	0	0,78	11
Timóteo (Município) (316870)	23	0	7	0	0	0	3,43	30
Três Corações (Município) (316930)	30	0	32	0	0	0	7,96	62
Três Pontas (Município) (316940)	38	0	19	0	0	0	10,06	57
Ubá (Município) (316990)	436	0	100	2	0	0	48,46	538
Uberaba (Município) (317010)	93	0	69	0	0	1	5,06	163
Uberlândia (Município) (317020)	179	0	206	2	0	0	5,84	387
Unaí (Município) (317040)	22	0	155	0	0	0	21,35	177
Varginha (Município) (317070)	8	0	6	1	0	0	1,13	15
Vespasiano (Município) (317120)	23	0	13	0	0	0	3,04	36
Viçosa (Município) (317130)	45	0	20	0	0	0	8,41	65
Aracruz (Município) (320060)	21	0	17	0	0	0	4,00	38
Cachoeiro de Itapemirim (Município) (320120)	224	0	121	7	0	0	16,87	352
Cariacica (Município) (320130)	77	0	110	1	0	0	4,92	188
Colatina (Município) (320150)	146	0	20	0	0	0	13,53	166
Fundão (Município) (320220)	4	0	1	0	0	0	2,50	5
Guarapari (Município) (320240)	44	0	64	1	0	0	9,10	109
Linhares (Município) (320320)	64	0	53	0	0	0	7,15	117
São Mateus (Município) (320490)	143	0	116	0	0	0	20,79	259
Serra (Município) (320500)	61	0	87	1	0	0	3,07	149
Viana (Município) (320510)	15	0	23	0	0	0	5,10	38
Vila Velha (Município) (320520)	132	0	103	1	0	0	4,99	236
Vitória (Município) (320530)	88	0	50	0	0	1	3,91	139
Angra dos Reis (Município) (330010)	26	0	40	2	0	0	3,61	68
Araruama (Município) (330020)	4	0	3	0	0	0	0,57	7
Barra do Piraí (Município) (330030)	209	1	94	0	0	1	31,49	305
Barra Mansa (Município) (330040)	17	0	37	3	0	0	3,17	57
Belford Roxo (Município) (330045)	540	0	12	2	0	0	11,51	554
Cabo Frio (Município) (330070)	12	0	3	1	1	0	0,82	17
Cachoeiras de Macacu (Município) (330080)	33	0	6	1	0	0	7,11	40
Campos dos Goytacazes (Município) (330100)	170	0	834	10	0	0	20,95	1.014
Duque de Caxias (Município) (330170)	162	0	11	1	0	0	1,97	174
Guapimirim (Município) (330185)	19	0	1	0	0	0	3,54	20
Itaboraí (Município) (330190)	39	0	9	1	2	0	2,23	51
Itaguaí (Município) (330200)	6	0	13	0	0	0	1,59	19
Itaperuna (Município) (330220)	34	0	12	2	0	0	4,85	48
Japeri (Município) (330227)	37	0	5	1	0	0	4,31	43
Macaé (Município) (330240)	23	0	25	1	0	0	2,09	49
Magé (Município) (330250)	26	0	3	0	0	0	1,24	29
Maricá (Município) (330270)	5	0	15	0	0	0	1,36	20
Mesquita (Município) (330285)	27	0	1	0	1	0	1,70	29
Nilópolis (Município) (330320)	11	0	2	0	0	0	0,82	13
Niterói (Município) (330330)	92	0	11	2	3	0	2,17	108
Nova Friburgo (Município) (330340)	30	0	13	2	1	0	2,49	46
Nova Iguaçu (Município) (330350)	194	0	16	3	0	0	2,64	213
Paracambi (Município) (330360)	37	0	37	0	0	0	14,94	74
Petrópolis (Município) (330390)	14	0	10	5	0	0	0,97	29
Queimados (Município) (330414)	71	0	13	0	0	0	5,85	84
Resende (Município) (330420)	31	0	323	0	0	0	28,27	354
Rio Bonito (Município) (330430)	37	0	9	0	0	0	7,98	46
Rio das Ostras (Município) (330452)	17	0	46	0	0	0	4,77	63
Rio de Janeiro (Município) (330455)	441	0	115	33	3	5	0,92	597
São Gonçalo (Município) (330490)	237	0	22	4	0	1	2,54	264
São João de Meriti (Município) (330510)	90	0	7	1	0	0	2,13	98
São Pedro da Aldeia (Município) (330520)	1	0	0	0	0	0	0,10	1
Saquarema (Município) (330550)	4	0	5	0	0	0	1,09	9
Seropédica (Município) (330555)	12	0	6	1	0	0	2,29	19
Tanguá (Município) (330575)	8	0	1	0	0	0	2,78	9
Teresópolis (Município) (330580)	46	0	4	0	0	0	2,89	50
Três Rios (Município) (330600)	53	0	11	1	0	0	8,20	65
Valença (Município) (330610)	68	0	25	0	0	0	12,61	93
Volta Redonda (Município) (330630)	32	0	70	3	1	0	4,03	106
Americana (Município) (350160)	26	0	47	0	1	0	3,23	74
Amparo (Município) (350190)	29	0	41	2	0	0	10,24	72
Andradina (Município) (350210)	140	0	70	0	0	0	36,68	210
Araçatuba (Município) (350280)	47	0	14	0	1	0	3,22	62
Araraquara (Município) (350320)	24	0	41	0	0	0	2,87	65
Araras (Município) (350330)	27	0	35	1	0	0	4,89	63
Artur Nogueira (Município) (350380)	10	0	14	0	0	0	4,78	24
Arujá (Município) (350390)	4	0	3	0	0	0	0,83	7
Assis (Município) (350400)	59	0	33	2	0	0	9,25	94
Atibaia (Município) (350410)	5	0	3	0	0	1	0,66	9
Avaré (Município) (350450)	149	0	16	0	0	0	18,67	165
Barretos (Município) (350550)	35	0	50	0	0	0	7,13	85
Barueri (Município) (350570)	211	0	242	4	0	0	17,42	457
Batatais (Município) (350590)	122	0	13	0	0	0	22,28	135
Bauru (Município) (350600)	66	0	57	0	1	0	3,38	124
Bebedouro (Município) (350610)	20	0	35	0	0	0	7,09	55
Bertioga (Município) (350635)	9	0	17	2	0	1	5,13	29
Birigui (Município) (350650)	66	0	65	0	0	0	11,07	131
Biritiba-Mirim (Município) (350660)	4	0	3	0	0	0	2,25	7
Boituva (Município) (350700)	8	0	4	0	0	0	2,15	12
Botucatu (Município) (350750)	50	0	19	1	0	0	5,02	70
Bragança Paulista (Município) (350760)	9	0	34	0	0	0	2,68	43
Caçapava (Município) (350850)	6	0	13	1	1	0	2,30	21
Caieiras (Município) (350900)	14	0	15	0	0	0	3,03	29
Cajamar (Município) (350920)	10	0	14	0	0	0	3,34	24
Campinas (Município) (350950)	195	0	384	18	1	0	5,14	598
Campo Limpo Paulista (Município) (350960)	7	0	38	0	0	0	5,57	45
Campos do Jordão (Município) (350970)	0	0	0	0	0	0	0,00	0
Capivari (Município) (351040)	24	0	40	0	0	0	12,04	64
Caraguatatuba (Município) (351050)	38	0	48	0	0	0	7,59	86
Carapicuíba (Município) (351060)	204	0	56	7	1	0	6,83	268
Catanduva (Município) (351110)	21	0	78	0	0	0	8,29	99
Cosmópolis (Município) (351280)	32	0	51	0	0	0	12,42	83
Cotia (Município) (351300)	42	0	73	6	0	0	5,27	121
Cruzeiro (Município) (351340)	12	0	6	1	0	0	2,34	19
Cubatão (Município) (351350)	17	0	20	3	0	0	3,15	40
Diadema (Município) (351380)	200	0	102	4	1	0	7,44	307
Embu das Artes (Município) (351500)	61	0	54	3	0	1	4,55	119
Embu-Guaçu (Município) (351510)	21	0	4	1	0	0	3,86	26
Fernandópolis (Município) (351550)	37	0	66	1	0	0	15,27	104
Ferraz de Vasconcelos (Município) (351570)	79	0	48	2	0	0	6,98	129
Franca (Município) (351620)	36	0	15	0	0	0	1,49	51
Francisco Morato (Município) (351630)	111	0	24	1	0	0	8,08	136
Franco da Rocha (Município) (351640)	13	0	2	0	0	0	1,03	15
Guararema (Município) (351830)	13	0	14	1	0	0	9,88	28
Guaratinguetá (Município) (351840)	57	0	20	5	0	0	6,89	82
Guarujá (Município) (351870)	22	0	60	4	0	0	2,76	86
Guarulhos (Município) (351880)	255	0	142	15	0	0	3,11	412
Hortolândia (Município) (351907)	25	0	61	3	0	0	4,12	89
Ibitinga (Município) (351960)	10	0	5	0	0	0	2,60	15
Ibiúna (Município) (351970)	4	0	2	1	0	0	0,92	7
Indaiatuba (Município) (352050)	31	0	28	0	0	0	2,55	59
Itanhaém (Município) (352210)	5	0	103	5	0	0	11,74	113
Itapecerica da Serra (Município) (352220)	89	0	37	2	0	0	7,65	128
Itapetininga (Município) (352230)	8	0	19	0	0	0	1,72	27
Itapeva (Município) (352240)	182	0	12	1	0	0	21,03	195
Itapevi (Município) (352250)	81	0	50	1	0	0	5,91	132
Itapira (Município) (352260)	58	0	89	0	0	0	20,15	147
Itaquaquecetuba (Município) (352310)	63	0	35	8	0	0	3,00	106
Itararé (Município) (352320)	96	0	27	0	0	0	24,55	123
Itatiba (Município) (352340)	16	0	10	0	0	0	2,30	26
Itu (Município) (352390)	10	0	10	0	0	0	1,20	20
Itupeva (Município) (352400)	10	0	4	1	0	0	2,77	15
Jaboticabal (Município) (352430)	33	0	8	0	0	0	5,41	41
Jacareí (Município) (352440)	26	0	63	1	0	0	3,97	90
Jaguariúna (Município) (352470)	8	0	10	1	0	0	3,66	19
Jandira (Município) (352500)	51	0	128	0	0	0	15,06	179
Jaú (Município) (352530)	151	0	35	1	0	0	13,05	187
Jundiaí (Município) (352590)	67	0	47	1	0	0	2,86	115
Juquitiba (Município) (352620)	7	0	1	0	0	0	2,61	8
Leme (Município) (352670)	61	0	4	1	0	0	6,64	66
Lençóis Paulista (Município) (352680)	24	0	8	0	0	0	4,84	32
Limeira (Município) (352690)	60	0	115	2	1	0	6,00	178
Lins (Município) (352710)	15	0	3	0	0	0	2,37	18
Lorena (Município) (352720)	47	0	57	1	0	0	12,04	105
Mairiporã (Município) (352850)	9	0	4	0	0	0	1,41	13
Marília (Município) (352900)	34	0	220	1	0	0	10,99	255
Matão (Município) (352930)	58	0	19	0	0	0	9,45	77
Mauá (Município) (352940)	93	0	31	4	0	0	2,82	128
Mirassol (Município) (353030)	57	0	40	0	0	0	16,77	97
Mococa (Município) (353050)	58	0	110	0	0	0	24,42	168
Mogi das Cruzes (Município) (353060)	129	0	26	4	0	0	3,74	159
Mogi Guaçu (Município) (353070)	59	0	134	0	0	0	13,11	193
Mogi Mirim (Município) (353080)	54	0	157	0	0	0	23,06	211
Mongaguá (Município) (353110)	7	0	11	0	0	0	3,43	18
Monte Alto (Município) (353130)	53	0	17	0	0	0	14,15	70
Monte Mor (Município) (353180)	8	0	21	0	0	0	5,23	29
Nova Odessa (Município) (353340)	3	0	15	0	0	0	3,17	18
Olímpia (Município) (353390)	67	0	22	0	0	0	16,68	89
Osasco (Município) (353440)	208	0	45	9	0	1	3,79	263
Ourinhos (Município) (353470)	7	0	47	0	2	0	5,08	56
Paulínia (Município) (353650)	17	0	31	1	0	0	5,02	49
Penápolis (Município) (353730)	57	0	104	0	1	0	26,10	162
Peruíbe (Município) (353760)	2	0	14	1	0	0	2,61	17
Piedade (Município) (353780)	17	0	9	4	0	0	5,48	30
Pindamonhangaba (Município) (353800)	30	0	6	1	0	0	2,30	37
Piracicaba (Município) (353870)	164	0	57	4	0	0	5,75	225
Pirapora do Bom Jesus (Município) (353910)	4	0	10	0	0	0	7,93	14
Pirassununga (Município) (353930)	26	0	42	1	0	0	9,25	69
Poá (Município) (353980)	16	0	19	1	0	0	3,16	36
Porto Feliz (Município) (354060)	18	0	27	1	0	0	8,86	46
Porto Ferreira (Município) (354070)	27	0	29	0	0	0	10,23	56
Praia Grande (Município) (354100)	8	0	34	2	0	0	1,47	44
Presidente Prudente (Município) (354140)	135	0	100	0	0	0	10,58	235
Registro (Município) (354260)	5	0	7	0	0	0	2,13	12
Ribeirão Pires (Município) (354330)	6	0	1	0	0	0	0,58	7
Ribeirão Preto (Município) (354340)	148	0	63	3	2	0	3,24	216
Rio Claro (Município) (354390)	12	0	22	0	0	0	1,70	34
Rio Grande da Serra (Município) (354410)	4	0	1	0	0	0	1,04	5
Salesópolis (Município) (354500)	4	0	5	1	0	0	5,99	10
Salto (Município) (354520)	10	0	20	0	0	0	2,63	30
Santa Bárbara d'Oeste (Município) (354580)	20	0	8	0	0	0	1,47	28
Santa Isabel (Município) (354680)	25	0	17	2	0	0	8,01	44
Santana de Parnaíba (Município) (354730)	20	0	28	1	0	0	3,87	49
Santo André (Município) (354780)	173	0	57	4	1	0	3,31	235
Santos (Município) (354850)	47	0	148	8	0	0	4,68	203
São Bernardo do Campo (Município) (354870)	44	0	49	9	0	0	1,25	102
São Caetano do Sul (Município) (354880)	62	0	17	1	0	0	5,06	80
São Carlos (Município) (354890)	52	0	80	0	0	0	5,47	132
São João da Boa Vista (Município) (354910)	28	0	33	0	0	0	6,85	61
São Joaquim da Barra (Município) (354940)	18	0	2	0	0	0	3,99	20
São José do Rio Pardo (Município) (354970)	23	0	35	0	0	0	10,66	58
São José do Rio Preto (Município) (354980)	139	0	311	0	2	0	10,21	452
São José dos Campos (Município) (354990)	186	0	216	2	0	0	5,87	404
São Lourenço da Serra (Município) (354995)	2	0	0	0	0	0	1,32	2
São Paulo (Município) (355030)	3.830	0	1.989	131	28	15	5,01	5.993
São Roque (Município) (355060)	11	0	5	1	0	0	1,96	17
São Sebastião (Município) (355070)	26	0	44	0	0	0	8,43	70
São Vicente (Município) (355100)	80	0	77	15	3	0	4,92	175
Sertãozinho (Município) (355170)	36	0	7	0	0	0	3,58	43
Sorocaba (Município) (355220)	52	0	609	3	0	0	10,30	664
Sumaré (Município) (355240)	32	0	57	3	0	0	3,46	92
Suzano (Município) (355250)	30	0	12	3	0	0	1,58	45
Taboão da Serra (Município) (355280)	80	0	55	0	0	0	4,96	135
Taquaritinga (Município) (355370)	76	0	18	0	0	0	16,61	94
Tatuí (Município) (355400)	57	0	8	0	0	0	5,57	65
Taubaté (Município) (355410)	8	0	8	0	0	0	0,53	16
Tupã (Município) (355500)	54	0	94	0	0	0	22,54	148
Ubatuba (Município) (355540)	1	0	23	1	0	0	2,89	25
Valinhos (Município) (355620)	25	0	43	0	0	0	5,65	68
Vargem Grande Paulista (Município) (355645)	10	0	1	0	1	0	2,46	12
Várzea Paulista (Município) (355650)	15	0	25	1	0	0	3,52	41
Vinhedo (Município) (355670)	8	0	3	0	0	0	1,52	11
Votorantim (Município) (355700)	9	0	59	0	0	0	5,77	68
Votuporanga (Município) (355710)	30	0	13	0	0	0	4,71	43
Adrianópolis (Município) (410020)	1	0	0	0	0	0	1,58	1
Agudos do Sul (Município) (410030)	1	0	0	0	0	0	1,11	1
Almirante Tamandaré (Município) (410040)	43	0	2	1	0	0	4,08	46
Apucarana (Município) (410140)	104	0	15	4	0	0	9,43	123
Arapongas (Município) (410150)	63	0	10	1	1	0	6,50	75
Araucária (Município) (410180)	21	0	0	6	0	0	2,02	27
Balsa Nova (Município) (410230)	3	0	0	0	0	0	2,43	3
Bocaiúva do Sul (Município) (410310)	2	0	0	0	0	0	1,64	2
Cambé (Município) (410370)	24	0	25	0	0	0	4,72	49
Campina Grande do Sul (Município) (410400)	22	0	0	0	0	0	5,26	22
Campo Largo (Município) (410420)	130	0	0	3	0	0	10,72	133
Campo Magro (Município) (410425)	10	0	0	2	0	0	4,36	12
Campo Mourão (Município) (410430)	52	1	5	0	0	0	6,24	58
Cascavel (Município) (410480)	34	0	6	3	4	0	1,50	47
Castro (Município) (410490)	21	0	2	2	0	0	3,53	25
Cerro Azul (Município) (410520)	40	0	0	0	0	0	22,53	40
Cianorte (Município) (410550)	60	0	22	0	0	0	10,58	82
Colombo (Município) (410580)	80	0	1	4	0	0	3,66	85
Contenda (Município) (410620)	2	0	0	0	0	0	1,14	2
Curitiba (Município) (410690)	417	0	8	46	1	0	2,51	472
Fazenda Rio Grande (Município) (410765)	14	0	0	2	0	0	1,74	16
Foz do Iguaçu (Município) (410830)	46	0	105	5	2	0	5,99	158
Francisco Beltrão (Município) (410840)	33	0	3	2	0	0	4,39	38
Guarapuava (Município) (410940)	155	0	1	0	1	0	8,81	157
Ibiporã (Município) (410980)	63	0	61	3	2	0	24,65	129
Irati (Município) (411070)	33	0	0	3	0	0	6,03	36
Itaperuçu (Município) (411125)	4	0	0	0	0	0	1,50	4
Lapa (Município) (411320)	9	0	0	0	0	0	1,89	9
Londrina (Município) (411370)	240	1	168	8	0	0	7,61	417
Mandirituba (Município) (411430)	51	0	0	0	0	0	20,48	51
Marechal Cândido Rondon (Município) (411460)	23	0	80	0	0	0	20,27	103
Maringá (Município) (411520)	66	0	61	2	1	0	3,27	130
Palmas (Município) (411760)	86	0	0	0	0	0	18,04	86
Paranaguá (Município) (411820)	91	0	23	11	0	0	8,30	125
Paranavaí (Município) (411840)	16	0	7	0	0	0	2,65	23
Pato Branco (Município) (411850)	140	0	13	0	0	0	19,36	153
Pinhais (Município) (411915)	114	0	3	5	0	0	9,60	122
Piraquara (Município) (411950)	52	0	1	3	0	0	5,36	56
Ponta Grossa (Município) (411990)	149	0	0	10	0	0	4,71	159
Prudentópolis (Município) (412060)	77	0	0	1	1	0	15,32	79
Quatro Barras (Município) (412080)	8	0	0	0	0	0	3,63	8
Quitandinha (Município) (412120)	102	0	0	0	0	0	55,38	102
Rio Branco do Sul (Município) (412220)	32	0	0	3	0	0	10,86	35
Rolândia (Município) (412240)	25	0	46	0	0	0	11,21	71
São José dos Pinhais (Município) (412550)	86	0	0	7	1	0	3,16	94
Sarandi (Município) (412625)	53	0	16	0	0	0	7,63	69
Telêmaco Borba (Município) (412710)	281	0	1	0	0	0	37,20	282
Tijucas do Sul (Município) (412760)	0	0	0	2	0	0	1,25	2
Toledo (Município) (412770)	71	0	11	0	0	0	6,21	82
Tunas do Paraná (Município) (412788)	0	0	0	0	0	0	0,00	0
Umuarama (Município) (412810)	88	0	40	0	0	0	11,83	128
União da Vitória (Município) (412820)	70	0	0	0	0	0	12,44	70
Doutor Ulysses (Município) (412863)	1	0	0	0	0	0	1,72	1
Águas Mornas (Município) (420060)	3	0	0	2	0	0	8,18	5
Alfredo Wagner (Município) (420070)	19	0	0	1	0	0	20,30	20
Angelina (Município) (420090)	4	0	0	3	0	0	13,85	7
Anitápolis (Município) (420110)	7	0	0	1	0	0	24,59	8
Antônio Carlos (Município) (420120)	3	0	0	1	0	0	4,93	4
Araranguá (Município) (420140)	35	0	1	0	0	0	5,47	36
Balneário Camboriú (Município) (420200)	16	0	5	2	0	0	1,79	23
Biguaçu (Município) (420230)	4	0	0	6	0	0	1,55	10
Blumenau (Município) (420240)	166	0	1	13	0	0	5,31	180
Brusque (Município) (420290)	145	0	4	5	0	1	12,62	155
Caçador (Município) (420300)	66	0	0	0	0	0	8,71	66
Camboriú (Município) (420320)	9	0	2	1	0	0	1,61	12
Canelinha (Município) (420370)	4	0	1	1	0	0	5,16	6
Canoinhas (Município) (420380)	36	0	0	1	0	0	6,83	37
Chapecó (Município) (420420)	56	0	5	0	0	0	2,96	61
Concórdia (Município) (420430)	55	0	0	3	0	0	7,98	58
Criciúma (Município) (420460)	90	0	0	1	0	0	4,40	91
Florianópolis (Município) (420540)	46	0	12	18	2	0	1,66	78
Garopaba (Município) (420570)	4	0	0	1	0	0	2,37	5
Gaspar (Município) (420590)	17	0	0	2	0	0	2,92	19
Governador Celso Ramos (Município) (420600)	1	0	0	2	0	0	2,15	3
Içara (Município) (420700)	23	0	0	1	0	0	4,52	24
Indaial (Município) (420750)	69	0	1	4	0	0	11,66	74
Itajaí (Município) (420820)	47	0	26	4	0	0	3,75	77
Itapema (Município) (420830)	8	0	2	1	0	0	1,93	11
Jaraguá do Sul (Município) (420890)	28	0	0	20	0	0	2,93	48
Joinville (Município) (420910)	94	0	10	22	0	0	2,24	126
Lages (Município) (420930)	111	0	0	0	0	0	6,99	111
Leoberto Leal (Município) (420980)	1	0	0	0	0	0	3,11	1
Mafra (Município) (421010)	13	0	0	2	0	0	2,71	15
Major Gercino (Município) (421020)	2	0	0	2	0	0	11,76	4
Navegantes (Município) (421130)	23	0	1	0	1	0	3,44	25
Nova Trento (Município) (421150)	32	0	1	4	0	0	27,16	37
Palhoça (Município) (421190)	23	0	2	29	0	0	3,42	54
Paulo Lopes (Município) (421230)	2	0	0	1	0	0	4,16	3
Rancho Queimado (Município) (421430)	1	0	0	0	0	0	3,51	1
Rio do Sul (Município) (421480)	12	0	1	1	0	0	2,08	14
Santo Amaro da Imperatriz (Município) (421570)	7	0	2	8	0	0	7,76	17
São Bento do Sul (Município) (421580)	42	0	0	2	0	0	5,44	44
São Bonifácio (Município) (421590)	68	0	0	1	0	0	234,38	69
São Francisco do Sul (Município) (421620)	11	0	0	2	0	0	2,67	13
São João Batista (Município) (421630)	7	0	1	1	0	0	2,75	9
São José (Município) (421660)	35	0	8	21	0	0	2,75	64
São Pedro de Alcântara (Município) (421725)	0	0	0	2	0	0	3,72	2
Tijucas (Município) (421800)	23	0	4	3	0	0	8,47	30
Tubarão (Município) (421870)	35	0	0	7	2	0	4,28	44
Videira (Município) (421930)	137	0	0	0	0	0	26,90	137
Xanxerê (Município) (421950)	22	0	0	3	0	0	5,17	25
Alegrete (Município) (430040)	147	0	0	0	0	0	18,73	147
Alvorada (Município) (430060)	89	0	0	11	0	0	4,84	100
Araricá (Município) (430087)	0	0	0	0	0	0	0,00	0
Arroio dos Ratos (Município) (430110)	14	0	0	2	0	0	11,27	16
Bagé (Município) (430160)	163	0	1	1	2	0	13,72	167
Bento Gonçalves (Município) (430210)	37	0	1	0	0	0	3,35	38
Cachoeira do Sul (Município) (430300)	58	0	1	0	0	0	6,88	59
Cachoeirinha (Município) (430310)	29	0	0	2	0	0	2,46	31
Camaquã (Município) (430350)	47	0	0	7	0	0	8,20	54
Campo Bom (Município) (430390)	21	0	3	1	0	0	3,90	25
Canguçu (Município) (430450)	74	0	0	4	0	0	13,98	78
Canoas (Município) (430460)	187	0	3	11	1	0	5,92	202
Capão da Canoa (Município) (430463)	22	0	1	0	0	0	4,88	23
Capela de Santana (Município) (430468)	4	0	0	0	0	0	3,54	4
Carazinho (Município) (430470)	35	0	3	1	0	0	6,29	39
Caxias do Sul (Município) (430510)	59	0	0	3	0	0	1,31	62
Charqueadas (Município) (430535)	38	0	0	2	0	0	10,45	40
Cruz Alta (Município) (430610)	65	0	1	0	0	0	10,35	66
Dois Irmãos (Município) (430640)	10	0	0	5	0	0	4,97	15
Eldorado do Sul (Município) (430676)	8	0	0	1	0	0	2,38	9
Erechim (Município) (430700)	112	0	0	1	0	0	11,04	113
Estância Velha (Município) (430760)	7	0	0	5	0	0	2,58	12
Esteio (Município) (430770)	80	0	0	4	0	0	10,00	84
Farroupilha (Município) (430790)	50	0	0	0	0	0	7,29	50
Glorinha (Município) (430905)	1	0	0	0	0	0	1,33	1
Gravataí (Município) (430920)	39	0	0	12	0	0	1,87	51
Guaíba (Município) (430930)	25	0	0	4	0	0	2,93	29
Ijuí (Município) (431020)	36	0	0	1	0	0	4,47	37
Ivoti (Município) (431080)	9	0	0	1	0	0	4,54	10
Lajeado (Município) (431140)	18	0	0	3	1	0	2,80	22
Montenegro (Município) (431240)	23	0	0	3	0	0	4,11	26
Nova Hartz (Município) (431306)	6	0	0	0	0	0	2,99	6
Nova Santa Rita (Município) (431337)	5	0	2	0	0	0	2,72	7
Novo Hamburgo (Município) (431340)	40	0	0	8	0	0	1,93	48
Parobé (Município) (431405)	34	0	2	2	0	0	6,85	38
Passo Fundo (Município) (431410)	103	0	0	2	0	0	5,34	105
Pelotas (Município) (431440)	18	0	3	15	0	0	1,05	36
Portão (Município) (431480)	6	0	0	1	0	0	2,06	7
Porto Alegre (Município) (431490)	1.334	0	4	23	0	0	9,22	1.361
Rio Grande (Município) (431560)	73	0	5	7	0	0	4,09	85
Santa Cruz do Sul (Município) (431680)	103	0	0	6	0	0	8,65	109
Santa Maria (Município) (431690)	41	0	1	1	0	0	1,56	43
Sant'Ana do Livramento (Município) (431710)	14	0	0	0	0	0	1,69	14
Santa Rosa (Município) (431720)	120	0	4	6	0	0	18,00	130
Santo Ângelo (Município) (431750)	107	0	38	0	0	0	18,36	145
Santo Antônio da Patrulha (Município) (431760)	10	0	0	2	0	0	2,86	12
São Borja (Município) (431800)	110	0	0	2	0	0	17,78	112
São Gabriel (Município) (431830)	27	0	0	0	0	0	4,30	27
São Jerônimo (Município) (431840)	11	0	0	0	0	0	4,68	11
São Leopoldo (Município) (431870)	48	0	2	3	0	0	2,32	53
Sapiranga (Município) (431990)	19	0	0	0	0	0	2,39	19
Sapucaia do Sul (Município) (432000)	25	0	0	6	0	0	2,24	31
Taquara (Município) (432120)	40	0	0	1	0	0	7,16	41
Tramandaí (Município) (432160)	10	0	0	3	0	0	2,80	13
Triunfo (Município) (432200)	43	0	0	3	0	0	16,51	46
Uruguaiana (Município) (432240)	2	0	1	0	0	0	0,23	3
Vacaria (Município) (432250)	104	0	0	1	1	0	16,34	106
Venâncio Aires (Município) (432260)	92	0	0	44	0	0	19,47	136
Viamão (Município) (432300)	117	0	0	10	0	0	5,04	127
Campo Grande (Município) (500270)	123	0	160	0	1	0	3,33	284
Corumbá (Município) (500320)	232	0	15	1	0	0	22,82	248
Dourados (Município) (500370)	167	0	85	0	0	0	11,84	252
Naviraí (Município) (500570)	41	0	27	0	0	0	13,19	68
Nova Andradina (Município) (500620)	60	0	63	0	0	0	24,17	123
Ponta Porã (Município) (500660)	103	0	56	1	0	0	18,45	160
Sidrolândia (Município) (500790)	33	0	19	0	0	0	10,13	52
Três Lagoas (Município) (500830)	108	0	80	0	0	0	16,55	188
Alta Floresta (Município) (510025)	33	0	22	1	3	0	11,80	59
Barão de Melgaço (Município) (510160)	2	0	0	0	0	0	2,66	2
Barra do Garças (Município) (510180)	6	0	5	0	0	0	1,88	11
Cáceres (Município) (510250)	34	0	4	0	0	0	4,20	38
Chapada dos Guimarães (Município) (510300)	2	0	0	0	0	0	1,07	2
Cuiabá (Município) (510340)	154	0	67	0	0	0	3,81	221
Jangada (Município) (510490)	1	0	0	0	0	0	1,26	1
Lucas do Rio Verde (Município) (510525)	66	0	20	0	0	0	15,01	86
Nossa Senhora do Livramento (Município) (510610)	10	0	2	0	0	0	10,53	12
Nova Brasilândia (Município) (510620)	0	0	0	0	0	0	0,00	0
Planalto da Serra (Município) (510645)	1	0	0	0	0	0	3,78	1
Poconé (Município) (510650)	112	0	29	0	0	0	43,88	141
Primavera do Leste (Município) (510704)	18	0	32	0	0	0	8,71	50
Rondonópolis (Município) (510760)	63	0	16	1	0	0	3,72	80
Rosário Oeste (Município) (510770)	1	0	1	0	0	0	1,17	2
Santo Antônio do Leverger (Município) (510780)	2	0	0	0	0	0	1,04	2
Sinop (Município) (510790)	25	0	30	0	3	0	4,46	58
Sorriso (Município) (510792)	87	0	11	0	1	0	12,33	99
Tangará da Serra (Município) (510795)	112	0	16	0	1	0	13,68	129
Várzea Grande (Município) (510840)	122	0	41	0	0	0	6,07	163
Abadia de Goiás (Município) (520005)	9	0	3	0	0	0	15,20	12
Águas Lindas de Goiás (Município) (520025)	55	0	21	1	0	0	4,12	77
Anápolis (Município) (520110)	229	0	67	1	2	0	8,16	299
Aparecida de Goiânia (Município) (520140)	151	0	510	0	1	0	12,68	662
Aragoiânia (Município) (520180)	10	0	5	0	0	0	15,88	15
Bela Vista de Goiás (Município) (520330)	34	0	48	0	0	0	29,68	82
Bonfinópolis (Município) (520355)	3	0	7	0	0	0	11,50	10
Brazabrantes (Município) (520360)	2	0	2	0	0	0	11,34	4
Caldas Novas (Município) (520450)	19	0	22	0	0	0	5,03	41
Caldazinha (Município) (520455)	4	0	8	0	0	0	33,11	12
Catalão (Município) (520510)	27	0	40	0	0	0	6,79	67
Caturaí (Município) (520520)	4	0	12	0	0	0	32,15	16
Cidade Ocidental (Município) (520549)	10	0	7	1	0	0	2,80	18
Cristalina (Município) (520620)	15	0	6	0	0	0	3,94	21
Formosa (Município) (520800)	72	0	17	0	0	0	7,93	89
Goianápolis (Município) (520840)	83	0	2	0	0	0	77,10	85
