Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Mateus Leme (Município) (314070)	19	0	8	0	0	0	9,69	27
Matozinhos (Município) (314110)	52	0	29	0	0	0	23,86	81
Moeda (Município) (314230)	2	0	0	0	0	0	4,27	2
Montes Claros (Município) (314330)	91	1	98	2	0	3	5,39	195
Muriaé (Município) (314390)	541	0	192	1	1	0	72,94	735
Nova Lima (Município) (314480)	19	0	5	0	0	0	2,96	24
Nova Serrana (Município) (314520)	34	0	21	0	0	0	7,46	55
Ouro Preto (Município) (314610)	52	0	2	0	1	0	7,83	55
Paracatu (Município) (314700)	53	0	31	0	2	0	10,15	86
Pará de Minas (Município) (314710)	35	0	5	0	0	0	4,75	40
Passos (Município) (314790)	111	0	80	3	0	0	18,25	194
Patos de Minas (Município) (314800)	118	0	124	1	0	0	17,52	243
Patrocínio (Município) (314810)	74	0	10	0	2	0	10,43	86
Pedro Leopoldo (Município) (314930)	23	0	1	0	0	0	4,09	24
Pirapora (Município) (315120)	33	0	15	0	0	0	8,99	48
Poços de Caldas (Município) (315180)	53	0	2	0	0	0	3,61	55
Ponte Nova (Município) (315210)	87	0	17	0	0	0	18,12	104
Pouso Alegre (Município) (315250)	39	0	0	0	0	0	2,99	39
Prudente de Morais (Município) (315360)	4	0	2	0	0	0	6,27	6
Raposos (Município) (315390)	2	0	4	0	0	1	4,56	7
Ribeirão das Neves (Município) (315460)	102	1	74	0	1	0	6,01	178
Rio Acima (Município) (315480)	1	0	0	0	0	0	1,10	1
Rio Manso (Município) (315530)	1	0	0	0	0	0	1,90	1
Sabará (Município) (315670)	43	0	53	0	1	0	7,68	97
Santa Bárbara (Município) (315720)	14	0	0	0	0	0	5,02	14
Santa Luzia (Município) (315780)	76	0	38	1	0	5	5,91	120
São Francisco (Município) (316110)	31	0	1	0	0	0	5,94	32
São João del Rei (Município) (316250)	89	0	5	1	0	0	11,25	95
São Joaquim de Bicas (Município) (316292)	6	0	16	0	0	0	8,61	22
São José da Lapa (Município) (316295)	4	0	2	0	0	0	3,03	6
São José da Varginha (Município) (316310)	1	0	0	0	0	0	2,38	1
São Sebastião do Paraíso (Município) (316470)	57	0	3	0	0	0	9,23	60
Sarzedo (Município) (316553)	0	0	2	0	0	0	0,77	2
Sete Lagoas (Município) (316720)	52	0	31	0	0	1	3,92	84
Taquaraçu de Minas (Município) (316830)	1	0	0	0	0	0	2,64	1
Teófilo Otoni (Município) (316860)	39	0	75	0	0	0	8,46	114
Timóteo (Município) (316870)	36	0	28	0	0	0	7,88	64
Três Corações (Município) (316930)	74	0	73	0	0	0	20,20	147
Três Pontas (Município) (316940)	42	0	13	0	0	0	10,21	55
Ubá (Município) (316990)	893	0	82	1	0	0	96,14	976
Uberaba (Município) (317010)	134	0	54	0	0	0	6,35	188
Uberlândia (Município) (317020)	402	0	56	0	0	0	7,58	458
Unaí (Município) (317040)	43	0	9	0	0	0	6,70	52
Varginha (Município) (317070)	28	0	26	1	0	0	4,47	55
Vespasiano (Município) (317120)	26	0	39	0	0	0	6,22	65
Viçosa (Município) (317130)	97	0	22	0	0	0	16,48	119
Aracruz (Município) (320060)	60	0	29	1	0	0	11,00	90
Cachoeiro de Itapemirim (Município) (320120)	251	0	19	3	0	0	14,38	273
Cariacica (Município) (320130)	143	0	120	2	0	0	7,60	265
Colatina (Município) (320150)	157	0	105	3	0	0	23,71	265
Fundão (Município) (320220)	3	0	4	0	0	0	4,11	7
Guarapari (Município) (320240)	563	0	490	0	0	0	100,01	1.053
Linhares (Município) (320320)	128	0	11	0	1	0	9,91	140
São Mateus (Município) (320490)	177	0	28	0	0	0	18,80	205
Serra (Município) (320500)	108	0	123	1	0	1	5,69	233
Viana (Município) (320510)	23	0	58	0	0	0	12,46	81
Vila Velha (Município) (320520)	103	0	255	2	0	2	8,73	362
Vitória (Município) (320530)	113	0	87	0	0	0	6,10	200
Angra dos Reis (Município) (330010)	44	0	26	6	0	0	4,48	76
Araruama (Município) (330020)	17	0	17	0	0	0	3,04	34
Barra do Piraí (Município) (330030)	608	0	26	0	0	0	66,89	634
Barra Mansa (Município) (330040)	46	0	15	9	0	0	3,94	70
Belford Roxo (Município) (330045)	1.685	0	225	9	1	0	40,91	1.920
Cabo Frio (Município) (330070)	29	0	77	0	0	0	5,69	106
Cachoeiras de Macacu (Município) (330080)	56	0	73	0	0	0	23,77	129
Campos dos Goytacazes (Município) (330100)	516	0	669	1	1	0	25,60	1.187
Duque de Caxias (Município) (330170)	339	0	170	13	0	1	6,12	523
Guapimirim (Município) (330185)	19	0	15	1	0	0	6,80	35
Itaboraí (Município) (330190)	491	0	138	4	0	0	29,04	633
Itaguaí (Município) (330200)	20	0	50	1	0	0	6,51	71
Itaperuna (Município) (330220)	347	1	57	14	0	0	43,72	419
Japeri (Município) (330227)	126	0	5	1	0	0	13,82	132
Macaé (Município) (330240)	70	0	274	1	0	0	16,69	345
Magé (Município) (330250)	197	0	70	1	0	0	11,79	268
Maricá (Município) (330270)	33	0	31	1	0	0	5,10	65
Mesquita (Município) (330285)	149	0	10	0	0	0	9,44	159
Nilópolis (Município) (330320)	83	0	23	2	0	0	6,86	108
Niterói (Município) (330330)	130	0	121	11	0	0	5,37	262
Nova Friburgo (Município) (330340)	78	0	3	5	2	0	4,83	88
Nova Iguaçu (Município) (330350)	1.352	0	184	16	0	1	19,50	1.553
Paracambi (Município) (330360)	381	0	16	1	0	0	84,46	398
Petrópolis (Município) (330390)	118	0	7	7	0	0	4,46	132
Queimados (Município) (330414)	484	0	78	2	1	0	40,95	565
Resende (Município) (330420)	33	0	1	0	0	0	2,84	34
Rio Bonito (Município) (330430)	128	0	194	0	0	0	57,96	322
Rio das Ostras (Município) (330452)	16	0	64	0	0	0	7,57	80
Rio de Janeiro (Município) (330455)	916	0	357	68	13	6	2,15	1.360
São Gonçalo (Município) (330490)	1.052	0	564	23	0	0	16,39	1.639
São João de Meriti (Município) (330510)	489	0	50	1	0	0	11,77	540
São Pedro da Aldeia (Município) (330520)	11	0	10	0	0	0	2,39	21
Saquarema (Município) (330550)	17	0	5	0	0	0	2,96	22
Seropédica (Município) (330555)	60	0	1	1	0	0	7,93	62
Tanguá (Município) (330575)	39	0	166	0	0	0	66,71	205
Teresópolis (Município) (330580)	58	0	3	1	0	0	3,79	62
Três Rios (Município) (330600)	135	0	1	1	0	0	17,69	137
Valença (Município) (330610)	245	0	68	3	0	0	43,98	316
Volta Redonda (Município) (330630)	51	0	37	7	0	0	3,68	95
Americana (Município) (350160)	49	0	10	2	0	0	2,90	61
Amparo (Município) (350190)	24	0	1	0	0	0	3,80	25
Andradina (Município) (350210)	206	0	67	0	0	0	49,34	273
Araçatuba (Município) (350280)	87	0	56	0	1	0	7,93	144
Araraquara (Município) (350320)	41	0	17	1	0	0	2,83	59
Araras (Município) (350330)	35	0	8	0	0	0	3,62	43
Artur Nogueira (Município) (350380)	5	0	0	0	0	0	1,13	5
Arujá (Município) (350390)	12	0	3	5	0	0	2,67	20
Assis (Município) (350400)	162	0	7	0	0	0	17,76	169
Atibaia (Município) (350410)	20	0	1	1	0	0	1,74	22
Avaré (Município) (350450)	182	0	0	0	0	0	21,95	182
Barretos (Município) (350550)	81	0	48	1	0	0	11,60	130
Barueri (Município) (350570)	314	0	40	12	0	1	15,24	367
Batatais (Município) (350590)	172	0	8	0	0	0	31,87	180
Bauru (Município) (350600)	67	0	16	1	0	0	2,44	84
Bebedouro (Município) (350610)	32	0	2	2	0	0	4,80	36
Bertioga (Município) (350635)	42	0	60	0	0	0	21,41	102
Birigui (Município) (350650)	37	0	34	0	0	0	6,53	71
Biritiba-Mirim (Município) (350660)	13	0	0	1	0	0	4,90	14
Boituva (Município) (350700)	26	0	0	0	0	0	5,38	26
Botucatu (Município) (350750)	25	0	12	1	0	0	2,98	38
Bragança Paulista (Município) (350760)	18	0	1	2	2	0	1,57	23
Caçapava (Município) (350850)	37	0	7	1	0	0	5,31	45
Caieiras (Município) (350900)	10	0	1	1	0	0	1,39	12
Cajamar (Município) (350920)	8	0	0	0	0	0	1,25	8
Campinas (Município) (350950)	183	0	99	8	3	0	2,71	293
Campo Limpo Paulista (Município) (350960)	9	0	0	3	0	0	1,62	12
Campos do Jordão (Município) (350970)	30	0	2	0	0	0	6,70	32
Capivari (Município) (351040)	34	0	6	1	0	0	8,44	41
Caraguatatuba (Município) (351050)	64	0	45	1	0	0	10,91	110
Carapicuíba (Município) (351060)	254	0	16	5	0	3	7,52	278
Catanduva (Município) (351110)	69	0	44	0	0	0	10,02	113
Cosmópolis (Município) (351280)	47	0	8	0	0	0	9,35	55
Cotia (Município) (351300)	68	0	4	3	0	0	3,73	75
Cruzeiro (Município) (351340)	68	0	7	1	0	0	9,87	76
Cubatão (Município) (351350)	44	0	181	4	0	0	19,29	229
Diadema (Município) (351380)	266	0	25	26	0	2	8,26	319
Embu das Artes (Município) (351500)	58	0	6	4	2	2	3,00	72
Embu-Guaçu (Município) (351510)	21	0	0	0	0	0	3,35	21
Fernandópolis (Município) (351550)	57	0	38	0	1	0	14,84	96
Ferraz de Vasconcelos (Município) (351570)	80	0	5	5	0	1	5,41	91
Franca (Município) (351620)	54	0	0	0	2	1	1,79	57
Francisco Morato (Município) (351630)	47	0	3	1	0	0	3,30	51
Franco da Rocha (Município) (351640)	45	0	1	5	1	0	3,95	52
Guararema (Município) (351830)	13	0	3	1	0	0	6,58	17
Guaratinguetá (Município) (351840)	92	0	1	0	0	0	8,30	93
Guarujá (Município) (351870)	58	0	383	2	0	0	15,24	443
Guarulhos (Município) (351880)	336	0	57	43	3	1	3,60	440
Hortolândia (Município) (351907)	18	0	29	0	0	4	2,65	51
Ibitinga (Município) (351960)	22	0	3	0	0	0	4,70	25
Ibiúna (Município) (351970)	4	0	0	2	0	0	0,84	6
Indaiatuba (Município) (352050)	84	0	1	0	0	0	4,22	85
Itanhaém (Município) (352210)	7	0	7	7	0	0	2,41	21
Itapecerica da Serra (Município) (352220)	95	0	0	6	1	0	6,68	102
Itapetininga (Município) (352230)	23	0	0	1	0	0	1,66	24
Itapeva (Município) (352240)	253	0	1	0	0	0	28,94	254
Itapevi (Município) (352250)	96	0	1	6	0	0	5,13	103
Itapira (Município) (352260)	57	0	16	0	0	0	10,65	73
Itaquaquecetuba (Município) (352310)	79	0	8	13	0	2	3,17	102
Itararé (Município) (352320)	210	0	1	0	0	0	44,02	211
Itatiba (Município) (352340)	14	0	1	1	0	0	1,58	16
Itu (Município) (352390)	21	0	0	0	0	0	1,36	21
Itupeva (Município) (352400)	1	0	1	0	0	0	0,45	2
Jaboticabal (Município) (352430)	43	0	72	0	0	0	16,05	115
Jacareí (Município) (352440)	53	0	6	1	1	0	2,89	61
Jaguariúna (Município) (352470)	36	0	15	1	0	0	11,74	52
Jandira (Município) (352500)	53	0	5	2	0	0	5,54	60
Jaú (Município) (352530)	150	0	4	0	0	0	11,75	154
Jundiaí (Município) (352590)	86	0	6	0	1	0	2,51	93
Juquitiba (Município) (352620)	6	0	0	0	1	0	2,44	7
Leme (Município) (352670)	158	0	12	0	0	0	18,53	170
Lençóis Paulista (Município) (352680)	66	0	2	0	0	0	11,07	68
Limeira (Município) (352690)	145	0	15	1	0	0	5,83	161
Lins (Município) (352710)	19	0	3	0	1	0	3,22	23
Lorena (Município) (352720)	51	0	1	0	0	0	6,30	52
Mairiporã (Município) (352850)	6	0	4	2	0	0	1,48	12
Marília (Município) (352900)	64	0	22	0	1	0	4,01	87
Matão (Município) (352930)	117	0	42	0	0	0	20,71	159
Mauá (Município) (352940)	114	0	11	16	3	1	3,48	145
Mirassol (Município) (353030)	87	0	186	0	0	0	50,75	273
Mococa (Município) (353050)	109	0	3	0	2	0	17,20	114
Mogi das Cruzes (Município) (353060)	244	0	5	18	0	0	6,89	267
Mogi Guaçu (Município) (353070)	124	0	30	1	0	0	11,29	155
Mogi Mirim (Município) (353080)	24	0	8	0	0	0	3,70	32
Mongaguá (Município) (353110)	15	0	9	0	0	0	5,18	24
Monte Alto (Município) (353130)	72	0	17	0	0	0	19,08	89
Monte Mor (Município) (353180)	14	0	2	0	0	0	3,27	16
Nova Odessa (Município) (353340)	1	0	6	0	0	0	1,37	7
Olímpia (Município) (353390)	48	0	11	0	0	0	11,79	59
Osasco (Município) (353440)	174	0	15	7	2	2	3,00	200
Ourinhos (Município) (353470)	35	0	4	0	0	0	3,79	39
Paulínia (Município) (353650)	28	0	4	3	1	0	4,38	36
Penápolis (Município) (353730)	87	0	31	0	0	0	20,17	118
Peruíbe (Município) (353760)	31	0	49	4	0	0	14,05	84
Piedade (Município) (353780)	65	0	0	0	0	0	12,47	65
Pindamonhangaba (Município) (353800)	46	0	2	0	0	0	3,27	48
Piracicaba (Município) (353870)	218	0	28	2	0	0	6,80	248
Pirapora do Bom Jesus (Município) (353910)	5	0	0	0	0	0	3,18	5
Pirassununga (Município) (353930)	49	0	8	0	0	0	8,13	57
Poá (Município) (353980)	37	0	2	6	0	0	4,24	45
Porto Feliz (Município) (354060)	106	0	1	0	0	0	21,88	107
Porto Ferreira (Município) (354070)	75	0	7	0	0	0	15,95	82
Praia Grande (Município) (354100)	14	0	168	3	0	1	7,10	186
Presidente Prudente (Município) (354140)	118	0	36	0	2	0	7,51	156
Registro (Município) (354260)	10	0	13	1	0	0	4,42	24
Ribeirão Pires (Município) (354330)	25	0	1	3	0	0	2,56	29
Ribeirão Preto (Município) (354340)	220	0	224	1	0	0	7,36	445
Rio Claro (Município) (354390)	32	0	2	1	0	0	1,88	35
Rio Grande da Serra (Município) (354410)	9	0	0	0	0	0	2,05	9
Salesópolis (Município) (354500)	5	0	0	0	0	0	3,20	5
Salto (Município) (354520)	39	0	2	2	0	0	4,08	43
Santa Bárbara d'Oeste (Município) (354580)	38	0	29	0	1	0	3,78	68
Santa Isabel (Município) (354680)	46	0	4	7	0	0	11,30	57
Santana de Parnaíba (Município) (354730)	20	0	3	0	0	0	2,11	23
Santo André (Município) (354780)	211	0	6	13	3	1	3,46	234
Santos (Município) (354850)	41	0	578	10	1	2	15,07	632
São Bernardo do Campo (Município) (354870)	40	0	13	17	1	0	0,93	71
São Caetano do Sul (Município) (354880)	56	0	7	4	0	0	4,49	67
São Carlos (Município) (354890)	47	0	5	0	0	0	2,34	52
São João da Boa Vista (Município) (354910)	61	0	2	0	2	0	7,77	65
São Joaquim da Barra (Município) (354940)	51	0	9	0	0	0	12,90	60
São José do Rio Pardo (Município) (354970)	84	0	3	0	0	0	16,76	87
São José do Rio Preto (Município) (354980)	157	0	328	0	7	0	12,05	492
São José dos Campos (Município) (354990)	178	0	35	6	6	0	3,57	225
São Lourenço da Serra (Município) (354995)	3	0	0	0	0	0	2,15	3
São Paulo (Município) (355030)	4.254	0	326	240	36	24	4,34	4.880
São Roque (Município) (355060)	7	0	0	2	0	0	1,14	9
São Sebastião (Município) (355070)	34	0	14	0	0	0	6,49	48
São Vicente (Município) (355100)	104	0	587	22	1	1	21,51	715
Sertãozinho (Município) (355170)	55	0	3	1	1	1	5,54	61
Sorocaba (Município) (355220)	221	0	6	6	0	0	3,97	233
Sumaré (Município) (355240)	37	1	22	1	0	0	2,53	61
Suzano (Município) (355250)	17	0	2	5	1	1	0,99	26
Taboão da Serra (Município) (355280)	80	0	8	2	0	1	3,72	91
Taquaritinga (Município) (355370)	222	0	25	0	1	0	45,94	248
Tatuí (Município) (355400)	66	0	0	0	0	0	6,15	66
Taubaté (Município) (355410)	7	0	13	1	0	0	0,75	21
Tupã (Município) (355500)	266	0	86	0	0	0	55,45	352
Ubatuba (Município) (355540)	14	0	5	0	0	0	2,41	19
Valinhos (Município) (355620)	34	0	1	0	0	0	3,28	35
Vargem Grande Paulista (Município) (355645)	7	0	0	1	0	0	1,86	8
Várzea Paulista (Município) (355650)	19	0	3	0	0	0	2,05	22
Vinhedo (Município) (355670)	31	0	1	2	0	0	5,34	34
Votorantim (Município) (355700)	7	0	1	0	0	0	0,74	8
Votuporanga (Município) (355710)	100	0	20	0	2	0	14,41	122
Adrianópolis (Município) (410020)	2	0	0	0	0	0	3,14	2
Agudos do Sul (Município) (410030)	6	0	0	0	0	0	7,26	6
Almirante Tamandaré (Município) (410040)	235	0	0	3	0	0	23,06	238
Apucarana (Município) (410140)	299	0	1	2	0	0	24,98	302
Arapongas (Município) (410150)	125	0	1	0	1	0	12,19	127
Araucária (Município) (410180)	65	0	1	12	0	0	6,55	78
Balsa Nova (Município) (410230)	4	0	0	0	0	0	3,54	4
Bocaiúva do Sul (Município) (410310)	8	0	0	1	0	0	8,19	9
Cambé (Município) (410370)	138	0	29	0	0	0	17,26	167
Campina Grande do Sul (Município) (410400)	56	0	0	7	0	0	16,25	63
Campo Largo (Município) (410420)	195	0	0	1	1	0	17,53	197
Campo Magro (Município) (410425)	12	0	0	3	0	0	6,04	15
Campo Mourão (Município) (410430)	78	0	10	0	0	0	10,09	88
Cascavel (Município) (410480)	113	0	4	0	2	0	4,16	119
Castro (Município) (410490)	105	0	0	1	0	0	15,80	106
Cerro Azul (Município) (410520)	64	0	0	0	0	0	37,78	64
Cianorte (Município) (410550)	101	0	18	0	0	0	17,01	119
Colombo (Município) (410580)	229	0	1	9	0	0	11,22	239
Contenda (Município) (410620)	14	0	0	0	0	0	8,81	14
Curitiba (Município) (410690)	808	0	1	56	1	0	4,94	866
Fazenda Rio Grande (Município) (410765)	16	0	0	2	0	0	2,20	18
Foz do Iguaçu (Município) (410830)	106	0	145	0	2	0	9,88	253
Francisco Beltrão (Município) (410840)	121	0	8	0	0	0	16,34	129
Guarapuava (Município) (410940)	429	0	1	0	0	0	25,70	430
Ibiporã (Município) (410980)	307	0	26	0	0	0	69,09	333
Irati (Município) (411070)	56	0	0	0	0	0	9,96	56
Itaperuçu (Município) (411125)	47	0	0	1	0	0	20,09	48
Lapa (Município) (411320)	38	0	0	0	0	0	8,46	38
Londrina (Município) (411370)	187	0	126	7	1	0	6,34	321
Mandirituba (Município) (411430)	57	0	0	0	0	0	25,65	57
Marechal Cândido Rondon (Município) (411460)	185	0	20	0	0	0	43,79	205
Maringá (Município) (411520)	210	0	249	0	0	0	12,85	459
Palmas (Município) (411760)	209	0	0	0	0	0	48,73	209
Paranaguá (Município) (411820)	271	0	1	4	0	0	19,65	276
Paranavaí (Município) (411840)	8	0	16	0	1	0	3,06	25
Pato Branco (Município) (411850)	288	0	0	0	1	0	39,93	289
Pinhais (Município) (411915)	228	0	0	6	0	0	20,00	234
Piraquara (Município) (411950)	992	0	0	3	0	0	106,75	995
Ponta Grossa (Município) (411990)	522	0	0	1	0	0	16,78	523
Prudentópolis (Município) (412060)	244	0	0	1	0	0	50,21	245
Quatro Barras (Município) (412080)	20	0	0	2	0	0	11,08	22
Quitandinha (Município) (412120)	137	0	0	0	0	0	80,17	137
Rio Branco do Sul (Município) (412220)	149	0	0	1	0	0	48,94	150
Rolândia (Município) (412240)	20	0	18	0	0	0	6,57	38
São José dos Pinhais (Município) (412550)	241	0	1	22	1	0	10,03	265
Sarandi (Município) (412625)	343	0	84	0	0	0	51,54	427
Telêmaco Borba (Município) (412710)	315	0	0	0	0	0	45,08	315
Tijucas do Sul (Município) (412760)	88	0	0	0	0	0	60,54	88
Toledo (Município) (412770)	63	0	4	0	0	0	5,62	67
Tunas do Paraná (Município) (412788)	4	0	0	0	0	0	6,39	4
Umuarama (Município) (412810)	254	0	38	0	0	0	29,00	292
União da Vitória (Município) (412820)	90	0	1	1	0	1	17,64	93
Doutor Ulysses (Município) (412863)	9	0	0	0	0	0	15,72	9
Águas Mornas (Município) (420060)	3	0	0	2	0	0	9,01	5
Alfredo Wagner (Município) (420070)	10	0	0	0	0	0	10,63	10
Angelina (Município) (420090)	1	0	0	1	0	0	3,81	2
Anitápolis (Município) (420110)	12	0	0	8	0	0	62,23	20
Antônio Carlos (Município) (420120)	2	0	1	3	0	0	8,05	6
Araranguá (Município) (420140)	120	0	0	1	0	0	19,74	121
Balneário Camboriú (Município) (420200)	48	0	2	1	0	0	4,72	51
Biguaçu (Município) (420230)	14	0	0	8	0	0	3,78	22
Blumenau (Município) (420240)	277	0	2	8	1	0	9,32	288
Brusque (Município) (420290)	37	0	0	3	0	0	3,79	40
Caçador (Município) (420300)	201	0	1	0	0	0	28,55	202
Camboriú (Município) (420320)	45	0	0	0	0	0	7,22	45
Canelinha (Município) (420370)	26	0	0	0	0	0	24,52	26
Canoinhas (Município) (420380)	50	0	0	0	0	0	9,48	50
Chapecó (Município) (420420)	111	0	2	1	1	0	6,27	115
Concórdia (Município) (420430)	103	0	0	1	2	0	15,45	106
Criciúma (Município) (420460)	113	0	0	2	0	0	5,98	115
Florianópolis (Município) (420540)	94	0	3	13	0	0	2,61	110
Garopaba (Município) (420570)	9	0	0	2	0	0	6,06	11
Gaspar (Município) (420590)	44	0	0	2	0	0	7,93	46
Governador Celso Ramos (Município) (420600)	8	0	0	0	0	0	6,15	8
Içara (Município) (420700)	48	0	0	0	0	0	8,16	48
Indaial (Município) (420750)	193	0	0	0	0	0	35,18	193
Itajaí (Município) (420820)	157	0	4	0	0	0	8,78	161
Itapema (Município) (420830)	13	0	0	2	0	0	3,28	15
Jaraguá do Sul (Município) (420890)	76	0	2	28	0	0	7,41	106
Joinville (Município) (420910)	189	0	0	23	1	0	4,13	213
Lages (Município) (420930)	198	0	0	0	0	0	12,63	198
Leoberto Leal (Município) (420980)	3	0	0	0	0	0	8,92	3
Mafra (Município) (421010)	25	0	0	0	0	0	4,72	25
Major Gercino (Município) (421020)	2	0	0	1	0	0	9,15	3
Navegantes (Município) (421130)	129	0	0	0	0	0	21,30	129
Nova Trento (Município) (421150)	20	0	0	0	0	0	16,41	20
Palhoça (Município) (421190)	46	0	0	13	0	0	4,30	59
Paulo Lopes (Município) (421230)	2	0	0	0	0	0	2,99	2
Rancho Queimado (Município) (421430)	2	0	0	0	0	0	7,28	2
Rio do Sul (Município) (421480)	12	0	0	0	0	0	1,96	12
Santo Amaro da Imperatriz (Município) (421570)	31	0	1	5	0	0	18,67	37
São Bento do Sul (Município) (421580)	74	0	1	3	0	0	10,43	78
São Bonifácio (Município) (421590)	0	0	0	1	0	0	3,32	1
São Francisco do Sul (Município) (421620)	48	0	0	0	0	0	11,29	48
São João Batista (Município) (421630)	34	0	0	2	0	0	13,71	36
São José (Município) (421660)	58	0	0	18	0	0	3,62	76
São Pedro de Alcântara (Município) (421725)	3	0	0	2	0	0	10,63	5
Tijucas (Município) (421800)	9	0	0	2	0	0	3,55	11
Tubarão (Município) (421870)	105	0	2	8	3	0	12,14	118
Videira (Município) (421930)	129	0	0	0	0	0	27,34	129
Xanxerê (Município) (421950)	28	0	0	2	0	0	6,80	30
Alegrete (Município) (430040)	137	0	0	1	0	0	17,77	138
Alvorada (Município) (430060)	225	0	0	8	0	0	11,91	233
Araricá (Município) (430087)	6	0	0	0	0	0	12,34	6
Arroio dos Ratos (Município) (430110)	44	0	0	0	0	0	32,34	44
Bagé (Município) (430160)	249	0	0	0	0	0	21,32	249
Bento Gonçalves (Município) (430210)	103	0	0	0	0	0	9,60	103
Cachoeira do Sul (Município) (430300)	102	0	0	1	0	0	12,29	103
Cachoeirinha (Município) (430310)	107	0	0	3	0	0	9,30	110
Camaquã (Município) (430350)	77	0	0	7	0	0	13,38	84
Campo Bom (Município) (430390)	48	0	0	3	1	0	8,66	52
Canguçu (Município) (430450)	219	0	1	0	0	0	41,31	220
Canoas (Município) (430460)	127	0	0	4	0	0	4,05	131
Capão da Canoa (Município) (430463)	19	0	0	0	0	0	4,52	19
Capela de Santana (Município) (430468)	6	0	0	0	0	0	5,17	6
Carazinho (Município) (430470)	59	0	0	0	0	0	9,95	59
Caxias do Sul (Município) (430510)	71	0	2	5	0	0	1,79	78
Charqueadas (Município) (430535)	13	0	0	0	0	0	3,68	13
Cruz Alta (Município) (430610)	234	0	2	0	0	0	37,57	236
Dois Irmãos (Município) (430640)	42	0	1	5	0	0	17,41	48
Eldorado do Sul (Município) (430676)	13	0	0	0	0	0	3,79	13
Erechim (Município) (430700)	262	0	1	0	0	0	27,37	263
Estância Velha (Município) (430760)	49	0	0	9	0	0	13,62	58
Esteio (Município) (430770)	91	0	0	2	0	0	11,52	93
Farroupilha (Município) (430790)	146	0	0	0	0	0	22,94	146
Glorinha (Município) (430905)	1	0	0	0	0	0	1,45	1
Gravataí (Município) (430920)	94	0	1	10	0	0	4,11	105
Guaíba (Município) (430930)	59	0	0	1	0	0	6,30	60
Ijuí (Município) (431020)	124	0	118	2	1	0	31,05	245
Ivoti (Município) (431080)	23	0	3	4	0	0	15,10	30
Lajeado (Município) (431140)	56	0	0	2	0	0	8,12	58
Montenegro (Município) (431240)	16	0	0	3	0	0	3,20	19
Nova Hartz (Município) (431306)	6	0	0	0	0	0	3,27	6
Nova Santa Rita (Município) (431337)	2	0	0	0	0	0	0,88	2
Novo Hamburgo (Município) (431340)	136	0	0	9	0	0	6,07	145
Parobé (Município) (431405)	149	0	0	1	0	0	29,13	150
Passo Fundo (Município) (431410)	146	1	1	4	0	0	8,22	152
Pelotas (Município) (431440)	120	0	0	14	0	0	4,08	134
Portão (Município) (431480)	21	0	0	0	0	0	6,79	21
Porto Alegre (Município) (431490)	1.264	0	9	29	1	0	9,25	1.303
Rio Grande (Município) (431560)	147	0	0	4	0	0	7,66	151
Santa Cruz do Sul (Município) (431680)	214	0	0	25	0	0	20,19	239
Santa Maria (Município) (431690)	119	0	1	1	0	0	4,64	121
Sant'Ana do Livramento (Município) (431710)	149	0	0	1	0	0	18,19	150
Santa Rosa (Município) (431720)	356	0	11	3	0	0	53,95	370
Santo Ângelo (Município) (431750)	339	0	2	1	0	0	44,84	342
Santo Antônio da Patrulha (Município) (431760)	8	0	0	1	0	0	2,27	9
São Borja (Município) (431800)	188	0	0	0	0	0	30,48	188
São Gabriel (Município) (431830)	14	0	0	0	0	0	2,32	14
São Jerônimo (Município) (431840)	24	0	0	0	0	0	10,84	24
São Leopoldo (Município) (431870)	136	1	1	0	0	0	6,45	138
Sapiranga (Município) (431990)	41	0	0	0	0	0	5,47	41
Sapucaia do Sul (Município) (432000)	87	0	0	1	0	0	6,72	88
Taquara (Município) (432120)	20	0	0	0	0	0	3,66	20
Tramandaí (Município) (432160)	17	0	0	0	1	0	4,33	18
Triunfo (Município) (432200)	79	0	0	5	0	0	32,57	84
Uruguaiana (Município) (432240)	174	0	0	0	0	0	13,87	174
Vacaria (Município) (432250)	269	0	0	0	0	0	43,85	269
Venâncio Aires (Município) (432260)	117	0	0	49	0	0	25,17	166
Viamão (Município) (432300)	145	0	0	8	0	0	6,39	153
Campo Grande (Município) (500270)	281	1	891	1	1	0	14,93	1.175
Corumbá (Município) (500320)	320	0	96	0	0	0	40,11	416
Dourados (Município) (500370)	508	0	329	0	2	1	42,85	840
Naviraí (Município) (500570)	149	0	48	0	0	0	42,43	197
Nova Andradina (Município) (500620)	107	0	125	0	0	0	50,89	232
Ponta Porã (Município) (500660)	187	0	66	0	0	0	32,49	253
Sidrolândia (Município) (500790)	143	0	16	0	0	0	37,74	159
Três Lagoas (Município) (500830)	157	0	128	0	2	0	28,20	287
Alta Floresta (Município) (510025)	34	0	11	0	0	0	9,15	45
Barão de Melgaço (Município) (510160)	2	0	2	0	0	0	5,27	4
