Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Teófilo Otoni (Município) (316860)	7	0	5	0	2	0	1,00	14
Timóteo (Município) (316870)	22	0	10	0	0	0	3,56	32
Três Corações (Município) (316930)	23	0	9	0	0	0	4,03	32
Três Pontas (Município) (316940)	29	0	24	0	0	0	9,34	53
Ubá (Município) (316990)	299	0	36	4	0	0	29,34	339
Uberaba (Município) (317010)	162	0	105	1	0	1	8,06	269
Uberlândia (Município) (317020)	199	0	1.108	2	0	1	18,95	1.310
Unaí (Município) (317040)	10	0	49	0	0	0	6,99	59
Varginha (Município) (317070)	16	0	3	1	0	0	1,48	20
Vespasiano (Município) (317120)	36	0	81	0	0	0	9,17	117
Viçosa (Município) (317130)	21	0	6	0	0	0	3,42	27
Aracruz (Município) (320060)	32	0	77	0	0	0	10,77	109
Cachoeiro de Itapemirim (Município) (320120)	213	0	138	3	1	0	16,99	355
Cariacica (Município) (320130)	109	0	55	1	0	2	4,38	167
Colatina (Município) (320150)	86	0	42	0	0	0	10,45	128
Fundão (Município) (320220)	3	0	4	0	0	0	3,25	7
Guarapari (Município) (320240)	89	0	47	0	0	0	10,89	136
Linhares (Município) (320320)	85	0	70	1	0	0	8,99	156
São Mateus (Município) (320490)	123	0	101	0	0	0	17,15	224
Serra (Município) (320500)	102	0	125	2	0	0	4,43	229
Viana (Município) (320510)	15	0	4	0	0	0	2,43	19
Vila Velha (Município) (320520)	156	0	99	5	0	0	5,26	260
Vitória (Município) (320530)	141	0	89	2	0	0	6,41	232
Angra dos Reis (Município) (330010)	34	0	9	3	0	0	2,26	46
Araruama (Município) (330020)	2	0	0	0	0	0	0,15	2
Barra do Piraí (Município) (330030)	101	0	13	0	0	0	11,36	114
Barra Mansa (Município) (330040)	47	0	21	4	0	2	4,01	74
Belford Roxo (Município) (330045)	800	0	9	2	0	1	15,89	812
Cabo Frio (Município) (330070)	23	0	3	0	0	0	1,15	26
Cachoeiras de Macacu (Município) (330080)	22	0	0	0	0	0	3,73	22
Campos dos Goytacazes (Município) (330100)	116	0	20	0	0	0	2,68	136
Duque de Caxias (Município) (330170)	164	0	8	6	0	0	1,94	178
Guapimirim (Município) (330185)	15	0	0	0	0	0	2,48	15
Itaboraí (Município) (330190)	39	0	6	4	0	0	2,04	49
Itaguaí (Município) (330200)	9	0	1	1	0	0	0,83	11
Itaperuna (Município) (330220)	43	0	3	2	0	0	4,65	48
Japeri (Município) (330227)	11	0	1	0	0	0	1,15	12
Macaé (Município) (330240)	65	0	2	0	0	0	2,61	67
Magé (Município) (330250)	24	0	2	0	0	0	1,06	26
Maricá (Município) (330270)	42	0	0	2	0	0	2,73	44
Mesquita (Município) (330285)	36	0	0	0	0	0	2,04	36
Nilópolis (Município) (330320)	18	0	2	0	0	0	1,23	20
Niterói (Município) (330330)	77	0	4	4	0	0	1,66	85
Nova Friburgo (Município) (330340)	33	0	2	0	0	0	1,84	35
Nova Iguaçu (Município) (330350)	245	0	8	9	0	0	3,19	262
Paracambi (Município) (330360)	9	0	1	0	0	0	1,91	10
Petrópolis (Município) (330390)	22	0	2	10	0	0	1,11	34
Queimados (Município) (330414)	35	0	2	1	0	0	2,53	38
Resende (Município) (330420)	47	0	8	1	1	0	4,34	57
Rio Bonito (Município) (330430)	108	0	5	0	0	0	18,77	113
Rio das Ostras (Município) (330452)	27	0	2	0	0	0	1,92	29
Rio de Janeiro (Município) (330455)	426	0	48	50	9	0	0,79	533
São Gonçalo (Município) (330490)	98	0	10	8	1	2	1,10	119
São João de Meriti (Município) (330510)	106	0	3	2	0	0	2,35	111
São Pedro da Aldeia (Município) (330520)	2	0	0	1	0	0	0,29	3
Saquarema (Município) (330550)	8	0	1	1	0	0	1,12	10
Seropédica (Município) (330555)	9	0	4	0	0	0	1,58	13
Tanguá (Município) (330575)	27	0	1	0	0	0	8,16	28
Teresópolis (Município) (330580)	35	0	0	0	0	0	1,92	35
Três Rios (Município) (330600)	16	0	4	3	1	0	2,93	24
Valença (Município) (330610)	24	0	6	0	0	0	3,92	30
Volta Redonda (Município) (330630)	65	0	51	8	0	1	4,58	125
Americana (Município) (350160)	16	0	79	1	0	0	4,01	96
Amparo (Município) (350190)	16	0	11	1	0	0	3,88	28
Andradina (Município) (350210)	56	0	11	0	1	0	11,90	68
Araçatuba (Município) (350280)	31	0	50	0	0	0	4,11	81
Araraquara (Município) (350320)	44	0	231	0	0	0	11,65	275
Araras (Município) (350330)	27	0	8	1	0	0	2,68	36
Artur Nogueira (Município) (350380)	8	0	1	0	0	0	1,65	9
Arujá (Município) (350390)	8	0	2	0	0	0	1,11	10
Assis (Município) (350400)	45	0	47	1	0	0	8,91	93
Atibaia (Município) (350410)	21	0	12	1	0	0	2,38	34
Avaré (Município) (350450)	96	0	1	0	0	0	10,70	97
Barretos (Município) (350550)	21	0	222	0	0	0	19,90	243
Barueri (Município) (350570)	117	0	43	8	0	0	6,13	168
Batatais (Município) (350590)	65	0	21	0	1	0	13,92	87
Bauru (Município) (350600)	50	0	259	0	1	0	8,23	310
Bebedouro (Município) (350610)	7	0	11	0	0	0	2,32	18
Bertioga (Município) (350635)	34	0	3	5	0	0	6,64	42
Birigui (Município) (350650)	33	0	58	1	0	0	7,44	92
Biritiba-Mirim (Município) (350660)	4	1	3	0	0	0	2,45	8
Boituva (Município) (350700)	11	0	1	0	0	0	1,97	12
Botucatu (Município) (350750)	31	0	9	4	0	0	3,00	44
Bragança Paulista (Município) (350760)	14	0	2	0	1	0	1,01	17
Caçapava (Município) (350850)	11	0	11	0	0	0	2,33	22
Caieiras (Município) (350900)	6	0	0	0	0	0	0,59	6
Cajamar (Município) (350920)	7	0	1	0	0	0	1,04	8
Campinas (Município) (350950)	129	0	238	13	2	0	3,17	382
Campo Limpo Paulista (Município) (350960)	17	0	5	1	0	0	2,72	23
Campos do Jordão (Município) (350970)	6	0	0	1	0	0	1,34	7
Capivari (Município) (351040)	6	0	9	0	0	0	2,69	15
Caraguatatuba (Município) (351050)	41	0	195	1	0	0	19,50	237
Carapicuíba (Município) (351060)	123	0	71	7	0	1	5,04	202
Catanduva (Município) (351110)	19	0	79	0	0	0	8,04	98
Cosmópolis (Município) (351280)	8	0	1	0	0	0	1,25	9
Cotia (Município) (351300)	39	1	2	0	0	0	1,69	42
Cruzeiro (Município) (351340)	22	0	31	3	0	0	6,81	56
Cubatão (Município) (351350)	21	0	2	7	0	0	2,30	30
Diadema (Município) (351380)	256	0	32	10	0	1	7,05	299
Embu das Artes (Município) (351500)	70	0	4	6	0	0	2,92	80
Embu-Guaçu (Município) (351510)	22	0	1	1	0	0	3,46	24
Fernandópolis (Município) (351550)	25	0	81	1	0	0	15,48	107
Ferraz de Vasconcelos (Município) (351570)	33	0	5	1	0	0	2,01	39
Franca (Município) (351620)	42	0	51	0	0	0	2,63	93
Francisco Morato (Município) (351630)	34	1	44	3	0	1	4,72	83
Franco da Rocha (Município) (351640)	9	0	0	3	0	0	0,78	12
Guararema (Município) (351830)	25	0	0	0	0	0	8,39	25
Guaratinguetá (Município) (351840)	27	0	5	4	0	0	2,96	36
Guarujá (Município) (351870)	24	0	10	11	1	0	1,44	46
Guarulhos (Município) (351880)	248	0	46	26	1	1	2,33	322
Hortolândia (Município) (351907)	27	0	36	1	0	0	2,77	64
Ibitinga (Município) (351960)	2	0	12	0	0	0	2,33	14
Ibiúna (Município) (351970)	2	0	2	4	0	0	1,01	8
Indaiatuba (Município) (352050)	35	0	11	0	0	0	1,83	46
Itanhaém (Município) (352210)	8	0	14	1	0	0	2,26	23
Itapecerica da Serra (Município) (352220)	99	0	1	3	0	1	5,92	104
Itapetininga (Município) (352230)	6	0	6	1	0	0	0,79	13
Itapeva (Município) (352240)	38	0	2	1	0	0	4,35	41
Itapevi (Município) (352250)	50	0	7	4	0	0	2,57	61
Itapira (Município) (352260)	37	0	7	0	0	0	5,88	44
Itaquaquecetuba (Município) (352310)	64	0	3	3	0	1	1,91	71
Itararé (Município) (352320)	63	0	1	0	0	0	12,67	64
Itatiba (Município) (352340)	8	0	3	0	0	0	0,91	11
Itu (Município) (352390)	13	0	2	2	0	0	0,98	17
Itupeva (Município) (352400)	7	0	11	0	0	0	2,94	18
Jaboticabal (Município) (352430)	15	0	45	0	0	0	7,77	60
Jacareí (Município) (352440)	11	0	2	3	0	1	0,73	17
Jaguariúna (Município) (352470)	9	0	2	0	0	0	1,91	11
Jandira (Município) (352500)	21	0	0	0	0	0	1,68	21
Jaú (Município) (352530)	81	0	25	0	0	0	7,05	106
Jundiaí (Município) (352590)	103	0	31	4	0	1	3,32	139
Juquitiba (Município) (352620)	9	0	0	0	0	0	2,86	9
Leme (Município) (352670)	56	0	93	0	0	0	14,41	149
Lençóis Paulista (Município) (352680)	58	0	3	0	1	0	9,06	62
Limeira (Município) (352690)	93	0	34	3	0	0	4,25	130
Lins (Município) (352710)	17	0	2	0	0	0	2,44	19
Lorena (Município) (352720)	24	0	29	1	1	0	6,20	55
Mairiporã (Município) (352850)	39	0	7	0	1	0	4,69	47
Marília (Município) (352900)	29	0	71	0	0	0	4,19	100
Matão (Município) (352930)	52	0	98	0	0	0	18,04	150
Mauá (Município) (352940)	42	0	1	4	1	1	1,04	49
Mirassol (Município) (353030)	58	0	70	0	0	0	21,40	128
Mococa (Município) (353050)	39	0	21	0	0	0	8,71	60
Mogi das Cruzes (Município) (353060)	67	1	7	2	0	0	1,73	77
Mogi Guaçu (Município) (353070)	50	0	38	0	0	0	5,79	88
Mogi Mirim (Município) (353080)	9	0	12	0	0	0	2,25	21
Mongaguá (Município) (353110)	6	0	20	0	0	0	4,59	26
Monte Alto (Município) (353130)	44	0	16	0	0	0	11,88	60
Monte Mor (Município) (353180)	4	0	4	1	0	0	1,51	9
Nova Odessa (Município) (353340)	9	0	26	1	0	0	5,98	36
Olímpia (Município) (353390)	37	0	128	0	0	0	30,12	165
Osasco (Município) (353440)	97	1	10	9	1	0	1,69	118
Ourinhos (Município) (353470)	23	0	9	0	0	0	2,82	32
Paulínia (Município) (353650)	18	0	20	0	0	0	3,47	38
Penápolis (Município) (353730)	36	0	195	0	0	0	36,43	231
Peruíbe (Município) (353760)	2	0	6	4	0	0	1,76	12
Piedade (Município) (353780)	13	0	0	2	0	0	2,71	15
Pindamonhangaba (Município) (353800)	32	0	6	2	1	0	2,44	41
Piracicaba (Município) (353870)	94	0	81	4	2	0	4,48	181
Pirapora do Bom Jesus (Município) (353910)	2	0	0	2	0	1	2,65	5
Pirassununga (Município) (353930)	17	0	6	0	0	0	3,01	23
Poá (Município) (353980)	24	0	2	1	0	0	2,30	27
Porto Feliz (Município) (354060)	9	0	2	2	0	0	2,45	13
Porto Ferreira (Município) (354070)	28	0	8	0	0	0	6,41	36
Praia Grande (Município) (354100)	13	0	11	16	0	0	1,23	40
Presidente Prudente (Município) (354140)	73	0	123	0	0	0	8,57	196
Registro (Município) (354260)	8	1	9	0	0	0	3,20	18
Ribeirão Pires (Município) (354330)	21	0	0	1	0	0	1,78	22
Ribeirão Preto (Município) (354340)	166	0	334	0	0	0	7,11	500
Rio Claro (Município) (354390)	25	0	13	1	0	0	1,89	39
Rio Grande da Serra (Município) (354410)	2	0	1	0	0	0	0,59	3
Salesópolis (Município) (354500)	0	0	0	0	0	0	0,00	0
Salto (Município) (354520)	15	0	0	0	0	0	1,26	15
Santa Bárbara d'Oeste (Município) (354580)	11	0	15	1	0	0	1,40	27
Santa Isabel (Município) (354680)	22	0	1	1	0	1	4,36	25
Santana de Parnaíba (Município) (354730)	27	0	3	0	0	0	2,15	30
Santo André (Município) (354780)	101	0	14	1	1	0	1,63	117
Santos (Município) (354850)	43	0	7	12	0	0	1,43	62
São Bernardo do Campo (Município) (354870)	61	0	13	9	4	1	1,05	88
São Caetano do Sul (Município) (354880)	28	0	4	1	1	0	2,11	34
São Carlos (Município) (354890)	56	0	39	0	1	0	3,81	96
São João da Boa Vista (Município) (354910)	21	0	3	0	0	0	2,63	24
São Joaquim da Barra (Município) (354940)	14	0	81	0	0	0	18,31	95
São José do Rio Pardo (Município) (354970)	15	0	12	0	0	0	4,91	27
São José do Rio Preto (Município) (354980)	68	0	487	0	1	0	12,07	556
São José dos Campos (Município) (354990)	69	0	18	7	0	2	1,33	96
São Lourenço da Serra (Município) (354995)	4	0	0	0	0	0	2,53	4
São Paulo (Município) (355030)	3.372	8	362	150	25	9	3,20	3.926
São Roque (Município) (355060)	10	0	1	0	0	0	1,21	11
São Sebastião (Município) (355070)	23	0	32	0	1	1	6,41	57
São Vicente (Município) (355100)	117	0	8	10	0	0	3,69	135
Sertãozinho (Município) (355170)	31	0	34	0	0	0	5,17	65
Sorocaba (Município) (355220)	51	0	21	2	0	0	1,09	74
Sumaré (Município) (355240)	46	0	41	4	1	0	3,26	92
Suzano (Município) (355250)	28	0	1	0	0	0	0,97	29
Taboão da Serra (Município) (355280)	53	0	9	10	0	0	2,49	72
Taquaritinga (Município) (355370)	170	0	33	0	0	0	35,50	203
Tatuí (Município) (355400)	39	0	1	0	0	0	3,28	40
Taubaté (Município) (355410)	7	0	3	1	0	0	0,35	11
Tupã (Município) (355500)	22	0	246	0	0	0	40,90	268
Ubatuba (Município) (355540)	6	0	25	0	0	0	3,41	31
Valinhos (Município) (355620)	20	0	3	1	0	0	1,86	24
Vargem Grande Paulista (Município) (355645)	1	0	0	0	0	0	0,19	1
Várzea Paulista (Município) (355650)	16	0	9	0	0	0	2,05	25
Vinhedo (Município) (355670)	36	0	8	0	0	0	5,59	44
Votorantim (Município) (355700)	12	0	1	1	0	0	1,14	14
Votuporanga (Município) (355710)	42	0	68	2	0	0	11,85	112
Adrianópolis (Município) (410020)	0	0	0	0	0	0	0,00	0
Agudos do Sul (Município) (410030)	8	0	0	0	0	0	8,54	8
Almirante Tamandaré (Município) (410040)	47	0	0	3	0	0	4,22	50
Apucarana (Município) (410140)	95	0	8	1	0	0	7,70	104
Arapongas (Município) (410150)	75	0	0	0	0	0	6,10	75
Araucária (Município) (410180)	32	0	1	2	0	0	2,43	35
Balsa Nova (Município) (410230)	7	0	0	0	0	0	5,41	7
Bocaiúva do Sul (Município) (410310)	3	0	0	0	0	0	2,32	3
Cambé (Município) (410370)	17	0	28	0	0	0	4,22	45
Campina Grande do Sul (Município) (410400)	12	0	2	2	0	0	3,70	16
Campo Largo (Município) (410420)	64	0	0	3	0	0	5,08	67
Campo Magro (Município) (410425)	8	0	0	1	0	0	3,07	9
Campo Mourão (Município) (410430)	38	0	9	0	0	0	4,95	47
Cascavel (Município) (410480)	33	0	31	0	6	0	2,13	70
Castro (Município) (410490)	19	0	1	1	0	0	2,94	21
Cerro Azul (Município) (410520)	9	0	0	0	0	0	5,06	9
Cianorte (Município) (410550)	43	0	20	0	0	0	7,63	63
Colombo (Município) (410580)	89	0	0	6	0	0	3,90	95
Contenda (Município) (410620)	8	0	0	0	0	0	4,30	8
Curitiba (Município) (410690)	495	3	5	28	3	0	2,76	534
Fazenda Rio Grande (Município) (410765)	34	0	0	1	0	0	3,49	35
Foz do Iguaçu (Município) (410830)	44	0	81	0	0	0	4,83	125
Francisco Beltrão (Município) (410840)	60	0	1	5	0	0	7,25	66
Guarapuava (Município) (410940)	117	0	0	1	0	0	6,50	118
Ibiporã (Município) (410980)	30	0	64	0	0	0	17,23	94
Irati (Município) (411070)	21	0	0	1	0	0	3,62	22
Itaperuçu (Município) (411125)	3	0	0	0	0	0	1,05	3
Lapa (Município) (411320)	10	0	0	0	0	0	2,08	10
Londrina (Município) (411370)	178	0	233	2	0	0	7,25	413
Mandirituba (Município) (411430)	9	0	0	1	0	0	3,72	10
Marechal Cândido Rondon (Município) (411460)	33	0	4	0	2	0	7,37	39
Maringá (Município) (411520)	49	0	68	8	0	0	2,95	125
Palmas (Município) (411760)	105	0	0	1	0	0	20,79	106
Paranaguá (Município) (411820)	18	2	3	10	0	0	2,13	33
Paranavaí (Município) (411840)	22	0	24	0	0	0	5,21	46
Pato Branco (Município) (411850)	120	0	3	0	0	0	14,84	123
Pinhais (Município) (411915)	62	0	0	2	1	0	4,92	65
Piraquara (Município) (411950)	67	0	2	0	0	0	6,10	69
Ponta Grossa (Município) (411990)	110	1	1	11	0	1	3,53	124
Prudentópolis (Município) (412060)	59	0	0	0	0	0	11,29	59
Quatro Barras (Município) (412080)	8	0	0	0	0	0	3,40	8
Quitandinha (Município) (412120)	38	0	1	0	0	0	20,47	39
Rio Branco do Sul (Município) (412220)	22	0	0	1	0	0	7,10	23
Rolândia (Município) (412240)	21	0	7	0	0	0	4,21	28
São José dos Pinhais (Município) (412550)	76	0	0	7	1	0	2,60	84
Sarandi (Município) (412625)	51	0	10	0	0	0	6,31	61
Telêmaco Borba (Município) (412710)	69	0	1	0	0	0	8,86	70
Tijucas do Sul (Município) (412760)	8	0	0	1	0	0	5,34	9
Toledo (Município) (412770)	20	0	7	0	0	0	1,92	27
Tunas do Paraná (Município) (412788)	3	0	0	0	0	0	3,42	3
Umuarama (Município) (412810)	152	0	37	0	0	0	16,94	189
União da Vitória (Município) (412820)	45	0	0	2	0	0	8,17	47
Doutor Ulysses (Município) (412863)	0	0	0	0	0	0	0,00	0
Águas Mornas (Município) (420060)	1	0	0	2	0	0	4,64	3
Alfredo Wagner (Município) (420070)	31	0	0	0	0	0	30,89	31
Angelina (Município) (420090)	4	0	0	1	0	0	10,41	5
Anitápolis (Município) (420110)	95	0	0	0	0	0	293,94	95
Antônio Carlos (Município) (420120)	1	0	0	2	0	0	3,52	3
Araranguá (Município) (420140)	40	0	0	3	0	0	6,30	43
Balneário Camboriú (Município) (420200)	18	0	4	2	0	0	1,69	24
Biguaçu (Município) (420230)	8	0	1	8	0	0	2,48	17
Blumenau (Município) (420240)	104	0	9	8	3	0	3,47	124
Brusque (Município) (420290)	46	0	6	1	2	1	4,16	56
Caçador (Município) (420300)	43	0	1	0	0	0	5,60	44
Camboriú (Município) (420320)	24	0	1	2	0	0	3,25	27
Canelinha (Município) (420370)	10	0	0	2	0	0	9,80	12
Canoinhas (Município) (420380)	58	0	0	3	0	0	11,21	61
Chapecó (Município) (420420)	78	0	5	0	1	0	3,81	84
Concórdia (Município) (420430)	66	0	2	6	0	0	9,91	74
Criciúma (Município) (420460)	35	0	0	2	0	0	1,72	37
Florianópolis (Município) (420540)	114	0	4	13	0	0	2,61	131
Garopaba (Município) (420570)	3	0	1	0	0	0	1,73	4
Gaspar (Município) (420590)	42	0	1	1	0	0	6,32	44
Governador Celso Ramos (Município) (420600)	3	0	0	1	0	0	2,76	4
Içara (Município) (420700)	14	0	0	2	0	0	2,84	16
Indaial (Município) (420750)	67	0	0	2	0	0	9,94	69
Itajaí (Município) (420820)	52	0	7	3	0	0	2,82	62
Itapema (Município) (420830)	12	0	12	5	1	0	4,59	30
Jaraguá do Sul (Município) (420890)	72	0	1	25	0	0	5,52	98
Joinville (Município) (420910)	117	0	6	39	0	0	2,74	162
Lages (Município) (420930)	92	0	0	2	0	0	5,97	94
Leoberto Leal (Município) (420980)	1	0	0	2	0	0	9,87	3
Mafra (Município) (421010)	23	0	0	0	0	0	4,09	23
Major Gercino (Município) (421020)	0	0	0	2	0	0	5,81	2
Navegantes (Município) (421130)	20	0	5	2	1	0	3,44	28
Nova Trento (Município) (421150)	16	0	5	0	0	0	14,43	21
Palhoça (Município) (421190)	33	0	0	14	1	0	2,79	48
Paulo Lopes (Município) (421230)	1	0	0	0	0	0	1,33	1
Rancho Queimado (Município) (421430)	3	0	0	0	0	0	10,42	3
Rio do Sul (Município) (421480)	11	0	1	1	0	0	1,83	13
Santo Amaro da Imperatriz (Município) (421570)	2	0	0	7	0	0	3,87	9
São Bento do Sul (Município) (421580)	28	0	0	3	0	0	3,67	31
São Bonifácio (Município) (421590)	115	0	0	3	0	0	415,79	118
São Francisco do Sul (Município) (421620)	14	0	0	0	0	0	2,66	14
São João Batista (Município) (421630)	41	0	1	3	0	0	12,02	45
São José (Município) (421660)	53	0	1	9	1	0	2,60	64
São Pedro de Alcântara (Município) (421725)	4	0	0	0	0	0	6,87	4
Tijucas (Município) (421800)	6	0	2	4	0	0	3,12	12
Tubarão (Município) (421870)	47	0	1	9	0	0	5,39	57
Videira (Município) (421930)	47	0	1	0	0	0	9,05	48
Xanxerê (Município) (421950)	10	0	0	2	0	0	2,35	12
Alegrete (Município) (430040)	136	0	0	0	0	0	18,48	136
Alvorada (Município) (430060)	77	0	1	9	0	0	4,14	87
Araricá (Município) (430087)	0	0	0	0	0	0	0,00	0
Arroio dos Ratos (Município) (430110)	1	0	0	0	0	0	0,71	1
Bagé (Município) (430160)	117	0	0	0	0	0	9,66	117
Bento Gonçalves (Município) (430210)	23	0	1	2	0	0	2,16	26
Cachoeira do Sul (Município) (430300)	51	0	0	10	0	0	7,42	61
Cachoeirinha (Município) (430310)	44	0	1	2	0	0	3,61	47
Camaquã (Município) (430350)	16	0	0	0	0	0	2,41	16
Campo Bom (Município) (430390)	14	0	0	2	0	0	2,40	16
Canguçu (Município) (430450)	55	0	0	4	0	0	10,53	59
Canoas (Município) (430460)	67	0	6	8	1	0	2,37	82
Capão da Canoa (Município) (430463)	7	0	0	0	0	0	1,32	7
Capela de Santana (Município) (430468)	3	0	0	0	0	0	2,51	3
Carazinho (Município) (430470)	13	0	0	1	0	0	2,25	14
Caxias do Sul (Município) (430510)	67	0	0	7	0	0	1,45	74
Charqueadas (Município) (430535)	25	0	1	3	0	0	7,11	29
Cruz Alta (Município) (430610)	33	0	0	1	0	0	5,64	34
Dois Irmãos (Município) (430640)	17	0	0	4	0	0	6,43	21
Eldorado do Sul (Município) (430676)	14	0	0	1	0	0	3,63	15
Erechim (Município) (430700)	20	0	1	1	0	0	2,08	22
Estância Velha (Município) (430760)	6	0	2	2	0	0	2,00	10
Esteio (Município) (430770)	31	0	1	4	0	0	4,33	36
Farroupilha (Município) (430790)	52	0	0	1	0	0	7,33	53
Glorinha (Município) (430905)	0	0	0	2	0	0	2,47	2
Gravataí (Município) (430920)	34	0	1	6	0	0	1,46	41
Guaíba (Município) (430930)	26	0	1	1	1	0	2,95	29
Ijuí (Município) (431020)	34	0	0	3	0	0	4,43	37
Ivoti (Município) (431080)	5	0	0	1	0	0	2,47	6
Lajeado (Município) (431140)	15	0	1	3	0	0	2,26	19
Montenegro (Município) (431240)	11	0	0	2	0	0	1,99	13
Nova Hartz (Município) (431306)	0	0	0	0	0	0	0,00	0
Nova Santa Rita (Município) (431337)	9	0	0	0	0	0	3,07	9
Novo Hamburgo (Município) (431340)	40	0	0	10	0	0	2,03	50
Parobé (Município) (431405)	27	0	0	3	0	0	5,15	30
Passo Fundo (Município) (431410)	92	0	1	2	0	0	4,67	95
Pelotas (Município) (431440)	15	0	0	5	0	0	0,58	20
Portão (Município) (431480)	13	0	1	2	0	0	4,32	16
Porto Alegre (Município) (431490)	885	0	24	20	0	1	6,27	930
Rio Grande (Município) (431560)	46	0	0	8	0	0	2,56	54
Santa Cruz do Sul (Município) (431680)	28	0	15	12	0	0	4,22	55
Santa Maria (Município) (431690)	43	0	0	1	0	0	1,56	44
Sant'Ana do Livramento (Município) (431710)	47	0	0	0	0	0	6,10	47
Santa Rosa (Município) (431720)	86	0	2	6	0	0	12,83	94
Santo Ângelo (Município) (431750)	33	0	5	1	0	0	5,03	39
Santo Antônio da Patrulha (Município) (431760)	14	0	0	0	0	0	3,26	14
São Borja (Município) (431800)	115	0	0	0	0	0	19,08	115
São Gabriel (Município) (431830)	50	0	0	1	0	0	8,21	51
São Jerônimo (Município) (431840)	12	0	0	0	0	0	4,95	12
São Leopoldo (Município) (431870)	27	1	1	3	0	0	1,35	32
Sapiranga (Município) (431990)	7	0	0	1	0	0	0,98	8
Sapucaia do Sul (Município) (432000)	27	0	1	7	0	0	2,48	35
Taquara (Município) (432120)	11	0	0	5	0	0	2,78	16
Tramandaí (Município) (432160)	15	0	0	0	0	0	2,90	15
Triunfo (Município) (432200)	15	0	0	2	0	0	5,76	17
Uruguaiana (Município) (432240)	3	0	0	0	0	0	0,24	3
Vacaria (Município) (432250)	148	0	0	2	0	0	22,65	150
Venâncio Aires (Município) (432260)	17	0	0	30	0	0	6,57	47
Viamão (Município) (432300)	75	0	0	6	0	0	3,17	81
Campo Grande (Município) (500270)	107	0	933	0	0	0	11,61	1.040
Corumbá (Município) (500320)	159	0	35	0	0	0	17,41	194
Dourados (Município) (500370)	168	0	186	1	0	0	15,92	355
Naviraí (Município) (500570)	39	0	32	0	0	0	12,94	71
Nova Andradina (Município) (500620)	44	0	76	0	0	0	22,07	120
Ponta Porã (Município) (500660)	115	0	129	0	0	0	26,37	244
Sidrolândia (Município) (500790)	28	0	58	0	0	0	14,91	86
Três Lagoas (Município) (500830)	60	0	108	0	0	0	13,84	168
Alta Floresta (Município) (510025)	83	0	9	0	0	0	17,77	92
Barão de Melgaço (Município) (510160)	1	0	0	0	0	0	1,17	1
Barra do Garças (Município) (510180)	12	0	10	0	0	0	3,61	22
Cáceres (Município) (510250)	30	0	1	0	0	0	3,28	31
Chapada dos Guimarães (Município) (510300)	0	0	0	0	0	0	0,00	0
Cuiabá (Município) (510340)	70	0	5	0	1	0	1,24	76
Jangada (Município) (510490)	3	0	0	0	0	0	3,57	3
Lucas do Rio Verde (Município) (510525)	32	0	23	0	0	0	8,39	55
Nossa Senhora do Livramento (Município) (510610)	4	0	1	0	0	0	3,78	5
Nova Brasilândia (Município) (510620)	0	0	0	0	0	0	0,00	0
Planalto da Serra (Município) (510645)	0	0	2	0	0	0	7,51	2
Poconé (Município) (510650)	86	0	0	0	0	0	26,19	86
Primavera do Leste (Município) (510704)	20	0	16	0	0	0	5,80	36
Rondonópolis (Município) (510760)	39	0	20	0	3	0	2,67	62
Rosário Oeste (Município) (510770)	96	0	19	0	0	0	67,05	115
Santo Antônio do Leverger (Município) (510780)	2	0	0	0	0	0	1,20	2
Sinop (Município) (510790)	21	0	9	0	3	0	2,31	33
Sorriso (Município) (510792)	26	0	2	0	3	0	3,43	31
Tangará da Serra (Município) (510795)	133	0	17	0	1	0	14,55	151
Várzea Grande (Município) (510840)	104	0	7	1	1	0	3,97	113
Abadia de Goiás (Município) (520005)	17	0	8	0	0	0	28,50	25
Águas Lindas de Goiás (Município) (520025)	139	0	120	2	0	0	12,29	261
Anápolis (Município) (520110)	210	0	374	0	3	0	15,17	587
Aparecida de Goiânia (Município) (520140)	128	0	301	1	0	0	7,44	430
Aragoiânia (Município) (520180)	5	0	6	0	0	0	10,67	11
Bela Vista de Goiás (Município) (520330)	47	0	36	1	0	0	28,02	84
Bonfinópolis (Município) (520355)	1	0	3	0	0	0	4,12	4
Brazabrantes (Município) (520360)	6	0	3	0	0	0	24,30	9
Caldas Novas (Município) (520450)	40	0	27	0	0	0	7,35	67
Caldazinha (Município) (520455)	0	0	0	0	0	0	0,00	0
Catalão (Município) (520510)	29	0	91	0	0	0	11,03	120
Caturaí (Município) (520520)	14	0	0	0	0	0	27,61	14
Cidade Ocidental (Município) (520549)	35	1	9	0	0	0	6,30	45
Cristalina (Município) (520620)	13	0	3	0	0	1	2,88	17
Formosa (Município) (520800)	140	0	100	0	0	0	19,73	240
Goianápolis (Município) (520840)	17	0	3	0	1	0	18,70	21
Goianésia (Município) (520860)	242	0	70	0	0	0	44,52	312
