Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Demerval Lobão (Município) (220330)	4	0	0	0	0	0	2,90	4
Floriano (Município) (220390)	163	0	19	0	0	0	30,41	182
José de Freitas (Município) (220550)	75	0	0	0	0	0	19,20	75
Lagoa Alegre (Município) (220555)	1	0	0	0	0	0	1,18	1
Lagoa do Piauí (Município) (220558)	2	0	0	0	1	0	7,40	3
Miguel Leão (Município) (220630)	0	0	0	0	0	0	0,00	0
Monsenhor Gil (Município) (220640)	0	0	0	0	0	0	0,00	0
Nazária (Município) (220672)	2	0	0	0	0	0	2,34	2
Parnaíba (Município) (220770)	486	0	7	0	0	0	32,30	493
Pau D'Arco do Piauí (Município) (220779)	7	0	0	0	0	0	17,40	7
Picos (Município) (220800)	112	0	0	0	0	0	14,36	112
Piripiri (Município) (220840)	7	0	0	0	0	0	1,10	7
Teresina (Município) (221100)	508	0	38	0	1	1	6,36	548
União (Município) (221110)	124	0	0	0	0	0	27,93	124
Acaraú (Município) (230020)	122	0	1	0	0	0	19,66	123
Acopiara (Município) (230030)	53	0	0	0	0	0	9,83	53
Aquiraz (Município) (230100)	32	0	1	0	0	0	4,15	33
Aracati (Município) (230110)	18	0	1	0	0	0	2,56	19
Barbalha (Município) (230190)	77	0	0	0	0	0	12,80	77
Beberibe (Município) (230220)	20	0	1	0	0	0	3,93	21
Boa Viagem (Município) (230240)	17	0	0	0	0	0	3,12	17
Camocim (Município) (230260)	343	0	0	0	0	0	54,09	343
Canindé (Município) (230280)	130	0	3	0	0	0	17,04	133
Cascavel (Município) (230350)	35	0	1	0	0	0	5,04	36
Caucaia (Município) (230370)	424	0	21	3	0	0	12,31	448
Chorozinho (Município) (230395)	19	0	1	0	0	0	10,34	20
Crateús (Município) (230410)	227	0	3	0	1	1	30,94	232
Crato (Município) (230420)	87	0	1	1	0	0	6,77	89
Eusébio (Município) (230428)	28	0	1	0	0	0	5,48	29
Fortaleza (Município) (230440)	3.798	0	240	21	2	0	15,36	4.061
Granja (Município) (230470)	20	0	1	0	0	0	3,84	21
Guaiúba (Município) (230495)	14	0	0	0	0	0	5,29	14
Horizonte (Município) (230523)	23	0	2	1	0	0	3,93	26
Icó (Município) (230540)	86	0	29	0	0	0	16,92	115
Iguatu (Município) (230550)	233	0	57	0	0	0	28,09	290
Itaitinga (Município) (230625)	13	0	1	0	0	0	3,54	14
Itapajé (Município) (230630)	47	0	0	0	0	0	9,00	47
Itapipoca (Município) (230640)	89	0	1	0	0	0	7,02	90
Juazeiro do Norte (Município) (230730)	118	0	4	0	0	1	4,52	123
Limoeiro do Norte (Município) (230760)	195	0	2	0	0	0	33,23	197
Maracanaú (Município) (230765)	94	0	14	1	0	0	4,82	109
Maranguape (Município) (230770)	32	0	3	1	0	0	2,83	36
Morada Nova (Município) (230870)	104	0	4	0	1	0	17,56	109
Pacajus (Município) (230960)	12	0	1	0	0	0	1,83	13
Pacatuba (Município) (230970)	15	0	2	0	0	0	2,04	17
Pindoretama (Município) (231085)	2	0	0	0	0	0	0,96	2
Quixadá (Município) (231130)	125	0	7	0	0	0	15,15	132
Quixeramobim (Município) (231140)	288	0	5	0	0	0	37,05	293
Russas (Município) (231180)	376	0	35	2	0	0	53,72	413
São Gonçalo do Amarante (Município) (231240)	17	0	0	0	0	1	3,71	18
Sobral (Município) (231290)	127	0	1	0	0	0	6,19	128
Tauá (Município) (231330)	101	0	0	1	0	0	17,43	102
Tianguá (Município) (231340)	105	0	1	0	1	0	14,24	107
Trairi (Município) (231350)	26	0	0	0	0	0	4,68	26
Viçosa do Ceará (Município) (231410)	82	0	0	0	0	0	13,59	82
Açu (Município) (240020)	18	0	9	0	0	0	4,68	27
Caicó (Município) (240200)	197	0	13	0	0	0	31,09	210
Ceará-Mirim (Município) (240260)	11	0	42	0	0	0	7,25	53
Parnamirim (Município) (240325)	16	0	19	0	0	0	1,37	35
Extremoz (Município) (240360)	7	0	11	0	0	0	6,38	18
Macaíba (Município) (240710)	10	0	15	1	1	0	3,39	27
Monte Alegre (Município) (240780)	2	0	1	0	0	0	1,35	3
Mossoró (Município) (240800)	51	0	34	0	2	0	2,96	87
Natal (Município) (240810)	138	0	253	1	2	0	4,49	394
Nísia Floresta (Município) (240820)	3	0	2	0	0	1	2,20	6
São Gonçalo do Amarante (Município) (241200)	204	0	116	1	0	0	31,75	321
São José de Mipibu (Município) (241220)	4	0	0	0	0	0	0,92	4
Vera Cruz (Município) (241480)	2	0	5	0	0	0	5,68	7
Alhandra (Município) (250060)	1	0	0	1	0	0	1,03	2
Bayeux (Município) (250180)	36	0	3	1	0	0	4,14	40
Caaporã (Município) (250300)	6	0	1	0	0	0	3,23	7
Cabedelo (Município) (250320)	27	0	9	4	0	0	6,00	40
Cajazeiras (Município) (250370)	63	0	13	0	0	0	12,30	76
Campina Grande (Município) (250400)	332	0	685	5	0	1	25,11	1.023
Conde (Município) (250460)	8	0	4	0	0	0	4,93	12
Cruz do Espírito Santo (Município) (250490)	13	0	0	0	0	0	7,49	13
Guarabira (Município) (250630)	21	0	5	0	0	0	4,45	26
João Pessoa (Município) (250750)	265	0	86	7	0	2	4,50	360
Lucena (Município) (250860)	5	0	3	0	0	1	6,95	9
Mamanguape (Município) (250890)	41	0	1	0	0	0	9,41	42
Patos (Município) (251080)	114	0	4	0	0	0	11,03	118
Pedras de Fogo (Município) (251120)	11	0	3	0	0	0	4,93	14
Pitimbu (Município) (251190)	2	0	0	0	0	0	1,06	2
Rio Tinto (Município) (251290)	4	0	0	0	0	0	1,66	4
Santa Rita (Município) (251370)	61	0	5	0	0	0	4,86	66
Sapé (Município) (251530)	8	0	1	0	0	0	1,72	9
Sousa (Município) (251620)	80	0	79	0	0	0	22,99	159
Abreu e Lima (Município) (260005)	39	0	15	1	0	0	5,52	55
Araçoiaba (Município) (260105)	4	0	2	0	0	0	2,95	6
Araripina (Município) (260110)	283	0	2	0	0	0	33,94	285
Arcoverde (Município) (260120)	88	0	2	0	0	0	12,19	90
Belo Jardim (Município) (260170)	44	0	1	1	0	0	6,04	46
Bezerros (Município) (260190)	11	0	7	0	0	0	2,96	18
Brejo da Madre de Deus (Município) (260260)	10	0	4	0	0	0	2,79	14
Buíque (Município) (260280)	355	0	3	0	0	0	61,91	358
Cabo de Santo Agostinho (Município) (260290)	79	1	62	20	0	0	7,90	162
Camaragibe (Município) (260345)	65	0	27	1	0	1	6,00	94
Carpina (Município) (260400)	27	0	3	0	0	0	3,62	30
Caruaru (Município) (260410)	74	0	33	3	0	0	3,08	110
Escada (Município) (260520)	23	0	25	5	0	0	7,74	53
Garanhuns (Município) (260600)	95	0	11	5	0	0	7,99	111
Goiana (Município) (260620)	69	0	2	2	0	0	9,19	73
Gravatá (Município) (260640)	19	1	79	2	0	0	12,10	101
Igarassu (Município) (260680)	36	1	20	0	0	0	4,93	57
Ipojuca (Município) (260720)	25	0	6	2	0	1	3,59	34
Ilha de Itamaracá (Município) (260760)	11	0	3	0	0	0	5,42	14
Itapissuma (Município) (260775)	10	0	0	1	0	0	4,17	11
Jaboatão dos Guararapes (Município) (260790)	261	0	64	28	1	3	5,12	357
Limoeiro (Município) (260890)	9	0	9	1	0	0	3,37	19
Moreno (Município) (260940)	36	0	29	3	0	0	10,92	68
Olinda (Município) (260960)	182	0	59	27	0	1	6,87	269
Ouricuri (Município) (260990)	42	0	0	0	0	0	6,09	42
Palmares (Município) (261000)	29	0	8	1	0	1	6,19	39
Paudalho (Município) (261060)	19	1	9	0	1	0	5,35	30
Paulista (Município) (261070)	73	0	34	18	0	2	3,86	127
Pesqueira (Município) (261090)	130	0	3	0	0	1	19,99	134
Petrolina (Município) (261110)	179	0	3	4	1	0	5,44	187
Recife (Município) (261160)	733	1	150	28	1	4	5,60	917
Salgueiro (Município) (261220)	187	0	16	0	0	0	33,50	203
Santa Cruz do Capibaribe (Município) (261250)	26	0	7	1	0	0	3,21	34
São Bento do Una (Município) (261300)	24	0	1	0	0	0	4,24	25
São Lourenço da Mata (Município) (261370)	32	0	13	2	0	0	4,18	47
Serra Talhada (Município) (261390)	366	0	10	0	2	0	44,07	378
Surubim (Município) (261450)	58	0	7	0	0	1	10,23	66
Timbaúba (Município) (261530)	10	0	2	0	0	3	2,94	15
Vitória de Santo Antão (Município) (261640)	528	0	221	2	0	1	54,53	752
Arapiraca (Município) (270030)	577	0	12	0	0	1	25,61	590
Barra de Santo Antônio (Município) (270050)	10	0	0	1	0	0	6,97	11
Barra de São Miguel (Município) (270060)	2	0	1	0	0	0	3,63	3
Campo Alegre (Município) (270140)	17	0	0	0	0	0	3,00	17
Coqueiro Seco (Município) (270220)	3	0	0	0	0	0	5,15	3
Coruripe (Município) (270230)	131	0	9	0	0	0	24,75	140
Delmiro Gouveia (Município) (270240)	26	0	0	0	0	0	5,02	26
Maceió (Município) (270430)	413	0	21	22	0	0	4,50	456
Marechal Deodoro (Município) (270470)	23	0	0	0	0	0	4,48	23
Messias (Município) (270520)	6	0	1	0	0	0	3,96	7
Palmeira dos Índios (Município) (270630)	128	0	15	0	0	0	19,56	143
Paripueira (Município) (270644)	10	0	0	0	0	0	7,68	10
Penedo (Município) (270670)	124	0	0	0	0	0	19,52	124
Pilar (Município) (270690)	175	0	17	1	0	2	55,70	195
Rio Largo (Município) (270770)	33	0	3	0	0	0	4,81	36
Santa Luzia do Norte (Município) (270790)	9	0	0	0	0	0	12,38	9
São Miguel dos Campos (Município) (270860)	47	0	0	0	0	0	7,73	47
Satuba (Município) (270890)	5	0	0	0	0	0	3,65	5
União dos Palmares (Município) (270930)	41	0	41	0	0	1	12,68	83
Aracaju (Município) (280030)	180	0	8	6	0	0	2,99	194
Barra dos Coqueiros (Município) (280060)	5	0	1	0	0	0	2,01	6
Estância (Município) (280210)	24	0	0	0	0	1	3,63	25
Itabaiana (Município) (280290)	8	0	2	0	0	0	1,06	10
Lagarto (Município) (280350)	33	0	0	0	0	0	3,19	33
Nossa Senhora do Socorro (Município) (280480)	46	0	2	5	0	0	2,92	53
São Cristóvão (Município) (280670)	63	0	1	1	0	0	7,30	65
Tobias Barreto (Município) (280740)	4	0	0	0	0	0	0,77	4
Alagoinhas (Município) (290070)	142	0	3	0	0	0	9,61	145
Araci (Município) (290210)	55	0	0	0	0	0	10,17	55
Barra (Município) (290270)	207	0	9	0	0	0	40,58	216
Barreiras (Município) (290320)	30	0	3	0	0	0	2,15	33
Bom Jesus da Lapa (Município) (290390)	26	0	69	0	0	0	13,85	95
Brumado (Município) (290460)	27	0	2	0	0	0	4,33	29
Caetité (Município) (290520)	34	0	1	0	0	1	7,08	36
Camaçari (Município) (290570)	63	0	1	2	0	0	2,25	66
Campo Formoso (Município) (290600)	163	0	1	0	0	0	23,13	164
Candeias (Município) (290650)	14	0	1	0	0	0	1,73	15
Casa Nova (Município) (290720)	35	0	4	0	0	0	5,46	39
Catu (Município) (290750)	43	0	2	0	0	0	8,27	45
Conceição do Coité (Município) (290840)	275	0	0	0	0	0	41,55	275
Cruz das Almas (Município) (290980)	13	0	0	0	0	0	2,07	13
Dias d'Ávila (Município) (291005)	6	0	0	0	0	0	0,75	6
Euclides da Cunha (Município) (291070)	113	0	0	0	0	0	18,88	113
Eunápolis (Município) (291072)	94	0	2	0	0	0	8,55	96
Feira de Santana (Município) (291080)	88	0	11	1	0	0	1,64	100
Guanambi (Município) (291170)	25	0	0	0	0	0	2,98	25
Ilhéus (Município) (291360)	168	0	6	2	0	0	10,68	176
Ipirá (Município) (291400)	4	0	0	0	0	0	0,67	4
Irecê (Município) (291460)	1	0	1	0	0	0	0,28	2
Itaberaba (Município) (291470)	65	0	1	0	0	0	10,26	66
Itabuna (Município) (291480)	143	0	1	0	0	0	6,77	144
Itamaraju (Município) (291560)	17	0	0	0	0	0	2,63	17
Itaparica (Município) (291610)	13	0	0	1	0	0	6,33	14
Itapetinga (Município) (291640)	120	0	0	0	0	0	15,90	120
Jacobina (Município) (291750)	115	0	3	1	1	0	14,93	120
Jaguaquara (Município) (291760)	80	0	3	0	0	0	15,32	83
Jequié (Município) (291800)	52	0	3	1	0	0	3,59	56
Juazeiro (Município) (291840)	126	0	5	0	0	0	6,09	131
Lauro de Freitas (Município) (291920)	30	0	0	2	0	2	1,74	34
Luís Eduardo Magalhães (Município) (291955)	3	0	0	0	0	0	0,35	3
Madre de Deus (Município) (291992)	3	0	0	0	0	0	1,45	3
Mata de São João (Município) (292100)	3	0	0	0	0	0	0,65	3
Paulo Afonso (Município) (292400)	83	0	1	2	0	0	7,35	86
Pojuca (Município) (292520)	1	0	0	0	0	0	0,26	1
Porto Seguro (Município) (292530)	31	0	5	0	0	0	2,46	36
Ribeira do Pombal (Município) (292660)	29	0	8	0	0	0	6,99	37
Salvador (Município) (292740)	549	1	6	36	2	0	2,08	594
Santo Amaro (Município) (292860)	5	0	0	2	0	0	1,18	7
Santo Antônio de Jesus (Município) (292870)	64	0	0	0	0	0	6,36	64
Santo Estêvão (Município) (292880)	14	1	0	0	0	0	2,86	15
São Francisco do Conde (Município) (292920)	10	0	1	0	0	0	2,80	11
São Sebastião do Passé (Município) (292950)	9	0	1	0	0	0	2,26	10
Senhor do Bonfim (Município) (293010)	54	0	0	0	0	0	6,87	54
Serrinha (Município) (293050)	59	0	2	0	0	0	7,59	61
Simões Filho (Município) (293070)	47	0	2	4	0	0	3,99	53
Teixeira de Freitas (Município) (293135)	27	0	8	0	0	0	2,21	35
Tucano (Município) (293190)	41	0	0	0	0	0	8,11	41
Valença (Município) (293290)	273	0	6	2	0	0	29,31	281
Vera Cruz (Município) (293320)	17	0	0	0	0	0	3,98	17
Vitória da Conquista (Município) (293330)	164	0	4	0	0	1	4,99	169
Alfenas (Município) (310160)	15	0	2	0	0	0	2,14	17
Araguari (Município) (310350)	9	0	14	0	2	0	2,14	25
Araxá (Município) (310400)	8	0	1	0	0	0	0,86	9
Baldim (Município) (310500)	1	0	0	0	0	0	1,27	1
Barão de Cocais (Município) (310540)	7	22	4	0	0	0	10,21	33
Barbacena (Município) (310560)	33	7	6	1	0	0	3,45	47
Belo Horizonte (Município) (310620)	643	31	51	14	1	12	3,01	752
Belo Vale (Município) (310640)	5	3	0	0	0	0	10,38	8
Betim (Município) (310670)	53	6	6	0	0	1	1,53	66
Bom Despacho (Município) (310740)	15	0	5	0	0	0	3,99	20
Bonfim (Município) (310810)	0	0	0	0	0	0	0,00	0
Brumadinho (Município) (310900)	9	12	1	0	0	0	5,57	22
Caeté (Município) (311000)	11	16	2	0	0	0	6,53	29
Campo Belo (Município) (311120)	3	1	2	1	0	0	1,30	7
Capim Branco (Município) (311250)	1	0	0	0	0	0	1,03	1
Caratinga (Município) (311340)	19	0	1	0	2	1	2,51	23
Cataguases (Município) (311530)	45	0	4	0	0	0	6,56	49
Confins (Município) (311787)	2	0	0	0	0	0	3,00	2
Congonhas (Município) (311800)	11	8	2	1	0	0	4,06	22
Conselheiro Lafaiete (Município) (311830)	213	4	0	0	0	0	17,01	217
Contagem (Município) (311860)	81	5	8	1	2	3	1,52	100
Coronel Fabriciano (Município) (311940)	30	0	15	0	0	0	4,11	45
Curvelo (Município) (312090)	22	1	1	0	0	0	3,01	24
Divinópolis (Município) (312230)	4	1	1	1	0	0	0,30	7
Esmeraldas (Município) (312410)	23	5	7	0	0	1	5,13	36
Florestal (Município) (312600)	0	2	0	0	0	0	2,71	2
Formiga (Município) (312610)	14	0	5	0	0	0	2,81	19
Fortuna de Minas (Município) (312640)	0	0	0	0	0	0	0,00	0
Frutal (Município) (312710)	18	0	2	0	2	0	3,73	22
Funilândia (Município) (312720)	3	0	0	0	0	0	6,97	3
Governador Valadares (Município) (312770)	39	0	2	0	1	3	1,61	45
Guaxupé (Município) (312870)	57	0	2	0	0	0	11,40	59
Ibirité (Município) (312980)	29	0	2	2	0	0	1,84	33
Igarapé (Município) (313010)	6	0	1	0	0	0	1,66	7
Inhaúma (Município) (313100)	0	0	0	0	0	0	0,00	0
Ipatinga (Município) (313130)	79	0	37	0	0	0	4,44	116
Itabira (Município) (313170)	66	11	7	1	0	0	7,13	85
Itabirito (Município) (313190)	14	19	2	1	1	0	7,22	37
Itaguara (Município) (313220)	11	2	1	0	0	0	10,54	14
Itajubá (Município) (313240)	18	0	0	6	0	0	2,49	24
Itatiaiuçu (Município) (313370)	1	1	1	0	0	0	2,72	3
Itaúna (Município) (313380)	53	1	0	1	0	1	6,05	56
Ituiutaba (Município) (313420)	85	0	18	0	0	0	9,90	103
Jaboticatubas (Município) (313460)	1	0	5	0	0	0	3,02	6
Janaúba (Município) (313510)	26	0	7	0	0	0	4,63	33
Januária (Município) (313520)	12	0	1	2	0	0	2,22	15
João Monlevade (Município) (313620)	8	2	0	0	0	0	1,26	10
Nova União (Município) (313660)	4	3	0	0	0	0	12,24	7
Juatuba (Município) (313665)	2	1	1	0	0	0	1,51	4
Juiz de Fora (Município) (313670)	237	18	8	3	0	0	4,71	266
Lagoa da Prata (Município) (313720)	6	0	52	0	2	0	11,63	60
Lagoa Santa (Município) (313760)	12	1	1	0	0	1	2,37	15
Lavras (Município) (313820)	38	1	0	0	0	0	3,80	39
Leopoldina (Município) (313840)	19	3	2	2	1	0	5,14	27
Manhuaçu (Município) (313940)	38	0	0	2	0	2	4,71	42
Mariana (Município) (314000)	18	120	1	0	0	0	23,11	139
Mário Campos (Município) (314015)	1	1	1	0	0	0	1,97	3
Mateus Leme (Município) (314070)	4	3	0	0	0	0	2,27	7
Matozinhos (Município) (314110)	15	0	1	0	0	0	4,27	16
Moeda (Município) (314230)	2	3	0	0	0	0	10,20	5
Montes Claros (Município) (314330)	94	0	23	1	0	1	2,94	119
Muriaé (Município) (314390)	42	1	19	5	0	0	6,20	67
Nova Lima (Município) (314480)	16	22	5	0	0	0	4,60	43
Nova Serrana (Município) (314520)	9	0	10	2	0	0	2,10	21
Ouro Preto (Município) (314610)	17	18	0	0	0	1	4,87	36
Paracatu (Município) (314700)	14	0	1	0	0	0	1,62	15
Pará de Minas (Município) (314710)	13	0	1	1	0	0	1,61	15
Passos (Município) (314790)	40	0	1	0	0	0	3,60	41
Patos de Minas (Município) (314800)	23	0	2	0	0	0	1,66	25
Patrocínio (Município) (314810)	20	0	0	3	0	0	2,55	23
Pedro Leopoldo (Município) (314930)	8	0	1	0	0	0	1,41	9
Pirapora (Município) (315120)	24	0	4	0	0	0	4,98	28
Poços de Caldas (Município) (315180)	12	0	2	0	0	0	0,84	14
Ponte Nova (Município) (315210)	17	2	2	0	0	0	3,52	21
Pouso Alegre (Município) (315250)	14	3	0	0	0	0	1,14	17
Prudente de Morais (Município) (315360)	6	0	0	0	0	0	5,64	6
Raposos (Município) (315390)	1	1	1	0	0	0	1,84	3
Ribeirão das Neves (Município) (315460)	58	2	2	0	0	2	1,93	64
Rio Acima (Município) (315480)	0	7	1	0	0	0	7,84	8
Rio Manso (Município) (315530)	1	2	0	0	0	0	5,19	3
Sabará (Município) (315670)	37	14	11	6	0	0	5,02	68
Santa Bárbara (Município) (315720)	11	22	9	0	0	0	13,63	42
Santa Luzia (Município) (315780)	39	6	5	1	0	0	2,34	51
São Francisco (Município) (316110)	15	0	0	0	0	0	2,67	15
São João del Rei (Município) (316250)	43	1	1	0	0	0	5,02	45
São Joaquim de Bicas (Município) (316292)	2	1	0	0	0	0	0,97	3
São José da Lapa (Município) (316295)	3	1	1	0	0	0	2,14	5
São José da Varginha (Município) (316310)	0	0	0	0	0	0	0,00	0
São Sebastião do Paraíso (Município) (316470)	7	0	2	0	0	0	1,28	9
Sarzedo (Município) (316553)	7	0	1	1	0	0	2,81	9
Sete Lagoas (Município) (316720)	41	0	1	0	0	0	1,77	42
Taquaraçu de Minas (Município) (316830)	0	0	0	0	0	0	0,00	0
