Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Porto Nacional (Município) (171820)	125	0	13	0	0	0	26,62	138
Palmas (Município) (172100)	181	0	19	0	1	0	7,57	201
Açailândia (Município) (210005)	348	0	16	0	0	0	33,47	364
Alcântara (Município) (210020)	62	0	1	0	0	0	29,10	63
Bacabal (Município) (210120)	200	0	6	0	0	0	20,14	206
Balsas (Município) (210140)	601	0	12	0	0	0	67,60	613
Barra do Corda (Município) (210160)	615	0	3	0	6	0	72,89	624
Barreirinhas (Município) (210170)	28	0	4	0	0	0	5,37	32
Buriticupu (Município) (210232)	452	0	29	0	0	0	69,16	481
Caxias (Município) (210300)	261	0	6	0	2	0	16,78	269
Chapadinha (Município) (210320)	302	0	3	1	0	0	39,75	306
Codó (Município) (210330)	115	0	1	0	5	0	10,09	121
Coroatá (Município) (210360)	8	0	0	0	0	0	1,26	8
Grajaú (Município) (210480)	1.221	0	14	0	1	0	185,22	1.236
Imperatriz (Município) (210530)	315	0	27	0	1	0	13,59	343
Itapecuru Mirim (Município) (210540)	116	0	29	0	0	0	22,07	145
Paço do Lumiar (Município) (210750)	61	0	3	0	0	0	5,53	64
Pinheiro (Município) (210860)	187	0	21	0	1	1	25,95	210
Raposa (Município) (210945)	144	0	1	0	0	0	49,71	145
Santa Inês (Município) (210990)	341	0	7	2	0	0	42,33	350
Santa Luzia (Município) (211000)	143	0	2	0	1	0	19,27	146
São José de Ribamar (Município) (211120)	101	0	10	0	0	0	6,44	111
São Luís (Município) (211130)	689	0	103	11	1	0	7,55	804
Timon (Município) (211220)	256	0	75	0	0	0	20,26	331
Tutóia (Município) (211250)	434	0	9	0	0	0	78,41	443
Vargem Grande (Município) (211270)	262	0	0	0	0	0	48,59	262
Viana (Município) (211280)	148	0	0	0	0	0	29,03	148
Zé Doca (Município) (211400)	32	0	8	0	0	0	7,97	40
Altos (Município) (220040)	124	0	21	0	1	0	36,85	146
Beneditinos (Município) (220160)	20	0	1	0	0	0	20,96	21
Coivaras (Município) (220273)	16	0	6	0	0	0	56,18	22
Curralinhos (Município) (220325)	1	0	0	0	0	0	2,32	1
Demerval Lobão (Município) (220330)	57	0	3	0	0	0	44,36	60
Floriano (Município) (220390)	382	0	9	0	1	0	66,78	392
José de Freitas (Município) (220550)	232	0	20	0	0	0	66,02	252
Lagoa Alegre (Município) (220555)	3	0	0	0	0	0	3,62	3
Lagoa do Piauí (Município) (220558)	1	0	1	0	0	0	5,05	2
Miguel Leão (Município) (220630)	2	0	0	0	0	0	16,14	2
Monsenhor Gil (Município) (220640)	0	0	1	0	0	0	0,96	1
Nazária (Município) (220672)	7	0	0	0	0	0	8,40	7
Parnaíba (Município) (220770)	689	0	38	0	0	0	48,68	727
Pau D'Arco do Piauí (Município) (220779)	3	0	1	0	0	0	10,22	4
Picos (Município) (220800)	1.650	0	45	0	0	0	222,12	1.695
Piripiri (Município) (220840)	36	0	3	0	0	0	6,23	39
Teresina (Município) (221100)	1.146	0	164	0	6	0	15,66	1.316
União (Município) (221110)	507	0	35	0	1	0	124,80	543
Acaraú (Município) (230020)	247	0	10	0	0	0	42,35	257
Acopiara (Município) (230030)	138	0	8	0	0	0	27,60	146
Aquiraz (Município) (230100)	27	0	29	0	0	0	7,28	56
Aracati (Município) (230110)	63	0	35	0	0	0	13,56	98
Barbalha (Município) (230190)	148	0	28	0	0	0	30,16	176
Beberibe (Município) (230220)	59	0	28	0	0	0	16,77	87
Boa Viagem (Município) (230240)	149	0	11	0	0	0	29,78	160
Camocim (Município) (230260)	247	0	2	0	0	0	40,03	249
Canindé (Município) (230280)	196	0	26	1	0	0	29,07	223
Cascavel (Município) (230350)	58	0	24	1	0	0	11,94	83
Caucaia (Município) (230370)	354	0	78	2	0	0	12,42	434
Chorozinho (Município) (230395)	14	0	2	0	0	0	8,34	16
Crateús (Município) (230410)	206	0	23	1	0	0	31,00	230
Crato (Município) (230420)	362	0	36	0	0	0	31,18	398
Eusébio (Município) (230428)	21	0	19	0	0	0	7,95	40
Fortaleza (Município) (230440)	3.089	0	709	18	2	1	14,85	3.819
Granja (Município) (230470)	98	0	17	0	0	0	21,42	115
Guaiúba (Município) (230495)	10	0	4	0	0	0	5,47	14
Horizonte (Município) (230523)	20	0	4	0	0	0	3,87	24
Icó (Município) (230540)	88	0	30	0	0	0	17,60	118
Iguatu (Município) (230550)	296	0	62	0	1	0	35,64	359
Itaitinga (Município) (230625)	12	0	9	0	0	0	5,51	21
Itapajé (Município) (230630)	42	0	11	0	0	0	10,46	53
Itapipoca (Município) (230640)	196	0	144	0	0	0	27,51	340
Juazeiro do Norte (Município) (230730)	244	0	64	0	0	0	11,68	308
Limoeiro do Norte (Município) (230760)	334	0	20	0	0	0	61,26	354
Maracanaú (Município) (230765)	55	0	27	3	0	0	3,87	85
Maranguape (Município) (230770)	31	0	12	0	0	0	3,52	43
Morada Nova (Município) (230870)	81	0	6	0	0	0	14,01	87
Pacajus (Município) (230960)	14	0	5	0	0	0	2,81	19
Pacatuba (Município) (230970)	18	0	7	0	0	0	3,16	25
Pindoretama (Município) (231085)	14	0	1	0	0	0	7,51	15
Quixadá (Município) (231130)	115	0	12	0	0	0	15,00	127
Quixeramobim (Município) (231140)	305	0	55	0	0	0	47,13	360
Russas (Município) (231180)	872	0	194	0	0	0	143,58	1.066
São Gonçalo do Amarante (Município) (231240)	24	0	4	0	0	0	5,99	28
Sobral (Município) (231290)	271	0	19	1	0	0	14,57	291
Tauá (Município) (231330)	408	0	115	0	0	0	90,99	523
Tianguá (Município) (231340)	122	0	8	0	0	0	17,86	130
Trairi (Município) (231350)	22	0	17	0	0	0	7,22	39
Viçosa do Ceará (Município) (231410)	94	0	3	0	1	0	16,80	98
Açu (Município) (240020)	151	0	4	1	0	0	27,45	156
Caicó (Município) (240200)	321	0	83	0	0	0	60,52	404
Ceará-Mirim (Município) (240260)	14	0	1	0	0	0	2,07	15
Parnamirim (Município) (240325)	40	0	27	1	1	1	2,97	70
Extremoz (Município) (240360)	6	0	1	0	0	0	2,58	7
Macaíba (Município) (240710)	16	0	2	0	0	0	2,34	18
Monte Alegre (Município) (240780)	4	0	0	0	0	0	1,82	4
Mossoró (Município) (240800)	36	0	11	0	0	0	1,65	47
Natal (Município) (240810)	187	0	51	2	2	0	2,81	242
Nísia Floresta (Município) (240820)	7	0	0	0	0	1	3,05	8
São Gonçalo do Amarante (Município) (241200)	309	0	13	0	1	0	33,38	323
São José de Mipibu (Município) (241220)	8	0	0	0	0	0	1,87	8
Vera Cruz (Município) (241480)	2	0	0	0	0	0	1,69	2
Alhandra (Município) (250060)	17	0	2	0	0	0	9,97	19
Bayeux (Município) (250180)	79	0	8	1	0	0	9,20	88
Caaporã (Município) (250300)	411	0	5	0	0	1	194,98	417
Cabedelo (Município) (250320)	37	0	4	0	0	0	6,37	41
Cajazeiras (Município) (250370)	78	0	7	0	0	0	13,93	85
Campina Grande (Município) (250400)	733	0	128	0	0	0	21,37	861
Conde (Município) (250460)	29	0	4	0	0	0	14,01	33
Cruz do Espírito Santo (Município) (250490)	24	0	0	0	0	0	14,09	24
Guarabira (Município) (250630)	60	0	8	1	0	0	11,94	69
João Pessoa (Município) (250750)	684	1	91	2	0	1	9,98	779
Lucena (Município) (250860)	10	0	1	0	0	0	8,71	11
Mamanguape (Município) (250890)	16	0	1	1	0	0	4,09	18
Patos (Município) (251080)	170	0	8	0	0	0	16,87	178
Pedras de Fogo (Município) (251120)	82	0	3	0	0	1	30,52	86
Pitimbu (Município) (251190)	20	0	0	0	0	0	10,86	20
Rio Tinto (Município) (251290)	7	0	0	0	0	0	2,92	7
Santa Rita (Município) (251370)	167	0	15	1	0	0	13,66	183
Sapé (Município) (251530)	62	0	1	0	0	1	12,32	64
Sousa (Município) (251620)	87	0	6	0	0	0	13,59	93
Abreu e Lima (Município) (260005)	50	0	10	0	0	3	6,42	63
Araçoiaba (Município) (260105)	5	0	0	0	0	1	3,06	6
Araripina (Município) (260110)	877	0	17	0	0	0	108,63	894
Arcoverde (Município) (260120)	120	0	3	0	0	0	16,93	123
Belo Jardim (Município) (260170)	55	0	16	0	0	0	9,44	71
Bezerros (Município) (260190)	10	0	0	0	0	1	1,82	11
Brejo da Madre de Deus (Município) (260260)	25	0	2	0	0	0	5,56	27
Buíque (Município) (260280)	262	0	44	1	0	0	54,91	307
Cabo de Santo Agostinho (Município) (260290)	82	0	13	11	0	1	5,39	107
Camaragibe (Município) (260345)	57	0	8	3	0	1	4,51	69
Carpina (Município) (260400)	36	0	2	0	0	1	4,86	39
Caruaru (Município) (260410)	175	0	11	7	0	3	5,73	196
Escada (Município) (260520)	52	0	2	2	0	0	8,37	56
Garanhuns (Município) (260600)	87	0	4	0	0	3	6,91	94
Goiana (Município) (260620)	74	0	2	4	0	0	10,22	80
Gravatá (Município) (260640)	38	0	18	1	0	1	7,14	58
Igarassu (Município) (260680)	27	0	3	5	0	0	3,16	35
Ipojuca (Município) (260720)	31	0	0	2	0	0	3,68	33
Ilha de Itamaracá (Município) (260760)	9	0	0	0	0	0	3,69	9
Itapissuma (Município) (260775)	8	0	3	0	0	0	4,31	11
Jaboatão dos Guararapes (Município) (260790)	406	0	30	31	0	2	6,89	469
Limoeiro (Município) (260890)	37	0	4	3	0	3	8,34	47
Moreno (Município) (260940)	24	0	3	3	0	2	5,29	32
Olinda (Município) (260960)	204	0	23	25	0	1	6,51	253
Ouricuri (Município) (260990)	127	0	4	0	0	0	19,52	131
Palmares (Município) (261000)	32	0	5	1	0	1	6,29	39
Paudalho (Município) (261060)	14	0	1	1	0	1	3,12	17
Paulista (Município) (261070)	121	0	15	10	0	0	4,57	146
Pesqueira (Município) (261090)	276	0	46	0	0	0	48,96	322
Petrolina (Município) (261110)	107	0	11	1	0	0	3,65	119
Recife (Município) (261160)	837	0	59	49	2	4	5,91	951
Salgueiro (Município) (261220)	431	0	71	0	0	0	84,50	502
Santa Cruz do Capibaribe (Município) (261250)	51	0	1	0	0	0	5,24	52
São Bento do Una (Município) (261300)	27	0	0	0	0	4	5,43	31
São Lourenço da Mata (Município) (261370)	34	0	5	2	0	0	3,75	41
Serra Talhada (Município) (261390)	576	0	38	0	0	0	73,35	614
Surubim (Município) (261450)	51	0	7	0	0	0	9,28	58
Timbaúba (Município) (261530)	27	0	1	0	0	0	5,20	28
Vitória de Santo Antão (Município) (261640)	641	0	47	1	0	0	51,09	689
Arapiraca (Município) (270030)	765	0	99	0	0	0	37,68	864
Barra de Santo Antônio (Município) (270050)	38	0	1	1	0	0	25,70	40
Barra de São Miguel (Município) (270060)	7	0	1	0	0	0	9,77	8
Campo Alegre (Município) (270140)	47	0	4	1	0	0	9,32	52
Coqueiro Seco (Município) (270220)	17	0	0	0	0	0	29,09	17
Coruripe (Município) (270230)	56	0	4	0	0	0	10,69	60
Delmiro Gouveia (Município) (270240)	73	0	8	0	0	0	15,77	81
Maceió (Município) (270430)	952	0	82	24	2	0	10,54	1.060
Marechal Deodoro (Município) (270470)	54	0	7	1	0	0	12,27	62
Messias (Município) (270520)	19	0	1	0	0	0	11,53	20
Palmeira dos Índios (Município) (270630)	152	0	17	0	0	0	22,92	169
Paripueira (Município) (270644)	10	0	1	0	0	0	8,67	11
Penedo (Município) (270670)	159	0	25	1	0	0	28,98	185
Pilar (Município) (270690)	160	0	47	2	0	0	59,45	209
Rio Largo (Município) (270770)	96	0	16	1	0	1	15,15	114
Santa Luzia do Norte (Município) (270790)	20	0	3	0	0	0	31,54	23
São Miguel dos Campos (Município) (270860)	212	0	1	0	0	0	35,60	213
Satuba (Município) (270890)	27	0	1	0	0	0	21,15	28
União dos Palmares (Município) (270930)	102	0	6	0	0	1	16,57	109
Aracaju (Município) (280030)	139	0	44	6	1	2	3,08	192
Barra dos Coqueiros (Município) (280060)	10	0	1	0	0	0	3,92	11
Estância (Município) (280210)	41	0	8	1	0	1	7,51	51
Itabaiana (Município) (280290)	8	0	3	2	0	0	1,40	13
Lagarto (Município) (280350)	93	0	10	0	0	0	10,17	103
Nossa Senhora do Socorro (Município) (280480)	58	0	27	6	0	1	5,26	92
São Cristóvão (Município) (280670)	43	0	2	1	0	0	5,36	46
Tobias Barreto (Município) (280740)	35	0	3	0	0	1	7,65	39
Alagoinhas (Município) (290070)	98	0	1	0	0	0	6,45	99
Araci (Município) (290210)	29	0	2	0	0	0	5,53	31
Barra (Município) (290270)	332	0	19	0	0	0	65,26	351
Barreiras (Município) (290320)	129	0	17	0	0	0	9,59	146
Bom Jesus da Lapa (Município) (290390)	32	0	1	0	0	0	4,79	33
Brumado (Município) (290460)	65	0	8	0	0	0	10,58	73
Caetité (Município) (290520)	158	0	8	0	0	0	31,71	166
Camaçari (Município) (290570)	47	0	1	2	0	0	1,78	50
Campo Formoso (Município) (290600)	387	0	3	0	0	0	54,24	390
Candeias (Município) (290650)	26	0	1	0	1	0	3,17	28
Casa Nova (Município) (290720)	289	0	11	0	0	0	41,96	300
Catu (Município) (290750)	13	0	6	0	0	0	3,43	19
Conceição do Coité (Município) (290840)	474	0	36	0	0	0	75,39	510
Cruz das Almas (Município) (290980)	8	0	4	0	0	0	1,88	12
Dias d'Ávila (Município) (291005)	11	0	2	0	0	0	1,70	13
Euclides da Cunha (Município) (291070)	85	0	4	0	0	0	14,61	89
Eunápolis (Município) (291072)	118	0	6	0	0	0	11,07	124
Feira de Santana (Município) (291080)	136	0	18	0	0	2	2,55	156
Guanambi (Município) (291170)	38	0	2	0	0	0	4,69	40
Ilhéus (Município) (291360)	185	0	56	2	0	0	13,33	243
Ipirá (Município) (291400)	13	0	0	0	0	0	2,09	13
Irecê (Município) (291460)	15	0	4	0	0	0	2,61	19
Itaberaba (Município) (291470)	100	0	1	0	0	0	15,29	101
Itabuna (Município) (291480)	538	0	46	1	0	0	26,72	585
Itamaraju (Município) (291560)	65	0	14	0	0	0	11,76	79
Itaparica (Município) (291610)	61	0	33	0	0	0	41,82	94
Itapetinga (Município) (291640)	162	0	8	0	0	0	22,53	170
Jacobina (Município) (291750)	291	0	12	0	0	0	35,83	303
Jaguaquara (Município) (291760)	510	0	86	0	0	0	108,11	596
Jequié (Município) (291800)	517	0	42	0	0	0	34,69	559
Juazeiro (Município) (291840)	114	0	21	1	0	1	6,33	137
Lauro de Freitas (Município) (291920)	32	0	16	0	0	0	2,55	48
Luís Eduardo Magalhães (Município) (291955)	23	0	4	0	0	0	3,53	27
Madre de Deus (Município) (291992)	10	0	3	0	0	0	6,50	13
Mata de São João (Município) (292100)	14	0	0	0	0	0	3,10	14
Paulo Afonso (Município) (292400)	76	0	2	0	0	0	6,59	78
Pojuca (Município) (292520)	1	0	1	0	0	0	0,54	2
Porto Seguro (Município) (292530)	18	0	4	2	0	0	1,68	24
Ribeira do Pombal (Município) (292660)	8	0	1	0	0	0	1,76	9
Salvador (Município) (292740)	531	0	166	72	3	3	2,67	775
Santo Amaro (Município) (292860)	57	0	6	0	0	1	10,40	64
Santo Antônio de Jesus (Município) (292870)	136	0	9	1	0	0	14,52	146
Santo Estêvão (Município) (292880)	30	0	2	0	0	0	6,07	32
São Francisco do Conde (Município) (292920)	1	0	1	0	0	0	0,51	2
São Sebastião do Passé (Município) (292950)	15	0	2	0	0	0	3,75	17
Senhor do Bonfim (Município) (293010)	213	0	44	0	0	1	31,93	258
Serrinha (Município) (293050)	195	0	24	0	0	0	26,47	219
Simões Filho (Município) (293070)	88	0	25	3	0	0	8,81	116
Teixeira de Freitas (Município) (293135)	40	0	10	0	0	0	3,21	50
Tucano (Município) (293190)	57	0	1	0	0	0	10,33	58
Valença (Município) (293290)	248	0	12	3	0	0	27,25	263
Vera Cruz (Município) (293320)	41	0	28	1	0	0	16,63	70
Vitória da Conquista (Município) (293330)	664	0	12	0	0	4	19,99	680
Alfenas (Município) (310160)	18	0	12	1	0	0	3,97	31
Araguari (Município) (310350)	73	0	16	0	1	0	7,78	90
Araxá (Município) (310400)	41	0	24	0	0	0	6,43	65
Baldim (Município) (310500)	0	0	0	0	0	0	0,00	0
Barão de Cocais (Município) (310540)	6	0	0	0	0	0	1,94	6
Barbacena (Município) (310560)	20	0	1	1	0	1	1,72	23
Belo Horizonte (Município) (310620)	864	0	120	9	2	15	4,05	1.010
Belo Vale (Município) (310640)	2	0	0	0	0	0	2,56	2
Betim (Município) (310670)	56	0	11	3	0	2	1,75	72
Bom Despacho (Município) (310740)	10	0	10	0	0	0	4,10	20
Bonfim (Município) (310810)	0	0	0	0	0	0	0,00	0
Brumadinho (Município) (310900)	6	0	5	0	0	0	2,95	11
Caeté (Município) (311000)	14	0	1	0	0	0	3,46	15
Campo Belo (Município) (311120)	2	0	58	0	0	0	11,14	60
Capim Branco (Município) (311250)	2	0	1	0	0	0	3,17	3
Caratinga (Município) (311340)	31	0	1	0	0	0	3,55	32
Cataguases (Município) (311530)	72	0	5	1	0	0	10,58	78
Confins (Município) (311787)	0	0	1	0	0	0	1,56	1
Congonhas (Município) (311800)	13	0	2	1	0	0	3,06	16
Conselheiro Lafaiete (Município) (311830)	310	0	2	0	0	0	25,09	312
Contagem (Município) (311860)	147	0	17	1	0	0	2,56	165
Coronel Fabriciano (Município) (311940)	52	0	8	3	0	1	5,88	64
Curvelo (Município) (312090)	26	0	3	0	0	0	3,70	29
Divinópolis (Município) (312230)	28	0	58	0	0	0	3,76	86
Esmeraldas (Município) (312410)	20	0	11	0	0	0	4,68	31
Florestal (Município) (312600)	1	0	0	0	0	0	1,40	1
Formiga (Município) (312610)	104	0	2	0	0	0	15,63	106
Fortuna de Minas (Município) (312640)	1	0	1	0	0	0	6,96	2
Frutal (Município) (312710)	55	0	45	0	0	0	17,46	100
Funilândia (Município) (312720)	0	0	0	0	0	0	0,00	0
Governador Valadares (Município) (312770)	162	0	5	4	1	0	6,21	172
Guaxupé (Município) (312870)	48	0	0	0	0	0	9,28	48
Ibirité (Município) (312980)	43	0	6	1	0	4	3,14	54
Igarapé (Município) (313010)	2	0	0	0	0	0	0,51	2
Inhaúma (Município) (313100)	4	0	0	0	0	0	6,54	4
Ipatinga (Município) (313130)	93	0	6	0	0	0	3,88	99
Itabira (Município) (313170)	58	0	9	1	1	0	5,91	69
Itabirito (Município) (313190)	19	0	1	0	0	0	4,06	20
Itaguara (Município) (313220)	24	0	4	1	0	0	22,16	29
Itajubá (Município) (313240)	26	0	1	0	0	0	2,83	27
Itatiaiuçu (Município) (313370)	3	0	0	0	0	0	2,81	3
Itaúna (Município) (313380)	64	0	2	0	1	0	7,38	67
Ituiutaba (Município) (313420)	262	0	17	0	0	0	27,17	279
Jaboticatubas (Município) (313460)	5	0	12	0	0	1	9,58	18
Janaúba (Município) (313510)	30	0	0	0	0	0	4,26	30
Januária (Município) (313520)	4	0	2	0	0	0	0,88	6
João Monlevade (Município) (313620)	12	0	0	0	0	0	1,54	12
Nova União (Município) (313660)	0	0	0	0	0	1	1,73	1
Juatuba (Município) (313665)	4	0	1	0	0	0	2,03	5
Juiz de Fora (Município) (313670)	224	0	24	1	0	0	4,52	249
Lagoa da Prata (Município) (313720)	24	0	26	0	0	0	10,07	50
Lagoa Santa (Município) (313760)	7	0	2	0	0	0	1,53	9
Lavras (Município) (313820)	23	0	17	0	0	0	4,03	40
Leopoldina (Município) (313840)	47	0	3	1	0	0	9,62	51
Manhuaçu (Município) (313940)	82	0	1	4	0	0	10,13	87
Mariana (Município) (314000)	86	0	0	0	0	0	14,77	86
Mário Campos (Município) (314015)	0	0	3	1	0	0	2,77	4
Mateus Leme (Município) (314070)	3	0	6	0	0	0	3,01	9
Matozinhos (Município) (314110)	24	0	2	0	0	0	7,15	26
Moeda (Município) (314230)	1	0	0	0	0	0	2,04	1
Montes Claros (Município) (314330)	78	0	2	0	0	0	2,05	80
Muriaé (Município) (314390)	167	0	11	1	0	0	16,80	179
Nova Lima (Município) (314480)	11	1	5	0	0	0	1,92	17
Nova Serrana (Município) (314520)	7	0	1	1	0	0	1,03	9
Ouro Preto (Município) (314610)	23	0	0	0	0	0	3,12	23
Paracatu (Município) (314700)	13	0	14	0	0	0	2,99	27
Pará de Minas (Município) (314710)	17	0	5	0	0	0	2,44	22
Passos (Município) (314790)	54	0	83	1	0	0	12,28	138
Patos de Minas (Município) (314800)	69	0	69	0	1	0	9,42	139
Patrocínio (Município) (314810)	67	0	2	0	0	0	7,85	69
Pedro Leopoldo (Município) (314930)	5	0	0	0	0	0	0,80	5
Pirapora (Município) (315120)	49	0	5	0	0	0	9,65	54
Poços de Caldas (Município) (315180)	30	0	1	0	0	0	1,91	31
Ponte Nova (Município) (315210)	21	0	0	0	0	0	3,51	21
Pouso Alegre (Município) (315250)	13	0	1	0	0	0	0,99	14
Prudente de Morais (Município) (315360)	5	0	1	0	0	0	5,83	6
Raposos (Município) (315390)	4	0	0	0	0	0	2,48	4
Ribeirão das Neves (Município) (315460)	79	0	20	4	1	0	3,26	104
Rio Acima (Município) (315480)	1	0	2	0	0	0	3,06	3
Rio Manso (Município) (315530)	1	0	0	0	0	0	1,77	1
Sabará (Município) (315670)	24	0	6	1	0	2	2,47	33
Santa Bárbara (Município) (315720)	4	0	0	0	0	0	1,34	4
Santa Luzia (Município) (315780)	60	0	14	0	0	3	3,58	77
São Francisco (Município) (316110)	35	0	0	0	0	0	6,23	35
São João del Rei (Município) (316250)	97	0	35	0	0	0	14,85	132
São Joaquim de Bicas (Município) (316292)	1	0	1	0	0	0	0,70	2
São José da Lapa (Município) (316295)	1	0	3	0	0	0	1,83	4
São José da Varginha (Município) (316310)	0	0	0	0	0	0	0,00	0
São Sebastião do Paraíso (Município) (316470)	19	0	2	0	0	0	3,04	21
Sarzedo (Município) (316553)	6	0	0	0	0	0	2,05	6
Sete Lagoas (Município) (316720)	77	0	7	0	0	0	3,65	84
