Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Palmas (Município) (172100)	251	0	30	1	3	0	11,05	285
Açailândia (Município) (210005)	389	0	20	0	3	0	38,22	412
Alcântara (Município) (210020)	51	0	1	0	0	0	24,03	52
Bacabal (Município) (210120)	346	0	11	0	0	0	35,05	357
Balsas (Município) (210140)	589	0	26	0	1	0	69,12	616
Barra do Corda (Município) (210160)	430	0	6	0	5	0	51,87	441
Barreirinhas (Município) (210170)	55	0	1	0	0	0	9,56	56
Buriticupu (Município) (210232)	669	0	26	0	0	0	101,27	695
Caxias (Município) (210300)	323	0	12	0	0	0	21,02	335
Chapadinha (Município) (210320)	334	0	2	0	0	0	44,08	336
Codó (Município) (210330)	194	0	2	0	2	0	16,55	198
Coroatá (Município) (210360)	13	0	3	1	0	0	2,69	17
Grajaú (Município) (210480)	960	0	13	0	0	0	149,51	973
Imperatriz (Município) (210530)	253	0	7	0	1	0	10,38	261
Itapecuru Mirim (Município) (210540)	99	0	33	0	0	0	20,32	132
Paço do Lumiar (Município) (210750)	108	0	6	0	0	0	10,05	114
Pinheiro (Município) (210860)	258	0	4	0	1	0	32,73	263
Raposa (Município) (210945)	66	0	0	0	0	0	23,12	66
Santa Inês (Município) (210990)	382	0	7	0	1	0	47,50	390
Santa Luzia (Município) (211000)	263	0	10	0	2	0	36,45	275
São José de Ribamar (Município) (211120)	127	0	10	0	0	0	8,04	137
São Luís (Município) (211130)	567	0	88	2	1	0	6,24	658
Timon (Município) (211220)	431	0	64	0	2	0	30,73	497
Tutóia (Município) (211250)	427	0	30	0	0	0	82,04	457
Vargem Grande (Município) (211270)	289	0	9	0	1	0	56,48	299
Viana (Município) (211280)	263	0	1	0	0	0	52,08	264
Zé Doca (Município) (211400)	285	0	14	0	1	0	60,18	300
Altos (Município) (220040)	300	0	48	0	0	0	88,05	348
Beneditinos (Município) (220160)	13	0	1	0	0	0	13,98	14
Coivaras (Município) (220273)	11	0	0	0	0	0	28,20	11
Curralinhos (Município) (220325)	1	0	0	0	0	0	2,33	1
Demerval Lobão (Município) (220330)	3	0	0	0	0	0	2,22	3
Floriano (Município) (220390)	435	0	20	0	0	0	77,66	455
José de Freitas (Município) (220550)	133	0	9	0	1	0	37,63	143
Lagoa Alegre (Município) (220555)	6	0	0	0	0	0	7,28	6
Lagoa do Piauí (Município) (220558)	1	0	0	0	0	0	2,53	1
Miguel Leão (Município) (220630)	3	0	0	0	0	0	24,12	3
Monsenhor Gil (Município) (220640)	1	0	0	0	0	0	0,96	1
Nazária (Município) (220672)	4	0	0	0	0	0	4,83	4
Parnaíba (Município) (220770)	845	0	51	0	1	0	60,27	897
Pau D'Arco do Piauí (Município) (220779)	6	0	2	0	0	0	20,58	8
Picos (Município) (220800)	1.727	0	6	0	0	0	227,90	1.733
Piripiri (Município) (220840)	54	0	4	0	0	0	9,27	58
Teresina (Município) (221100)	1.059	0	73	0	14	0	13,70	1.146
União (Município) (221110)	483	0	44	0	0	0	121,42	527
Acaraú (Município) (230020)	284	0	0	0	0	0	47,23	284
Acopiara (Município) (230030)	279	0	48	0	0	0	62,10	327
Aquiraz (Município) (230100)	26	0	10	0	0	0	4,73	36
Aracati (Município) (230110)	73	0	17	0	0	0	12,54	90
Barbalha (Município) (230190)	133	0	4	0	0	0	23,70	137
Beberibe (Município) (230220)	59	0	12	0	0	0	13,80	71
Boa Viagem (Município) (230240)	240	0	29	0	0	0	50,18	269
Camocim (Município) (230260)	250	0	6	0	0	0	41,35	256
Canindé (Município) (230280)	251	0	19	1	0	0	35,45	271
Cascavel (Município) (230350)	73	0	58	0	0	0	19,01	131
Caucaia (Município) (230370)	373	0	78	2	1	0	13,16	454
Chorozinho (Município) (230395)	5	0	10	0	0	0	7,82	15
Crateús (Município) (230410)	240	0	66	0	0	0	41,29	306
Crato (Município) (230420)	504	0	38	0	0	0	42,82	542
Eusébio (Município) (230428)	13	0	1	0	0	0	2,83	14
Fortaleza (Município) (230440)	3.579	0	792	18	1	1	17,21	4.391
Granja (Município) (230470)	80	0	17	0	0	0	18,15	97
Guaiúba (Município) (230495)	20	0	7	0	0	0	10,67	27
Horizonte (Município) (230523)	68	0	25	0	0	0	15,35	93
Icó (Município) (230540)	116	0	14	0	0	0	19,44	130
Iguatu (Município) (230550)	417	0	76	1	0	0	49,37	494
Itaitinga (Município) (230625)	17	0	1	1	0	0	5,04	19
Itapajé (Município) (230630)	93	0	24	0	0	1	23,50	118
Itapipoca (Município) (230640)	274	0	427	1	0	0	57,44	702
Juazeiro do Norte (Município) (230730)	195	0	13	0	0	0	7,96	208
Limoeiro do Norte (Município) (230760)	413	0	8	2	0	0	73,73	423
Maracanaú (Município) (230765)	41	0	55	3	0	1	4,59	100
Maranguape (Município) (230770)	31	0	29	0	0	0	4,98	60
Morada Nova (Município) (230870)	77	0	11	0	0	0	14,13	88
Pacajus (Município) (230960)	7	0	20	0	0	0	4,06	27
Pacatuba (Município) (230970)	20	0	16	0	0	0	4,63	36
Pindoretama (Município) (231085)	12	0	4	0	0	0	8,11	16
Quixadá (Município) (231130)	80	0	34	0	0	0	13,57	114
Quixeramobim (Município) (231140)	391	0	26	2	1	0	55,58	420
Russas (Município) (231180)	1.178	0	74	0	0	0	170,49	1.252
São Gonçalo do Amarante (Município) (231240)	35	0	9	0	0	0	9,51	44
Sobral (Município) (231290)	365	0	14	0	0	0	19,17	379
Tauá (Município) (231330)	503	0	124	0	0	0	109,53	627
Tianguá (Município) (231340)	100	0	8	0	0	0	14,98	108
Trairi (Município) (231350)	20	0	7	0	0	0	5,04	27
Viçosa do Ceará (Município) (231410)	110	0	1	0	0	0	19,23	111
Açu (Município) (240020)	242	0	8	0	0	0	44,36	250
Caicó (Município) (240200)	561	0	74	1	1	0	96,16	637
Ceará-Mirim (Município) (240260)	29	0	2	0	0	0	4,31	31
Parnamirim (Município) (240325)	57	0	20	0	2	0	3,44	79
Extremoz (Município) (240360)	4	0	0	0	0	0	1,50	4
Macaíba (Município) (240710)	19	0	3	0	0	0	2,91	22
Monte Alegre (Município) (240780)	9	0	1	0	0	0	4,58	10
Mossoró (Município) (240800)	107	0	5	0	0	0	4,00	112
Natal (Município) (240810)	186	0	55	4	3	0	2,90	248
Nísia Floresta (Município) (240820)	5	0	1	1	0	0	2,71	7
São Gonçalo do Amarante (Município) (241200)	386	0	5	0	0	1	41,17	392
São José de Mipibu (Município) (241220)	15	0	6	0	0	0	4,96	21
Vera Cruz (Município) (241480)	3	0	0	0	0	0	2,58	3
Alhandra (Município) (250060)	12	0	1	0	0	0	6,89	13
Bayeux (Município) (250180)	125	0	12	1	0	0	14,50	138
Caaporã (Município) (250300)	258	0	1	0	0	0	122,10	259
Cabedelo (Município) (250320)	55	0	11	0	0	0	10,47	66
Cajazeiras (Município) (250370)	93	0	44	0	0	0	22,60	137
Campina Grande (Município) (250400)	1.353	0	303	0	0	0	41,40	1.656
Conde (Município) (250460)	23	0	0	0	0	0	9,95	23
Cruz do Espírito Santo (Município) (250490)	16	0	0	0	0	0	9,50	16
Guarabira (Município) (250630)	67	0	26	0	0	0	16,21	93
João Pessoa (Município) (250750)	887	0	95	4	3	0	12,85	989
Lucena (Município) (250860)	7	0	2	0	0	0	7,22	9
Mamanguape (Município) (250890)	30	0	6	0	0	0	8,24	36
Patos (Município) (251080)	112	0	10	0	1	0	11,75	123
Pedras de Fogo (Município) (251120)	64	0	7	0	0	1	25,66	72
Pitimbu (Município) (251190)	22	0	1	0	0	0	12,67	23
Rio Tinto (Município) (251290)	9	0	0	0	0	0	3,77	9
Santa Rita (Município) (251370)	203	0	3	3	0	0	15,73	209
Sapé (Município) (251530)	23	0	7	0	0	0	5,80	30
Sousa (Município) (251620)	24	0	5	0	0	0	4,26	29
Abreu e Lima (Município) (260005)	61	0	10	1	0	1	7,47	73
Araçoiaba (Município) (260105)	7	0	0	1	0	0	4,14	8
Araripina (Município) (260110)	825	0	11	0	0	0	103,75	836
Arcoverde (Município) (260120)	99	0	3	0	0	0	14,15	102
Belo Jardim (Município) (260170)	124	0	15	0	0	0	18,56	139
Bezerros (Município) (260190)	17	0	1	0	0	0	2,99	18
Brejo da Madre de Deus (Município) (260260)	40	0	4	0	0	0	9,17	44
Buíque (Município) (260280)	333	0	4	0	0	0	60,98	337
Cabo de Santo Agostinho (Município) (260290)	95	0	14	9	0	2	6,12	120
Camaragibe (Município) (260345)	82	0	8	3	0	1	6,20	94
Carpina (Município) (260400)	61	0	20	0	0	1	10,34	82
Caruaru (Município) (260410)	172	0	15	2	0	1	5,63	190
Escada (Município) (260520)	110	0	4	4	0	0	17,77	118
Garanhuns (Município) (260600)	148	0	9	0	0	1	11,69	158
Goiana (Município) (260620)	120	0	6	0	0	0	16,17	126
Gravatá (Município) (260640)	53	0	14	0	0	0	8,33	67
Igarassu (Município) (260680)	65	0	7	0	0	1	6,68	73
Ipojuca (Município) (260720)	40	0	1	2	0	1	5,00	44
Ilha de Itamaracá (Município) (260760)	7	0	2	0	0	0	3,76	9
Itapissuma (Município) (260775)	10	0	0	0	0	0	3,97	10
Jaboatão dos Guararapes (Município) (260790)	582	0	28	15	0	2	9,28	627
Limoeiro (Município) (260890)	76	0	6	0	0	2	14,89	84
Moreno (Município) (260940)	58	0	6	0	0	0	10,70	64
Olinda (Município) (260960)	260	0	33	21	1	2	8,17	317
Ouricuri (Município) (260990)	151	0	0	0	0	0	22,31	151
Palmares (Município) (261000)	257	0	3	0	0	0	42,12	260
Paudalho (Município) (261060)	66	0	2	1	0	0	12,77	69
Paulista (Município) (261070)	131	0	20	10	0	0	5,08	161
Pesqueira (Município) (261090)	376	0	98	0	0	0	72,51	474
Petrolina (Município) (261110)	193	0	7	0	1	0	6,28	201
Recife (Município) (261160)	1.174	0	71	37	0	3	8,03	1.285
Salgueiro (Município) (261220)	514	0	23	0	0	0	90,96	537
Santa Cruz do Capibaribe (Município) (261250)	47	0	2	0	0	0	5,06	49
São Bento do Una (Município) (261300)	80	0	1	0	0	2	14,71	83
São Lourenço da Mata (Município) (261370)	37	0	3	2	0	0	3,88	42
Serra Talhada (Município) (261390)	681	0	33	1	0	0	86,09	715
Surubim (Município) (261450)	60	0	3	0	0	2	10,51	65
Timbaúba (Município) (261530)	28	0	1	1	0	0	5,54	30
Vitória de Santo Antão (Município) (261640)	682	0	51	4	0	1	55,11	738
Arapiraca (Município) (270030)	1.261	0	172	0	0	0	62,95	1.433
Barra de Santo Antônio (Município) (270050)	28	0	0	1	0	0	18,86	29
Barra de São Miguel (Município) (270060)	22	0	0	0	0	0	27,12	22
Campo Alegre (Município) (270140)	76	0	1	0	0	0	13,96	77
Coqueiro Seco (Município) (270220)	13	0	0	0	0	0	22,35	13
Coruripe (Município) (270230)	119	0	2	0	1	0	21,92	122
Delmiro Gouveia (Município) (270240)	121	0	12	0	3	0	26,67	136
Maceió (Município) (270430)	1.387	0	13	17	3	0	14,25	1.420
Marechal Deodoro (Município) (270470)	61	0	3	1	0	0	13,04	65
Messias (Município) (270520)	60	0	0	0	0	0	35,07	60
Palmeira dos Índios (Município) (270630)	311	0	20	1	0	0	45,15	332
Paripueira (Município) (270644)	12	0	0	0	0	0	9,62	12
Penedo (Município) (270670)	212	0	10	0	0	0	34,91	222
Pilar (Município) (270690)	255	0	42	0	0	0	84,85	297
Rio Largo (Município) (270770)	216	0	3	1	0	1	30,77	221
Santa Luzia do Norte (Município) (270790)	14	0	0	0	0	0	19,29	14
São Miguel dos Campos (Município) (270860)	149	0	0	0	0	0	25,22	149
Satuba (Município) (270890)	22	0	0	0	0	0	13,98	22
União dos Palmares (Município) (270930)	137	0	31	2	0	1	26,11	171
Aracaju (Município) (280030)	207	0	58	2	0	1	4,36	268
Barra dos Coqueiros (Município) (280060)	11	0	0	0	0	0	4,00	11
Estância (Município) (280210)	37	0	2	1	0	0	5,93	40
Itabaiana (Município) (280290)	12	0	1	0	0	0	1,41	13
Lagarto (Município) (280350)	103	0	7	2	0	0	11,16	112
Nossa Senhora do Socorro (Município) (280480)	70	0	16	5	0	0	5,27	91
São Cristóvão (Município) (280670)	25	0	0	2	0	0	3,19	27
Tobias Barreto (Município) (280740)	50	0	0	0	0	0	9,89	50
Alagoinhas (Município) (290070)	106	0	2	0	0	0	7,08	108
Araci (Município) (290210)	116	0	6	0	0	0	21,92	122
Barra (Município) (290270)	358	0	38	0	0	0	74,21	396
Barreiras (Município) (290320)	204	0	64	0	0	0	17,76	268
Bom Jesus da Lapa (Município) (290390)	37	0	15	0	0	0	7,62	52
Brumado (Município) (290460)	49	0	49	0	0	0	14,25	98
Caetité (Município) (290520)	99	0	30	0	1	0	24,92	130
Camaçari (Município) (290570)	47	0	1	1	0	0	1,78	49
Campo Formoso (Município) (290600)	548	0	10	0	0	0	78,03	558
Candeias (Município) (290650)	40	0	2	3	0	0	5,03	45
Casa Nova (Município) (290720)	256	0	6	0	0	0	37,01	262
Catu (Município) (290750)	48	0	10	0	1	0	10,72	59
Conceição do Coité (Município) (290840)	614	0	44	0	0	0	98,02	658
Cruz das Almas (Município) (290980)	20	0	2	0	0	0	3,48	22
Dias d'Ávila (Município) (291005)	24	0	3	0	0	0	3,60	27
Euclides da Cunha (Município) (291070)	154	0	15	0	0	0	27,91	169
Eunápolis (Município) (291072)	142	0	96	0	0	0	21,48	238
Feira de Santana (Município) (291080)	215	0	77	2	0	1	4,87	295
Guanambi (Município) (291170)	33	0	17	0	0	0	5,91	50
Ilhéus (Município) (291360)	218	0	128	4	0	0	18,96	350
Ipirá (Município) (291400)	57	0	1	1	0	0	9,48	59
Irecê (Município) (291460)	42	0	13	0	0	0	7,63	55
Itaberaba (Município) (291470)	189	0	1	0	0	0	28,87	190
Itabuna (Município) (291480)	632	0	51	1	0	0	31,36	684
Itamaraju (Município) (291560)	81	0	53	0	0	0	19,96	134
Itaparica (Município) (291610)	38	0	1	0	0	0	17,47	39
Itapetinga (Município) (291640)	107	0	78	0	0	0	24,78	185
Jacobina (Município) (291750)	310	0	61	0	0	0	43,99	371
Jaguaquara (Município) (291760)	501	0	171	0	0	1	122,58	673
Jequié (Município) (291800)	520	0	313	2	0	4	51,99	839
Juazeiro (Município) (291840)	192	0	9	0	0	0	9,36	201
Lauro de Freitas (Município) (291920)	40	0	6	0	0	0	2,49	46
Luís Eduardo Magalhães (Município) (291955)	24	0	7	0	0	0	4,24	31
Madre de Deus (Município) (291992)	2	0	1	0	0	0	1,53	3
Mata de São João (Município) (292100)	15	0	6	0	0	0	4,72	21
Paulo Afonso (Município) (292400)	141	0	1	0	0	0	12,10	142
Pojuca (Município) (292520)	3	0	0	0	0	0	0,82	3
Porto Seguro (Município) (292530)	32	0	16	3	0	0	3,62	51
Ribeira do Pombal (Município) (292660)	61	0	3	1	0	0	12,79	65
Salvador (Município) (292740)	674	0	73	91	1	8	2,94	847
Santo Amaro (Município) (292860)	64	0	25	2	0	0	14,82	91
Santo Antônio de Jesus (Município) (292870)	268	0	97	0	0	0	36,72	365
Santo Estêvão (Município) (292880)	25	0	9	0	0	0	6,52	34
São Francisco do Conde (Município) (292920)	1	0	1	0	0	0	0,55	2
São Sebastião do Passé (Município) (292950)	19	0	2	0	1	0	4,88	22
Senhor do Bonfim (Município) (293010)	586	0	50	0	0	0	79,24	636
Serrinha (Município) (293050)	458	0	65	0	0	0	63,66	523
Simões Filho (Município) (293070)	55	0	17	3	0	0	5,77	75
Teixeira de Freitas (Município) (293135)	61	0	76	1	0	0	9,00	138
Tucano (Município) (293190)	78	0	7	0	0	0	15,20	85
Valença (Município) (293290)	252	0	16	0	0	0	27,83	268
Vera Cruz (Município) (293320)	43	0	1	0	0	0	10,60	44
Vitória da Conquista (Município) (293330)	1.042	0	49	0	0	1	32,40	1.092
Alfenas (Município) (310160)	11	0	4	0	0	0	1,93	15
Araguari (Município) (310350)	58	0	28	0	0	0	7,48	86
Araxá (Município) (310400)	43	0	30	0	0	1	7,40	74
Baldim (Município) (310500)	1	0	0	0	0	0	1,24	1
Barão de Cocais (Município) (310540)	5	0	1	0	1	0	2,30	7
Barbacena (Município) (310560)	23	0	4	0	0	0	2,03	27
Belo Horizonte (Município) (310620)	683	0	908	17	3	9	6,53	1.620
Belo Vale (Município) (310640)	3	0	7	0	0	0	12,84	10
Betim (Município) (310670)	36	0	63	5	1	2	2,63	107
Bom Despacho (Município) (310740)	16	0	26	0	0	1	8,89	43
Bonfim (Município) (310810)	1	0	0	0	0	0	1,43	1
Brumadinho (Município) (310900)	15	0	13	0	0	1	7,89	29
Caeté (Município) (311000)	7	0	7	0	0	0	3,25	14
Campo Belo (Município) (311120)	0	0	9	0	1	0	1,86	10
Capim Branco (Município) (311250)	2	0	1	0	0	0	3,20	3
Caratinga (Município) (311340)	38	0	29	0	0	0	7,48	67
Cataguases (Município) (311530)	59	0	30	0	0	0	12,15	89
Confins (Município) (311787)	0	0	0	0	0	0	0,00	0
Congonhas (Município) (311800)	21	0	4	0	0	0	4,83	25
Conselheiro Lafaiete (Município) (311830)	258	0	2	0	0	0	21,09	260
Contagem (Município) (311860)	85	1	92	2	0	0	2,82	180
Coronel Fabriciano (Município) (311940)	38	0	66	0	0	0	9,60	104
Curvelo (Município) (312090)	33	0	23	0	0	0	7,20	56
Divinópolis (Município) (312230)	28	0	20	0	0	0	2,12	48
Esmeraldas (Município) (312410)	12	0	29	0	0	0	6,29	41
Florestal (Município) (312600)	1	0	0	0	0	0	1,42	1
Formiga (Município) (312610)	55	0	5	0	0	0	8,87	60
Fortuna de Minas (Município) (312640)	1	0	1	0	0	0	7,02	2
Frutal (Município) (312710)	81	0	26	0	0	0	18,86	107
Funilândia (Município) (312720)	1	0	0	0	0	0	2,43	1
Governador Valadares (Município) (312770)	201	0	47	0	1	0	9,04	249
Guaxupé (Município) (312870)	32	0	12	0	0	0	8,55	44
Ibirité (Município) (312980)	28	0	52	2	0	0	4,83	82
Igarapé (Município) (313010)	7	0	4	0	0	0	2,87	11
Inhaúma (Município) (313100)	0	0	1	0	0	0	1,65	1
Ipatinga (Município) (313130)	104	0	166	0	1	0	10,71	271
Itabira (Município) (313170)	40	1	27	1	0	1	6,04	70
Itabirito (Município) (313190)	33	0	0	1	0	0	6,99	34
Itaguara (Município) (313220)	24	0	37	0	0	0	46,93	61
Itajubá (Município) (313240)	29	0	1	5	0	0	3,69	35
Itatiaiuçu (Município) (313370)	1	0	0	0	0	0	0,95	1
Itaúna (Município) (313380)	50	0	9	0	0	0	6,55	59
Ituiutaba (Município) (313420)	171	0	23	0	0	0	19,02	194
Jaboticatubas (Município) (313460)	2	0	8	0	0	0	5,40	10
Janaúba (Município) (313510)	14	0	16	0	0	0	4,28	30
Januária (Município) (313520)	4	0	12	0	0	0	2,36	16
João Monlevade (Município) (313620)	17	0	6	0	0	0	2,97	23
Nova União (Município) (313660)	1	0	1	0	0	0	3,48	2
Juatuba (Município) (313665)	1	0	5	0	0	0	2,47	6
Juiz de Fora (Município) (313670)	181	0	49	0	1	0	4,23	231
Lagoa da Prata (Município) (313720)	16	0	9	0	0	0	5,09	25
Lagoa Santa (Município) (313760)	8	0	6	0	0	0	2,43	14
Lavras (Município) (313820)	25	0	4	0	0	0	2,95	29
Leopoldina (Município) (313840)	23	0	27	0	0	0	9,45	50
Manhuaçu (Município) (313940)	49	0	14	2	0	0	7,65	65
Mariana (Município) (314000)	29	0	0	0	0	1	5,20	30
Mário Campos (Município) (314015)	4	0	7	0	0	0	7,73	11
Mateus Leme (Município) (314070)	5	0	8	0	0	0	4,40	13
Matozinhos (Município) (314110)	10	0	5	0	0	0	4,16	15
Moeda (Município) (314230)	0	0	0	0	0	0	0,00	0
Montes Claros (Município) (314330)	72	0	55	0	0	4	3,39	131
Muriaé (Município) (314390)	150	0	62	2	0	0	20,22	214
Nova Lima (Município) (314480)	17	0	13	0	0	0	3,43	30
Nova Serrana (Município) (314520)	6	0	12	0	0	0	2,13	18
Ouro Preto (Município) (314610)	27	0	1	0	0	0	3,82	28
Paracatu (Município) (314700)	12	0	8	0	0	0	2,23	20
Pará de Minas (Município) (314710)	17	0	14	0	0	0	3,47	31
Passos (Município) (314790)	67	0	18	0	0	0	7,61	85
Patos de Minas (Município) (314800)	78	0	43	0	0	0	8,26	121
Patrocínio (Município) (314810)	69	0	4	0	0	0	8,37	73
Pedro Leopoldo (Município) (314930)	2	0	8	0	0	0	1,61	10
Pirapora (Município) (315120)	39	0	107	0	0	0	26,21	146
Poços de Caldas (Município) (315180)	23	0	1	1	0	0	1,55	25
Ponte Nova (Município) (315210)	23	0	1	0	0	0	4,03	24
Pouso Alegre (Município) (315250)	18	0	1	2	0	0	1,50	21
Prudente de Morais (Município) (315360)	1	0	5	0	0	0	5,89	6
Raposos (Município) (315390)	4	0	0	0	0	0	2,49	4
Ribeirão das Neves (Município) (315460)	63	0	91	1	0	2	4,97	157
Rio Acima (Município) (315480)	0	0	1	0	0	0	1,03	1
Rio Manso (Município) (315530)	0	0	0	0	0	0	0,00	0
Sabará (Município) (315670)	28	0	35	1	0	1	4,90	65
Santa Bárbara (Município) (315720)	6	0	1	0	0	0	2,37	7
Santa Luzia (Município) (315780)	52	0	121	1	0	0	8,16	174
São Francisco (Município) (316110)	25	0	6	0	0	0	5,54	31
São João del Rei (Município) (316250)	70	0	18	0	0	0	9,95	88
São Joaquim de Bicas (Município) (316292)	2	0	3	0	0	0	1,78	5
São José da Lapa (Município) (316295)	3	0	1	0	0	0	1,86	4
São José da Varginha (Município) (316310)	0	0	3	0	0	0	6,58	3
São Sebastião do Paraíso (Município) (316470)	19	0	4	0	0	0	3,36	23
Sarzedo (Município) (316553)	3	0	2	0	0	0	1,75	5
