Localidade	"Internações por doenças gastrointestinais infecciosas
(Número de internações) (DATASUS)"	"Internações por febre amarela
(Número de internações) (DATASUS)"	"Internações por dengue
(Número de internações) (DATASUS)"	"Internações por leptospirose
(Número de internações) (DATASUS)"	"Internações por malária
(Número de internações) (DATASUS)"	"Internações por esquistossomose
(Número de internações) (DATASUS)"	"Taxa de incidência de internações por doenças associadas à falta de saneamento
(Internações por 10 mil habitantes) (DATASUS)"	"Internações por doenças associadas à falta de saneamento
(Número de internações) (DATASUS)"
Teófilo Otoni (Município) (316860)	7	27	6	0	0	0	2,82	40
Timóteo (Município) (316870)	16	0	8	0	1	0	2,81	25
Três Corações (Município) (316930)	32	1	35	0	0	0	8,61	68
Três Pontas (Município) (316940)	13	0	1	0	0	0	2,45	14
Ubá (Município) (316990)	301	0	2	0	0	0	26,74	303
Uberaba (Município) (317010)	92	0	12	1	0	1	3,23	106
Uberlândia (Município) (317020)	213	0	51	1	0	0	3,92	265
Unaí (Município) (317040)	21	0	6	0	0	0	3,22	27
Varginha (Município) (317070)	20	0	0	0	0	0	1,49	20
Vespasiano (Município) (317120)	25	0	4	0	0	1	2,45	30
Viçosa (Município) (317130)	52	0	2	0	0	0	6,89	54
Aracruz (Município) (320060)	19	0	6	0	0	0	2,54	25
Cachoeiro de Itapemirim (Município) (320120)	176	1	19	3	0	0	9,40	199
Cariacica (Município) (320130)	108	9	16	0	0	2	3,49	135
Colatina (Município) (320150)	78	1	5	0	0	0	6,75	84
Fundão (Município) (320220)	3	1	0	0	0	0	1,93	4
Guarapari (Município) (320240)	39	2	11	0	0	0	4,22	52
Linhares (Município) (320320)	65	0	16	0	0	0	4,79	81
São Mateus (Município) (320490)	91	0	28	0	0	0	9,26	119
Serra (Município) (320500)	71	11	15	0	0	1	1,95	98
Viana (Município) (320510)	17	2	2	0	0	0	2,74	21
Vila Velha (Município) (320520)	128	4	32	1	0	0	3,39	165
Vitória (Município) (320530)	91	5	7	1	0	2	2,92	106
Angra dos Reis (Município) (330010)	22	0	4	2	0	0	1,44	28
Araruama (Município) (330020)	4	1	0	0	0	0	0,39	5
Barra do Piraí (Município) (330030)	119	0	9	1	0	0	13,24	129
Barra Mansa (Município) (330040)	25	0	5	3	0	0	1,84	33
Belford Roxo (Município) (330045)	542	0	3	1	1	0	11,03	547
Cabo Frio (Município) (330070)	22	1	4	1	0	0	1,30	28
Cachoeiras de Macacu (Município) (330080)	35	0	2	0	0	0	6,49	37
Campos dos Goytacazes (Município) (330100)	158	0	51	1	0	1	4,30	211
Duque de Caxias (Município) (330170)	178	0	10	4	0	0	2,15	192
Guapimirim (Município) (330185)	18	0	3	2	0	0	3,97	23
Itaboraí (Município) (330190)	25	0	3	0	0	0	1,20	28
Itaguaí (Município) (330200)	3	0	1	0	0	0	0,33	4
Itaperuna (Município) (330220)	52	0	2	1	0	0	5,50	55
Japeri (Município) (330227)	19	0	0	0	0	0	1,88	19
Macaé (Município) (330240)	75	0	2	1	0	0	3,19	78
Magé (Município) (330250)	19	0	3	4	0	0	1,10	26
Maricá (Município) (330270)	14	0	1	0	0	0	0,98	15
Mesquita (Município) (330285)	21	0	1	1	0	0	1,34	23
Nilópolis (Município) (330320)	2	0	1	1	0	0	0,25	4
Niterói (Município) (330330)	73	0	12	1	1	0	1,74	87
Nova Friburgo (Município) (330340)	26	0	1	0	0	0	1,46	27
Nova Iguaçu (Município) (330350)	163	1	14	3	0	0	2,27	181
Paracambi (Município) (330360)	17	0	3	0	0	0	3,96	20
Petrópolis (Município) (330390)	20	0	2	5	1	0	0,94	28
Queimados (Município) (330414)	39	0	4	0	0	0	2,96	43
Resende (Município) (330420)	40	0	6	2	0	0	3,78	48
Rio Bonito (Município) (330430)	33	0	5	0	0	0	6,52	38
Rio das Ostras (Município) (330452)	10	0	3	0	1	0	0,99	14
Rio de Janeiro (Município) (330455)	370	2	29	19	5	4	0,66	429
São Gonçalo (Município) (330490)	75	0	31	7	0	0	1,08	113
São João de Meriti (Município) (330510)	60	0	1	3	0	0	1,39	64
São Pedro da Aldeia (Município) (330520)	3	0	0	0	0	0	0,30	3
Saquarema (Município) (330550)	6	0	0	0	0	0	0,70	6
Seropédica (Município) (330555)	3	0	4	0	0	0	0,83	7
Tanguá (Município) (330575)	7	0	1	0	0	0	2,43	8
Teresópolis (Município) (330580)	27	0	0	1	0	0	1,59	28
Três Rios (Município) (330600)	18	0	0	0	0	0	2,27	18
Valença (Município) (330610)	42	0	1	1	0	0	5,93	44
Volta Redonda (Município) (330630)	52	0	16	7	0	0	2,83	75
Americana (Município) (350160)	19	0	0	0	0	0	0,81	19
Amparo (Município) (350190)	28	2	1	2	0	0	4,64	33
Andradina (Município) (350210)	58	0	2	0	0	0	10,46	60
Araçatuba (Município) (350280)	47	0	6	0	0	0	2,72	53
Araraquara (Município) (350320)	30	0	4	0	0	0	1,47	34
Araras (Município) (350330)	34	0	0	3	0	0	2,82	37
Artur Nogueira (Município) (350380)	3	0	0	1	0	0	0,77	4
Arujá (Município) (350390)	16	0	0	1	0	0	1,97	17
Assis (Município) (350400)	39	0	2	1	0	0	4,08	42
Atibaia (Município) (350410)	18	1	2	0	0	0	1,50	21
Avaré (Município) (350450)	103	0	0	0	0	0	11,51	103
Barretos (Município) (350550)	22	0	3	1	0	0	2,16	26
Barueri (Município) (350570)	194	0	10	5	0	0	7,81	209
Batatais (Município) (350590)	96	0	2	0	0	0	15,94	98
Bauru (Município) (350600)	64	0	1	1	0	0	1,78	66
Bebedouro (Município) (350610)	12	0	0	0	0	0	1,54	12
Bertioga (Município) (350635)	12	0	0	9	1	1	3,88	23
Birigui (Município) (350650)	43	0	3	0	0	0	3,81	46
Biritiba-Mirim (Município) (350660)	8	0	1	1	0	0	3,15	10
Boituva (Município) (350700)	9	0	3	0	0	0	2,07	12
Botucatu (Município) (350750)	44	0	3	0	1	0	3,37	48
Bragança Paulista (Município) (350760)	7	0	5	0	0	0	0,73	12
Caçapava (Município) (350850)	13	0	2	1	0	0	1,73	16
Caieiras (Município) (350900)	10	0	1	1	0	0	1,22	12
Cajamar (Município) (350920)	4	0	1	0	0	0	0,68	5
Campinas (Município) (350950)	127	1	14	13	2	2	1,34	159
Campo Limpo Paulista (Município) (350960)	8	0	2	1	0	1	1,45	12
Campos do Jordão (Município) (350970)	14	0	0	1	0	0	2,92	15
Capivari (Município) (351040)	14	0	1	0	0	0	2,76	15
Caraguatatuba (Município) (351050)	32	0	2	0	0	0	2,91	34
Carapicuíba (Município) (351060)	163	0	13	6	0	0	4,59	182
Catanduva (Município) (351110)	27	0	1	0	0	0	2,32	28
Cosmópolis (Município) (351280)	8	0	1	0	0	0	1,30	9
Cotia (Município) (351300)	32	0	5	3	0	0	1,68	40
Cruzeiro (Município) (351340)	26	0	2	1	0	0	3,55	29
Cubatão (Município) (351350)	6	0	1	1	0	0	0,62	8
Diadema (Município) (351380)	209	0	5	2	1	0	5,19	217
Embu das Artes (Município) (351500)	58	0	2	3	0	0	2,36	63
Embu-Guaçu (Município) (351510)	26	0	0	0	0	0	3,81	26
Fernandópolis (Município) (351550)	42	0	1	0	0	0	6,26	43
Ferraz de Vasconcelos (Município) (351570)	50	0	1	1	0	0	2,75	52
Franca (Município) (351620)	33	0	1	0	2	1	1,07	37
Francisco Morato (Município) (351630)	124	0	7	1	0	0	7,69	132
Franco da Rocha (Município) (351640)	16	0	0	4	0	0	1,34	20
Guararema (Município) (351830)	6	0	0	0	0	0	2,07	6
Guaratinguetá (Município) (351840)	42	0	2	6	0	0	4,15	50
Guarujá (Município) (351870)	42	0	2	8	0	1	1,68	53
Guarulhos (Município) (351880)	213	0	14	22	0	5	1,88	254
Hortolândia (Município) (351907)	26	0	4	7	0	0	1,67	37
Ibitinga (Município) (351960)	6	0	3	0	0	0	1,53	9
Ibiúna (Município) (351970)	11	0	0	1	0	0	1,55	12
Indaiatuba (Município) (352050)	26	0	5	1	1	0	1,38	33
Itanhaém (Município) (352210)	4	0	0	1	2	0	0,71	7
Itapecerica da Serra (Município) (352220)	78	0	2	2	0	0	4,80	82
Itapetininga (Município) (352230)	4	0	2	0	0	0	0,37	6
Itapeva (Município) (352240)	109	0	0	0	0	0	11,65	109
Itapevi (Município) (352250)	56	0	2	5	1	0	2,79	64
Itapira (Município) (352260)	47	0	1	0	0	0	6,50	48
Itaquaquecetuba (Município) (352310)	35	1	3	4	0	0	1,19	43
Itararé (Município) (352320)	41	0	1	0	0	0	8,34	42
Itatiba (Município) (352340)	8	1	0	1	1	0	0,94	11
Itu (Município) (352390)	6	0	0	1	0	0	0,41	7
Itupeva (Município) (352400)	10	0	0	1	0	0	1,93	11
Jaboticabal (Município) (352430)	11	0	0	0	0	0	1,44	11
Jacareí (Município) (352440)	35	0	3	0	0	1	1,70	39
Jaguariúna (Município) (352470)	16	0	0	0	0	0	2,95	16
Jandira (Município) (352500)	26	0	0	0	0	0	2,14	26
Jaú (Município) (352530)	98	0	6	0	0	1	7,18	105
Jundiaí (Município) (352590)	85	1	7	2	0	0	2,32	95
Juquitiba (Município) (352620)	8	0	1	0	0	0	2,90	9
Leme (Município) (352670)	49	0	3	0	0	0	5,14	52
Lençóis Paulista (Município) (352680)	42	0	0	0	0	0	6,25	42
Limeira (Município) (352690)	55	0	5	4	0	0	2,13	64
Lins (Município) (352710)	18	0	0	0	0	0	2,34	18
Lorena (Município) (352720)	47	0	9	0	0	0	6,37	56
Mairiporã (Município) (352850)	51	0	0	0	0	0	5,33	51
Marília (Município) (352900)	31	0	0	0	0	0	1,32	31
Matão (Município) (352930)	43	0	2	0	0	0	5,47	45
Mauá (Município) (352940)	51	0	2	2	1	0	1,21	56
Mirassol (Município) (353030)	91	0	10	0	0	1	17,36	102
Mococa (Município) (353050)	50	0	5	0	0	0	7,97	55
Mogi das Cruzes (Município) (353060)	100	0	5	4	0	0	2,51	109
Mogi Guaçu (Município) (353070)	53	0	0	0	0	0	3,55	53
Mogi Mirim (Município) (353080)	27	0	2	0	0	0	3,14	29
Mongaguá (Município) (353110)	4	0	0	0	0	0	0,74	4
Monte Alto (Município) (353130)	107	0	0	0	0	0	21,41	107
Monte Mor (Município) (353180)	12	0	0	0	0	0	2,10	12
Nova Odessa (Município) (353340)	4	0	3	0	1	0	1,37	8
Olímpia (Município) (353390)	51	0	10	0	0	0	11,29	61
Osasco (Município) (353440)	197	0	4	3	0	0	2,92	204
Ourinhos (Município) (353470)	14	0	0	1	0	0	1,34	15
Paulínia (Município) (353650)	18	0	1	2	0	0	2,05	21
Penápolis (Município) (353730)	45	0	9	0	0	0	8,61	54
Peruíbe (Município) (353760)	1	0	0	0	0	0	0,15	1
Piedade (Município) (353780)	10	0	1	1	0	0	2,18	12
Pindamonhangaba (Município) (353800)	35	0	6	2	0	0	2,62	43
Piracicaba (Município) (353870)	97	0	3	3	0	0	2,59	103
Pirapora do Bom Jesus (Município) (353910)	3	0	0	0	0	0	1,65	3
Pirassununga (Município) (353930)	38	0	1	0	0	0	5,17	39
Poá (Município) (353980)	18	0	1	0	0	0	1,65	19
Porto Feliz (Município) (354060)	13	0	1	1	0	0	2,86	15
Porto Ferreira (Município) (354070)	30	1	2	0	0	0	5,95	33
Praia Grande (Município) (354100)	11	0	7	3	0	0	0,68	21
Presidente Prudente (Município) (354140)	91	0	8	0	0	0	4,39	99
Registro (Município) (354260)	2	0	1	0	0	0	0,53	3
Ribeirão Pires (Município) (354330)	7	0	0	0	0	0	0,57	7
Ribeirão Preto (Município) (354340)	162	0	15	2	1	0	2,64	180
Rio Claro (Município) (354390)	9	0	1	0	1	0	0,54	11
Rio Grande da Serra (Município) (354410)	4	0	0	0	0	0	0,81	4
Salesópolis (Município) (354500)	3	0	0	0	0	0	1,77	3
Salto (Município) (354520)	8	0	1	0	0	0	0,77	9
Santa Bárbara d'Oeste (Município) (354580)	10	0	0	0	0	0	0,52	10
Santa Isabel (Município) (354680)	25	0	1	0	0	0	4,64	26
Santana de Parnaíba (Município) (354730)	27	0	4	4	0	0	2,65	35
Santo André (Município) (354780)	140	1	6	6	0	1	2,15	154
Santos (Município) (354850)	36	0	9	5	1	2	1,22	53
São Bernardo do Campo (Município) (354870)	52	0	1	6	0	1	0,73	60
São Caetano do Sul (Município) (354880)	40	0	1	0	0	0	2,57	41
São Carlos (Município) (354890)	53	0	5	0	0	0	2,36	58
São João da Boa Vista (Município) (354910)	15	0	0	0	0	0	1,67	15
São Joaquim da Barra (Município) (354940)	16	0	0	0	0	0	3,14	16
São José do Rio Pardo (Município) (354970)	25	0	2	0	0	0	4,93	27
São José do Rio Preto (Município) (354980)	90	0	33	0	1	0	2,75	124
São José dos Campos (Município) (354990)	143	0	13	10	0	1	2,37	167
São Lourenço da Serra (Município) (354995)	6	0	0	2	0	0	5,17	8
São Paulo (Município) (355030)	3.446	7	100	135	14	7	3,06	3.709
São Roque (Município) (355060)	1	0	0	1	0	0	0,23	2
São Sebastião (Município) (355070)	26	0	6	0	1	3	4,21	36
São Vicente (Município) (355100)	101	0	12	13	2	1	3,58	129
Sertãozinho (Município) (355170)	20	0	0	0	0	0	1,63	20
Sorocaba (Município) (355220)	28	0	1	0	0	0	0,44	29
Sumaré (Município) (355240)	39	0	1	1	0	2	1,58	43
Suzano (Município) (355250)	33	0	0	1	1	0	1,20	35
Taboão da Serra (Município) (355280)	58	0	4	2	0	0	2,29	64
Taquaritinga (Município) (355370)	169	0	2	0	0	0	30,03	171
Tatuí (Município) (355400)	22	0	1	1	0	0	2,02	24
Taubaté (Município) (355410)	10	0	1	1	0	0	0,39	12
Tupã (Município) (355500)	61	0	6	0	0	0	10,19	67
Ubatuba (Município) (355540)	2	1	3	1	0	0	0,79	7
Valinhos (Município) (355620)	14	0	0	0	0	0	1,13	14
Vargem Grande Paulista (Município) (355645)	8	0	0	0	0	0	1,59	8
Várzea Paulista (Município) (355650)	12	0	0	0	0	0	1,01	12
Vinhedo (Município) (355670)	21	0	1	0	0	0	2,93	22
Votorantim (Município) (355700)	7	0	0	4	0	0	0,92	11
Votuporanga (Município) (355710)	34	0	0	0	0	0	3,67	34
Adrianópolis (Município) (410020)	0	0	0	0	0	0	0,00	0
Agudos do Sul (Município) (410030)	3	0	0	0	0	0	3,27	3
Almirante Tamandaré (Município) (410040)	35	0	0	3	0	0	3,29	38
Apucarana (Município) (410140)	122	0	1	0	0	0	9,27	123
Arapongas (Município) (410150)	53	0	0	0	0	0	4,47	53
Araucária (Município) (410180)	30	0	3	1	0	0	2,47	34
Balsa Nova (Município) (410230)	5	0	0	0	0	0	3,97	5
Bocaiúva do Sul (Município) (410310)	2	0	0	0	0	0	1,60	2
Cambé (Município) (410370)	59	0	5	1	0	0	6,17	65
Campina Grande do Sul (Município) (410400)	8	0	1	0	0	0	2,12	9
Campo Largo (Município) (410420)	142	0	1	0	0	0	11,23	143
Campo Magro (Município) (410425)	23	0	0	0	0	0	8,14	23
Campo Mourão (Município) (410430)	20	0	3	0	0	0	2,44	23
Cascavel (Município) (410480)	41	0	4	1	1	0	1,47	47
Castro (Município) (410490)	9	0	0	0	0	0	1,26	9
Cerro Azul (Município) (410520)	11	0	0	0	0	0	6,15	11
Cianorte (Município) (410550)	44	1	1	0	1	0	5,91	47
Colombo (Município) (410580)	90	0	1	2	0	0	3,92	93
Contenda (Município) (410620)	6	0	1	0	0	0	3,90	7
Curitiba (Município) (410690)	459	1	3	19	1	0	2,53	483
Fazenda Rio Grande (Município) (410765)	18	0	1	2	0	0	2,21	21
Foz do Iguaçu (Município) (410830)	37	0	10	0	0	0	1,78	47
Francisco Beltrão (Município) (410840)	32	0	0	0	0	0	3,62	32
Guarapuava (Município) (410940)	130	0	1	2	0	0	7,37	133
Ibiporã (Município) (410980)	66	0	5	1	0	0	13,49	72
Irati (Município) (411070)	23	0	0	2	0	0	4,14	25
Itaperuçu (Município) (411125)	6	0	0	0	0	0	2,18	6
Lapa (Município) (411320)	9	0	0	0	0	0	1,87	9
Londrina (Município) (411370)	429	0	12	3	2	0	7,99	446
Mandirituba (Município) (411430)	17	0	1	1	0	0	7,40	19
Marechal Cândido Rondon (Município) (411460)	38	0	1	0	1	0	7,72	40
Maringá (Município) (411520)	71	0	8	1	2	0	2,02	82
Palmas (Município) (411760)	121	0	0	0	1	0	24,90	122
Paranaguá (Município) (411820)	41	0	21	10	0	0	4,71	72
Paranavaí (Município) (411840)	15	0	0	0	0	0	1,71	15
Pato Branco (Município) (411850)	75	0	0	0	0	0	9,29	75
Pinhais (Município) (411915)	77	0	2	1	0	0	6,18	80
Piraquara (Município) (411950)	81	0	2	1	0	0	7,80	84
Ponta Grossa (Município) (411990)	117	0	1	4	0	0	3,54	122
Prudentópolis (Município) (412060)	98	0	0	0	0	0	18,80	98
Quatro Barras (Município) (412080)	5	0	0	1	0	0	2,65	6
Quitandinha (Município) (412120)	36	0	0	0	0	0	19,22	36
Rio Branco do Sul (Município) (412220)	17	0	0	1	0	0	5,54	18
Rolândia (Município) (412240)	40	7	4	1	0	0	8,03	52
São José dos Pinhais (Município) (412550)	65	0	1	4	0	0	2,28	70
Sarandi (Município) (412625)	57	0	6	0	0	0	6,69	63
Telêmaco Borba (Município) (412710)	241	0	1	0	0	0	31,32	242
Tijucas do Sul (Município) (412760)	5	0	0	1	0	0	3,67	6
Toledo (Município) (412770)	30	0	1	0	0	0	2,29	31
Tunas do Paraná (Município) (412788)	2	0	0	0	0	0	2,51	2
Umuarama (Município) (412810)	117	0	7	0	0	0	11,28	124
União da Vitória (Município) (412820)	36	0	0	1	0	0	6,49	37
Doutor Ulysses (Município) (412863)	0	0	0	0	0	0	0,00	0
Águas Mornas (Município) (420060)	4	0	0	1	0	0	7,94	5
Alfredo Wagner (Município) (420070)	2	0	0	1	0	0	3,01	3
Angelina (Município) (420090)	1	0	0	1	0	0	4,05	2
Anitápolis (Município) (420110)	26	0	0	0	0	0	80,05	26
Antônio Carlos (Município) (420120)	0	0	0	2	0	0	2,40	2
Araranguá (Município) (420140)	44	0	0	1	0	0	6,71	45
Balneário Camboriú (Município) (420200)	5	0	0	2	1	0	0,59	8
Biguaçu (Município) (420230)	6	0	0	4	0	0	1,50	10
Blumenau (Município) (420240)	114	0	0	4	0	0	3,39	118
Brusque (Município) (420290)	91	0	1	3	0	1	7,45	96
Caçador (Município) (420300)	46	0	0	0	0	0	5,95	46
Camboriú (Município) (420320)	16	0	0	2	0	0	2,29	18
Canelinha (Município) (420370)	2	0	0	1	0	0	2,51	3
Canoinhas (Município) (420380)	44	0	0	1	0	0	8,27	45
Chapecó (Município) (420420)	37	0	3	1	1	0	1,97	42
Concórdia (Município) (420430)	36	0	0	0	0	0	4,88	36
Criciúma (Município) (420460)	87	0	1	1	0	0	4,21	89
Florianópolis (Município) (420540)	88	1	3	12	5	0	2,24	109
Garopaba (Município) (420570)	2	0	0	1	0	0	1,36	3
Gaspar (Município) (420590)	18	0	0	2	0	0	2,97	20
Governador Celso Ramos (Município) (420600)	2	0	0	0	0	0	1,41	2
Içara (Município) (420700)	25	0	0	1	0	0	4,74	26
Indaial (Município) (420750)	94	0	3	6	0	0	15,49	103
Itajaí (Município) (420820)	56	0	7	2	0	0	3,06	65
Itapema (Município) (420830)	8	0	0	2	0	0	1,63	10
Jaraguá do Sul (Município) (420890)	70	0	0	14	0	0	4,92	84
Joinville (Município) (420910)	84	0	1	31	0	0	2,01	116
Lages (Município) (420930)	80	0	0	2	0	0	5,17	82
Leoberto Leal (Município) (420980)	1	0	0	1	0	0	6,37	2
Mafra (Município) (421010)	13	0	1	0	0	0	2,50	14
Major Gercino (Município) (421020)	2	0	0	0	0	0	5,83	2
Navegantes (Município) (421130)	9	0	2	0	0	0	1,43	11
Nova Trento (Município) (421150)	17	0	0	1	0	0	12,77	18
Palhoça (Município) (421190)	22	0	1	14	0	0	2,24	37
Paulo Lopes (Município) (421230)	1	0	0	0	0	0	1,36	1
Rancho Queimado (Município) (421430)	0	0	1	0	0	0	3,48	1
Rio do Sul (Município) (421480)	16	0	0	1	0	0	2,46	17
Santo Amaro da Imperatriz (Município) (421570)	6	0	1	8	0	0	6,63	15
São Bento do Sul (Município) (421580)	35	0	0	1	0	0	4,35	36
São Bonifácio (Município) (421590)	194	0	0	1	0	0	672,65	195
São Francisco do Sul (Município) (421620)	3	0	0	0	0	0	0,59	3
São João Batista (Município) (421630)	8	0	0	2	0	0	2,85	10
São José (Município) (421660)	26	0	2	11	0	0	1,63	39
São Pedro de Alcântara (Município) (421725)	1	0	0	0	0	0	1,79	1
Tijucas (Município) (421800)	13	0	1	2	0	0	4,33	16
Tubarão (Município) (421870)	40	0	1	6	1	0	4,60	48
Videira (Município) (421930)	60	0	0	0	0	0	11,52	60
Xanxerê (Município) (421950)	24	0	3	1	0	0	5,63	28
Alegrete (Município) (430040)	107	0	0	1	0	0	13,85	108
Alvorada (Município) (430060)	111	0	0	16	0	0	6,10	127
Araricá (Município) (430087)	0	0	0	0	0	0	0,00	0
Arroio dos Ratos (Município) (430110)	8	0	0	0	0	0	5,61	8
Bagé (Município) (430160)	95	0	0	2	0	0	7,94	97
Bento Gonçalves (Município) (430210)	26	0	0	0	0	0	2,26	26
Cachoeira do Sul (Município) (430300)	66	0	0	10	0	0	8,89	76
Cachoeirinha (Município) (430310)	33	0	1	4	0	0	2,98	38
Camaquã (Município) (430350)	18	0	0	0	0	0	2,72	18
Campo Bom (Município) (430390)	15	0	0	1	0	0	2,46	16
Canguçu (Município) (430450)	69	0	0	5	0	0	13,19	74
Canoas (Município) (430460)	135	0	5	6	0	0	4,25	146
Capão da Canoa (Município) (430463)	7	0	1	0	0	0	1,65	8
Capela de Santana (Município) (430468)	1	0	0	1	0	0	1,75	2
Carazinho (Município) (430470)	32	0	2	2	0	0	5,77	36
Caxias do Sul (Município) (430510)	78	0	0	5	0	0	1,72	83
Charqueadas (Município) (430535)	23	0	0	1	0	0	6,17	24
Cruz Alta (Município) (430610)	48	0	4	0	0	0	8,19	52
Dois Irmãos (Município) (430640)	7	0	1	3	0	0	3,58	11
Eldorado do Sul (Município) (430676)	12	0	0	2	0	0	3,63	14
Erechim (Município) (430700)	54	0	0	0	0	0	5,22	54
Estância Velha (Município) (430760)	12	0	0	1	0	0	2,75	13
Esteio (Município) (430770)	54	0	0	4	0	0	6,89	58
Farroupilha (Município) (430790)	71	0	0	0	0	0	10,21	71
Glorinha (Município) (430905)	1	0	0	0	0	0	1,31	1
Gravataí (Município) (430920)	51	0	0	12	0	0	2,29	63
Guaíba (Município) (430930)	16	0	0	1	0	0	1,71	17
Ijuí (Município) (431020)	28	0	0	0	0	0	3,36	28
Ivoti (Município) (431080)	12	0	0	1	0	0	5,77	13
Lajeado (Município) (431140)	10	0	0	3	0	0	1,63	13
Montenegro (Município) (431240)	19	0	0	5	0	0	3,76	24
Nova Hartz (Município) (431306)	1	0	0	1	0	0	0,98	2
Nova Santa Rita (Município) (431337)	4	0	0	0	0	0	1,51	4
Novo Hamburgo (Município) (431340)	32	0	0	13	0	0	1,80	45
Parobé (Município) (431405)	26	0	0	4	0	0	5,33	30
Passo Fundo (Município) (431410)	98	0	1	4	0	0	5,18	103
Pelotas (Município) (431440)	15	0	0	12	0	0	0,78	27
Portão (Município) (431480)	6	0	1	0	0	0	2,02	7
Porto Alegre (Município) (431490)	887	0	5	38	1	0	6,27	931
Rio Grande (Município) (431560)	22	0	0	12	0	0	1,62	34
Santa Cruz do Sul (Município) (431680)	52	0	0	10	0	0	4,87	62
Santa Maria (Município) (431690)	21	0	1	1	0	0	0,83	23
Sant'Ana do Livramento (Município) (431710)	57	0	0	0	0	0	6,92	57
Santa Rosa (Município) (431720)	135	0	0	5	0	0	19,24	140
Santo Ângelo (Município) (431750)	43	0	2	0	0	0	5,69	45
Santo Antônio da Patrulha (Município) (431760)	8	0	0	3	0	0	2,60	11
São Borja (Município) (431800)	84	0	0	1	0	0	13,53	85
São Gabriel (Município) (431830)	46	0	0	0	0	0	7,31	46
São Jerônimo (Município) (431840)	5	0	0	0	0	0	2,10	5
São Leopoldo (Município) (431870)	55	0	1	5	0	0	2,64	61
Sapiranga (Município) (431990)	7	0	0	1	0	0	1,00	8
Sapucaia do Sul (Município) (432000)	23	0	0	3	0	0	1,86	26
Taquara (Município) (432120)	14	0	0	4	0	0	3,13	18
Tramandaí (Município) (432160)	11	0	0	1	0	0	2,53	12
Triunfo (Município) (432200)	23	0	0	3	0	0	9,19	26
Uruguaiana (Município) (432240)	2	0	0	0	0	0	0,15	2
Vacaria (Município) (432250)	102	0	0	0	0	0	15,60	102
Venâncio Aires (Município) (432260)	42	0	0	38	0	0	11,35	80
Viamão (Município) (432300)	81	0	1	13	0	0	3,74	95
Campo Grande (Município) (500270)	106	0	34	1	1	0	1,62	142
Corumbá (Município) (500320)	164	0	5	0	0	1	15,47	170
Dourados (Município) (500370)	178	0	6	1	0	0	8,48	185
Naviraí (Município) (500570)	63	0	0	0	0	0	11,84	63
Nova Andradina (Município) (500620)	104	0	15	0	0	0	22,61	119
Ponta Porã (Município) (500660)	92	0	4	0	1	0	10,83	97
Sidrolândia (Município) (500790)	22	0	0	0	0	0	4,03	22
Três Lagoas (Município) (500830)	48	0	12	0	0	0	5,11	60
Alta Floresta (Município) (510025)	91	0	17	0	0	0	21,52	108
Barão de Melgaço (Município) (510160)	1	0	0	0	0	0	1,27	1
Barra do Garças (Município) (510180)	6	0	1	0	0	0	1,19	7
Cáceres (Município) (510250)	40	0	4	0	1	0	4,93	45
Chapada dos Guimarães (Município) (510300)	1	0	0	0	0	0	0,52	1
Cuiabá (Município) (510340)	99	0	11	0	1	0	1,88	111
Jangada (Município) (510490)	3	0	0	0	0	0	3,75	3
Lucas do Rio Verde (Município) (510525)	45	0	1	0	0	0	7,48	46
Nossa Senhora do Livramento (Município) (510610)	18	0	0	0	0	0	14,42	18
Nova Brasilândia (Município) (510620)	0	0	0	0	0	0	0,00	0
Planalto da Serra (Município) (510645)	0	0	0	0	0	0	0,00	0
Poconé (Município) (510650)	87	0	2	0	0	0	27,60	89
Primavera do Leste (Município) (510704)	17	0	0	0	0	0	2,87	17
Rondonópolis (Município) (510760)	83	0	12	0	0	0	4,27	95
Rosário Oeste (Município) (510770)	124	0	33	0	0	0	92,86	157
Santo Antônio do Leverger (Município) (510780)	3	0	0	0	0	0	1,63	3
Sinop (Município) (510790)	18	0	1	0	0	0	1,40	19
Sorriso (Município) (510792)	41	0	1	0	1	0	5,05	43
Tangará da Serra (Município) (510795)	127	0	2	0	0	0	13,05	129
Várzea Grande (Município) (510840)	66	0	18	0	0	0	3,07	84
Abadia de Goiás (Município) (520005)	8	0	4	0	1	0	15,84	13
Águas Lindas de Goiás (Município) (520025)	62	0	30	0	0	0	4,70	92
Anápolis (Município) (520110)	150	0	32	0	1	0	4,88	183
Aparecida de Goiânia (Município) (520140)	85	0	201	1	1	0	5,31	288
Aragoiânia (Município) (520180)	8	0	8	0	0	0	16,39	16
Bela Vista de Goiás (Município) (520330)	18	0	10	0	0	0	9,82	28
Bonfinópolis (Município) (520355)	4	0	0	0	0	0	4,42	4
Brazabrantes (Município) (520360)	2	0	0	0	0	0	5,55	2
Caldas Novas (Município) (520450)	14	0	2	0	0	0	1,88	16
Caldazinha (Município) (520455)	2	0	2	0	1	0	13,50	5
Catalão (Município) (520510)	110	0	13	1	0	0	12,11	124
Caturaí (Município) (520520)	8	0	4	0	0	0	23,80	12
Cidade Ocidental (Município) (520549)	13	0	1	0	0	0	2,10	14
Cristalina (Município) (520620)	10	0	1	0	0	0	1,99	11
Formosa (Município) (520800)	457	0	78	1	0	0	46,29	536
Goianápolis (Município) (520840)	20	0	4	0	0	0	20,92	24
Goianésia (Município) (520860)	335	0	148	0	0	0	71,55	483
