"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"510410 Guarantã do Norte";31;16;8;2;1;-;4;12;12;4;1;7;98
"510420 Guiratinga";4;2;3;-;1;-;-;-;-;2;-;-;12
"510450 Indiavaí";-;2;-;-;-;-;-;-;-;1;-;-;3
"510452 Ipiranga do Norte";1;-;-;-;-;1;3;-;-;-;1;-;6
"510454 Itanhangá";-;-;5;5;10;24;2;-;-;-;-;-;46
"510455 Itaúba";2;-;1;-;-;-;-;-;1;-;1;1;6
"510460 Itiquira";1;1;-;-;-;-;-;-;-;-;-;-;2
"510480 Jaciara";1;2;1;1;-;-;-;-;-;-;-;1;6
"510490 Jangada";-;-;-;-;6;-;-;-;-;-;-;-;6
"510500 Jauru";37;9;2;1;6;3;6;3;2;3;3;4;79
"510510 Juara";12;7;19;9;9;3;6;13;9;23;70;16;196
"510515 Juína";67;26;7;-;-;-;-;-;1;1;4;3;109
"510517 Juruena";5;1;-;-;-;1;-;-;-;-;-;2;9
"510520 Juscimeira";-;-;-;1;-;-;-;-;-;2;1;-;4
"510523 Lambari D'Oeste";-;1;-;-;-;-;-;-;-;-;-;-;1
"510525 Lucas do Rio Verde";10;8;9;-;5;3;4;1;-;1;3;-;44
"510558 Marcelândia";1;2;1;-;-;-;-;-;-;-;-;1;5
"510560 Matupá";10;10;6;2;1;-;1;-;-;1;-;1;32
"510562 Mirassol d'Oeste";3;-;1;-;-;2;-;-;-;-;-;1;7
"510590 Nobres";-;2;1;1;1;-;1;-;-;-;-;-;6
"510600 Nortelândia";3;-;1;3;1;1;-;-;-;-;-;-;9
"510610 Nossa Senhora do Livramento";1;-;-;1;-;-;-;-;-;-;-;-;2
"510615 Nova Bandeirantes";9;3;4;-;2;2;-;1;2;5;1;1;30
"510620 Nova Brasilândia";56;23;9;7;-;-;-;2;1;6;3;1;108
"510621 Nova Canaã do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"510880 Nova Guarita";1;-;-;-;-;-;-;-;-;1;1;-;3
"510618 Nova Lacerda";-;-;-;1;-;-;-;-;-;1;-;-;2
"510885 Nova Marilândia";-;-;-;-;2;-;-;-;-;-;-;-;2
"510890 Nova Maringá";-;-;-;1;-;-;-;-;-;-;-;-;1
"510622 Nova Mutum";5;1;-;-;-;-;2;-;1;2;-;-;11
"510623 Nova Olímpia";1;3;1;-;-;-;-;-;-;-;-;-;5
"510619 Nova Santa Helena";-;1;-;-;-;-;-;-;1;-;-;-;2
"510624 Nova Ubiratã";1;3;1;-;3;2;1;-;1;-;-;1;13
"510625 Nova Xavantina";-;1;-;1;-;-;-;1;-;1;-;1;5
"510627 Novo Horizonte do Norte";4;2;2;1;1;1;-;1;1;-;-;-;13
"510626 Novo Mundo";4;3;6;1;1;-;-;1;1;-;-;1;18
"510631 Novo Santo Antônio";-;1;2;-;-;-;-;-;-;-;-;-;3
"510629 Paranaíta";-;2;1;-;-;-;-;-;-;-;-;-;3
"510630 Paranatinga";8;2;1;-;-;-;-;-;1;2;-;-;14
"510637 Pedra Preta";16;4;-;-;-;-;-;-;-;-;1;-;21
"510642 Peixoto de Azevedo";8;2;5;1;-;1;-;-;-;1;2;-;20
"510645 Planalto da Serra";3;6;-;-;-;-;-;-;-;-;-;1;10
"510650 Poconé";3;1;1;-;-;-;1;-;1;-;-;-;7
"510665 Pontal do Araguaia";9;2;3;-;1;1;-;-;1;1;1;1;20
"510675 Pontes e Lacerda";44;20;14;20;15;10;3;1;1;7;-;9;144
"510677 Porto Alegre do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"510680 Porto dos Gaúchos";-;2;-;-;-;-;-;-;-;-;-;-;2
"510682 Porto Esperidião";2;-;1;2;-;-;-;-;-;-;-;-;5
"510700 Poxoréo";7;6;4;-;2;-;-;1;7;-;3;-;30
"510704 Primavera do Leste";6;8;5;1;-;-;-;-;-;2;-;-;22
"510706 Querência";-;-;-;-;-;-;-;-;-;-;1;-;1
"510715 Reserva do Cabaçal";-;1;-;-;-;-;-;-;-;-;-;-;1
"510718 Ribeirão Cascalheira";1;-;-;2;3;3;2;8;8;4;9;7;47
"510719 Ribeirãozinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"510720 Rio Branco";9;7;2;1;-;1;-;-;-;-;-;-;20
"510757 Rondolândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"510760 Rondonópolis";13;7;7;4;1;-;-;-;-;-;-;2;34
"510770 Rosário Oeste";6;2;1;3;-;-;-;-;-;-;-;-;12
"510775 Salto do Céu";-;-;-;-;-;2;-;-;-;-;-;-;2
"510724 Santa Carmem";7;-;1;1;-;-;-;-;-;-;-;-;9
"510776 Santa Rita do Trivelato";2;-;1;-;1;1;-;-;-;-;-;-;5
"510779 Santo Antônio do Leste";-;1;-;1;-;8;3;3;-;2;-;1;19
"510780 Santo Antônio do Leverger";14;2;1;1;-;1;-;-;-;-;-;1;20
"510785 São Félix do Araguaia";-;-;-;-;-;3;-;-;-;-;1;-;4
"510729 São José do Povo";-;1;3;1;-;-;-;-;-;-;-;-;5
"510730 São José do Rio Claro";3;1;-;-;-;1;-;-;-;-;-;-;5
"510735 São José do Xingu";1;4;4;-;1;-;-;-;-;-;1;-;11
"510710 São José dos Quatro Marcos";18;7;9;5;2;3;-;-;-;1;-;-;45
"510740 São Pedro da Cipa";4;4;-;1;-;-;-;2;1;1;-;2;15
"510787 Sapezal";-;3;10;7;1;-;1;-;-;1;-;-;23
"510790 Sinop";154;116;105;7;38;76;87;53;15;58;18;14;741
"510792 Sorriso";2;5;5;1;4;4;16;9;17;19;23;3;108
"510794 Tabaporã";2;2;-;2;-;-;-;1;-;2;6;19;34
"510795 Tangará da Serra";16;10;20;2;3;-;-;1;-;-;-;1;53
"510800 Tapurah";2;1;1;-;-;-;-;-;-;2;-;-;6
"510805 Terra Nova do Norte";12;8;-;-;-;-;-;-;1;-;-;3;24
"510810 Tesouro";-;-;-;-;-;-;-;-;-;1;2;-;3
"510820 Torixoréu";20;31;26;31;24;6;-;3;3;2;-;-;146
"510830 União do Sul";-;1;-;-;-;-;-;-;-;-;-;-;1
"510835 Vale de São Domingos";2;-;1;2;-;-;-;-;-;-;1;-;6
"510840 Várzea Grande";40;13;36;40;6;4;5;6;4;4;2;6;166
"510850 Vera";2;1;-;-;-;-;-;-;-;-;-;-;3
"510550 Vila Bela da Santíssima Trindade";8;-;1;-;1;-;-;-;-;-;-;-;10
"510860 Vila Rica";2;3;-;2;3;-;2;1;-;-;-;-;13
"Total";1236;790;730;418;278;230;197;175;139;280;322;208;5003
