 Morbidade Hospitalar do SUS - por local de residência - Maranhão
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Mai";"2000/Set";"2000/Out";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"211080 São Félix de Balsas";-;-;-;-;-;-;-;-;-;3311,79;799,80;191,07;-;6869,33;65325,17;7311,25;4969,66;9885,39;6663,78;15338,91;8359,69;13980,06;10476,70;4461,22;5187,41;15465,00;16960,51;12602,83;11628,57;20834,23;7964,04;15301,91;12688,61;8712,98;12088,26;16837,94;23500,04;19632,42;16151,18;22498,19;26225,66;19782,24;15188,62;17267,41;8952,75;12108,31;24790,40;17066,18;16768,41;13067,34;11022,89;7978,86;29987,41;2948,63;2256,05;1193,11;43477,05;24659,28;19415,78;26117,02;27359,68;2352,72;30974,55;23607,18;21075,09;21526,76;16211,54;22055,08;4676,33;31820,86;20486,67;29239,45;4488,41;23520,01;21600,28;20504,29;8017,11;24870,54;13261,77;19065,78;15579,36;22194,13;22673,14;27057,06;14957,21;4230,45;21329,02;14693,44;16500,02;21111,32;23284,95;14622,74;17849,29;19966,96;26482,14;27942,97;19878,04;23408,08;32262,07;14794,84;22925,35;25243,70;8499,40;29859,07;9264,89;32609,72;9856,75;25712,82;10950,66;9983,21;17430,73;2635,29;4233,47;2392,48;1819,06;2041,37;11506,16;8305,87;6776,90;2213,48;1784,99;3087,56;9985,32;41435,92;21193,96;12383,83;17028,60;11115,07;15160,31;7234,80;2533,47;17471,22;21150,29;20027,12;20699,24;14919,57;9072,44;14233,18;18607,51;10325,24;18188,42;17933,52;19334,71;9789,36;27114,87;13104,47;14274,72;12019,07;11463,46;13958,12;21467,52;28079,67;9594,96;15184,48;14913,52;11052,59;21111,12;12297,05;16468,56;36680,76;16508,50;12491,96;26499,84;27682,63;14060,80;32898,43;34970,67;35305,81;22287,43;12127,29;15639,47;9899,82;2661916,29
"211085 São Francisco do Brejão";-;-;-;-;-;-;-;-;-;-;5762,44;2474,18;5775,86;58409,29;9729,02;16175,11;8896,30;26624,57;9266,49;20087,84;14236,02;16372,05;18289,55;16005,41;23029,67;14698,42;15558,10;19186,09;42490,37;14447,32;18686,42;14345,31;25710,06;17460,82;18837,78;48186,87;17177,95;21688,63;17920,47;13542,89;31106,04;19929,95;25682,90;15514,33;20407,80;22819,61;14606,71;24179,31;30246,06;45350,55;34734,76;25151,77;35699,69;26486,23;29115,21;30925,60;15167,24;27017,83;20342,03;20249,01;16859,88;32728,43;48195,80;22319,20;27161,30;31987,98;41634,63;29482,80;26732,50;35311,26;20475,33;14596,05;12285,64;16328,28;32801,39;28886,54;40409,12;43523,37;50010,77;23763,56;25840,05;14903,52;26736,22;41011,60;30058,24;54125,48;38947,49;17118,89;35373,35;30305,89;40792,19;63925,14;48605,55;42715,46;45493,06;48450,38;42507,21;56984,18;40944,22;29926,87;25190,39;49156,38;35839,33;18648,56;32009,70;35354,56;25512,50;51931,11;22846,31;28659,45;72278,73;40331,47;34389,62;72260,82;61600,83;28767,18;23455,52;54989,00;35346,00;42319,16;24691,51;33547,44;34240,31;49525,03;71082,21;52967,09;69671,82;111392,67;64136,80;84929,51;35957,76;75003,51;55668,68;41718,36;90654,50;25874,05;48242,11;40296,35;89362,13;37495,25;54906,88;78307,63;38725,41;78722,52;28187,81;56221,05;54177,46;55383,18;54967,38;40747,78;40070,88;28696,45;66868,90;55097,71;28777,52;52453,82;46299,20;28970,02;37618,89;28578,60;37738,18;25142,05;93573,57;61505,75;64132,14;48067,43;59465,68;45395,50;65597,98;47914,45;25197,11;8768,85;5919684,24
"211090 São Francisco do Maranhão";-;-;-;-;-;-;-;-;-;-;-;2149,02;1849,26;16098,94;23273,31;17999,65;28110,76;20560,17;27861,84;20088,61;50526,55;20813,88;18564,03;14926,55;13471,14;13672,91;13515,61;12490,65;31005,37;14642,21;13698,98;23147,28;16449,87;19351,32;13908,36;48187,18;24300,78;21331,44;31564,51;17849,75;18380,74;16105,63;17443,05;8721,46;17139,05;31872,87;15750,67;15937,44;20742,29;18710,47;42638,19;36955,41;33504,28;39296,67;21841,65;11344,50;30887,59;32133,44;18180,86;26188,12;38533,29;26883,77;23808,02;21958,55;29685,51;25338,58;22594,53;28972,87;20235,82;18238,00;16057,09;12969,88;10461,38;27397,17;20911,14;28578,82;17608,88;46247,46;20280,24;23206,06;33683,13;21290,62;20085,02;33886,57;53545,04;18684,95;20143,10;30149,77;56471,00;31157,66;42231,98;38878,83;36739,07;31256,69;28752,69;21905,50;51982,91;36826,04;35420,90;52987,47;134168,01;47775,42;23705,75;28794,60;20621,60;16374,17;23901,76;17793,82;31966,30;19392,51;20402,87;18220,76;12277,69;10505,22;8438,89;38645,02;10817,49;48294,84;15005,15;38905,24;17486,94;30514,31;23286,56;16545,40;40427,83;45103,93;28623,56;31054,77;21383,12;17326,30;13336,77;12234,91;16673,10;35028,81;31068,71;26811,75;50602,39;59371,65;45574,36;28278,66;34528,36;57264,57;47117,42;47216,14;31993,20;42206,69;48739,98;54096,27;53132,32;46288,39;54406,95;44587,82;44651,81;54871,85;76545,63;85523,81;41382,27;56305,98;47236,63;43388,73;40969,29;31103,74;27769,17;24410,74;40876,83;23879,31;53569,50;155242,47;62208,04;62756,06;44787,60;72952,21;5069981,03
"211100 São João Batista";-;-;-;-;-;-;-;-;-;-;2799,27;5167,21;2015,98;8167,05;72989,60;49808,00;54613,88;45575,94;66274,19;56924,40;53694,02;47783,86;58394,69;36154,25;52635,73;40509,22;51121,68;80043,18;51090,66;73473,85;85394,24;76568,05;59874,45;73825,27;135494,58;64042,57;84104,75;35243,18;65180,94;30428,39;27379,15;88647,37;60224,87;71859,06;44099,19;26721,47;21665,34;26404,34;44364,67;47156,65;55635,68;55943,69;69949,90;83412,82;83618,32;31286,46;52740,64;54225,84;43611,82;33630,65;37298,09;38114,87;52224,08;35651,83;45075,90;44099,98;62398,90;40641,07;39749,01;64283,13;98567,62;50779,51;39291,95;8848,96;68662,39;33343,29;52693,07;61818,84;43912,26;30208,47;40715,75;45763,17;31926,02;42661,64;40395,84;86971,67;56505,89;43567,08;53361,10;48349,81;70895,31;68792,76;78696,32;75869,93;73900,62;44005,07;64105,74;39518,66;36984,87;84386,71;63553,48;63114,11;80314,43;73491,68;56766,21;61620,18;72361,14;104769,86;89721,16;87969,59;121120,45;56411,91;80450,03;42385,89;34122,07;31895,49;36769,08;49293,17;97119,48;44983,65;103822,27;45084,14;99020,44;112714,48;54877,72;71053,45;79621,12;85406,17;84021,23;109953,12;113632,36;91654,64;90640,60;66466,65;77544,16;49598,48;59023,81;90287,04;59050,32;69758,46;65773,60;69814,75;61372,14;92775,48;55609,39;76365,21;113017,11;65096,22;46828,98;66169,40;87978,96;75619,01;135074,84;99399,02;113627,52;63733,42;109519,69;87882,02;150981,56;78345,88;59502,84;55964,67;55856,46;51502,49;78043,38;100808,10;51874,48;55356,90;71749,46;74600,13;13339,51;2619,19;10064673,72
"211102 São João do Carú";-;-;-;-;-;-;-;-;-;-;-;2661,81;6751,65;38340,72;36205,82;38169,99;40225,29;28353,63;24202,37;36792,34;33061,41;29066,42;33327,87;49632,80;23004,75;32662,66;38823,10;30549,05;66615,87;54836,91;30289,02;58448,48;6351,55;20460,84;36475,69;69400,45;42994,93;51884,18;7708,95;24280,39;65502,72;38311,68;38729,17;45632,93;54003,49;12339,36;47826,22;41641,66;23647,08;53644,03;41570,19;58815,69;34737,22;48235,76;53052,69;18255,43;48038,57;35201,29;39055,64;56465,66;51769,06;4832,67;50395,89;45867,28;48667,41;68214,75;49186,69;22234,19;55391,89;46384,81;42054,09;29794,88;54682,38;36858,36;54897,36;35473,69;64172,95;29306,97;63231,81;58183,72;80711,42;44220,53;47259,59;36642,63;36807,45;36490,48;64131,01;39794,69;49668,25;32053,50;40198,73;39853,18;71312,85;50008,84;65923,42;45553,20;78612,14;60489,61;65145,83;55297,99;47017,53;51540,74;49956,29;40640,54;41045,81;62820,16;45707,23;56343,63;8523,48;50463,08;8418,24;16526,20;43910,22;57631,64;58674,73;41151,37;58845,88;49167,60;57218,62;46471,36;7697,88;5206,42;35886,66;32456,46;47194,49;37451,70;21253,69;53073,83;50600,23;25595,01;6996,01;12099,92;44655,12;27768,26;44258,09;37372,28;36585,33;58237,79;38847,17;35914,33;32174,19;51167,01;50094,98;63299,53;39135,85;34833,12;61572,55;39554,72;50631,88;38269,36;46511,91;44536,64;52898,18;25630,11;44396,78;48932,30;39665,16;33889,50;22725,49;67580,49;50373,38;44069,85;76042,62;120702,94;92249,34;62636,44;19593,94;42998,36;37344,18;25087,59;13769,15;5028,50;6826682,67
"211105 São João do Paraíso";-;-;-;-;-;-;-;-;-;-;1651,42;1844,73;2580,78;4530,63;20248,92;20577,53;15929,19;19654,61;16301,27;20847,20;24356,16;23004,41;30865,24;16894,30;14949,55;20561,38;19508,18;20693,07;26432,52;23894,47;22931,43;22145,05;20964,90;20196,08;20198,73;25550,10;27390,56;17107,59;17869,21;16720,17;24614,30;33291,28;24539,76;15408,89;36562,65;27122,61;23714,72;14779,91;20575,85;23545,91;15188,59;17045,88;20102,19;28187,31;25527,23;20131,94;18443,83;20512,07;38627,14;20071,76;21181,70;44117,40;28732,46;14788,46;26946,17;45560,86;43250,92;42537,00;30136,00;44360,64;46946,88;33621,00;19482,18;14429,38;28050,01;18660,00;34071,48;31389,02;15277,76;36913,59;25811,21;48552,91;47445,96;43614,19;32152,27;22067,76;36565,23;40065,87;40256,42;22869,14;33107,55;38789,20;64297,17;26960,30;21445,15;51359,84;74720,93;63320,22;31315,99;20430,60;55445,67;51560,28;95772,34;61421,16;64180,34;56022,08;48216,46;38929,47;33635,35;32470,60;16981,10;65190,61;87056,95;35778,70;43363,84;55498,55;29160,34;28620,91;35816,36;57899,16;31185,73;25658,84;43475,09;53618,54;41435,60;22249,17;30992,13;14183,14;17186,12;48380,34;61406,83;29408,96;40778,40;35580,95;57253,10;67494,42;58944,04;52544,63;46609,37;29600,15;65756,68;68812,22;33518,99;31860,57;56251,98;20895,53;26678,96;41279,00;29643,17;38267,40;47365,46;42154,43;48047,38;64096,28;50877,66;26209,61;53675,88;58960,01;22934,60;49759,90;49350,59;15586,55;13129,81;27842,34;33669,12;23635,47;36274,54;27958,07;36480,24;18793,89;11380,92;11403,26;5413550,35
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;-;1554,86;4822,77;8210,79;18761,17;24592,63;17061,27;16323,49;20872,01;24327,93;23450,72;17039,23;34706,80;20409,89;31974,60;32348,74;29983,12;22836,18;18776,04;21855,38;24388,19;21294,61;17813,78;28926,42;26264,12;30087,85;24493,06;32500,55;26527,33;32010,62;16498,44;27408,22;35434,33;23515,81;29161,88;26999,48;25856,29;42311,44;20233,70;41336,12;28598,99;36682,73;30838,82;34318,14;39384,69;22310,01;41242,07;25795,74;22148,84;16500,15;40825,49;21542,47;40223,93;30321,85;37165,93;38986,03;22276,09;35150,35;35897,78;30230,04;28672,41;34774,66;23888,99;40124,75;23134,31;24419,98;30182,52;51114,63;68860,44;66110,26;79203,35;88208,78;84049,27;59174,93;52988,24;41807,30;49843,16;73519,90;38671,26;60676,68;68568,80;60789,05;60819,16;50661,39;43260,84;62971,76;39132,14;43703,11;40772,39;70478,48;56539,60;36258,29;68014,45;63781,56;71611,99;67958,20;55124,94;41292,11;54154,34;66826,95;58650,00;60302,45;44869,42;60380,23;48714,99;52143,04;60268,73;81048,60;91785,12;60507,70;64714,17;66860,68;82648,51;55250,28;74069,73;56450,90;73274,77;75259,64;56138,85;68799,38;72786,15;79195,76;65809,73;98137,02;94839,61;59535,58;91553,53;95719,12;123434,10;104917,13;71080,36;84509,29;80774,52;122865,67;77720,51;73462,29;74467,06;97324,64;114430,51;87300,24;82281,16;81511,43;149974,69;76814,97;91050,03;85975,19;91317,58;94779,09;61073,17;74778,75;97654,03;55442,11;63066,37;72832,80;110707,25;77709,49;101415,12;101287,15;119959,63;62833,31;71925,53;66875,30;8668819,53
"211110 São João dos Patos";-;-;-;-;-;-;-;-;-;-;4503,37;8067,41;22225,55;28993,06;54960,19;49900,52;56126,47;61078,98;45514,99;38786,86;46321,76;27226,02;34841,68;63366,08;49237,51;61405,41;51746,11;39320,37;75832,08;77842,05;61823,24;68436,79;57177,01;72696,31;72871,35;52461,00;39766,09;55314,00;86988,41;82703,52;73072,00;84594,74;75769,23;49238,63;40146,65;43315,39;43666,79;33398,40;66851,91;67862,59;77988,29;116897,91;81752,65;62030,77;79092,95;61733,43;48339,35;58336,34;62751,61;36554,63;62857,28;42315,96;55547,41;46527,83;62650,44;62447,92;77731,08;65201,71;68870,44;70377,34;71819,81;76960,87;100470,80;84795,93;69418,51;76186,15;99785,04;128219,38;61162,81;74034,04;48405,87;53429,16;56475,03;74588,08;68348,71;58816,46;52314,34;66700,54;48636,85;88798,64;60498,67;38916,35;64071,73;55932,26;81832,98;46472,48;28057,25;53283,92;74601,00;73487,27;83943,15;61949,13;41014,86;66616,66;130704,88;81804,40;103509,65;49957,95;75408,00;73890,41;62357,97;67636,94;76449,78;102000,67;86710,21;95473,15;110230,63;60393,90;85065,30;71837,35;57957,13;99104,63;67175,50;62974,55;99365,09;99863,51;95457,10;104288,31;97232,71;90467,96;98248,27;85773,13;48942,91;95840,91;80414,42;43621,19;72899,55;95813,06;60797,20;53513,40;71781,48;82351,12;79877,11;58279,70;61884,00;69363,84;66677,62;50822,61;69226,66;142027,47;131744,46;83477,69;68081,48;82331,27;142066,38;121424,42;66551,11;74833,24;75799,52;52445,28;96295,04;68401,21;66751,37;77008,84;168183,59;87379,43;92716,04;188681,09;99929,92;64738,01;81550,58;55688,81;11457052,70
"211120 São José de Ribamar";-;-;-;-;-;-;-;-;-;1341,24;2871,98;72656,39;132379,60;218983,49;512953,56;234578,58;292185,19;266122,54;272748,37;272602,87;307698,58;265783,60;300747,75;351573,21;380134,64;301876,74;388657,95;337931,46;425321,56;349580,27;410101,55;379136,94;395900,48;362369,54;423816,20;378999,80;338608,09;271566,26;352943,57;300498,44;453418,04;400225,40;447564,18;432274,15;473293,30;381370,80;413520,71;393204,37;345054,20;355709,96;362276,90;360511,01;425655,47;423747,51;400937,42;376209,40;393370,80;525607,28;440162,98;455925,04;473052,00;417943,38;430679,62;455923,92;588774,12;493821,29;550261,93;526188,90;673791,73;598696,59;483758,99;493777,67;459538,67;487580,00;607527,56;478226,00;666352,37;585586,96;633827,75;579420,01;698497,51;713415,41;668509,70;786574,97;558547,76;618588,93;712284,38;694775,09;721113,60;725725,31;758319,70;714714,17;929557,59;738078,11;794280,32;885553,45;736500,73;604897,34;817504,24;690873,48;921888,89;800838,12;779493,26;857948,67;892936,06;769434,81;1049665,97;1078807,44;749748,13;694971,79;670420,79;796227,72;863170,28;745364,81;990421,73;953743,08;1022109,73;945344,57;898056,56;838903,09;797509,81;831867,83;874838,50;854639,09;831962,52;720211,81;1007577,72;913791,46;1050722,29;1082829,85;981351,72;1137837,82;1061506,24;976937,34;1054429,41;1092144,62;1106914,75;1048386,24;1082883,75;939784,46;1057075,98;1170919,04;1131577,47;938219,16;945509,44;954892,29;1108008,44;990732,62;941954,12;1254054,89;1216456,88;1206059,20;1227690,72;1302516,64;1132590,80;1168624,65;1086092,27;1177306,81;1256464,52;1121545,31;1099016,63;996042,92;1643392,44;1498612,80;1544511,95;1319570,68;1284209,76;1384247,63;1435704,79;1246161,10;854728,24;361638,78;116639502,31
"211125 São José dos Basílios";-;-;-;-;-;-;-;-;-;-;-;1496,70;2418,54;5072,83;19750,71;23273,59;31283,74;19864,53;20548,30;17998,80;17818,67;25369,05;29904,55;22587,96;16621,47;19666,60;29571,06;16294,72;27501,40;25562,26;23538,40;12895,50;16470,15;19452,50;18364,42;17724,14;20570,65;21794,43;25830,08;44843,86;27216,35;18827,96;28345,67;18023,92;21487,84;22415,09;25446,43;29760,02;20537,98;20404,30;26822,34;22563,96;17314,48;24825,98;3291,58;1718,32;49369,49;15270,82;22152,56;72365,67;5601,55;10199,31;22024,31;23002,90;31039,04;34625,92;33787,48;25401,33;19966,09;9248,16;19952,95;10241,49;10971,84;18929,86;125698,84;25064,16;7017,06;24140,08;45918,64;21340,79;20558,46;13610,94;49304,41;34637,25;39476,56;29310,27;39328,98;21034,93;22547,89;26871,18;29702,46;40225,55;23654,60;17061,85;42534,13;33929,23;20579,32;28116,72;8037,79;28281,64;27822,62;25514,67;24512,15;22434,86;25522,89;29579,86;45773,56;32612,91;34200,40;32880,52;36006,66;45567,83;32094,30;30697,77;23082,90;24120,23;97946,64;20840,73;23351,69;28398,39;9902,51;25201,01;21485,81;30838,83;37681,59;29467,42;26179,19;24051,31;21354,18;13705,97;28003,02;53939,61;43745,22;55619,36;44326,53;24200,59;50054,71;29976,11;23017,12;26740,02;16462,60;29139,01;18237,10;17891,82;33781,62;25534,23;33785,63;29672,53;59400,94;31798,71;21652,39;22870,99;28828,98;37502,94;20821,96;32743,46;43293,57;27627,96;29572,37;24750,12;28818,55;36950,60;73284,36;40126,64;31225,70;32981,48;19196,73;20084,70;20064,70;34006,51;15447,93;1788,92;4397023,77
"211130 São Luís";-;-;1313,48;-;714,08;372,44;-;6795,22;7300,84;132785,92;376721,64;930802,68;1831229,20;3371786,16;9999221,92;3661763,58;3696869,94;3853953,33;3801699,74;3774568,96;3625163,72;3645174,23;3611486,39;4472486,87;4851576,92;4512740,85;4273121,20;4011848,38;4648950,54;4700008,15;4816619,56;4941937,10;4630719,88;5047305,60;4965245,09;4894728,09;4619728,60;4546313,77;4809990,38;4382175,37;5463989,87;4836095,79;5246596,94;5161581,98;5121351,10;5453647,38;5043132,37;5313863,38;4720649,00;4435343,38;5079237,64;4998647,60;5180422,56;5094506,86;5235911,58;5252381,26;5785241,51;5709786,36;5126053,36;4982095,38;4890916,57;4889235,66;5518449,86;4688580,84;5360540,46;5237178,93;5974287,55;4978365,48;5572381,41;5589051,85;5015736,62;5164886,92;4963774,85;4846562,92;6978496,90;5286466,45;5616534,40;5643293,65;6028912,76;5956111,99;6062461,48;6131344,07;5944730,43;6472535,98;5615155,74;5626300,68;6131058,06;5641898,40;6278066,88;6164548,16;6489267,51;6309639,77;6376711,67;6429341,60;6304407,57;7012123,49;6244519,00;5505085,43;6221183,70;5573064,66;6536730,71;6537208,74;6702848,37;5982960,18;6571682,13;6503981,51;6018673,67;6331114,45;5840556,47;5388278,57;5676882,85;5524733,54;6223370,41;6252336,05;6037178,93;6215620,26;5904123,65;6446142,47;6097510,48;6247995,55;5792352,76;5312829,12;6008023,79;5781677,05;7059836,91;6152954,34;6655529,65;6209996,98;6310648,82;6881255,02;5615800,62;6371336,48;6356766,40;5768954,42;6374131,56;5795058,62;6521903,62;7106797,27;6374760,59;6182470,38;6742718,24;6922906,57;6518526,50;6884640,02;6146144,00;6023299,49;6696900,41;6458731,09;6961385,31;7102637,49;7665450,66;6940323,49;7376096,44;7167831,73;7574906,33;6419085,36;7101417,01;6894049,69;7260374,20;6650897,31;6420105,28;7171730,39;9095006,31;7190979,33;6960062,43;6972447,47;7104742,30;7543029,20;7188860,96;6392971,66;3417629,90;1841031,69;921908897,12
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;-;-;-;-;622,91;-;1753,18;530,75;10399,84;45745,39;36531,41;22809,37;87800,41;80181,80;65137,00;71276,51;36170,67;54790,68;74331,93;70791,98;49437,06;74744,19;44776,65;43374,60;76328,10;65740,35;68331,86;45191,36;50471,66;85649,36;109468,57;66468,70;52869,13;76492,74;56529,08;62598,85;91812,65;64600,02;134358,72;59701,84;106771,32;88237,05;89538,67;136858,71;85652,68;95318,93;92459,62;112240,38;88173,50;92066,11;59910,56;54691,98;77950,31;79609,87;75793,00;85401,65;55696,59;113904,11;70931,17;41540,05;112554,96;63824,69;86629,98;102997,62;82356,87;75062,86;107354,39;69263,97;75170,70;124639,59;81337,08;101283,61;80175,73;103965,12;95146,73;84084,10;100371,23;76985,44;107401,25;140122,79;82114,20;91080,01;100770,37;93714,81;88077,60;89347,58;87284,05;87316,59;95807,55;88186,63;98578,76;81901,54;81779,84;80204,90;83552,12;115557,24;86844,84;99522,34;116363,40;80696,00;90115,97;132930,55;89380,63;91899,63;75492,76;118857,55;119708,52;129151,10;80768,08;105647,68;104319,44;143138,70;137543,25;90987,11;83263,47;105988,55;37562,51;95004,04;67908,91;38103,71;55874,97;51304,64;52409,40;85672,27;119512,14;127190,85;103657,10;76807,70;62321,51;94576,41;70296,31;84682,66;76303,44;73527,49;82811,06;91048,80;98598,08;111958,01;105968,61;104823,94;83689,63;109688,82;99934,39;99269,71;110366,32;128504,10;92435,12;101088,36;91795,94;70241,77;79093,91;80595,97;104705,46;101518,89;116819,80;120295,75;80707,47;126816,82;272433,27;86998,21;69785,97;99591,47;111649,69;73743,71;66635,56;37270,93;17605,44;13740394,69
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-;-;2360,53;-;295,36;7928,01;24466,70;30145,89;201427,47;50615,57;79759,84;83711,67;71850,33;107124,20;77968,73;79492,98;74898,33;101956,62;50266,94;91004,13;129966,11;45137,12;83107,72;71298,01;69051,93;65694,49;86302,71;120224,01;65203,54;58211,74;79548,38;68855,76;72689,09;73557,83;114812,56;81511,31;104498,06;101838,06;93997,67;124735,71;128795,93;112527,51;85403,90;109924,13;121255,40;100107,08;98980,90;146003,58;84903,32;100994,62;114732,25;79212,50;79466,94;70164,29;133647,96;81393,02;95525,30;65978,82;86484,05;158155,35;118949,88;50181,35;69113,95;77690,37;98239,81;76701,03;71666,29;56163,92;123972,63;74782,13;98092,72;151162,25;138751,52;140551,90;143687,72;162593,96;167671,00;179559,02;119256,57;234355,47;145981,18;103586,71;132160,48;149638,36;133464,00;170582,51;119719,06;148787,82;151871,08;101172,43;98878,64;99338,94;93604,13;118871,87;165036,65;90862,73;168535,02;122106,45;172415,01;134815,25;139840,65;105374,46;106399,50;104504,60;137674,87;130635,89;101797,63;153196,78;119030,14;136323,77;128676,91;139784,22;103709,82;128703,44;124017,19;106944,73;113917,53;105907,36;156881,85;130051,91;181539,12;108772,62;130749,09;158019,26;133367,53;196234,94;166651,70;130094,87;126474,27;163991,89;111370,28;118467,31;216267,47;139571,94;144077,42;140876,59;178468,43;135855,24;115697,79;151225,56;186882,89;123586,15;213901,47;187320,26;196755,79;159921,20;163482,67;149601,08;177465,57;175594,72;161283,00;167859,56;156866,50;169524,27;112109,06;96395,49;180107,65;186562,84;191011,50;207679,63;130721,21;133251,42;162027,31;148416,35;67911,78;12999,72;19314129,43
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;-;886,84;3989,96;6223,30;8468,62;46230,57;22918,63;18720,41;27446,19;14764,36;19059,70;16426,12;17816,37;18140,97;14591,60;14178,28;27315,59;20976,31;13216,07;54850,91;31410,44;29714,06;42871,43;14392,41;43766,58;22826,77;34646,15;19267,78;15154,82;22782,63;12587,32;23305,66;24966,38;18744,43;6669,79;29248,37;33478,93;27850,50;41337,77;22791,21;35707,66;27474,89;32022,84;43289,93;26567,92;31436,23;31953,40;42788,27;58757,74;48500,65;34794,06;25271,31;60169,60;27622,27;27504,01;20910,14;30074,41;38726,73;25719,37;22328,55;8872,87;59993,26;52154,28;61098,61;45596,96;24240,51;22795,74;59968,37;23569,35;16051,10;35260,68;43000,50;61165,23;44430,11;45842,61;27550,97;37255,27;53854,75;66685,67;110980,84;85792,39;56946,17;37457,13;32974,69;35229,95;31634,12;27513,77;22963,03;51273,49;37968,90;44282,84;55223,73;47540,39;46725,92;24836,99;49554,04;32904,69;70883,00;67193,29;60720,64;50786,94;63093,42;56537,58;52957,77;73289,31;62471,99;54291,38;50075,64;42918,97;33731,77;41889,85;38033,27;29710,81;66338,52;44413,80;52439,07;47464,87;55812,65;35664,62;54811,70;21553,81;17792,09;34131,27;33231,26;29691,10;48373,00;33775,02;16426,47;27685,39;33877,92;21716,67;57774,00;48977,29;52492,56;41959,48;36684,92;53744,30;26346,38;71383,93;55710,59;49712,53;36683,81;51923,35;67777,30;50170,43;63789,34;80067,58;36600,48;45988,13;40746,35;39491,44;56216,05;34970,18;40710,74;48503,59;56585,26;41730,74;57224,56;49262,38;47802,32;55907,16;11300,18;4141,66;6233008,00
