 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"171500 Nova Rosalândia";-;-;-;-;-;-;-;2441,73;4445,44;9053,06;4542,66;6314,75;5799,90;10320,23;3511,48;7464,45;15334,33;4984,82;5384,00;7278,76;4188,33;21757,85;5712,15;27296,86;13954,94;11762,51;25582,38;7165,95;10721,32;3646,49;9973,14;6266,89;9922,83;8432,86;16788,11;21981,18;10496,50;5260,94;16011,59;6137,98;31687,65;6428,08;12389,15;9049,98;10158,58;21095,60;18658,70;18501,72;18039,22;21894,38;23148,85;39232,18;83729,18;16707,02;40695,30;16287,18;26708,64;33002,77;39733,71;29824,29;19527,38;18200,21;26802,54;6449,94;8578,40;11592,52;4598,74;21381,83;9070,74;9589,32;19371,39;10721,16;10448,69;22353,66;45682,66;18739,60;9154,31;9607,23;26116,97;8712,64;11816,66;9911,10;11176,73;12273,75;9356,14;13130,49;12371,50;11928,62;18325,72;19407,48;17147,75;8660,73;5041,92;6079,40;17211,94;4224,71;4754,31;4668,15;7172,58;4567,18;19066,77;8451,61;19849,28;16917,42;3892,03;9774,48;11783,78;9460,10;11357,33;10524,07;5721,58;25990,49;25717,06;16825,98;24809,10;26911,81;9199,21;2883,27;10813,38;8463,00;17085,32;5731,64;14730,30;1546,84;14391,88;3915,12;8366,61;8065,60;3159,61;7639,13;11445,06;6569,26;25285,14;9626,85;11881,68;13495,97;14743,25;16967,36;13791,91;37017,07;8928,23;12579,13;7463,91;12631,01;12038,40;10214,18;24842,66;15853,76;14846,12;4686,23;13065,86;26654,13;14878,29;3316,11;6349,99;4677,77;5254,68;20540,22;4554,61;3674,89;17102,20;11475,46;2782,33;-;-;-;-;2155112,90
"171510 Novo Acordo";-;-;-;-;725,89;-;1315,55;5752,58;13848,06;6523,53;6095,14;36021,88;9291,78;11858,65;8965,46;9552,20;11763,35;13320,70;10467,63;25031,79;11711,26;40201,27;4967,69;13688,88;18309,71;22445,17;12303,55;13520,61;5709,05;47071,60;10445,14;11854,26;7188,97;7169,99;6977,55;14490,35;6902,47;11412,82;11795,55;30742,01;14463,83;13302,25;23204,27;20103,21;28586,79;13054,80;31032,75;22234,89;16816,70;48453,87;40235,52;43031,77;26323,16;18920,09;17764,02;16275,34;28135,95;40416,86;8933,63;35356,41;20780,42;19885,06;11977,36;13777,12;10922,42;32979,06;15264,90;21255,28;30717,65;26392,62;21946,23;33430,20;33362,89;18469,64;16492,75;28565,14;25685,84;14686,59;22964,47;15446,81;27075,51;18399,90;13645,61;19743,85;14965,21;53913,03;28377,54;17173,39;13496,50;21445,57;28931,04;24955,55;22998,10;17274,39;11625,75;5324,08;5767,03;33770,83;27489,42;12791,25;9546,27;6821,13;16083,05;11462,72;28151,90;10760,66;16403,73;10153,61;15664,26;28092,01;10076,05;6772,70;11889,04;35148,97;20098,72;16032,96;8331,54;118987,50;17279,60;29647,54;20368,49;16920,80;22893,55;41166,09;37614,64;19648,15;9500,73;8407,65;16759,65;13542,66;6170,75;8711,01;11106,12;9091,04;5578,09;2425,20;11233,74;28079,69;18425,58;14972,91;22194,83;22148,64;8718,55;25021,88;29575,62;55315,68;19433,46;15634,55;20245,99;8881,15;11676,30;17224,40;30224,00;13630,20;28496,93;20894,56;39316,85;30001,72;29847,29;18471,80;12257,43;2705,53;1800,98;-;-;-;-;3073993,04
"171515 Novo Alegre";-;-;-;-;-;-;-;450,36;2603,10;1731,60;4340,09;880,36;2619,79;3199,46;2677,20;3508,60;2786,88;2541,70;2333,08;5115,80;2580,85;4005,70;1830,43;5565,32;1322,21;3951,42;1850,07;2680,75;6779,78;3628,28;2638,45;2236,15;3660,80;10411,57;5695,10;9659,67;3758,40;2775,55;11704,23;4796,69;10645,61;4600,17;3722,52;11762,53;4257,84;8203,51;8254,95;15417,20;4386,66;6779,09;3719,18;2709,59;4142,55;1665,10;1348,69;4839,10;3388,69;1402,32;443,39;3467,68;5701,02;1793,12;2703,07;18119,94;1661,78;4614,84;510,40;2150,93;871,65;233,33;1285,10;1428,16;1054,48;2656,08;1917,10;4926,02;3115,21;1760,00;2265,94;2286,26;33368,51;1505,99;1238,91;656,56;756,84;3333,94;3579,76;10838,85;-;2889,27;4706,86;2794,60;2966,55;8004,32;1086,83;3849,90;1013,44;1551,73;572,90;481,08;2698,32;1241,47;1613,47;8380,10;367,44;924,48;3606,48;3841,73;2137,15;786,72;2668,46;5080,52;13830,71;-;6390,81;1149,28;762,59;3392,59;1190,55;1944,09;800,02;2160,53;1608,29;7793,96;2588,12;1045,47;34951,45;2612,93;4834,52;92248,71;14107,34;995,33;22338,88;2483,28;2610,87;895,06;2799,14;8329,49;8964,02;773,08;3506,29;1792,90;72,92;4575,93;1958,67;6319,93;2421,68;1580,57;10021,88;2206,33;2101,48;4754,39;6160,80;9127,44;7676,98;17749,66;11145,17;9279,26;1621,64;5745,53;582,42;5951,47;416,39;204,50;-;-;8755,15;780403,91
"171525 Novo Jardim";-;-;-;-;-;97,67;-;403,09;2772,58;6521,69;2907,35;7376,00;5350,93;17797,87;10273,77;7567,27;3899,48;10999,44;4307,16;3143,25;1596,66;4184,46;12964,55;4545,61;4522,89;4784,14;2980,22;7220,68;6833,26;6273,34;3342,46;6502,88;11217,32;37251,08;5009,27;13375,52;6534,06;30132,33;7299,98;7405,69;9561,61;10192,75;13531,10;14607,29;18060,08;14039,87;8416,15;17582,59;29009,36;6135,07;11458,84;10912,84;3561,86;12861,39;16630,43;12665,30;7995,72;4097,19;10658,46;8731,82;14858,35;7596,73;6772,54;6247,93;4483,99;19843,09;22004,99;1430,92;3689,69;4446,82;3654,12;16901,13;6410,31;11639,28;8444,05;25626,84;5970,02;8890,89;6828,22;5596,47;9671,29;3502,91;3561,67;7361,16;7919,21;8149,86;5893,30;5104,04;4570,82;5944,88;2668,02;4681,26;6828,18;5315,61;1802,63;2039,96;11439,66;12599,45;1810,36;-;12969,36;2802,68;5787,77;5592,26;356,81;1122,08;2372,95;1435,92;6051,29;3275,56;11403,59;2251,44;5015,89;12141,02;1905,45;4327,25;8796,48;2894,64;1956,24;5015,34;4690,49;2027,52;4242,08;5650,87;5933,51;7310,75;1393,10;2464,06;2982,31;5292,68;635,74;525,60;830,62;873,29;2775,18;11261,34;2280,86;3674,39;33993,28;22620,78;1388,67;2165,31;1885,67;32490,76;31766,22;8109,90;15254,16;3734,72;5047,00;47676,36;8275,41;4396,44;5823,67;10290,97;2867,87;7689,42;218,68;14918,96;38767,47;2296,54;322,06;4351,41;1817,88;-;-;-;-;1280792,34
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;1150,28;2878,53;6416,62;6528,09;7047,70;3813,21;8276,90;6040,91;8325,14;6835,45;5637,06;18640,23;15351,90;15336,27;11628,22;12648,18;5378,70;3228,87;4520,05;6613,87;2217,73;11436,15;3395,47;2335,44;5699,22;7834,35;1405,53;6760,30;5670,97;2973,68;4821,18;2138,45;4591,40;7532,69;8779,65;2259,87;1598,52;2018,32;4475,81;5854,79;4702,17;3707,37;6670,01;1933,95;3747,00;4598,02;2980,55;16978,48;14125,41;3158,75;7880,76;2263,24;5157,77;6919,01;4967,74;3803,76;3036,70;2921,90;11256,28;2593,85;2769,61;3236,27;42200,42;4916,64;6207,57;3301,28;7585,15;3456,16;3009,59;4119,69;13424,56;18478,83;8816,02;8822,79;8478,74;4393,47;3958,80;4612,63;2615,87;7390,39;2943,63;5371,09;5330,12;7463,87;5233,81;2164,78;10431,51;3746,54;3241,89;4029,23;7853,09;12875,39;5850,63;4403,40;6304,77;2065,13;8044,40;7476,34;2749,72;2473,23;2806,86;9463,85;4570,70;942,74;3101,42;3955,68;5452,35;7641,82;4806,15;2758,89;5691,80;4223,23;27590,28;5787,61;44636,07;12849,61;5603,47;30998,76;11344,29;972,97;5979,82;2995,46;9743,51;1113,68;4030,22;3990,58;2859,00;15108,91;2519,65;3822,39;2903,63;3928,43;3923,81;5050,69;2263,85;11107,58;21093,63;4571,73;6394,90;15420,65;324,62;4239,46;16152,61;15946,96;12146,25;6219,03;5477,38;6247,52;2808,39;3132,30;1651,23;12692,09;32884,58;2966,75;1975,74;843,00;-;-;-;-;1085074,05
"172100 Palmas";-;-;-;-;-;46558,26;138951,45;281265,68;578318,65;673662,00;865335,14;849383,61;854399,60;831486,75;895665,12;803132,41;931891,51;815510,45;1149955,46;865436,42;1054196,78;1098796,03;991493,79;1152993,84;1216142,80;1109624,70;1115635,79;1017682,20;976400,86;991475,33;1221327,49;1087742,83;1041673,83;1035294,56;954671,18;1115737,57;1148754,66;1239091,90;1196347,20;1219166,15;1303193,43;1176035,38;1218839,04;1234259,62;1037206,44;1176537,92;1184314,63;1268890,18;1179595,28;1173094,26;1374231,02;1218043,56;1370249,77;1138321,83;1207693,10;1398000,81;1226477,64;1379870,25;1127217,89;1329355,13;1331405,45;1364797,91;1213246,91;1358370,38;1366840,49;1289780,64;1373584,01;1478998,72;1277473,20;1271654,69;1206887,02;1224963,13;1488717,56;1417774,12;1281084,06;1231164,27;1272606,95;1452524,06;1409282,70;1398294,58;1400827,02;1189533,35;1219585,37;1296404,00;1555313,87;1519445,14;1476104,17;1383328,14;1549712,43;1538641,85;1747861,91;1353032,88;1508262,82;1174516,61;1115968,79;1350420,38;1197927,01;1213595,76;1453581,84;1268581,89;1207237,95;1231083,58;1283196,83;1180871,02;975661,47;1101968,96;1223405,81;1236282,35;1392242,78;1365351,06;1642978,69;1317761,67;1403379,36;1301442,93;1324801,47;1285718,21;1287382,52;1308182,73;1362348,42;1494409,93;1328749,54;1367599,86;1216723,00;1473050,95;1340374,96;976298,24;1004401,23;892359,71;881638,57;1113947,89;730386,85;796635,40;1077693,16;897976,72;885432,21;871010,82;996291,23;860584,32;1126374,02;1297143,97;1301304,64;1589666,54;1253737,55;1434360,56;1553972,19;1606497,77;1535152,98;1458345,08;1701264,14;1500650,76;1693873,40;1633906,69;1584233,26;1441128,26;1695945,38;1635096,16;1582301,96;1608632,98;1662616,88;1423703,86;799750,38;661783,58;351276,99;73374,61;71104,17;125824,31;14771,41;191563382,14
"171570 Palmeirante";-;-;-;-;396,56;-;-;1269,20;12942,46;14877,19;7900,20;7131,78;7759,21;12464,78;15044,79;24717,19;11263,62;12350,36;9463,15;12992,56;27365,38;19247,92;11698,24;22571,23;43797,88;25439,20;16891,71;18284,91;12139,43;10704,45;9483,25;18717,54;11905,01;10605,33;10716,70;15717,34;14494,19;16306,97;11836,73;30268,07;11866,85;11196,59;12847,53;4886,94;10046,55;20598,24;13087,44;7123,95;10237,46;10226,00;27031,69;10061,16;18215,35;19063,43;13194,03;13026,15;5623,84;35456,42;19598,56;6201,44;20870,63;12832,43;13754,29;25079,88;24345,92;11783,22;25630,24;14473,84;7913,22;35763,06;16961,78;6748,54;17791,50;20852,56;14267,02;13591,81;13785,01;19295,57;15788,17;12332,78;24294,48;28269,65;3889,97;13084,65;13522,92;20224,74;21239,10;12179,20;9484,97;16535,22;16854,75;14161,11;17423,49;5252,30;13534,15;21600,36;21142,70;21092,45;12852,61;13393,46;13465,96;15064,96;16756,83;4904,31;8997,66;13780,37;7324,18;20621,46;16940,49;17318,20;16343,01;10747,78;23253,61;44415,32;6261,92;13427,91;15766,27;8853,06;3097,14;16524,60;9513,37;10574,97;11259,11;12126,99;36832,45;22992,96;34572,39;10563,42;7000,60;13703,33;8339,58;31570,58;31812,72;6196,00;25872,72;15463,17;19140,98;15743,74;32382,95;51202,76;26305,54;29107,46;34977,08;12887,89;13321,13;13567,35;24201,52;35076,33;25818,48;21297,71;30429,40;15248,09;21590,09;22496,67;13768,25;30112,71;15957,77;29174,91;29559,31;45456,54;4693,15;6054,93;11022,53;5335,44;5270,31;1831,95;3397,95;2680938,22
"171380 Palmeiras do Tocantins";-;-;-;-;-;-;1013,78;690,10;11661,30;6698,84;15039,40;4892,83;19532,08;11353,81;8005,86;13760,78;15912,44;15590,34;20309,86;16759,02;11656,85;5921,58;11641,64;11591,27;12523,11;8149,72;12535,62;9233,50;6767,84;14353,26;6451,01;4566,07;6258,72;25159,40;5385,90;9423,50;12148,40;8976,93;7557,02;19182,29;9825,91;8192,16;4802,33;6977,58;10934,34;4440,74;10224,83;14334,36;19732,87;6626,12;11970,20;14322,16;14094,47;22341,22;35733,63;12174,05;8420,75;9771,24;15455,04;15045,30;14669,15;17459,73;6830,23;12039,70;39472,39;17866,91;21056,88;26645,92;10133,97;7781,84;14947,85;13649,91;17014,93;13831,82;20942,03;12065,80;13052,06;15711,44;18668,57;19381,11;10740,06;22594,87;25553,90;10013,90;8854,51;6205,92;11803,32;11087,03;10369,76;33251,45;15556,75;6791,68;5672,48;14382,95;3535,73;24492,09;6138,89;6726,29;8425,97;8622,52;18076,66;20959,02;28216,15;17209,71;5133,26;20939,93;29653,49;11378,64;26950,14;10338,38;10515,85;16572,61;23581,51;30914,45;35872,75;6609,96;13585,49;13569,75;5823,28;15194,29;14416,62;7940,07;35401,58;43844,19;13705,90;17692,41;41039,17;6989,69;16518,11;14050,82;23550,78;19418,38;30744,73;28977,38;45712,38;36105,19;7522,76;10034,94;9209,74;6174,82;10856,02;8079,77;7080,78;9856,82;35298,93;13526,64;11899,22;5407,78;21038,29;28775,81;17751,20;38022,64;20294,90;18062,78;8069,00;5581,45;9901,80;9778,68;11663,28;40081,79;16588,31;11377,52;4329,52;6257,59;887,64;1996,41;1949,82;2374725,05
"171575 Palmeirópolis";-;-;-;-;-;-;4472,90;903,03;7137,13;28271,46;24485,34;24540,59;17210,20;14638,08;25858,91;15224,99;16920,04;14641,23;16310,08;26512,64;20487,76;22010,16;13902,78;23573,71;21167,17;24183,05;21150,69;28568,25;34667,64;17415,88;21041,27;28821,67;15515,15;30912,25;32486,00;33160,41;41338,96;30708,15;13176,22;13888,11;23942,15;40750,43;44091,31;10118,52;52301,00;38213,93;14724,91;32738,84;50884,46;25676,41;25641,88;31004,77;38160,52;16965,66;25181,55;20098,31;33715,47;16020,22;7023,45;39980,33;28820,22;13677,44;28881,13;38741,90;25576,82;15405,97;50565,57;16289,65;8570,63;15805,88;13922,30;32729,93;20025,70;25672,83;21045,30;25549,90;17186,33;22178,95;28413,46;14947,62;10691,52;23627,77;26203,62;25025,43;23791,49;24433,61;28615,34;13100,43;43599,68;13470,07;10373,29;18044,04;19301,43;11654,73;13416,19;18160,82;19380,63;16648,91;35689,16;19756,63;17321,95;17994,10;20824,21;31925,84;21584,77;10107,91;30321,64;32349,41;22080,06;28947,23;31686,72;17675,47;25540,89;22465,87;15481,22;16190,47;6744,39;18398,11;27237,87;14361,27;26573,40;13605,12;14259,51;33719,41;26985,62;17614,95;24444,62;33261,60;28615,35;23991,79;21200,60;13765,63;12361,45;32195,35;20879,43;6495,92;8189,91;37700,03;26779,22;37046,37;24757,03;14288,70;17674,19;75766,26;11828,80;27001,33;26189,97;46855,47;29929,81;13371,63;14238,91;30578,14;30545,10;18915,11;16321,48;17699,46;39533,98;51649,41;40610,55;46131,49;18857,29;41726,14;4433,63;2249,43;-;-;-;3741606,33
"171610 Paraíso do Tocantins";-;-;-;586,69;-;-;19953,89;36991,41;95045,69;166696,44;145034,14;146355,16;151666,87;150192,86;220653,16;234001,29;126470,87;134971,91;223829,33;121880,77;146090,16;226456,75;180113,57;214412,30;212405,58;170447,18;156212,68;150849,58;223209,62;204718,09;219582,56;198264,53;210551,74;201531,88;219224,34;199669,71;229191,29;164488,52;192036,73;143741,35;185817,85;204593,76;159131,12;242149,87;265679,96;266738,92;219865,50;297443,17;329636,18;272197,18;219250,72;185924,83;257299,70;211491,13;264887,16;274974,60;211062,54;187814,92;303043,17;337059,67;255039,79;227285,17;216098,73;291013,97;200949,68;200094,46;202340,39;245714,43;255999,91;184787,20;210997,40;271877,36;257990,80;229801,20;222668,62;215570,60;318605,25;213331,04;181929,80;203178,43;175096,44;209935,41;186383,02;175091,31;203406,91;221014,72;218614,01;211477,44;219170,28;242690,69;230964,79;174764,21;219030,93;205974,33;174385,62;219893,67;231859,88;188356,59;168899,87;169057,62;171014,66;176012,72;238140,37;140200,72;160876,12;83757,99;110488,73;231341,58;142516,01;208259,20;167100,87;316625,84;219858,23;119114,58;315092,68;164923,45;230088,90;187757,56;232618,54;250136,76;244915,65;230914,13;296508,54;199668,21;231705,13;167673,37;207824,52;182363,47;211168,64;195488,83;133558,58;152319,38;184198,41;116197,53;153463,39;196208,42;143532,27;177722,06;177513,83;227987,57;210471,37;161745,39;136796,79;231219,37;273382,14;249430,85;230397,18;295850,78;302166,59;266090,86;243829,31;261172,88;320811,33;280686,57;225893,57;325692,34;232971,02;341822,79;264764,86;221468,91;253827,36;105932,95;46684,24;12589,79;11840,77;2753,63;8426,72;32600510,36
"171620 Paranã";-;-;-;-;-;545,73;1571,40;3117,03;10982,06;16575,61;18464,19;21471,20;19863,24;25788,67;28814,04;16000,42;29416,62;48947,90;20435,67;20800,62;20050,17;13882,14;40677,89;16367,24;15289,09;23089,59;14050,11;17727,97;19187,47;20917,79;34570,99;11377,32;18465,10;33286,09;44920,81;19581,65;25049,08;21615,07;17364,61;21809,31;51503,57;36314,43;34571,31;19301,42;38032,35;32486,83;22349,60;30796,03;78235,66;29601,50;39026,83;38525,69;36403,42;31319,14;30226,76;26916,61;38286,10;28066,76;18758,44;35492,89;32169,91;37953,70;39200,81;31558,89;36234,92;29254,11;29862,12;31117,14;25944,16;27040,85;20924,63;34200,76;25014,67;48580,55;30728,37;34945,39;42537,40;35497,96;33090,29;34607,11;30986,54;24590,93;26729,64;31329,11;71131,66;57755,85;40773,73;56800,53;58730,70;30854,03;38500,78;21905,32;66078,62;49359,51;33700,92;30828,27;54136,60;23957,53;25108,18;35446,54;39741,64;34569,88;31936,08;27509,59;42413,88;19478,29;37655,41;33978,98;38839,05;21623,11;43581,33;17685,16;26002,96;15936,62;15134,30;30631,63;17663,84;20645,92;17517,64;45855,09;26156,03;24826,01;25160,83;26534,11;56921,17;30480,92;19336,83;24408,63;40426,22;45059,15;45611,71;38349,41;48561,97;35632,46;41434,67;36559,30;47195,91;33297,65;34090,76;30285,90;32164,31;35545,60;27003,11;50142,74;29502,28;38628,47;31295,54;32559,48;18863,67;25243,93;57301,70;29703,14;84036,91;27390,09;47005,47;55384,61;24623,02;37761,17;61694,44;50233,37;22118,96;28205,33;9052,83;8983,61;3053,64;2271,32;3440,61;5059397,35
"171630 Pau D'Arco";-;-;-;-;-;-;545,15;897,47;6225,99;19552,23;18087,32;13222,70;16747,80;11273,91;18000,70;18614,69;13490,46;21341,17;13551,13;10330,77;16057,15;17743,46;28571,99;10156,27;5430,52;22629,98;6943,53;10837,65;30338,89;16191,25;7044,55;10719,13;14969,67;8543,39;9130,08;15082,10;18065,61;9078,77;8137,35;21788,02;13310,07;11066,95;7858,78;21656,58;11126,20;14173,42;16417,43;18926,15;13871,12;12465,99;7471,54;6273,30;16124,35;16711,22;13164,55;15151,28;21646,09;27634,90;35837,75;31664,70;14551,63;25350,53;13832,58;16632,46;12113,34;18395,86;13471,02;24234,43;9780,17;15098,40;13099,68;18343,61;18617,40;9284,22;20098,79;11663,61;17638,43;15693,59;13406,68;18310,15;10247,16;17239,52;23486,17;13601,33;13395,81;13514,81;12441,66;9775,65;15497,27;18824,90;12743,35;13451,55;18959,35;9925,91;14547,78;16690,52;69871,09;13863,95;13980,44;13224,76;9793,89;10301,91;8698,73;11655,73;10993,60;15354,71;12914,97;18195,44;21396,15;19430,16;9290,06;20528,26;6863,88;22537,25;15490,70;29591,53;21104,51;9035,88;9953,56;38113,18;15739,46;15938,49;12380,35;11499,89;29922,47;25010,86;17688,55;14707,42;27907,73;35156,50;14701,68;12942,07;15561,06;32540,41;15731,19;44571,97;19013,68;16806,72;28184,79;13763,90;53899,39;10734,67;8452,88;15712,99;8427,53;19728,94;27230,18;24327,08;15338,52;46643,76;20823,13;28139,18;8121,56;16381,09;17236,75;24283,19;20001,77;9558,05;4931,48;25333,03;10910,59;9660,39;6782,27;-;1164,36;614,42;-;2642243,27
"171650 Pedro Afonso";-;-;-;-;-;-;-;633,14;30346,69;140890,79;64715,69;55837,94;67943,91;58344,48;50648,16;48281,71;70486,01;48172,65;44761,03;58791,36;63700,53;60948,87;43653,59;89291,43;74742,74;82835,79;61332,47;72471,84;62423,97;76204,80;65737,82;59944,05;106861,55;65106,62;71646,15;69422,08;73713,69;60422,32;69589,60;80653,66;77323,81;84358,52;79218,34;59571,12;79786,99;92388,89;59626,21;61736,44;60575,05;76714,97;74429,75;69138,76;67780,88;98245,09;88774,48;76544,92;79259,93;100677,19;46101,44;103074,15;79387,77;62302,90;79338,42;52463,95;55262,77;57809,25;72526,24;55298,09;61667,79;65476,86;63435,52;114956,72;106013,63;53644,76;73206,09;73980,64;75721,31;79427,05;90569,39;71264,85;55576,42;58924,47;78924,22;107935,56;68765,58;94574,78;74900,22;75330,71;62858,56;62002,06;95797,90;67522,67;42010,88;57353,26;53408,30;66402,93;59716,07;40319,03;99116,46;47318,49;48739,64;87094,49;81117,47;67839,95;22541,20;34842,52;49962,11;53363,11;54809,97;49316,31;84570,07;46387,97;53988,84;80481,64;52748,67;41934,10;78776,29;63516,52;45446,97;69512,53;32720,51;77965,78;42486,11;27018,91;58569,15;24962,64;52672,05;30105,55;46757,10;66030,26;22665,79;33922,84;27875,09;63619,47;54301,96;40610,87;50643,37;32753,33;51652,03;41474,81;61889,74;49248,04;62007,75;51495,27;57364,80;80140,19;56348,85;66277,97;81305,16;86408,72;72118,62;83588,55;103216,29;83834,56;69388,11;72543,35;86517,05;54831,59;104826,06;58039,36;38759,94;47995,52;14618,13;-;47157,94;-;-;10134116,18
"171660 Peixe";-;-;-;-;-;-;-;5654,22;31915,65;27528,11;20444,59;31965,06;31669,75;27377,94;33216,61;28997,39;28043,50;19688,00;19962,71;33948,47;15307,75;35963,84;19132,15;19267,99;44063,03;28118,22;47258,10;27401,16;44335,29;60906,83;35708,72;35593,15;44577,76;51860,90;27990,84;33854,48;35762,18;47581,03;55245,46;77012,92;33995,12;54669,77;42474,43;63282,85;71519,32;71445,97;31736,45;35743,83;31759,00;50881,04;86308,39;26589,26;20692,87;43015,23;29554,14;61199,26;39597,70;37374,93;34752,09;42246,92;42344,33;52336,53;32901,99;29725,57;46454,44;36052,71;55900,12;55802,83;40416,64;35275,53;43492,59;44079,22;74948,64;32345,54;26624,99;43213,28;43360,79;38493,53;36391,37;20330,75;39579,96;56610,31;26331,37;29489,11;40307,62;39892,76;42423,99;50431,42;49010,45;40703,52;26245,59;18860,61;35530,69;21417,24;32649,11;19130,57;46050,08;26729,76;28668,32;59503,62;70279,54;76591,21;39025,33;36796,47;28537,36;29599,84;14752,22;53059,55;46462,23;33520,32;58635,03;22490,18;29631,46;18683,55;59700,88;32005,12;16348,98;29604,11;37068,67;32166,65;54463,27;52960,28;49626,15;32251,61;41671,81;27747,13;24387,97;41148,83;43133,62;65258,08;40838,35;34358,23;45736,31;144114,47;34334,25;20429,13;28376,72;67185,93;38638,32;70225,94;34295,50;52141,25;53432,33;41746,13;40712,77;78099,22;41529,65;59266,27;47463,49;61857,97;66453,04;47434,35;57663,22;26418,39;39604,05;47974,14;45449,04;40450,14;51646,94;38705,43;38901,54;23486,98;28219,52;651,41;-;71,27;-;6381769,00
"171665 Pequizeiro";-;-;-;-;-;-;661,85;7969,95;3712,05;9214,80;9383,60;7084,12;24951,68;23201,17;16644,76;7961,56;12621,46;9635,18;6740,95;14302,20;22126,31;13227,83;13034,58;10000,20;17280,00;9442,16;27634,13;17842,27;11435,63;10585,94;15933,38;12592,39;10722,22;19737,06;10512,57;23703,25;10250,76;17365,48;28523,67;12670,66;7579,26;8313,56;8668,01;11394,09;14505,41;10141,57;6676,25;16396,53;8755,92;19844,99;15909,92;13619,21;14135,70;8918,89;10996,45;18042,66;14649,16;12636,36;14980,09;13960,89;13510,71;10384,09;20382,68;27000,89;9169,40;13936,78;25972,82;14151,24;22179,69;59903,22;14921,16;21888,03;25391,05;15276,01;29977,69;16184,63;16525,46;12705,01;19670,62;28146,74;30989,65;28966,76;16632,60;11562,40;9580,34;28330,68;11411,06;31708,68;25823,06;8450,93;22608,46;7136,78;9181,50;5760,04;17091,48;31452,97;12525,17;16053,80;21158,89;9897,21;17440,74;12515,63;18544,03;20549,83;7376,26;6640,03;32320,64;11264,32;15650,95;9234,81;17129,70;17269,28;24796,21;26470,73;10664,33;22265,30;20355,12;6714,74;17058,26;13789,20;5120,60;11058,98;24181,91;29746,82;42077,47;4084,89;39906,95;35274,38;21725,26;29129,87;31876,42;18100,35;28716,70;12833,20;16198,06;11526,99;12429,36;33046,40;7793,39;7378,08;11742,50;7453,41;11132,17;21608,28;40478,46;27458,56;6337,77;29045,11;20233,39;32989,46;18837,66;9858,68;6603,41;21723,49;37780,49;12661,60;8955,35;28564,26;9688,71;19172,81;12986,36;4495,21;5504,36;2920,49;12957,61;1810,02;4540,66;2670227,59
