 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Fev";"2006/Fev";"2007/Jan";"2007/Fev";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150550 Paragominas";-;-;-;-;-;-;-;1054,54;27893,74;40661,01;144094,91;244218,31;298698,65;234878,78;295550,96;231500,88;287030,11;297500,47;252454,25;260781,74;225851,04;279185,67;250372,12;246134,57;296533,99;259331,64;285328,92;314607,31;284654,90;284953,49;290480,63;343077,20;277777,43;257961,61;334160,72;271260,41;324447,38;243118,14;259459,41;262740,06;301284,33;242665,62;281629,87;268627,35;256480,19;308515,63;262299,00;256168,15;327114,91;315951,20;290045,69;332502,10;325755,48;266789,76;304867,45;313662,80;250640,74;296827,67;256151,07;249071,49;270339,95;244126,50;309142,42;307936,49;343266,37;347471,21;270655,88;278909,33;294063,90;340329,59;308819,80;248843,09;272603,59;325692,84;281717,74;312994,18;320086,24;298245,04;339056,56;336782,53;316339,64;317863,91;303194,60;266070,57;271545,30;371854,19;329723,93;320052,77;322119,52;300228,28;282074,43;262990,39;253062,55;274784,50;222436,65;218279,60;261759,76;250617,68;291697,25;265083,21;334089,80;294183,19;378875,40;245600,85;372142,97;321535,46;328826,39;271214,56;339903,87;351288,53;369453,21;387759,55;409140,17;409122,68;306440,82;415356,28;386423,67;360661,40;384978,97;410061,69;342423,27;275275,73;406237,10;410128,63;395526,70;379395,78;437274,58;503117,13;379532,51;473590,70;485085,28;468293,48;556806,00;417829,58;455739,05;549365,75;504222,82;461753,58;454196,18;469962,67;535028,48;598181,07;540805,92;433817,97;458407,00;394833,59;412257,26;434345,26;437781,44;362016,25;420999,88;479824,18;523221,83;480856,88;517304,90;488366,88;445268,66;494242,92;486787,20;305755,00;427630,69;475822,10;627038,26;561447,27;485059,00;602545,70;468351,62;533243,72;291414,31;150449,89;55443588,58
"150553 Parauapebas";1283,84;-;-;-;-;-;-;554,69;-;10141,43;91952,67;118917,34;406409,14;312469,63;363405,49;377641,82;334109,17;350687,51;437209,47;388524,66;328336,91;369895,46;346489,49;377253,50;379746,91;374076,60;448055,20;419234,57;425561,58;456395,71;430212,43;397460,45;322985,74;421925,55;373591,66;343694,41;324106,47;293993,28;312274,58;398354,03;441417,20;408731,85;328523,62;392934,11;339409,90;356212,96;385180,88;305603,06;302361,13;383802,16;409477,37;410714,15;361713,20;375198,90;421809,84;360308,01;327722,74;345259,83;360016,34;459338,48;421747,25;324941,52;462398,96;350451,51;496149,11;381364,62;383030,96;364361,94;358078,11;321353,81;385905,82;391649,61;444475,91;289616,98;375450,84;373916,74;327288,88;410238,09;527021,35;416267,09;492976,14;517573,15;515418,79;461362,51;553879,52;439276,56;520490,07;468412,09;439397,11;545486,02;528842,09;554589,88;492382,50;500964,95;412498,44;471928,09;454881,17;521205,05;570138,70;484061,96;391510,70;474606,61;437706,00;427741,63;464662,84;475726,69;449850,07;406955,80;546184,98;448023,77;580760,48;633430,81;627638,68;570302,44;629308,08;633230,30;600041,23;537904,58;394209,70;376825,60;430986,92;469189,05;604906,87;563419,57;661107,69;504461,08;584432,14;618746,30;739644,34;727826,66;531031,95;876109,77;635442,84;671022,40;639591,55;708574,23;686833,41;592884,87;830200,45;851504,52;593863,22;719839,72;582655,76;558564,94;707984,79;686182,11;676954,79;532013,13;671060,99;631962,75;744544,93;650813,66;761964,13;690178,43;756202,30;783433,28;759176,06;835177,63;782071,26;664456,20;889279,35;940468,40;957526,71;879104,14;818830,82;798674,91;811811,88;743339,59;564922,49;55875,60;80247632,58
"150555 Pau D'Arco";-;-;-;-;-;-;-;820,98;-;1156,83;4459,95;34171,04;46930,58;40639,34;50975,16;39616,73;42442,33;27629,61;14857,38;10449,41;25993,54;21049,66;18545,65;44372,92;7064,86;25979,21;37394,42;15534,62;30931,93;24360,64;30072,37;21793,10;40211,32;46878,97;30252,38;22167,35;32809,19;34123,93;34500,64;26388,52;30578,86;26610,17;59029,85;42106,28;20684,10;35102,35;27043,89;41179,63;42457,70;29933,40;71677,80;34249,40;79979,85;46295,66;88888,42;38205,29;56546,34;23606,17;35503,95;27875,78;53344,74;26777,69;37108,95;29441,47;47601,61;31160,16;19677,52;17893,47;30548,59;17108,52;21168,01;20304,06;25084,33;26606,48;24518,40;25638,53;22513,71;23448,06;57126,84;31102,16;34751,71;37376,00;32484,12;46481,83;43306,88;39780,87;39871,47;53383,87;33692,46;31247,41;42330,78;28033,23;36632,09;52790,82;43280,67;29844,12;30848,25;76112,13;51032,87;32663,91;35464,19;31140,53;30311,62;24543,36;36021,90;24326,77;24795,10;41008,16;28140,12;30167,13;44805,32;41847,36;33774,29;35635,02;47951,50;30135,98;60922,06;29833,03;34422,34;29392,35;14534,25;28433,83;28393,32;32712,68;61213,44;28968,57;30014,65;21561,66;26110,38;39371,89;31714,20;13683,76;32413,39;14901,98;23671,03;25600,01;31801,32;40920,92;37810,35;35791,76;42387,73;64407,20;13572,15;15065,38;17975,06;17119,77;21969,54;36997,15;26625,11;34405,99;74800,24;47616,24;19464,78;30939,39;28357,31;20005,03;16227,44;28804,91;40353,41;26697,64;27420,77;25844,99;48188,90;50888,00;98019,09;40916,48;26719,23;14354,61;30778,98;20218,68;5447650,96
"150560 Peixe-Boi";-;-;-;-;-;-;-;-;1203,21;4641,53;2212,57;20507,71;24964,80;20426,25;20722,50;34350,84;20167,26;18213,24;26429,34;22495,61;18092,70;12998,94;9586,19;13328,35;22072,17;19153,08;21408,12;32373,51;34917,04;28598,27;28964,76;42426,00;20336,02;26939,74;19931,18;23829,53;19491,35;32053,62;22660,56;20520,88;24595,70;18416,26;25992,98;20316,59;28047,81;11669,28;16012,79;15264,26;19191,55;28824,56;38121,01;28219,86;26669,75;22369,42;39226,28;16805,36;18474,29;25776,21;37584,06;25058,61;35697,75;17759,09;46745,05;27322,64;34824,72;15306,29;22397,39;37098,49;53391,16;20404,51;19562,75;22855,82;19832,02;23852,36;18833,02;11661,79;19059,55;23048,23;19665,37;17616,17;23559,92;27300,63;16738,66;14278,13;22057,70;24817,65;25759,68;23273,77;15088,82;34840,81;27446,90;19271,28;22563,73;45022,87;38472,47;20501,57;18113,86;22315,35;33934,13;29970,40;15855,03;17815,12;20794,06;30268,44;26627,71;29437,32;25390,16;23095,06;18464,22;28768,31;34444,78;41975,38;33418,56;41129,72;30366,05;27635,38;39166,08;21380,54;31024,60;36371,48;20366,14;22522,32;25232,68;22879,95;45141,47;22300,72;45544,68;60947,02;20567,15;26978,00;22748,99;28086,40;32138,96;21707,46;34191,77;20776,57;34338,79;33990,45;43840,08;32153,30;43367,40;34172,42;36281,91;22742,59;43907,23;29999,36;16315,15;38904,72;20133,10;26169,95;31299,77;19464,76;33238,37;28759,28;29851,20;39763,12;46194,79;19051,84;34306,93;18049,93;15458,90;19192,73;16177,29;81801,17;29119,38;35977,42;18314,83;66551,99;33034,91;3756,49;4306155,83
"150563 Piçarra";-;-;-;-;-;-;-;-;-;720,15;5779,65;13402,66;46539,60;32090,54;49452,39;28830,34;17005,15;6773,39;15280,39;30130,84;46467,30;36120,72;39794,51;33976,38;35645,69;28413,18;31664,04;19551,36;11554,65;13262,01;23382,70;25322,53;19723,80;49830,97;24533,00;31906,31;23384,49;29444,23;46487,75;29140,57;30045,55;109616,91;40667,09;29388,23;43466,21;40058,88;30640,02;44677,22;49948,77;30619,99;41249,50;40092,33;37000,50;25913,00;31808,93;28582,06;34853,15;27137,63;17193,81;17877,97;26342,41;28381,66;23306,65;42643,76;20834,59;33998,41;19776,41;24566,63;46337,91;24672,51;47231,06;21084,72;33174,29;33520,15;29143,60;31361,55;20509,08;35617,66;20802,07;18045,51;27520,69;39999,63;22388,28;31923,85;17727,76;24256,64;29112,51;28794,63;30751,65;22759,11;24243,68;22323,06;22057,33;14232,81;29647,00;55440,45;33566,56;31103,70;35476,79;21849,46;38154,99;25856,46;22506,79;36116,74;21340,74;30698,77;24097,41;27911,86;25110,64;20041,47;37407,76;24942,55;36937,29;34654,86;33923,57;42416,33;38255,43;21920,47;30821,30;30415,87;32213,24;29385,25;26440,83;21703,34;46144,74;38944,71;18110,14;27212,55;24133,82;45295,42;43021,48;22752,40;15588,54;41846,30;39719,46;25670,64;47939,21;39115,71;21844,27;43054,11;44447,12;37921,33;28006,91;42441,45;27032,46;59185,38;75725,42;35515,79;38165,44;37722,83;25838,43;31706,57;16531,35;42085,36;26219,03;26137,14;29871,78;30712,85;53587,95;41577,74;29310,59;29522,12;43343,30;41520,10;38443,98;97945,41;29317,25;25145,31;21689,34;6612,27;5109924,72
"150565 Placas";-;-;-;-;-;-;-;-;541,59;3846,24;5219,51;21121,93;30009,52;21162,97;11471,35;10794,20;7241,02;15113,77;22992,68;8965,43;11904,96;33556,71;23815,90;14727,32;15661,21;15400,69;42671,32;34125,44;40507,14;40637,68;32648,37;34875,25;47451,85;29577,64;25836,65;19343,20;59206,11;28590,64;66324,64;72946,90;62013,67;59176,54;45818,42;49816,50;43691,60;40861,00;57823,33;30278,59;44728,93;42410,18;42775,15;44921,34;48287,76;24521,14;56442,83;84179,94;44284,69;51291,18;71472,49;36848,69;38263,34;48491,30;66977,14;80527,12;60791,70;47548,72;44284,98;40575,59;35563,12;34374,88;31147,36;26399,01;82580,04;117450,55;65441,63;67317,97;60332,27;48043,85;41076,43;56525,11;58466,47;64917,23;55100,10;40230,84;37591,42;46244,03;76467,31;43031,88;52717,54;47398,55;42873,15;42058,22;57865,88;54368,42;72084,52;60452,82;74429,00;72896,82;74234,25;62318,54;68696,10;80384,70;56794,78;58197,78;53299,48;41607,76;63952,64;67080,27;52945,84;55046,69;81990,79;78840,39;123255,96;80111,60;51402,73;61603,90;47576,07;50691,94;78441,40;54666,88;63066,12;101082,01;56687,35;63088,48;112979,44;85486,73;63222,09;81476,07;65729,67;58350,89;58003,04;39930,18;65131,34;64406,48;45484,25;62590,45;64371,89;40251,63;59976,31;62596,55;54993,31;61061,97;62856,90;53996,30;16279,63;51499,75;44452,46;59251,39;85792,27;57210,58;56684,64;45185,62;55646,24;155305,01;50819,67;68483,87;51133,68;74228,21;44882,04;47131,67;48852,71;120674,01;54473,87;60060,04;59918,34;141240,91;87385,44;49667,71;21718,03;6754,53;8527532,37
"150570 Ponta de Pedras";-;-;-;-;-;-;-;-;-;23060,01;794,65;23646,57;29342,07;24047,53;68078,12;34672,92;29640,86;21963,70;50137,31;29109,47;22304,73;40267,32;35443,81;53002,90;34664,24;34125,06;42358,31;31177,69;41684,55;51967,40;35393,82;43313,25;74116,48;46369,10;49503,47;49442,74;80770,23;60067,07;86870,31;41965,83;58658,16;36751,41;50794,28;54095,64;26848,83;41734,11;39692,15;27254,03;33600,19;86961,30;35778,71;33568,42;42918,87;25480,66;26960,94;39959,45;71254,48;44512,33;41043,22;35853,87;42197,17;46496,91;55640,60;43168,59;38559,44;21129,04;24117,59;28142,91;26953,45;17333,25;41320,74;23204,59;45978,69;83741,88;61696,80;101163,42;78373,66;51699,93;44372,89;47735,56;67565,78;91945,88;70003,10;57680,50;58235,06;47990,73;50748,82;71661,80;51849,67;44772,03;68200,64;62136,17;52515,31;58925,95;66691,63;65150,95;51538,81;65158,54;77446,21;70431,97;72624,06;78477,17;76067,48;95734,12;68038,14;74685,70;87973,72;88228,49;52945,35;72767,16;98081,89;76013,84;82678,58;71768,29;61168,10;141654,00;81024,21;83794,29;85876,60;82655,20;83567,82;89684,82;93848,61;75957,51;81235,02;101455,60;79927,35;113886,59;69834,09;87775,00;93388,98;55960,02;132935,26;59476,43;75579,32;109760,98;73338,38;105858,81;82587,86;85171,85;121893,25;133978,30;91846,26;84273,13;90378,79;84551,78;119745,53;68791,35;72108,19;70210,57;86890,01;86535,48;110959,74;84004,58;121455,05;104816,95;71247,45;107645,61;74746,65;74710,91;65152,96;79142,43;60799,11;83546,81;105403,96;113196,60;166649,90;75226,30;72241,76;19694,82;10402030,15
"150580 Portel";-;-;-;-;-;-;-;-;710,51;5450,09;55358,13;74019,73;81465,63;85500,54;68730,93;67623,65;89336,47;79225,36;61447,90;71091,37;61450,24;43026,54;58478,38;101256,04;91703,65;82902,88;88924,58;92635,63;103632,93;89689,00;95410,90;105973,12;94449,84;113304,10;87784,42;96536,47;104370,39;87811,66;98484,19;95165,83;103405,53;84805,44;89792,56;106064,18;105421,53;118092,88;101888,74;99601,74;86643,93;105884,30;112071,42;117632,27;128974,74;96037,97;96968,10;114534,74;146907,34;117251,68;117606,00;110738,05;123488,12;90203,67;140541,89;104492,94;128256,71;103568,48;106013,06;116917,82;108100,33;142355,54;88185,82;128261,86;133189,89;100775,66;130408,24;118070,58;136329,11;123149,97;248584,08;130733,90;117794,25;144846,42;137809,68;114343,51;93112,13;84483,44;91866,32;101675,53;156586,22;104157,97;92794,56;128244,03;130195,31;121810,10;124420,43;109005,93;105814,27;81921,61;125209,63;118977,17;103343,64;114596,77;122633,55;114149,95;111089,01;170812,82;111428,81;105007,11;130189,57;93430,06;115515,03;136581,59;163180,12;127852,08;133782,74;139683,03;153778,96;128702,00;130117,69;106095,33;140524,92;129335,06;153561,60;149570,68;189476,47;135195,49;135591,70;153786,01;143805,31;131835,17;122218,42;118236,35;122669,69;133865,00;130027,74;132672,85;156843,65;164081,47;128759,56;118178,74;162187,96;160449,32;161315,83;145483,81;127636,41;161049,21;142174,04;122524,89;159875,82;142340,74;134397,84;130386,47;148505,06;164550,20;127509,76;152642,56;201823,79;169257,72;165258,95;186074,80;185179,84;228640,12;184267,24;204326,58;175080,50;176523,13;110576,92;153111,01;136740,20;18220,74;19420287,62
"150590 Porto de Moz";-;-;-;-;-;-;194,43;29626,20;10765,20;18354,14;42264,44;57907,12;81474,17;52739,36;45622,57;66609,23;76553,85;77132,56;90760,85;117222,63;81089,63;80387,66;109568,67;62889,98;121350,17;97992,60;156561,38;93348,75;121375,06;143754,89;178558,53;162903,70;125170,65;143736,55;161557,23;150970,59;124005,88;114318,36;127518,74;129452,56;123163,04;210533,81;85071,21;115692,96;152174,54;114293,43;104911,84;128052,67;119356,12;115001,27;122661,49;101321,83;98391,51;85569,98;86086,57;103745,48;100175,95;97045,69;62957,63;106105,50;80920,81;91688,96;113001,35;95454,56;127494,94;120738,61;117774,42;75621,66;79573,68;96464,04;100883,12;59010,03;118477,26;99212,08;88161,71;83709,82;99917,59;111712,44;93479,08;125947,65;131079,29;99186,34;149272,69;39616,88;95864,41;81044,51;75551,13;70817,50;114087,16;83519,75;104974,21;103323,57;71597,83;87620,58;92267,35;126531,64;78317,46;92365,17;125045,65;109496,29;74125,01;79384,64;102439,73;96363,63;118940,95;114870,76;111104,91;98107,64;121701,71;146046,79;136487,64;84120,19;132120,91;102730,45;105740,55;88371,94;92738,98;78179,81;59894,99;28400,35;87764,39;75964,49;139719,82;131765,41;152697,37;133227,84;126295,63;150529,25;138733,59;118489,34;151295,90;92227,99;104354,17;94061,78;141850,94;143829,36;134864,35;129877,73;123641,83;108812,40;128108,04;105846,00;153968,01;103319,80;119109,48;119737,87;146674,85;109369,39;113432,91;105030,68;112121,68;82896,40;103980,36;137323,22;189926,23;107118,19;158814,47;86487,76;93647,04;121367,37;205397,68;80740,96;113421,49;110351,55;113873,04;170653,13;118119,39;110907,78;118360,61;58305,38;17447159,99
"150600 Prainha";-;-;-;-;-;-;-;-;1019,77;4849,50;5478,88;23663,97;24172,18;30043,84;28149,91;26447,91;35585,02;46349,64;41341,69;36777,71;35797,59;30855,25;32568,92;16373,54;27256,39;37062,99;41693,51;38373,05;58325,73;55883,77;58438,37;52584,30;74572,47;47509,88;90458,22;56794,90;46669,81;48689,86;66352,82;61691,25;53021,99;44494,18;73378,09;55314,78;72525,20;49441,90;52802,80;61005,78;109420,31;50599,26;66171,35;78370,78;44369,52;53844,44;53106,07;74341,84;54782,00;82606,35;55596,94;64426,75;58382,58;66193,64;59847,93;57792,82;66566,23;56629,65;55909,15;63630,06;63338,22;50630,86;51375,69;37805,75;62097,31;82291,51;70851,91;83257,70;86922,19;82453,72;110264,86;74491,34;51559,04;62092,01;101402,17;88253,19;74762,88;48143,67;80529,27;55051,53;70818,08;72280,55;54325,98;41610,26;64459,38;68323,20;103630,03;92806,37;67768,19;59385,68;140552,91;103838,43;98814,78;97804,56;116913,68;60732,68;84561,82;63381,46;68336,73;71082,30;78134,73;73963,97;100226,27;85524,76;78720,05;100996,81;89732,66;91354,51;103119,86;47287,62;62739,37;83958,52;70631,18;73392,31;89589,16;92701,66;71503,54;73273,23;72717,60;90686,09;86370,76;60744,17;122854,69;50087,28;54178,78;61713,15;48092,04;66411,51;115349,07;55544,00;68103,06;127992,28;92381,35;64488,09;47353,05;99929,27;40447,00;48341,97;94246,33;69130,01;114182,54;84133,04;89564,59;78216,82;77714,22;95103,43;77692,59;73795,57;57765,91;75383,94;88579,57;41139,76;89150,11;89910,10;210305,97;99518,92;121241,43;76636,02;81417,31;51897,24;83808,25;9712,73;11006288,74
"150610 Primavera";-;-;-;-;-;-;-;-;457,97;12031,53;7894,31;13061,57;23145,18;22286,09;27354,36;24908,98;26281,49;26555,84;24882,39;33675,85;27751,68;22755,02;38682,45;19964,57;26095,11;18626,87;43695,36;27845,22;45317,27;75786,24;49388,18;34570,44;48811,15;35209,20;16345,39;49568,96;46176,21;46505,20;31507,10;34985,84;33342,34;47277,39;41017,80;35710,32;58896,75;39719,00;60385,44;32509,55;49263,18;30586,66;48892,13;32928,21;34194,96;37709,87;36126,49;29849,41;17669,27;26716,23;24337,00;53868,98;30048,69;24209,25;22341,37;13213,90;23227,54;21095,35;36962,96;16206,33;63178,95;63129,55;27076,17;30318,84;28606,37;21748,54;28117,59;24467,10;36545,91;28542,67;28718,40;42870,94;58193,25;40339,96;28382,38;6438,17;19621,56;39343,04;38370,91;48377,41;22199,53;21500,41;32420,56;45796,14;41134,36;25733,06;38411,80;40586,22;27427,13;56780,33;51672,06;34446,30;39415,88;24748,82;33902,56;38038,79;25506,97;44933,59;40070,54;22307,61;44346,96;41187,97;67135,93;70235,46;38002,46;52416,54;30471,34;35955,06;68251,75;46434,87;62550,22;60089,18;54165,83;56629,12;33818,88;23957,03;70048,68;80514,29;75169,91;40623,44;27580,53;11833,58;51027,92;31309,03;44078,93;32865,03;44835,93;36915,45;52303,85;48275,52;42949,75;90231,41;49443,89;50346,08;38466,08;26938,70;41001,66;52359,43;37016,22;22267,81;53452,59;56960,60;43165,95;36034,33;32298,67;66847,96;34992,03;49762,60;78582,61;45769,85;32204,37;13856,42;96145,40;114123,48;37851,02;39284,19;57604,87;56936,98;29631,83;41527,80;52891,73;13756,46;6317583,22
"150611 Quatipuru";-;-;-;-;-;-;-;-;401,07;4632,38;4341,25;9130,33;26091,48;22391,88;31388,83;34264,76;27284,07;29404,91;18583,23;28367,28;33348,47;33632,73;24680,13;34451,60;38992,81;21305,05;27943,20;32783,56;28041,24;37250,66;26025,46;30881,28;21296,51;25138,78;36381,04;22915,26;27063,88;17118,85;25071,98;42600,57;31247,81;21735,67;17314,35;21519,44;26153,71;14885,63;36307,25;49135,63;20757,97;21919,24;29033,48;20698,92;32507,57;32210,49;24712,91;28640,27;38020,19;38686,53;21511,58;36546,22;26027,11;26788,99;40868,82;18043,31;22103,77;23111,00;22837,29;18476,78;24085,07;33549,08;21686,51;18570,36;23004,28;15190,27;19850,92;40451,12;14759,67;55247,12;24002,99;53938,22;66197,52;61527,66;25214,78;13548,69;14083,26;29426,06;25200,80;23294,51;37312,74;17054,75;19102,17;13538,70;20241,30;27815,83;22776,40;20132,80;11398,35;18344,72;55372,61;61882,04;30320,75;33553,44;16310,54;20458,15;38904,12;31424,08;20772,61;41194,39;55747,92;39218,02;49555,39;51092,61;41167,04;26918,58;40927,23;63013,59;64809,24;58635,35;38135,77;42525,35;58368,44;25399,01;41018,74;50625,74;38105,64;30667,70;20508,78;55582,34;19943,60;37623,22;36818,56;51711,31;69731,44;53659,09;51529,56;32793,59;43453,09;38025,66;67690,30;82430,03;31238,65;43984,79;47258,27;39129,57;56479,00;57104,20;28672,44;38671,89;26159,32;35108,61;47353,74;41506,69;96351,93;23929,04;37670,28;94395,84;89231,57;39287,70;31898,15;25178,49;23217,24;37731,07;44202,75;42700,37;49642,38;33744,21;20440,51;40777,81;36728,65;7720,31;5490693,24
"150613 Redenção";-;-;-;-;-;-;347,76;-;4667,65;33841,79;44331,79;81213,27;193147,61;201458,76;292026,14;347130,95;309538,18;273158,00;275498,76;263746,40;301514,65;324088,69;286032,12;322689,55;419492,92;349839,00;418232,85;435503,82;365015,49;333796,68;335955,38;409761,26;340984,82;396312,81;363967,07;446915,89;336467,87;358988,36;403705,84;436647,91;399727,26;395506,11;297014,85;431247,92;374837,94;351977,36;358364,34;461787,15;363071,12;361014,76;364305,10;411939,30;306194,99;350363,78;337969,65;319138,38;344821,19;296879,98;386325,40;388910,61;288697,42;264947,71;422498,16;353786,38;421901,99;366043,87;314473,81;288877,54;357244,27;321877,96;328568,59;310810,93;327805,44;395823,07;433938,05;429826,97;391253,02;553265,88;429363,68;361359,59;366769,95;420060,05;449082,39;328489,02;369491,14;323296,97;362196,83;419602,65;344662,93;422939,74;408389,77;351673,66;358201,64;315311,35;346560,23;375905,99;321059,34;321129,69;434367,98;385681,43;362576,67;385777,03;474943,14;387673,03;398845,35;315826,70;318163,10;387832,38;281892,75;341558,12;393923,39;319853,02;379622,62;408423,76;390030,59;377167,91;343597,39;421669,26;428699,86;383164,85;386492,20;350077,40;430634,03;408535,99;427804,49;351613,06;385562,01;395981,74;466878,32;286046,33;407639,71;389563,03;368524,01;317399,95;412303,57;390771,16;452945,10;449804,70;441685,96;486688,73;474095,26;400332,74;433903,08;442996,84;430220,24;436258,39;382838,49;417082,44;422464,90;412002,24;339925,34;437098,53;526288,29;516159,94;407007,59;359894,21;414672,90;403030,82;496219,20;288824,72;390051,92;425264,88;547881,97;444835,44;445432,79;444599,14;506609,26;445673,42;414144,11;266396,87;60075052,68
"150616 Rio Maria";-;-;-;-;-;-;-;983,51;-;2497,27;6546,58;18146,71;66005,71;59351,90;92909,36;109952,09;70669,59;76605,41;82502,40;82268,40;85007,60;77143,61;77772,99;77867,58;85428,21;74124,23;84720,59;92594,99;83706,26;69548,84;56419,54;88019,97;78542,89;73069,62;78397,72;64153,07;87505,58;84799,81;93104,16;75277,21;94008,53;123015,43;72502,91;80442,42;85944,37;96389,07;104058,43;92073,15;78155,17;77254,19;103319,74;89139,23;90407,10;75921,81;66017,39;97442,63;60678,91;86349,55;91976,82;76732,56;94157,43;65103,26;88109,04;91879,41;80882,04;95130,60;50436,98;74619,05;85937,39;80367,26;62161,14;59857,99;81299,25;76525,16;80704,19;78131,97;50539,71;167838,01;191304,05;206823,36;102657,89;98404,07;113782,88;60587,01;92833,90;49813,87;92014,46;70079,55;75289,27;56315,47;84823,11;93186,77;77837,04;122249,26;71779,55;128764,09;148816,68;87635,85;87095,75;119077,10;105864,59;82043,02;51301,42;90302,50;65790,13;49137,01;92674,40;60428,20;91495,96;87423,27;54484,31;109364,88;85284,05;48973,48;64216,28;51407,45;66308,36;79835,04;75864,36;77102,42;81991,08;98332,82;60796,13;98087,32;55982,37;67875,76;64464,91;59395,88;70109,83;79226,28;59518,00;113430,90;49177,97;63965,13;48948,84;58471,63;57969,27;102748,66;103472,60;79599,81;69581,57;59771,90;42748,67;56549,28;59356,66;64345,90;80609,84;66374,17;86072,41;54188,78;53824,37;89878,13;76052,59;94945,89;68180,40;57916,70;93165,85;120635,08;128011,65;82476,30;102186,76;109528,12;122292,59;82548,73;57630,03;92773,63;58371,94;60893,34;25801,10;14871,02;12886773,39
