DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2014
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"240580 João Câmara";-;2;1;-;2;6;5;3;2;2;1;-;-;24
"240610 Jucurutu";-;-;-;-;-;3;4;5;5;-;1;-;-;18
"240615 Jundiá";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"240630 Lagoa de Pedras";-;-;-;-;-;3;2;1;-;-;-;-;-;6
"240650 Lagoa Nova";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"240680 Lajes Pintadas";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"240700 Luís Gomes";-;-;1;1;2;-;-;1;1;-;-;-;-;6
"240710 Macaíba";-;-;-;-;-;1;1;1;7;1;-;2;-;13
"240725 Major Sales";-;-;-;-;17;64;1;-;-;-;-;-;-;82
"240730 Marcelino Vieira";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"240750 Maxaranguape";-;-;-;-;-;-;1;1;1;-;-;-;-;3
"240780 Monte Alegre";-;1;-;-;-;-;1;1;-;-;-;-;-;3
"240800 Mossoró";-;4;4;15;16;9;28;20;10;6;2;-;1;115
"240810 Natal";-;6;8;26;21;24;40;65;61;34;37;48;49;419
"240820 Nísia Floresta";-;-;-;-;1;4;-;4;1;1;-;-;-;11
"240850 Ouro Branco";-;-;-;-;1;23;51;23;-;-;-;-;-;98
"240860 Paraná";-;-;-;-;-;2;3;-;-;-;-;-;-;5
"240870 Paraú";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"240890 Parelhas";-;47;167;285;115;49;1;6;2;7;3;-;3;685
"240325 Parnamirim";-;-;4;2;11;15;12;35;21;18;4;6;1;129
"240930 Patu";-;2;-;-;6;-;-;-;-;-;-;-;-;8
"240940 Pau dos Ferros";-;14;13;5;1;-;-;-;2;1;-;-;1;37
"240950 Pedra Grande";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"240970 Pedro Avelino";-;-;-;-;-;-;-;-;-;-;-;1;5;6
"240990 Pendências";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"241000 Pilões";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"241010 Poço Branco";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"241040 Pureza";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"241050 Rafael Fernandes";-;115;93;-;45;12;1;-;-;-;-;-;-;266
"241080 Riacho de Santana";-;37;54;5;1;1;2;3;-;-;-;-;-;103
"241120 Santa Cruz";-;1;-;1;2;-;1;-;-;1;-;-;-;6
"240933 Santa Maria";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"241140 Santana do Matos";-;1;-;-;-;1;1;-;4;8;2;4;1;22
"241142 Santana do Seridó";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"241150 Santo Antônio";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"241170 São Bento do Trairí";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"241180 São Fernando";-;-;1;-;1;49;18;-;-;-;-;-;-;69
"241190 São Francisco do Oeste";-;-;-;-;-;-;2;1;-;-;-;-;-;3
"241200 São Gonçalo do Amarante";-;-;-;1;1;4;3;24;2;3;-;-;-;38
"241210 São João do Sabugi";-;-;-;1;1;2;-;1;-;-;-;1;-;6
"241220 São José de Mipibu";-;-;2;-;1;9;-;1;-;-;-;-;1;14
"241240 São José do Seridó";-;-;-;-;-;5;1;1;1;-;-;-;-;8
"241250 São Miguel";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"241270 São Pedro";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"241030 Serra Caiada";-;1;-;-;-;-;1;-;-;-;2;-;-;4
"241350 Serrinha";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"241370 Sítio Novo";-;-;-;-;1;2;4;1;-;-;-;1;-;9
"241380 Taboleiro Grande";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"241390 Taipu";-;-;-;2;3;-;-;-;-;-;-;-;-;5
"241400 Tangará";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"241410 Tenente Ananias";-;-;3;24;9;63;-;-;-;-;-;-;-;99
"241415 Tenente Laurentino Cruz";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"241105 Tibau";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"241420 Tibau do Sul";-;-;4;7;2;5;3;3;2;-;-;-;-;26
"241430 Timbaúba dos Batistas";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"241440 Touros";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"241470 Várzea";-;-;-;3;1;-;-;-;-;-;-;1;-;5
"241475 Venha-Ver";-;-;-;-;-;1;-;3;2;-;-;2;-;8
"241480 Vera Cruz";-;-;2;-;-;-;-;2;-;-;1;-;-;5
"250010 Água Branca";-;-;-;-;4;-;-;-;-;-;-;1;-;5
"250030 Alagoa Grande";-;-;1;-;-;1;3;2;-;2;-;-;2;11
"250050 Alagoinha";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250060 Alhandra";-;6;7;9;5;10;11;12;6;10;4;13;2;95
"250100 Araruna";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250110 Areia";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250115 Areia de Baraúnas";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"250120 Areial";-;-;1;-;4;5;-;1;-;-;-;-;1;12
"250130 Aroeiras";-;-;-;-;-;-;-;-;-;1;-;1;5;7
"250150 Bananeiras";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"250180 Bayeux";-;1;-;1;2;-;-;-;-;-;-;-;1;5
"250190 Belém";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"250205 Bernardino Batista";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"250215 Boa Vista";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"250220 Bom Jesus";-;-;-;-;1;1;-;-;-;1;-;1;-;4
"250230 Bom Sucesso";-;-;-;-;2;-;1;-;-;-;-;-;-;3
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250250 Boqueirão";-;-;-;-;-;2;-;1;3;3;-;-;-;9
"250270 Borborema";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250280 Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"250310 Cabaceiras";-;-;-;-;-;-;-;-;-;-;2;-;-;2
"250320 Cabedelo";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250330 Cachoeira dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250370 Cajazeiras";-;1;-;4;3;-;-;-;-;-;1;-;-;9
"250390 Camalaú";-;-;-;-;1;4;-;-;2;-;-;-;-;7
"250400 Campina Grande";-;31;17;11;4;14;17;17;5;6;2;2;9;135
"250410 Carrapateira";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250415 Casserengue";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250430 Catolé do Rocha";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"250435 Caturité";-;-;1;-;-;2;-;-;-;-;-;-;-;3
"250460 Conde";-;-;-;1;2;2;1;1;-;-;-;-;-;7
"250490 Cruz do Espírito Santo";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250500 Cubati";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250510 Cuité";-;-;1;2;7;24;5;-;-;-;-;-;-;39
"250535 Damião";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250600 Esperança";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"250610 Fagundes";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"250620 Frei Martinho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250630 Guarabira";-;2;6;2;4;6;1;-;-;7;3;-;4;35
"250650 Gurjão";-;-;-;-;-;3;9;12;2;3;-;-;-;29
"250260 Igaracy";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250710 Itapororoca";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250750 João Pessoa";-;-;3;4;36;82;34;20;10;3;3;-;-;195
"251365 Joca Claudino";-;1;1;5;11;7;26;2;-;-;-;-;-;53
"250770 Juazeirinho";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"250800 Juru";-;-;1;2;-;2;1;-;-;-;-;-;-;6
"250820 Lagoa de Dentro";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"250830 Lagoa Seca";-;4;2;2;9;12;2;1;1;-;1;-;-;34
"250850 Livramento";-;4;-;-;1;-;-;-;-;-;-;-;-;5
"250855 Logradouro";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"250880 Malta";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250900 Manaíra";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"250933 Matinhas";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"250937 Mato Grosso";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"250939 Maturéia";-;-;-;1;1;1;6;-;-;-;-;-;-;9
"250970 Monteiro";-;36;35;59;38;32;26;10;10;15;2;3;7;273
"250990 Natuba";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251000 Nazarezinho";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"251010 Nova Floresta";-;-;-;-;1;2;4;1;-;-;-;-;-;8
"251030 Nova Palmeira";-;-;-;1;4;11;11;8;-;-;-;-;-;35
"251060 Ouro Velho";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251070 Passagem";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"251080 Patos";-;3;2;1;1;1;2;-;-;-;-;-;-;10
"251090 Paulista";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251110 Pedra Lavrada";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"251120 Pedras de Fogo";-;-;-;1;2;6;1;-;1;-;-;-;-;11
"251130 Piancó";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"251140 Picuí";-;-;2;3;3;7;-;1;1;-;-;-;-;17
"251150 Pilar";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251170 Pilõezinhos";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251180 Pirpirituba";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251190 Pitimbu";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"251200 Pocinhos";-;4;2;1;9;49;15;10;1;2;-;1;1;95
"251220 Prata";-;-;1;1;-;-;1;-;-;-;-;-;-;3
"251230 Princesa Isabel";-;-;2;1;2;13;-;-;-;-;-;-;-;18
"251240 Puxinanã";-;-;-;-;-;1;-;-;-;-;1;-;1;3
"251250 Queimadas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251270 Remígio";-;-;1;-;-;-;-;2;1;-;-;1;-;5
"251274 Riachão";-;-;-;1;2;1;-;-;-;-;-;-;-;4
"251315 Santa Cecília";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251340 Santa Luzia";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251370 Santa Rita";-;-;-;-;-;2;2;-;-;1;-;-;-;5
"251380 Santa Teresinha";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"251390 São Bento";-;-;2;3;-;-;-;-;-;-;-;-;-;5
"250070 São João do Rio do Peixe";-;1;9;21;12;14;1;3;-;-;5;-;-;66
"251410 São João do Tigre";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251420 São José da Lagoa Tapada";-;-;-;-;4;13;2;-;-;-;-;-;-;19
"251450 São José de Piranhas";-;-;3;-;1;6;1;-;1;-;-;-;-;12
"251455 São José de Princesa";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251460 São José do Bonfim";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251470 São José do Sabugi";-;-;-;-;2;2;-;-;1;-;-;-;-;5
"251445 São José dos Ramos";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;3;1;5;-;-;-;-;-;-;-;-;-;9
"251520 São Sebastião do Umbuzeiro";-;3;17;1;4;-;1;-;-;-;-;-;-;26
"251540 São Vicente do Seridó";-;1;-;-;-;-;-;-;1;2;-;-;-;4
"251550 Serra Branca";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251593 Sertãozinho";-;-;-;1;-;1;1;1;-;-;-;1;-;5
"251620 Sousa";-;1;-;16;36;66;14;8;2;6;24;-;-;173
"251630 Sumé";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"251650 Taperoá";-;-;-;-;3;10;-;-;-;-;-;-;-;13
"251670 Teixeira";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"251675 Tenório";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"251690 Uiraúna";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"251720 Vieirópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250550 Vista Serrana";-;-;-;-;-;-;-;-;-;1;-;-;1;2
"251740 Zabelê";-;-;4;2;2;-;2;-;-;1;-;-;-;11
"260005 Abreu e Lima";-;2;-;1;3;5;3;-;-;1;-;-;3;18
"260020 Afrânio";-;-;-;-;1;7;10;12;-;3;-;-;-;33
"260040 Água Preta";-;-;-;-;1;6;30;3;-;4;1;1;1;47
"260050 Águas Belas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260080 Altinho";-;9;11;1;1;9;1;-;-;-;-;-;-;32
"260090 Amaraji";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260110 Araripina";-;2;-;1;2;2;1;-;-;-;-;-;-;8
"260120 Arcoverde";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260150 Belém de Maria";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"260160 Belém do São Francisco";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"260170 Belo Jardim";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"260190 Bezerros";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260200 Bodocó";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260210 Bom Conselho";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260220 Bom Jardim";-;-;-;4;7;-;-;-;2;-;-;-;-;13
"260230 Bonito";-;3;1;2;-;4;3;8;1;-;-;-;1;23
"260280 Buíque";-;-;-;1;2;1;-;-;2;-;-;1;-;7
"260290 Cabo de Santo Agostinho";-;-;2;3;1;2;-;1;2;1;3;1;1;17
"260300 Cabrobó";-;-;-;-;3;1;3;-;-;-;-;-;-;7
"260320 Caetés";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260330 Calçado";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"260340 Calumbi";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260345 Camaragibe";-;-;-;1;-;1;-;6;1;3;1;-;1;14
"260350 Camocim de São Félix";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260390 Carnaíba";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260392 Carnaubeira da Penha";-;1;-;-;1;3;-;-;-;-;-;-;2;7
"260400 Carpina";-;-;-;-;-;1;-;-;-;-;-;-;1;2
"260410 Caruaru";-;3;-;-;1;2;1;-;-;1;-;-;-;8
"260415 Casinhas";-;-;-;-;-;-;1;-;-;1;-;-;-;2
"260420 Catende";-;-;1;-;-;-;-;-;1;-;-;-;-;2
"260430 Cedro";-;-;-;-;14;46;25;3;-;-;-;-;-;88
"260450 Chã Grande";-;-;-;-;-;-;-;-;1;2;-;-;-;3
"260460 Condado";-;-;-;-;-;2;-;-;-;2;1;2;-;7
"260470 Correntes";-;-;-;-;1;-;1;-;-;-;1;-;-;3
"260490 Cumaru";-;-;-;1;1;-;-;1;1;-;-;-;-;4
"260510 Custódia";-;-;-;-;3;3;1;-;-;-;-;1;19;27
"260515 Dormentes";-;-;-;2;33;1;2;-;-;-;-;-;-;38
"260520 Escada";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"260530 Exu";-;-;-;-;-;-;-;15;3;-;-;-;-;18
"260540 Feira Nova";-;1;3;2;-;-;-;-;-;-;-;-;-;6
"260545 Fernando de Noronha";-;-;-;-;-;1;6;-;-;-;-;-;-;7
"260550 Ferreiros";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260560 Flores";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260570 Floresta";-;-;-;-;5;1;-;-;1;4;1;-;-;12
"260580 Frei Miguelinho";-;-;-;-;-;3;5;7;2;-;-;-;-;17
"260590 Gameleira";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260600 Garanhuns";-;1;-;-;1;3;-;-;1;-;-;-;-;6
"260610 Glória do Goitá";-;-;-;-;3;1;-;-;1;-;-;-;-;5
"260630 Granito";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260640 Gravatá";-;9;13;31;69;157;157;77;40;15;-;-;1;569
"260650 Iati";-;-;-;-;3;-;-;-;-;-;-;1;-;4
"260660 Ibimirim";-;1;-;-;1;-;-;1;-;-;-;-;1;4
"260680 Igarassu";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"260690 Iguaracy";-;-;-;-;2;1;2;-;-;-;-;-;-;5
"260760 Ilha de Itamaracá";-;-;-;-;1;-;3;1;-;-;-;-;-;5
"260720 Ipojuca";-;1;-;2;1;1;5;1;2;-;-;-;-;13
"260740 Itacuruba";-;-;-;-;-;5;-;1;-;1;2;-;-;9
"260765 Itambé";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"260770 Itapetim";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"260775 Itapissuma";-;-;1;-;-;-;1;-;-;-;1;-;-;3
"260780 Itaquitinga";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;-;-;-;7;3;-;1;-;2;2;3;18
"260800 Jataúba";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"260805 Jatobá";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"260810 João Alfredo";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"260820 Joaquim Nabuco";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260840 Jurema";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"260850 Lagoa de Itaenga";-;-;-;1;-;1;-;-;1;1;-;1;-;5
"260845 Lagoa do Carro";-;-;-;-;-;-;-;-;1;2;-;-;-;3
"260860 Lagoa do Ouro";-;-;-;1;1;10;67;39;6;-;-;-;-;124
"260890 Limoeiro";-;2;6;3;1;2;6;-;2;1;-;1;1;25
"260900 Macaparana";-;-;-;-;1;3;-;1;-;-;1;1;-;7
"260910 Machados";-;-;-;-;-;-;1;4;-;-;-;-;-;5
"260920 Maraial";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260930 Mirandiba";-;1;-;10;9;31;40;16;-;-;-;1;1;109
"260940 Moreno";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"260960 Olinda";-;1;1;-;-;1;1;-;1;-;-;-;-;5
"260980 Orocó";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261000 Palmares";-;-;-;-;-;-;2;-;1;-;-;-;-;3
"261010 Palmeirina";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261020 Panelas";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"261040 Parnamirim";-;-;-;-;-;6;5;-;1;-;-;-;-;12
"261050 Passira";-;1;-;-;1;-;1;-;-;-;-;-;-;3
"261060 Paudalho";-;-;-;-;-;-;-;-;1;-;-;-;1;2
"261070 Paulista";-;-;-;-;1;-;1;4;2;-;1;2;-;11
"261080 Pedra";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261100 Petrolândia";-;-;-;-;1;1;1;-;-;-;-;-;-;3
"261110 Petrolina";-;4;6;39;104;133;48;22;12;2;-;4;3;377
"261130 Pombos";-;2;-;-;1;-;-;-;-;-;-;-;-;3
"261140 Primavera";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"261153 Quixaba";-;-;-;-;-;2;-;-;-;-;1;-;-;3
"261160 Recife";-;20;34;36;28;93;45;11;11;10;22;34;64;408
"261180 Ribeirão";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"261190 Rio Formoso";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"261210 Salgadinho";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261220 Salgueiro";-;19;62;263;351;504;158;42;3;2;4;1;5;1414
"261240 Sanharó";-;-;1;-;1;-;3;2;-;-;-;1;-;8
"261245 Santa Cruz";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";-;-;2;-;-;-;-;-;-;-;1;-;-;3
"261260 Santa Maria da Boa Vista";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"261270 Santa Maria do Cambucá";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"261300 São Bento do Una";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"261350 São José do Belmonte";-;-;6;4;2;22;19;2;-;-;-;-;-;55
"261360 São José do Egito";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261370 São Lourenço da Mata";-;-;5;-;1;1;-;2;3;1;1;-;-;14
"261380 São Vicente Ferrer";-;-;5;-;3;19;6;-;-;-;-;-;-;33
"261390 Serra Talhada";-;1;4;5;8;10;6;5;2;1;2;-;1;45
"261400 Serrita";-;-;-;1;4;14;6;2;-;-;1;-;-;28
"261410 Sertânia";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"261420 Sirinhaém";-;-;-;-;26;2;-;1;-;-;-;-;-;29
"261450 Surubim";-;1;-;3;-;-;2;1;-;-;1;-;-;8
"261460 Tabira";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261485 Tamandaré";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261510 Terezinha";-;1;1;4;17;23;3;1;-;-;-;-;-;50
"261520 Terra Nova";-;-;-;-;4;6;-;3;-;-;-;-;-;13
"261530 Timbaúba";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"261540 Toritama";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"261560 Trindade";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261580 Tupanatinga";-;1;-;-;2;11;1;1;-;-;-;-;-;16
"261610 Verdejante";-;-;1;6;15;14;3;3;-;-;-;-;1;43
"261620 Vertentes";-;2;10;16;1;-;1;10;-;-;6;-;2;48
"261630 Vicência";-;-;-;-;1;-;-;1;1;-;1;-;-;4
"261640 Vitória de Santo Antão";-;-;1;2;1;-;-;1;-;1;1;-;-;7
"261650 Xexéu";-;-;-;-;-;-;-;5;-;-;-;-;-;5
"270020 Anadia";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270030 Arapiraca";-;90;54;65;42;52;77;44;51;35;16;12;22;560
"270040 Atalaia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270050 Barra de Santo Antônio";-;-;-;-;-;10;2;5;3;4;-;1;-;25
"270060 Barra de São Miguel";-;1;-;3;1;1;2;-;1;-;-;1;6;16
"270080 Belém";-;2;-;1;-;-;-;1;1;-;-;-;-;5
"270100 Boca da Mata";-;-;-;3;6;-;5;3;5;1;-;-;-;23
"270110 Branquinha";-;-;1;15;23;4;2;1;1;-;-;-;-;47
"270120 Cacimbinhas";-;-;-;1;1;1;2;-;-;-;-;-;-;5
"270130 Cajueiro";-;-;1;21;20;12;11;3;-;-;-;-;-;68
"270135 Campestre";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270140 Campo Alegre";-;-;-;2;1;-;-;-;-;1;1;-;-;5
"270160 Canapi";-;-;-;-;-;-;-;-;2;4;9;1;-;16
"270170 Capela";-;-;-;-;-;-;-;-;-;-;1;1;-;2
"270190 Chã Preta";-;-;-;-;-;3;-;2;-;-;-;-;-;5
"270200 Coité do Nóia";-;1;5;5;13;9;7;3;-;-;-;-;-;43
"270210 Colônia Leopoldina";-;-;-;-;-;1;-;-;-;2;-;-;-;3
"270220 Coqueiro Seco";-;-;-;1;-;1;-;5;12;1;2;-;-;22
"270235 Craíbas";-;1;3;2;-;-;-;1;-;-;-;-;-;7
"270240 Delmiro Gouveia";-;3;1;1;2;20;5;6;3;2;1;-;-;44
"270250 Dois Riachos";-;-;-;1;-;-;-;-;1;-;-;-;-;2
"270255 Estrela de Alagoas";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"270260 Feira Grande";-;12;11;5;3;4;9;9;13;17;7;8;3;101
"270280 Flexeiras";-;1;-;-;-;-;-;1;-;-;-;-;-;2
"270290 Girau do Ponciano";-;2;1;4;-;-;2;-;-;-;-;-;-;9
"270300 Ibateguara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270310 Igaci";-;3;-;-;-;-;-;-;-;-;-;-;-;3
"270330 Inhapi";-;3;-;4;4;4;-;4;1;-;-;-;-;20
"270350 Jacuípe";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"270360 Japaratinga";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"270375 Jequiá da Praia";-;-;-;-;1;1;2;-;3;-;-;-;-;7
"270400 Junqueiro";-;-;1;-;-;-;-;1;-;-;11;6;4;23
"270410 Lagoa da Canoa";-;-;-;4;1;6;2;1;-;-;3;-;-;17
"270420 Limoeiro de Anadia";-;-;-;-;-;2;-;1;-;3;1;1;-;8
"270430 Maceió";-;25;16;7;5;21;41;23;8;7;28;2;1;184
"270440 Major Isidoro";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270450 Maragogi";-;1;13;18;17;9;11;17;6;1;4;5;3;105
"270470 Marechal Deodoro";-;1;2;8;9;23;16;7;11;-;1;-;-;78
"270480 Maribondo";-;1;1;-;2;-;2;8;3;3;3;1;2;26
"270500 Mata Grande";-;-;-;-;-;-;1;-;-;-;1;-;-;2
"270520 Messias";-;-;-;-;-;-;-;2;2;-;-;-;-;4
"270550 Murici";-;-;-;-;1;16;3;-;-;-;-;-;-;20
"270570 Olho d'Água das Flores";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270600 Olivença";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"270610 Ouro Branco";-;1;-;-;-;-;-;-;-;1;-;-;-;2
"270620 Palestina";-;-;-;-;-;4;-;-;-;-;-;-;-;4
"270630 Palmeira dos Índios";-;1;-;1;3;27;9;-;-;-;1;-;1;43
"270640 Pão de Açúcar";-;-;1;1;-;3;3;2;3;6;1;1;1;22
"270642 Pariconha";-;-;-;-;1;-;-;-;-;-;1;1;-;3
"270644 Paripueira";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270650 Passo de Camaragibe";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"270670 Penedo";-;18;3;1;1;12;15;17;9;5;1;-;3;85
"270690 Pilar";-;1;-;1;5;19;6;24;10;-;-;-;-;66
"270710 Piranhas";-;-;-;1;1;1;-;1;-;-;-;-;-;4
"270770 Rio Largo";-;15;26;40;69;70;60;54;32;6;6;9;9;396
"270790 Santa Luzia do Norte";-;-;-;3;-;1;1;2;1;-;1;-;-;9
"270800 Santana do Ipanema";-;9;5;2;3;1;1;4;-;-;-;-;5;30
"270810 Santana do Mundaú";-;-;-;-;-;1;-;-;1;-;1;-;3;6
"270830 São José da Laje";-;-;-;1;-;1;-;-;1;-;-;-;-;3
"270840 São José da Tapera";-;-;-;-;1;-;-;-;-;2;-;-;-;3
"270850 São Luís do Quitunde";-;-;-;-;-;2;1;-;-;3;2;-;1;9
"270860 São Miguel dos Campos";-;1;1;2;3;2;5;5;8;8;6;1;5;47
